ward,precinct,total,"Michael J. Howlett, Jr.","Michael J. Howlett, Jr. Percent",Margaret Ann (Meg) Carey,Margaret Ann (Meg) Carey Percent,precinct_id
13,14,135,102,75.56,33,24.44,13014
13,15,295,243,82.37,52,17.63,13015
13,16,151,97,64.24,54,35.76,13016
13,17,204,146,71.57,58,28.43,13017
13,18,139,93,66.91,46,33.09,13018
13,19,163,132,80.98,31,19.02,13019
13,20,166,106,63.86,60,36.14,13020
13,21,234,170,72.65,64,27.35,13021
13,22,208,188,90.38,20,9.62,13022
13,23,153,114,74.51,39,25.49,13023
13,24,190,151,79.47,39,20.53,13024
13,25,143,87,60.84,56,39.16,13025
13,26,125,93,74.4,32,25.6,13026
13,27,217,156,71.89,61,28.11,13027
13,28,129,98,75.97,31,24.03,13028
13,29,154,116,75.32,38,24.68,13029
13,30,195,156,80.0,39,20.0,13030
13,31,212,160,75.47,52,24.53,13031
13,32,176,114,64.77,62,35.23,13032
13,33,165,119,72.12,46,27.88,13033
13,34,174,135,77.59,39,22.41,13034
13,35,224,189,84.38,35,15.63,13035
13,36,109,77,70.64,32,29.36,13036
13,37,125,100,80.0,25,20.0,13037
13,38,205,149,72.68,56,27.32,13038
13,39,169,132,78.11,37,21.89,13039
13,40,200,133,66.5,67,33.5,13040
13,41,194,167,86.08,27,13.92,13041
13,42,217,171,78.8,46,21.2,13042
13,43,150,123,82.0,27,18.0,13043
13,44,316,303,95.89,13,4.11,13044
13,45,288,238,82.64,50,17.36,13045
13,46,181,152,83.98,29,16.02,13046
13,47,158,119,75.32,39,24.68,13047
13,48,225,168,74.67,57,25.33,13048
13,49,236,197,83.47,39,16.53,13049
13,50,296,269,90.88,27,9.12,13050
14,1,100,77,77.0,23,23.0,14001
14,2,123,68,55.28,55,44.72,14002
14,3,166,113,68.07,53,31.93,14003
14,4,104,72,69.23,32,30.77,14004
14,5,177,129,72.88,48,27.12,14005
14,6,118,76,64.41,42,35.59,14006
14,7,117,87,74.36,30,25.64,14007
14,8,93,69,74.19,24,25.81,14008
14,9,149,102,68.46,47,31.54,14009
14,10,123,78,63.41,45,36.59,14010
14,11,110,88,80.0,22,20.0,14011
14,12,115,88,76.52,27,23.48,14012
14,13,180,129,71.67,51,28.33,14013
14,14,97,72,74.23,25,25.77,14014
14,15,149,107,71.81,42,28.19,14015
14,16,112,70,62.5,42,37.5,14016
14,17,138,113,81.88,25,18.12,14017
14,18,108,51,47.22,57,52.78,14018
14,19,180,142,78.89,38,21.11,14019
14,20,101,67,66.34,34,33.66,14020
14,21,149,132,88.59,17,11.41,14021
14,22,151,123,81.46,28,18.54,14022
14,23,127,92,72.44,35,27.56,14023
14,24,75,57,76.0,18,24.0,14024
14,25,149,113,75.84,36,24.16,14025
14,26,151,81,53.64,70,46.36,14026
14,27,145,87,60.0,58,40.0,14027
14,28,135,95,70.37,40,29.63,14028
14,29,145,103,71.03,42,28.97,14029
14,30,102,78,76.47,24,23.53,14030
14,31,129,107,82.95,22,17.05,14031
14,32,101,78,77.23,23,22.77,14032
14,33,105,80,76.19,25,23.81,14033
14,34,130,116,89.23,14,10.77,14034
14,35,98,72,73.47,26,26.53,14035
15,1,75,49,65.33,26,34.67,15001
15,2,98,62,63.27,36,36.73,15002
15,3,87,55,63.22,32,36.78,15003
15,4,82,59,71.95,23,28.05,15004
15,5,87,59,67.82,28,32.18,15005
15,6,82,56,68.29,26,31.71,15006
15,7,93,55,59.14,38,40.86,15007
15,8,126,74,58.73,52,41.27,15008
15,9,110,70,63.64,40,36.36,15009
15,10,80,43,53.75,37,46.25,15010
15,11,97,58,59.79,39,40.21,15011
15,12,49,31,63.27,18,36.73,15012
15,13,50,25,50.0,25,50.0,15013
15,14,126,68,53.97,58,46.03,15014
15,15,67,28,41.79,39,58.21,15015
15,16,60,27,45.0,33,55.0,15016
15,17,109,74,67.89,35,32.11,15017
15,18,72,45,62.5,27,37.5,15018
15,19,105,61,58.1,44,41.9,15019
15,20,94,59,62.77,35,37.23,15020
15,21,117,76,64.96,41,35.04,15021
15,22,108,61,56.48,47,43.52,15022
15,23,73,44,60.27,29,39.73,15023
15,24,110,61,55.45,49,44.55,15024
15,25,61,23,37.7,38,62.3,15025
15,26,92,67,72.83,25,27.17,15026
15,27,73,44,60.27,29,39.73,15027
15,28,91,51,56.04,40,43.96,15028
15,29,47,27,57.45,20,42.55,15029
15,30,79,55,69.62,24,30.38,15030
15,31,98,61,62.24,37,37.76,15031
15,32,75,37,49.33,38,50.67,15032
15,33,69,49,71.01,20,28.99,15033
15,34,81,48,59.26,33,40.74,15034
15,35,105,57,54.29,48,45.71,15035
15,36,85,58,68.24,27,31.76,15036
15,37,90,46,51.11,44,48.89,15037
15,38,86,50,58.14,36,41.86,15038
15,39,119,87,73.11,32,26.89,15039
15,40,107,68,63.55,39,36.45,15040
15,41,129,75,58.14,54,41.86,15041
15,42,57,45,78.95,12,21.05,15042
15,43,94,57,60.64,37,39.36,15043
15,44,82,47,57.32,35,42.68,15044
15,45,49,28,57.14,21,42.86,15045
15,46,74,45,60.81,29,39.19,15046
15,47,110,72,65.45,38,34.55,15047
15,48,74,36,48.65,38,51.35,15048
15,49,62,35,56.45,27,43.55,15049
15,50,84,57,67.86,27,32.14,15050
15,51,66,46,69.7,20,30.3,15051
15,52,61,41,67.21,20,32.79,15052
16,1,64,42,65.63,22,34.38,16001
16,2,75,56,74.67,19,25.33,16002
16,3,106,79,74.53,27,25.47,16003
16,4,66,40,60.61,26,39.39,16004
16,5,107,75,70.09,32,29.91,16005
16,6,40,22,55.0,18,45.0,16006
16,7,79,56,70.89,23,29.11,16007
16,8,94,59,62.77,35,37.23,16008
16,9,158,106,67.09,52,32.91,16009
16,10,72,40,55.56,32,44.44,16010
16,11,92,61,66.3,31,33.7,16011
16,12,74,44,59.46,30,40.54,16012
16,13,70,32,45.71,38,54.29,16013
16,14,112,68,60.71,44,39.29,16014
16,15,120,78,65.0,42,35.0,16015
16,16,119,76,63.87,43,36.13,16016
16,17,100,61,61.0,39,39.0,16017
16,18,89,59,66.29,30,33.71,16018
16,19,79,45,56.96,34,43.04,16019
16,20,109,62,56.88,47,43.12,16020
16,21,68,33,48.53,35,51.47,16021
16,22,87,55,63.22,32,36.78,16022
16,23,72,44,61.11,28,38.89,16023
16,24,64,42,65.63,22,34.38,16024
16,25,70,48,68.57,22,31.43,16025
16,26,89,55,61.8,34,38.2,16026
16,27,156,96,61.54,60,38.46,16027
16,28,130,83,63.85,47,36.15,16028
16,29,68,46,67.65,22,32.35,16029
16,30,67,50,74.63,17,25.37,16030
16,31,101,65,64.36,36,35.64,16031
16,32,96,51,53.13,45,46.88,16032
16,33,95,58,61.05,37,38.95,16033
16,34,96,64,66.67,32,33.33,16034
16,35,68,27,39.71,41,60.29,16035
16,36,110,71,64.55,39,35.45,16036
16,37,63,40,63.49,23,36.51,16037
16,38,112,75,66.96,37,33.04,16038
16,39,72,47,65.28,25,34.72,16039
16,40,127,83,65.35,44,34.65,16040
16,41,54,32,59.26,22,40.74,16041
16,42,76,35,46.05,41,53.95,16042
16,43,134,93,69.4,41,30.6,16043
16,44,90,47,52.22,43,47.78,16044
16,45,67,45,67.16,22,32.84,16045
16,46,34,19,55.88,15,44.12,16046
17,1,76,45,59.21,31,40.79,17001
17,2,102,73,71.57,29,28.43,17002
17,3,87,55,63.22,32,36.78,17003
17,4,196,134,68.37,62,31.63,17004
17,5,95,66,69.47,29,30.53,17005
17,6,98,68,69.39,30,30.61,17006
17,7,162,108,66.67,54,33.33,17007
17,8,120,77,64.17,43,35.83,17008
17,9,91,67,73.63,24,26.37,17009
17,10,129,93,72.09,36,27.91,17010
17,11,126,85,67.46,41,32.54,17011
17,12,159,120,75.47,39,24.53,17012
17,13,70,44,62.86,26,37.14,17013
17,14,112,73,65.18,39,34.82,17014
17,15,102,61,59.8,41,40.2,17015
17,16,93,60,64.52,33,35.48,17016
17,17,71,46,64.79,25,35.21,17017
17,18,155,109,70.32,46,29.68,17018
17,19,44,25,56.82,19,43.18,17019
17,20,96,66,68.75,30,31.25,17020
17,21,192,135,70.31,57,29.69,17021
17,22,133,81,60.9,52,39.1,17022
17,23,106,70,66.04,36,33.96,17023
17,24,120,71,59.17,49,40.83,17024
17,25,75,50,66.67,25,33.33,17025
17,26,156,95,60.9,61,39.1,17026
17,27,169,114,67.46,55,32.54,17027
17,28,98,61,62.24,37,37.76,17028
17,29,140,92,65.71,48,34.29,17029
17,30,141,94,66.67,47,33.33,17030
17,31,115,76,66.09,39,33.91,17031
17,32,129,88,68.22,41,31.78,17032
17,33,107,66,61.68,41,38.32,17033
17,34,86,60,69.77,26,30.23,17034
17,35,76,57,75.0,19,25.0,17035
17,36,73,52,71.23,21,28.77,17036
17,37,85,41,48.24,44,51.76,17037
17,38,132,95,71.97,37,28.03,17038
17,39,80,55,68.75,25,31.25,17039
17,40,92,63,68.48,29,31.52,17040
17,41,109,67,61.47,42,38.53,17041
17,42,100,75,75.0,25,25.0,17042
17,43,92,54,58.7,38,41.3,17043
17,44,82,63,76.83,19,23.17,17044
17,45,72,51,70.83,21,29.17,17045
17,46,124,86,69.35,38,30.65,17046
17,47,67,37,55.22,30,44.78,17047
17,48,147,98,66.67,49,33.33,17048
17,49,94,60,63.83,34,36.17,17049
17,50,90,59,65.56,31,34.44,17050
