ward,precinct,total,Eileen Mary Brewer,Eileen Mary Brewer Percent,Joy Virginia Cunningham,Joy Virginia Cunningham Percent,James Michael Bailey,James Michael Bailey Percent,Barbara Ann Riley,Barbara Ann Riley Percent,precinct_id
17,11,128,22,17.19,41,32.03,23,17.97,22,17.19,17011
17,12,165,24,14.55,90,54.55,19,11.52,18,10.91,17012
17,13,77,8,10.39,17,22.08,18,23.38,11,14.29,17013
17,14,117,21,17.95,32,27.35,20,17.09,19,16.24,17014
17,15,107,21,19.63,32,29.91,23,21.5,8,7.48,17015
17,16,97,13,13.4,33,34.02,20,20.62,14,14.43,17016
17,17,74,11,14.86,27,36.49,8,10.81,15,20.27,17017
17,18,150,22,14.67,67,44.67,11,7.33,19,12.67,17018
17,19,41,9,21.95,11,26.83,8,19.51,8,19.51,17019
17,20,104,13,12.5,37,35.58,20,19.23,14,13.46,17020
17,21,202,27,13.37,86,42.57,30,14.85,22,10.89,17021
17,22,133,24,18.05,46,34.59,21,15.79,20,15.04,17022
17,23,108,25,23.15,44,40.74,17,15.74,5,4.63,17023
17,24,127,23,18.11,40,31.5,25,19.69,18,14.17,17024
17,25,75,9,12.0,36,48.0,11,14.67,7,9.33,17025
17,26,160,35,21.88,52,32.5,11,6.88,18,11.25,17026
17,27,179,30,16.76,50,27.93,28,15.64,32,17.88,17027
17,28,103,16,15.53,35,33.98,15,14.56,20,19.42,17028
17,29,146,35,23.97,46,31.51,13,8.9,22,15.07,17029
17,30,146,28,19.18,71,48.63,14,9.59,14,9.59,17030
17,31,120,20,16.67,36,30.0,16,13.33,22,18.33,17031
17,32,131,24,18.32,34,25.95,24,18.32,16,12.21,17032
17,33,108,23,21.3,28,25.93,15,13.89,18,16.67,17033
17,34,87,9,10.34,35,40.23,15,17.24,11,12.64,17034
17,35,79,15,18.99,42,53.16,5,6.33,5,6.33,17035
17,36,72,8,11.11,31,43.06,8,11.11,10,13.89,17036
17,37,88,14,15.91,34,38.64,10,11.36,13,14.77,17037
17,38,134,12,8.96,70,52.24,12,8.96,20,14.93,17038
17,39,81,16,19.75,27,33.33,14,17.28,7,8.64,17039
17,40,94,15,15.96,27,28.72,17,18.09,14,14.89,17040
17,41,104,19,18.27,27,25.96,18,17.31,21,20.19,17041
17,42,94,11,11.7,50,53.19,8,8.51,14,14.89,17042
17,43,95,10,10.53,41,43.16,13,13.68,15,15.79,17043
17,44,85,9,10.59,36,42.35,10,11.76,14,16.47,17044
17,45,72,11,15.28,20,27.78,15,20.83,8,11.11,17045
17,46,121,17,14.05,46,38.02,21,17.36,19,15.7,17046
17,47,67,6,8.96,26,38.81,17,25.37,7,10.45,17047
17,48,151,18,11.92,72,47.68,15,9.93,24,15.89,17048
17,49,98,19,19.39,26,26.53,22,22.45,10,10.2,17049
17,50,101,13,12.87,30,29.7,18,17.82,14,13.86,17050
17,51,145,33,22.76,60,41.38,17,11.72,18,12.41,17051
17,52,163,30,18.4,54,33.13,33,20.25,20,12.27,17052
17,53,111,20,18.02,37,33.33,19,17.12,20,18.02,17053
17,54,157,23,14.65,65,41.4,14,8.92,24,15.29,17054
17,55,114,16,14.04,45,39.47,17,14.91,16,14.04,17055
17,56,127,18,14.17,38,29.92,21,16.54,28,22.05,17056
17,57,136,26,19.12,37,27.21,16,11.76,30,22.06,17057
17,58,101,15,14.85,28,27.72,17,16.83,17,16.83,17058
17,59,46,7,15.22,16,34.78,8,17.39,6,13.04,17059
17,60,180,24,13.33,78,43.33,25,13.89,21,11.67,17060
17,61,110,18,16.36,32,29.09,18,16.36,19,17.27,17061
17,62,107,15,14.02,20,18.69,16,14.95,18,16.82,17062
17,63,72,11,15.28,23,31.94,7,9.72,13,18.06,17063
17,64,75,15,20.0,20,26.67,11,14.67,15,20.0,17064
18,1,85,12,14.12,25,29.41,7,8.24,15,17.65,18001
18,2,161,25,15.53,40,24.84,29,18.01,30,18.63,18002
18,3,127,19,14.96,24,18.9,17,13.39,36,28.35,18003
18,4,209,26,12.44,68,32.54,26,12.44,28,13.4,18004
18,5,154,21,13.64,44,28.57,14,9.09,21,13.64,18005
18,6,131,15,11.45,24,18.32,20,15.27,28,21.37,18006
18,7,116,15,12.93,28,24.14,20,17.24,18,15.52,18007
18,8,67,9,13.43,17,25.37,8,11.94,13,19.4,18008
18,9,201,22,10.95,76,37.81,31,15.42,24,11.94,18009
18,10,262,38,14.5,93,35.5,33,12.6,33,12.6,18010
18,11,152,12,7.89,33,21.71,18,11.84,15,9.87,18011
18,12,216,34,15.74,80,37.04,25,11.57,24,11.11,18012
18,13,189,25,13.23,53,28.04,36,19.05,16,8.47,18013
18,14,220,24,10.91,73,33.18,20,9.09,34,15.45,18014
18,15,85,11,12.94,21,24.71,14,16.47,16,18.82,18015
18,16,189,19,10.05,59,31.22,21,11.11,23,12.17,18016
18,17,140,13,9.29,26,18.57,25,17.86,15,10.71,18017
18,18,211,27,12.8,87,41.23,28,13.27,21,9.95,18018
18,19,226,17,7.52,96,42.48,33,14.6,22,9.73,18019
18,20,188,23,12.23,73,38.83,29,15.43,19,10.11,18020
18,21,241,29,12.03,92,38.17,27,11.2,33,13.69,18021
18,22,195,33,16.92,58,29.74,19,9.74,28,14.36,18022
18,23,150,14,9.33,43,28.67,24,16.0,19,12.67,18023
18,24,227,25,11.01,108,47.58,23,10.13,28,12.33,18024
18,25,68,12,17.65,30,44.12,8,11.76,5,7.35,18025
18,26,150,23,15.33,65,43.33,10,6.67,17,11.33,18026
18,27,129,13,10.08,44,34.11,15,11.63,12,9.3,18027
18,28,191,19,9.95,25,13.09,26,13.61,45,23.56,18028
18,29,172,20,11.63,52,30.23,20,11.63,25,14.53,18029
18,30,116,11,9.48,49,42.24,12,10.34,14,12.07,18030
18,31,137,19,13.87,35,25.55,30,21.9,17,12.41,18031
18,32,234,37,15.81,96,41.03,26,11.11,25,10.68,18032
18,33,141,23,16.31,62,43.97,15,10.64,21,14.89,18033
18,34,252,32,12.7,109,43.25,24,9.52,22,8.73,18034
18,35,205,25,12.2,69,33.66,16,7.8,30,14.63,18035
18,36,124,11,8.87,34,27.42,19,15.32,20,16.13,18036
18,37,114,8,7.02,38,33.33,17,14.91,13,11.4,18037
18,38,223,30,13.45,103,46.19,25,11.21,27,12.11,18038
18,39,124,15,12.1,36,29.03,15,12.1,23,18.55,18039
18,40,221,22,9.95,91,41.18,26,11.76,19,8.6,18040
18,41,164,20,12.2,19,11.59,19,11.59,38,23.17,18041
18,42,89,6,6.74,30,33.71,15,16.85,15,16.85,18042
18,43,101,15,14.85,20,19.8,21,20.79,20,19.8,18043
18,44,85,10,11.76,27,31.76,9,10.59,10,11.76,18044
18,45,196,24,12.24,89,45.41,22,11.22,19,9.69,18045
18,46,204,30,14.71,86,42.16,21,10.29,19,9.31,18046
18,47,119,12,10.08,50,42.02,9,7.56,14,11.76,18047
18,48,83,8,9.64,20,24.1,15,18.07,15,18.07,18048
18,49,122,10,8.2,42,34.43,13,10.66,15,12.3,18049
18,50,155,17,10.97,37,23.87,16,10.32,20,12.9,18050
18,51,225,21,9.33,93,41.33,21,9.33,25,11.11,18051
18,52,191,20,10.47,82,42.93,28,14.66,25,13.09,18052
18,53,139,17,12.23,66,47.48,11,7.91,14,10.07,18053
18,54,180,23,12.78,69,38.33,27,15.0,16,8.89,18054
18,55,151,18,11.92,23,15.23,25,16.56,28,18.54,18055
18,56,126,15,11.9,36,28.57,21,16.67,18,14.29,18056
18,57,135,11,8.15,25,18.52,13,9.63,18,13.33,18057
18,58,142,11,7.75,45,31.69,24,16.9,16,11.27,18058
18,59,111,11,9.91,40,36.04,13,11.71,9,8.11,18059
18,60,211,21,9.95,63,29.86,21,9.95,23,10.9,18060
18,61,169,21,12.43,64,37.87,25,14.79,19,11.24,18061
18,62,110,11,10.0,22,20.0,15,13.64,19,17.27,18062
19,1,251,108,43.03,21,8.37,47,18.73,40,15.94,19001
19,2,208,75,36.06,52,25.0,27,12.98,23,11.06,19002
19,3,188,63,33.51,18,9.57,44,23.4,35,18.62,19003
19,4,188,54,28.72,36,19.15,35,18.62,27,14.36,19004
19,5,252,79,31.35,77,30.56,28,11.11,29,11.51,19005
19,6,177,51,28.81,32,18.08,39,22.03,29,16.38,19006
19,7,203,66,32.51,29,14.29,34,16.75,39,19.21,19007
19,8,161,78,48.45,18,11.18,25,15.53,20,12.42,19008
19,9,149,41,27.52,10,6.71,32,21.48,26,17.45,19009
19,10,296,96,32.43,83,28.04,39,13.18,26,8.78,19010
19,11,236,91,38.56,31,13.14,44,18.64,34,14.41,19011
19,12,218,101,46.33,23,10.55,36,16.51,37,16.97,19012
19,13,171,67,39.18,52,30.41,9,5.26,23,13.45,19013
19,14,145,49,33.79,22,15.17,35,24.14,19,13.1,19014
19,15,137,48,35.04,25,18.25,25,18.25,19,13.87,19015
19,16,294,154,52.38,23,7.82,47,15.99,28,9.52,19016
19,17,226,92,40.71,24,10.62,41,18.14,41,18.14,19017
19,18,287,106,36.93,52,18.12,36,12.54,36,12.54,19018
19,19,228,65,28.51,58,25.44,41,17.98,30,13.16,19019
19,20,184,50,27.17,53,28.8,26,14.13,35,19.02,19020
19,21,175,60,34.29,21,12.0,31,17.71,38,21.71,19021
19,22,250,103,41.2,53,21.2,33,13.2,25,10.0,19022
19,23,238,99,41.6,29,12.18,36,15.13,41,17.23,19023
19,24,193,64,33.16,31,16.06,38,19.69,29,15.03,19024
19,25,267,85,31.84,54,20.22,41,15.36,36,13.48,19025
19,26,246,94,38.21,59,23.98,29,11.79,38,15.45,19026
19,27,122,31,25.41,42,34.43,24,19.67,13,10.66,19027
19,28,234,76,32.48,82,35.04,28,11.97,18,7.69,19028
19,29,178,43,24.16,29,16.29,41,23.03,36,20.22,19029
19,30,183,68,37.16,27,14.75,34,18.58,27,14.75,19030
19,31,211,69,32.7,41,19.43,30,14.22,33,15.64,19031
19,32,286,153,53.5,37,12.94,38,13.29,36,12.59,19032
19,33,214,73,34.11,30,14.02,53,24.77,21,9.81,19033
19,34,225,71,31.56,48,21.33,32,14.22,32,14.22,19034
19,35,233,73,31.33,42,18.03,42,18.03,42,18.03,19035
19,36,134,18,13.43,53,39.55,17,12.69,14,10.45,19036
19,37,230,110,47.83,53,23.04,19,8.26,29,12.61,19037
19,38,91,17,18.68,34,37.36,10,10.99,17,18.68,19038
19,39,121,36,29.75,39,32.23,11,9.09,17,14.05,19039
19,40,197,58,29.44,44,22.34,35,17.77,31,15.74,19040
19,41,148,48,32.43,18,12.16,35,23.65,26,17.57,19041
19,42,155,34,21.94,41,26.45,23,14.84,26,16.77,19042
19,43,227,53,23.35,72,31.72,29,12.78,32,14.1,19043
19,44,169,42,24.85,21,12.43,32,18.93,29,17.16,19044
19,45,242,113,46.69,30,12.4,37,15.29,32,13.22,19045
19,46,300,127,42.33,27,9.0,51,17.0,41,13.67,19046
19,47,151,49,32.45,35,23.18,19,12.58,18,11.92,19047
19,48,164,59,35.98,62,37.8,13,7.93,10,6.1,19048
19,49,303,90,29.7,96,31.68,33,10.89,39,12.87,19049
19,50,210,68,32.38,66,31.43,17,8.1,21,10.0,19050
19,51,186,56,30.11,26,13.98,33,17.74,44,23.66,19051
19,52,130,35,26.92,12,9.23,31,23.85,30,23.08,19052
19,53,222,73,32.88,30,13.51,49,22.07,36,16.22,19053
19,54,151,34,22.52,18,11.92,40,26.49,33,21.85,19054
19,55,196,60,30.61,36,18.37,39,19.9,23,11.73,19055
19,56,279,82,29.39,63,22.58,44,15.77,46,16.49,19056
19,57,266,68,25.56,64,24.06,37,13.91,50,18.8,19057
19,58,223,108,48.43,19,8.52,44,19.73,31,13.9,19058
19,59,217,70,32.26,31,14.29,53,24.42,36,16.59,19059
19,60,198,78,39.39,45,22.73,21,10.61,24,12.12,19060
19,61,285,131,45.96,29,10.18,52,18.25,35,12.28,19061
19,62,224,112,50.0,30,13.39,28,12.5,33,14.73,19062
19,63,167,76,45.51,41,24.55,15,8.98,12,7.19,19063
19,64,282,97,34.4,88,31.21,35,12.41,29,10.28,19064
19,65,183,41,22.4,54,29.51,30,16.39,26,14.21,19065
19,66,298,84,28.19,94,31.54,23,7.72,39,13.09,19066
19,67,42,11,26.19,8,19.05,11,26.19,4,9.52,19067
20,1,127,13,10.24,32,25.2,23,18.11,25,19.69,20001
20,2,114,9,7.89,39,34.21,13,11.4,19,16.67,20002
20,3,107,10,9.35,44,41.12,13,12.15,11,10.28,20003
20,4,86,5,5.81,16,18.6,12,13.95,22,25.58,20004
20,5,80,6,7.5,36,45.0,9,11.25,11,13.75,20005
20,6,132,8,6.06,46,34.85,15,11.36,17,12.88,20006
20,7,59,8,13.56,5,8.47,14,23.73,17,28.81,20007
20,8,46,6,13.04,7,15.22,10,21.74,6,13.04,20008
20,9,116,10,8.62,52,44.83,11,9.48,10,8.62,20009
20,10,103,12,11.65,41,39.81,16,15.53,14,13.59,20010
20,11,81,15,18.52,21,25.93,14,17.28,8,9.88,20011
20,12,82,13,15.85,31,37.8,11,13.41,12,14.63,20012
20,13,116,9,7.76,38,32.76,20,17.24,17,14.66,20013
20,14,202,27,13.37,75,37.13,28,13.86,24,11.88,20014
20,15,78,6,7.69,14,17.95,21,26.92,18,23.08,20015
20,16,159,16,10.06,71,44.65,20,12.58,24,15.09,20016
20,17,96,14,14.58,34,35.42,17,17.71,17,17.71,20017
20,18,126,22,17.46,51,40.48,19,15.08,16,12.7,20018
20,19,88,14,15.91,30,34.09,13,14.77,15,17.05,20019
20,20,81,11,13.58,21,25.93,15,18.52,9,11.11,20020
20,21,43,6,13.95,8,18.6,9,20.93,11,25.58,20021
20,22,146,16,10.96,72,49.32,9,6.16,14,9.59,20022
20,23,148,19,12.84,50,33.78,18,12.16,21,14.19,20023
20,24,131,10,7.63,65,49.62,9,6.87,23,17.56,20024
20,25,85,8,9.41,27,31.76,17,20.0,11,12.94,20025
20,26,155,13,8.39,53,34.19,20,12.9,42,27.1,20026
20,27,72,8,11.11,22,30.56,13,18.06,9,12.5,20027
20,28,142,9,6.34,52,36.62,9,6.34,9,6.34,20028
20,29,120,12,10.0,52,43.33,13,10.83,12,10.0,20029
20,30,135,15,11.11,41,30.37,9,6.67,22,16.3,20030
20,31,132,13,9.85,46,34.85,23,17.42,17,12.88,20031
20,32,124,16,12.9,49,39.52,11,8.87,24,19.35,20032
20,33,134,22,16.42,40,29.85,9,6.72,19,14.18,20033
20,34,142,18,12.68,58,40.85,18,12.68,23,16.2,20034
20,35,71,7,9.86,17,23.94,12,16.9,11,15.49,20035
20,36,109,14,12.84,33,30.28,13,11.93,21,19.27,20036
20,37,147,13,8.84,30,20.41,22,14.97,17,11.56,20037
20,38,27,4,14.81,8,29.63,1,3.7,6,22.22,20038
20,39,99,13,13.13,43,43.43,17,17.17,8,8.08,20039
20,40,82,6,7.32,42,51.22,8,9.76,15,18.29,20040
20,41,37,7,18.92,7,18.92,9,24.32,9,24.32,20041
20,42,95,12,12.63,25,26.32,15,15.79,15,15.79,20042
20,43,33,5,15.15,12,36.36,5,15.15,3,9.09,20043
20,44,185,19,10.27,62,33.51,24,12.97,21,11.35,20044
20,45,92,3,3.26,43,46.74,14,15.22,13,14.13,20045
20,46,77,8,10.39,22,28.57,4,5.19,9,11.69,20046
20,47,89,14,15.73,32,35.96,14,15.73,12,13.48,20047
20,48,61,2,3.28,27,44.26,7,11.48,11,18.03,20048
20,49,107,7,6.54,32,29.91,11,10.28,8,7.48,20049
20,50,76,6,7.89,34,44.74,5,6.58,11,14.47,20050
21,1,279,16,5.73,171,61.29,33,11.83,26,9.32,21001
21,2,167,20,11.98,79,47.31,21,12.57,25,14.97,21002
21,3,171,23,13.45,87,50.88,14,8.19,25,14.62,21003
21,4,187,18,9.63,111,59.36,29,15.51,11,5.88,21004
21,5,163,15,9.2,98,60.12,19,11.66,15,9.2,21005
21,6,134,25,18.66,59,44.03,13,9.7,12,8.96,21006
21,7,166,15,9.04,95,57.23,17,10.24,8,4.82,21007
21,8,209,16,7.66,97,46.41,27,12.92,30,14.35,21008
21,9,201,20,9.95,83,41.29,29,14.43,39,19.4,21009
21,10,124,15,12.1,59,47.58,15,12.1,15,12.1,21010
21,11,198,18,9.09,100,50.51,22,11.11,33,16.67,21011
21,12,178,21,11.8,94,52.81,19,10.67,22,12.36,21012
21,13,97,17,17.53,41,42.27,18,18.56,10,10.31,21013
21,14,158,14,8.86,88,55.7,17,10.76,14,8.86,21014
21,15,141,13,9.22,65,46.1,7,4.96,18,12.77,21015
21,16,166,26,15.66,76,45.78,14,8.43,25,15.06,21016
21,17,159,17,10.69,78,49.06,18,11.32,19,11.95,21017
21,18,174,8,4.6,124,71.26,8,4.6,14,8.05,21018
21,19,134,15,11.19,64,47.76,22,16.42,9,6.72,21019
21,20,97,14,14.43,36,37.11,19,19.59,11,11.34,21020
21,21,205,18,8.78,125,60.98,21,10.24,17,8.29,21021
21,22,177,14,7.91,103,58.19,29,16.38,12,6.78,21022
21,23,150,16,10.67,91,60.67,15,10.0,9,6.0,21023
21,24,179,21,11.73,99,55.31,20,11.17,13,7.26,21024
21,25,156,10,6.41,100,64.1,11,7.05,13,8.33,21025
21,26,136,17,12.5,77,56.62,12,8.82,11,8.09,21026
21,27,211,20,9.48,111,52.61,27,12.8,31,14.69,21027
21,28,142,17,11.97,71,50.0,22,15.49,13,9.15,21028
21,29,92,8,8.7,27,29.35,14,15.22,13,14.13,21029
21,30,141,34,24.11,57,40.43,12,8.51,14,9.93,21030
21,31,227,27,11.89,122,53.74,27,11.89,20,8.81,21031
21,32,152,21,13.82,73,48.03,20,13.16,15,9.87,21032
21,33,167,21,12.57,88,52.69,18,10.78,17,10.18,21033
21,34,219,26,11.87,104,47.49,24,10.96,30,13.7,21034
21,35,102,15,14.71,49,48.04,14,13.73,15,14.71,21035
21,36,149,18,12.08,67,44.97,19,12.75,27,18.12,21036
21,37,108,12,11.11,41,37.96,19,17.59,17,15.74,21037
21,38,165,20,12.12,88,53.33,20,12.12,20,12.12,21038
21,39,145,14,9.66,64,44.14,18,12.41,26,17.93,21039
21,40,186,12,6.45,100,53.76,18,9.68,27,14.52,21040
21,41,138,17,12.32,64,46.38,22,15.94,18,13.04,21041
21,42,177,19,10.73,98,55.37,22,12.43,16,9.04,21042
21,43,135,12,8.89,64,47.41,17,12.59,20,14.81,21043
21,44,151,15,9.93,68,45.03,24,15.89,23,15.23,21044
21,45,135,15,11.11,74,54.81,13,9.63,16,11.85,21045
21,46,108,12,11.11,57,52.78,14,12.96,11,10.19,21046
21,47,231,25,10.82,105,45.45,34,14.72,27,11.69,21047
21,48,212,29,13.68,105,49.53,21,9.91,27,12.74,21048
21,49,232,22,9.48,121,52.16,21,9.05,34,14.66,21049
21,50,149,19,12.75,80,53.69,15,10.07,20,13.42,21050
21,51,191,16,8.38,104,54.45,29,15.18,17,8.9,21051
21,52,190,31,16.32,86,45.26,23,12.11,16,8.42,21052
21,53,119,16,13.45,46,38.66,16,13.45,18,15.13,21053
21,54,186,18,9.68,108,58.06,26,13.98,12,6.45,21054
21,55,184,24,13.04,93,50.54,22,11.96,24,13.04,21055
21,56,131,17,12.98,48,36.64,22,16.79,22,16.79,21056
21,57,143,18,12.59,65,45.45,22,15.38,18,12.59,21057
21,58,145,19,13.1,73,50.34,16,11.03,19,13.1,21058
21,59,228,18,7.89,135,59.21,17,7.46,32,14.04,21059
21,60,185,19,10.27,91,49.19,20,10.81,37,20.0,21060
21,61,165,16,9.7,70,42.42,27,16.36,23,13.94,21061
21,62,185,29,15.68,95,51.35,15,8.11,16,8.65,21062
21,63,173,12,6.94,109,63.01,16,9.25,17,9.83,21063
21,64,99,16,16.16,43,43.43,14,14.14,12,12.12,21064
21,65,265,28,10.57,149,56.23,31,11.7,23,8.68,21065
21,66,125,12,9.6,62,49.6,12,9.6,23,18.4,21066
21,67,168,23,13.69,79,47.02,19,11.31,22,13.1,21067
21,68,175,15,8.57,86,49.14,27,15.43,10,5.71,21068
21,69,140,16,11.43,68,48.57,13,9.29,15,10.71,21069
21,70,173,15,8.67,97,56.07,20,11.56,20,11.56,21070
21,71,136,12,8.82,77,56.62,10,7.35,14,10.29,21071
21,72,143,17,11.89,63,44.06,22,15.38,18,12.59,21072
21,73,206,26,12.62,102,49.51,23,11.17,24,11.65,21073
21,74,57,5,8.77,21,36.84,14,24.56,6,10.53,21074
22,1,71,8,11.27,20,28.17,7,9.86,19,26.76,22001
22,2,59,5,8.47,14,23.73,9,15.25,14,23.73,22002
22,3,109,10,9.17,26,23.85,19,17.43,24,22.02,22003
22,4,89,7,7.87,33,37.08,11,12.36,19,21.35,22004
22,5,99,9,9.09,41,41.41,8,8.08,18,18.18,22005
22,6,101,5,4.95,57,56.44,5,4.95,16,15.84,22006
22,7,119,11,9.24,57,47.9,14,11.76,15,12.61,22007
22,8,73,7,9.59,12,16.44,18,24.66,17,23.29,22008
22,9,102,3,2.94,41,40.2,12,11.76,25,24.51,22009
22,10,84,13,15.48,18,21.43,9,10.71,17,20.24,22010
22,11,67,7,10.45,17,25.37,9,13.43,11,16.42,22011
22,12,77,9,11.69,24,31.17,8,10.39,19,24.68,22012
22,13,101,18,17.82,22,21.78,17,16.83,24,23.76,22013
22,14,66,9,13.64,23,34.85,15,22.73,11,16.67,22014
22,15,78,6,7.69,19,24.36,9,11.54,20,25.64,22015
22,16,106,17,16.04,35,33.02,14,13.21,28,26.42,22016
22,17,91,10,10.99,23,25.27,17,18.68,22,24.18,22017
22,18,97,13,13.4,25,25.77,11,11.34,28,28.87,22018
22,19,97,15,15.46,29,29.9,11,11.34,24,24.74,22019
22,20,124,12,9.68,44,35.48,17,13.71,22,17.74,22020
22,21,143,18,12.59,60,41.96,17,11.89,23,16.08,22021
22,22,67,6,8.96,24,35.82,6,8.96,14,20.9,22022
22,23,94,8,8.51,22,23.4,7,7.45,28,29.79,22023
22,24,71,7,9.86,22,30.99,4,5.63,18,25.35,22024
22,25,74,9,12.16,18,24.32,9,12.16,22,29.73,22025
22,26,78,8,10.26,27,34.62,12,15.38,20,25.64,22026
22,27,101,14,13.86,28,27.72,11,10.89,23,22.77,22027
22,28,54,5,9.26,16,29.63,12,22.22,11,20.37,22028
22,29,58,7,12.07,24,41.38,2,3.45,14,24.14,22029
23,1,173,21,12.14,18,10.4,42,24.28,23,13.29,23001
23,2,197,35,17.77,36,18.27,36,18.27,33,16.75,23002
23,3,155,20,12.9,25,16.13,32,20.65,37,23.87,23003
23,4,164,31,18.9,13,7.93,42,25.61,40,24.39,23004
23,5,152,15,9.87,29,19.08,33,21.71,35,23.03,23005
23,6,185,16,8.65,47,25.41,19,10.27,28,15.14,23006
23,7,65,6,9.23,20,30.77,9,13.85,4,6.15,23007
23,8,180,25,13.89,33,18.33,25,13.89,36,20.0,23008
23,9,168,23,13.69,39,23.21,26,15.48,43,25.6,23009
23,10,173,18,10.4,29,16.76,22,12.72,27,15.61,23010
23,11,197,29,14.72,38,19.29,41,20.81,50,25.38,23011
23,12,182,24,13.19,27,14.84,38,20.88,32,17.58,23012
23,13,222,31,13.96,36,16.22,40,18.02,54,24.32,23013
23,14,82,8,9.76,26,31.71,7,8.54,7,8.54,23014
23,15,146,19,13.01,23,15.75,38,26.03,35,23.97,23015
23,16,181,35,19.34,27,14.92,32,17.68,31,17.13,23016
23,17,218,28,12.84,28,12.84,48,22.02,51,23.39,23017
23,18,136,20,14.71,18,13.24,31,22.79,29,21.32,23018
23,19,156,20,12.82,28,17.95,29,18.59,37,23.72,23019
23,20,165,24,14.55,26,15.76,33,20.0,30,18.18,23020
23,21,153,10,6.54,72,47.06,24,15.69,30,19.61,23021
23,22,169,18,10.65,26,15.38,38,22.49,26,15.38,23022
23,23,139,20,14.39,16,11.51,32,23.02,32,23.02,23023
23,24,97,15,15.46,21,21.65,15,15.46,20,20.62,23024
23,25,110,12,10.91,24,21.82,23,20.91,20,18.18,23025
23,26,162,23,14.2,15,9.26,35,21.6,35,21.6,23026
23,27,114,20,17.54,21,18.42,18,15.79,27,23.68,23027
23,28,159,18,11.32,23,14.47,33,20.75,38,23.9,23028
23,29,138,23,16.67,33,23.91,13,9.42,28,20.29,23029
23,30,176,22,12.5,24,13.64,33,18.75,51,28.98,23030
23,31,150,21,14.0,41,27.33,23,15.33,32,21.33,23031
23,32,205,18,8.78,46,22.44,36,17.56,41,20.0,23032
23,33,169,22,13.02,33,19.53,28,16.57,47,27.81,23033
23,34,113,22,19.47,13,11.5,27,23.89,25,22.12,23034
23,35,135,12,8.89,54,40.0,25,18.52,21,15.56,23035
23,36,234,36,15.38,44,18.8,44,18.8,41,17.52,23036
23,37,131,9,6.87,54,41.22,24,18.32,17,12.98,23037
23,38,125,12,9.6,17,13.6,25,20.0,29,23.2,23038
23,39,131,29,22.14,19,14.5,30,22.9,24,18.32,23039
23,40,151,15,9.93,16,10.6,31,20.53,40,26.49,23040
23,41,137,19,13.87,34,24.82,20,14.6,36,26.28,23041
23,42,158,26,16.46,28,17.72,32,20.25,27,17.09,23042
23,43,172,31,18.02,24,13.95,25,14.53,38,22.09,23043
23,44,177,25,14.12,16,9.04,35,19.77,39,22.03,23044
23,45,189,24,12.7,29,15.34,45,23.81,43,22.75,23045
23,46,217,22,10.14,30,13.82,48,22.12,50,23.04,23046
23,47,205,45,21.95,27,13.17,41,20.0,32,15.61,23047
23,48,124,16,12.9,18,14.52,23,18.55,27,21.77,23048
23,49,211,29,13.74,38,18.01,56,26.54,48,22.75,23049
23,50,110,19,17.27,22,20.0,24,21.82,27,24.55,23050
23,51,181,23,12.71,39,21.55,32,17.68,36,19.89,23051
23,52,202,31,15.35,34,16.83,49,24.26,29,14.36,23052
23,53,110,13,11.82,24,21.82,23,20.91,21,19.09,23053
23,54,189,32,16.93,24,12.7,32,16.93,44,23.28,23054
23,55,183,26,14.21,23,12.57,31,16.94,45,24.59,23055
23,56,121,13,10.74,20,16.53,29,23.97,28,23.14,23056
24,1,90,6,6.67,48,53.33,11,12.22,14,15.56,24001
24,2,82,8,9.76,27,32.93,14,17.07,15,18.29,24002
24,3,91,11,12.09,36,39.56,12,13.19,12,13.19,24003
24,4,118,16,13.56,36,30.51,22,18.64,16,13.56,24004
24,5,117,16,13.68,33,28.21,27,23.08,15,12.82,24005
24,6,134,13,9.7,44,32.84,22,16.42,22,16.42,24006
24,7,113,11,9.73,41,36.28,26,23.01,17,15.04,24007
24,8,90,17,18.89,29,32.22,16,17.78,10,11.11,24008
24,9,95,11,11.58,36,37.89,18,18.95,16,16.84,24009
24,10,105,12,11.43,39,37.14,10,9.52,22,20.95,24010
24,11,54,8,14.81,15,27.78,8,14.81,13,24.07,24011
24,12,75,18,24.0,21,28.0,13,17.33,14,18.67,24012
24,13,102,20,19.61,24,23.53,13,12.75,26,25.49,24013
24,14,167,22,13.17,42,25.15,43,25.75,32,19.16,24014
24,15,99,11,11.11,29,29.29,16,16.16,21,21.21,24015
24,16,80,8,10.0,34,42.5,11,13.75,13,16.25,24016
24,17,90,21,23.33,28,31.11,11,12.22,15,16.67,24017
24,18,61,9,14.75,17,27.87,10,16.39,12,19.67,24018
24,19,95,8,8.42,29,30.53,17,17.89,12,12.63,24019
24,20,120,12,10.0,35,29.17,25,20.83,21,17.5,24020
24,21,74,7,9.46,28,37.84,11,14.86,18,24.32,24021
24,22,96,15,15.63,37,38.54,12,12.5,13,13.54,24022
24,23,100,11,11.0,34,34.0,20,20.0,17,17.0,24023
24,24,83,9,10.84,32,38.55,19,22.89,7,8.43,24024
24,25,102,11,10.78,42,41.18,17,16.67,16,15.69,24025
24,26,109,23,21.1,38,34.86,18,16.51,15,13.76,24026
24,27,72,6,8.33,18,25.0,22,30.56,13,18.06,24027
24,28,116,17,14.66,29,25.0,17,14.66,21,18.1,24028
