ward,precinct,total,Marguerite Anne Quinn,Marguerite Anne Quinn Percent,Martha A. Mills,Martha A. Mills Percent,Patrick W. ''Pat'' O'Brien,Patrick W. ''Pat'' O'Brien Percent,Thomas ''TJ'' Loftus,Thomas ''TJ'' Loftus Percent,Susan Mary Matyus,Susan Mary Matyus Percent,John Martin Stalmack,John Martin Stalmack Percent,Phyllis F. Ringer-Taylor,Phyllis F. Ringer-Taylor Percent,precinct_id
38,30,92,24,26.09,12,13.04,26,28.26,11,11.96,4,4.35,13,14.13,2,2.17,38030
38,31,127,32,25.2,16,12.6,27,21.26,10,7.87,10,7.87,23,18.11,9,7.09,38031
38,32,106,30,28.3,18,16.98,32,30.19,5,4.72,5,4.72,15,14.15,1,0.94,38032
38,33,87,18,20.69,11,12.64,35,40.23,5,5.75,7,8.05,9,10.34,2,2.3,38033
38,34,71,15,21.13,7,9.86,19,26.76,2,2.82,2,2.82,20,28.17,6,8.45,38034
38,35,117,26,22.22,17,14.53,33,28.21,11,9.4,8,6.84,18,15.38,4,3.42,38035
38,36,98,24,24.49,11,11.22,48,48.98,5,5.1,6,6.12,1,1.02,3,3.06,38036
38,37,97,32,32.99,10,10.31,19,19.59,5,5.15,9,9.28,18,18.56,4,4.12,38037
38,38,134,39,29.1,14,10.45,34,25.37,13,9.7,14,10.45,16,11.94,4,2.99,38038
38,39,95,21,22.11,18,18.95,24,25.26,6,6.32,8,8.42,16,16.84,2,2.11,38039
38,40,91,29,31.87,9,9.89,30,32.97,6,6.59,7,7.69,9,9.89,1,1.1,38040
38,41,143,43,30.07,21,14.69,34,23.78,7,4.9,10,6.99,23,16.08,5,3.5,38041
38,42,133,34,25.56,21,15.79,42,31.58,7,5.26,11,8.27,16,12.03,2,1.5,38042
38,43,114,36,31.58,12,10.53,28,24.56,12,10.53,6,5.26,18,15.79,2,1.75,38043
38,44,99,25,25.25,12,12.12,37,37.37,6,6.06,4,4.04,13,13.13,2,2.02,38044
38,45,103,27,26.21,15,14.56,27,26.21,5,4.85,13,12.62,13,12.62,3,2.91,38045
38,46,90,14,15.56,10,11.11,31,34.44,11,12.22,7,7.78,12,13.33,5,5.56,38046
38,47,91,21,23.08,6,6.59,42,46.15,7,7.69,7,7.69,6,6.59,2,2.2,38047
38,48,112,32,28.57,13,11.61,33,29.46,8,7.14,11,9.82,12,10.71,3,2.68,38048
38,49,83,29,34.94,5,6.02,18,21.69,5,6.02,10,12.05,15,18.07,1,1.2,38049
38,50,113,28,24.78,19,16.81,30,26.55,11,9.73,7,6.19,11,9.73,7,6.19,38050
38,51,68,17,25.0,8,11.76,21,30.88,3,4.41,5,7.35,10,14.71,4,5.88,38051
38,52,111,25,22.52,9,8.11,36,32.43,6,5.41,6,5.41,28,25.23,1,0.9,38052
38,53,28,6,,4,,8,,0,,1,,9,,0,,38053
39,1,125,36,28.8,19,15.2,32,25.6,18,14.4,8,6.4,10,8.0,2,1.6,39001
39,2,175,52,29.71,32,18.29,30,17.14,15,8.57,10,5.71,28,16.0,8,4.57,39002
39,3,143,74,,17,,16,,20,,3,,13,,0,,39003
39,4,93,22,23.66,14,15.05,20,21.51,21,22.58,1,1.08,12,12.9,3,3.23,39004
39,5,69,17,24.64,22,31.88,15,21.74,5,7.25,4,5.8,1,1.45,5,7.25,39005
39,6,99,36,36.36,17,17.17,27,27.27,5,5.05,7,7.07,4,4.04,3,3.03,39006
39,7,77,16,20.78,16,20.78,17,22.08,2,2.6,1,1.3,23,29.87,2,2.6,39007
39,8,131,16,12.21,22,16.79,21,16.03,8,6.11,8,6.11,55,41.98,1,0.76,39008
39,9,121,18,14.88,11,9.09,20,16.53,10,8.26,6,4.96,55,45.45,1,0.83,39009
39,10,92,22,23.91,22,23.91,23,25.0,6,6.52,5,5.43,7,7.61,7,7.61,39010
39,11,169,37,21.89,11,6.51,35,20.71,11,6.51,12,7.1,57,33.73,6,3.55,39011
39,12,74,17,22.97,13,17.57,19,25.68,5,6.76,5,6.76,11,14.86,4,5.41,39012
39,13,53,17,32.08,11,20.75,9,16.98,1,1.89,10,18.87,3,5.66,2,3.77,39013
39,14,82,21,25.61,13,15.85,19,23.17,6,7.32,7,8.54,13,15.85,3,3.66,39014
39,15,98,36,36.73,14,14.29,22,22.45,14,14.29,1,1.02,10,10.2,1,1.02,39015
39,16,58,15,,12,,19,,4,,3,,0,,5,,39016
39,17,80,13,16.25,21,26.25,27,33.75,2,2.5,5,6.25,7,8.75,5,6.25,39017
39,18,100,22,22.0,24,24.0,22,22.0,5,5.0,10,10.0,12,12.0,5,5.0,39018
39,19,82,20,24.39,16,19.51,26,31.71,6,7.32,4,4.88,9,10.98,1,1.22,39019
39,20,108,22,20.37,24,22.22,19,17.59,26,24.07,9,8.33,6,5.56,2,1.85,39020
39,21,82,24,29.27,8,9.76,22,26.83,5,6.1,4,4.88,14,17.07,5,6.1,39021
39,22,80,16,20.0,12,15.0,16,20.0,5,6.25,3,3.75,27,33.75,1,1.25,39022
39,23,71,20,28.17,14,19.72,11,15.49,4,5.63,5,7.04,15,21.13,2,2.82,39023
39,24,77,14,18.18,13,16.88,27,35.06,4,5.19,7,9.09,11,14.29,1,1.3,39024
39,25,107,29,27.1,22,20.56,23,21.5,7,6.54,8,7.48,13,12.15,5,4.67,39025
39,26,114,28,24.56,17,14.91,22,19.3,16,14.04,9,7.89,21,18.42,1,0.88,39026
39,27,128,27,21.09,33,25.78,29,22.66,6,4.69,9,7.03,16,12.5,8,6.25,39027
39,28,107,23,21.5,20,18.69,26,24.3,9,8.41,10,9.35,14,13.08,5,4.67,39028
39,29,108,26,24.07,25,23.15,28,25.93,8,7.41,6,5.56,12,11.11,3,2.78,39029
39,30,61,17,27.87,8,13.11,18,29.51,4,6.56,6,9.84,7,11.48,1,1.64,39030
39,31,53,10,18.87,10,18.87,14,26.42,1,1.89,4,7.55,11,20.75,3,5.66,39031
39,32,95,28,29.47,14,14.74,23,24.21,7,7.37,4,4.21,14,14.74,5,5.26,39032
39,33,114,27,23.68,19,16.67,34,29.82,8,7.02,11,9.65,12,10.53,3,2.63,39033
39,34,109,30,27.52,14,12.84,22,20.18,6,5.5,7,6.42,26,23.85,4,3.67,39034
39,35,126,28,22.22,38,30.16,19,15.08,7,5.56,14,11.11,16,12.7,4,3.17,39035
39,36,130,37,28.46,19,14.62,27,20.77,4,3.08,10,7.69,30,23.08,3,2.31,39036
39,37,158,38,24.05,33,20.89,25,15.82,31,19.62,6,3.8,22,13.92,3,1.9,39037
39,38,115,32,27.83,39,33.91,18,15.65,12,10.43,3,2.61,8,6.96,3,2.61,39038
39,39,53,15,,7,,18,,7,,3,,0,,3,,39039
39,40,76,18,23.68,11,14.47,21,27.63,13,17.11,5,6.58,5,6.58,3,3.95,39040
39,41,41,4,9.76,11,26.83,10,24.39,1,2.44,7,17.07,7,17.07,1,2.44,39041
39,42,116,50,,19,,16,,16,,2,,13,,0,,39042
39,43,86,21,24.42,21,24.42,20,23.26,1,1.16,5,5.81,7,8.14,11,12.79,39043
39,44,94,26,27.66,22,23.4,17,18.09,2,2.13,12,12.77,10,10.64,5,5.32,39044
39,45,57,15,26.32,9,15.79,16,28.07,2,3.51,3,5.26,6,10.53,6,10.53,39045
39,46,92,15,16.3,20,21.74,22,23.91,5,5.43,7,7.61,14,15.22,9,9.78,39046
39,47,59,13,22.03,5,8.47,12,20.34,4,6.78,4,6.78,20,33.9,1,1.69,39047
40,1,72,10,13.89,14,19.44,22,30.56,1,1.39,10,13.89,8,11.11,7,9.72,40001
40,2,80,18,22.5,11,13.75,22,27.5,4,5.0,2,2.5,19,23.75,4,5.0,40002
40,3,88,12,13.64,41,46.59,13,14.77,3,3.41,4,4.55,12,13.64,3,3.41,40003
40,4,116,19,16.38,35,30.17,35,30.17,5,4.31,4,3.45,11,9.48,7,6.03,40004
40,5,92,23,25.0,17,18.48,17,18.48,2,2.17,5,5.43,21,22.83,7,7.61,40005
40,6,74,17,22.97,23,31.08,20,27.03,4,5.41,4,5.41,3,4.05,3,4.05,40006
40,7,98,21,21.43,24,24.49,25,25.51,9,9.18,4,4.08,9,9.18,6,6.12,40007
40,8,22,6,27.27,2,9.09,6,27.27,1,4.55,2,9.09,4,18.18,1,4.55,40008
40,9,68,12,17.65,13,19.12,25,36.76,4,5.88,4,5.88,6,8.82,4,5.88,40009
40,10,133,20,15.04,32,24.06,45,33.83,11,8.27,9,6.77,13,9.77,3,2.26,40010
40,11,82,21,25.61,25,30.49,10,12.2,7,8.54,2,2.44,12,14.63,5,6.1,40011
40,12,85,13,15.29,19,22.35,16,18.82,7,8.24,3,3.53,23,27.06,4,4.71,40012
40,13,116,25,21.55,56,48.28,11,9.48,3,2.59,5,4.31,12,10.34,4,3.45,40013
40,14,62,8,12.9,12,19.35,22,35.48,1,1.61,6,9.68,10,16.13,3,4.84,40014
40,15,112,25,22.32,14,12.5,27,24.11,6,5.36,10,8.93,23,20.54,7,6.25,40015
40,16,142,42,29.58,41,28.87,25,17.61,6,4.23,7,4.93,15,10.56,6,4.23,40016
40,17,68,18,26.47,17,25.0,18,26.47,2,2.94,4,5.88,5,7.35,4,5.88,40017
40,18,92,15,16.3,10,10.87,29,31.52,4,4.35,9,9.78,21,22.83,4,4.35,40018
40,19,93,14,15.05,19,20.43,30,32.26,5,5.38,5,5.38,12,12.9,8,8.6,40019
40,20,86,15,17.44,15,17.44,19,22.09,3,3.49,9,10.47,22,25.58,3,3.49,40020
40,21,102,25,24.51,25,24.51,23,22.55,5,4.9,6,5.88,15,14.71,3,2.94,40021
40,22,35,5,14.29,9,25.71,5,14.29,2,5.71,3,8.57,6,17.14,5,14.29,40022
40,23,107,23,21.5,26,24.3,23,21.5,9,8.41,7,6.54,10,9.35,9,8.41,40023
40,24,59,16,27.12,8,13.56,21,35.59,2,3.39,2,3.39,7,11.86,3,5.08,40024
40,25,75,15,20.0,12,16.0,24,32.0,4,5.33,3,4.0,14,18.67,3,4.0,40025
40,26,124,23,18.55,30,24.19,14,11.29,3,2.42,9,7.26,37,29.84,8,6.45,40026
40,27,97,22,22.68,20,20.62,25,25.77,5,5.15,6,6.19,15,15.46,4,4.12,40027
40,28,104,17,16.35,26,25.0,20,19.23,5,4.81,3,2.88,22,21.15,11,10.58,40028
40,29,142,32,22.54,28,19.72,45,31.69,8,5.63,10,7.04,16,11.27,3,2.11,40029
40,30,150,16,10.67,32,21.33,32,21.33,8,5.33,7,4.67,47,31.33,8,5.33,40030
40,31,104,17,16.35,18,17.31,17,16.35,3,2.88,3,2.88,38,36.54,8,7.69,40031
40,32,52,9,17.31,11,21.15,17,32.69,4,7.69,3,5.77,6,11.54,2,3.85,40032
40,33,89,23,25.84,25,28.09,18,20.22,7,7.87,3,3.37,11,12.36,2,2.25,40033
40,34,80,17,21.25,14,17.5,26,32.5,1,1.25,4,5.0,15,18.75,3,3.75,40034
40,35,90,22,24.44,14,15.56,21,23.33,6,6.67,5,5.56,18,20.0,4,4.44,40035
40,36,111,16,14.41,19,17.12,31,27.93,5,4.5,7,6.31,30,27.03,3,2.7,40036
40,37,74,21,28.38,16,21.62,11,14.86,5,6.76,3,4.05,10,13.51,8,10.81,40037
40,38,54,10,18.52,7,12.96,11,20.37,3,5.56,3,5.56,18,33.33,2,3.7,40038
40,39,92,21,22.83,18,19.57,24,26.09,5,5.43,4,4.35,14,15.22,6,6.52,40039
40,40,66,17,25.76,13,19.7,16,24.24,3,4.55,5,7.58,5,7.58,7,10.61,40040
40,41,104,23,22.12,26,25.0,15,14.42,2,1.92,8,7.69,22,21.15,8,7.69,40041
40,42,103,28,27.18,19,18.45,21,20.39,5,4.85,9,8.74,18,17.48,3,2.91,40042
40,43,97,25,25.77,29,29.9,19,19.59,5,5.15,6,6.19,5,5.15,8,8.25,40043
40,44,57,11,19.3,5,8.77,25,43.86,1,1.75,5,8.77,9,15.79,1,1.75,40044
40,45,123,26,21.14,27,21.95,32,26.02,3,2.44,9,7.32,13,10.57,13,10.57,40045
40,46,120,31,25.83,19,15.83,18,15.0,8,6.67,11,9.17,23,19.17,10,8.33,40046
40,47,106,17,16.04,46,43.4,17,16.04,1,0.94,8,7.55,9,8.49,8,7.55,40047
40,48,78,16,20.51,14,17.95,29,37.18,3,3.85,4,5.13,9,11.54,3,3.85,40048
40,49,50,6,12.0,11,22.0,10,20.0,2,4.0,2,4.0,11,22.0,8,16.0,40049
41,1,137,29,21.17,16,11.68,45,32.85,18,13.14,8,5.84,16,11.68,5,3.65,41001
41,2,190,45,23.68,15,7.89,68,35.79,21,11.05,13,6.84,24,12.63,4,2.11,41002
41,3,143,31,21.68,16,11.19,50,34.97,11,7.69,8,5.59,24,16.78,3,2.1,41003
41,4,152,45,29.61,13,8.55,46,30.26,25,16.45,8,5.26,12,7.89,3,1.97,41004
41,5,126,21,16.67,17,13.49,48,38.1,16,12.7,7,5.56,14,11.11,3,2.38,41005
41,6,153,20,13.07,20,13.07,35,22.88,58,37.91,1,0.65,15,9.8,4,2.61,41006
41,7,152,37,24.34,8,5.26,58,38.16,26,17.11,12,7.89,8,5.26,3,1.97,41007
41,8,138,25,18.12,11,7.97,66,47.83,18,13.04,8,5.8,9,6.52,1,0.72,41008
41,9,127,28,22.05,18,14.17,44,34.65,13,10.24,7,5.51,13,10.24,4,3.15,41009
41,10,136,20,14.71,15,11.03,31,22.79,54,39.71,2,1.47,12,8.82,2,1.47,41010
41,11,141,30,21.28,10,7.09,53,37.59,22,15.6,9,6.38,16,11.35,1,0.71,41011
41,12,145,34,23.45,20,13.79,40,27.59,13,8.97,13,8.97,23,15.86,2,1.38,41012
41,13,79,19,24.05,8,10.13,23,29.11,9,11.39,6,7.59,12,15.19,2,2.53,41013
41,14,204,32,15.69,23,11.27,34,16.67,87,42.65,6,2.94,16,7.84,6,2.94,41014
41,15,116,24,20.69,12,10.34,50,43.1,14,12.07,3,2.59,10,8.62,3,2.59,41015
41,16,143,40,,20,,46,,16,,9,,12,,0,,41016
41,17,136,30,22.06,26,19.12,45,33.09,14,10.29,5,3.68,8,5.88,8,5.88,41017
41,18,120,31,25.83,17,14.17,33,27.5,17,14.17,6,5.0,11,9.17,5,4.17,41018
41,19,194,33,17.01,30,15.46,46,23.71,58,29.9,7,3.61,13,6.7,7,3.61,41019
41,20,155,37,23.87,24,15.48,43,27.74,8,5.16,11,7.1,31,20.0,1,0.65,41020
41,21,150,47,31.33,11,7.33,45,30.0,14,9.33,12,8.0,17,11.33,4,2.67,41021
41,22,133,34,25.56,14,10.53,45,33.83,16,12.03,8,6.02,8,6.02,8,6.02,41022
41,23,124,17,13.71,12,9.68,35,28.23,24,19.35,10,8.06,24,19.35,2,1.61,41023
41,24,136,40,29.41,12,8.82,43,31.62,9,6.62,10,7.35,21,15.44,1,0.74,41024
41,25,43,7,,10,,14,,4,,3,,5,,0,,41025
41,26,70,12,17.14,9,12.86,26,37.14,4,5.71,6,8.57,12,17.14,1,1.43,41026
41,27,32,6,,5,,13,,3,,0,,4,,1,,41027
41,28,104,15,14.42,17,16.35,28,26.92,13,12.5,10,9.62,13,12.5,8,7.69,41028
41,29,44,9,20.45,3,6.82,17,38.64,1,2.27,3,6.82,8,18.18,3,6.82,41029
41,30,147,38,25.85,13,8.84,45,30.61,22,14.97,6,4.08,16,10.88,7,4.76,41030
41,31,153,47,30.72,10,6.54,51,33.33,21,13.73,11,7.19,9,5.88,4,2.61,41031
41,32,83,24,28.92,10,12.05,23,27.71,12,14.46,5,6.02,7,8.43,2,2.41,41032
41,33,90,24,26.67,9,10.0,29,32.22,12,13.33,7,7.78,7,7.78,2,2.22,41033
41,34,80,15,18.75,7,8.75,27,33.75,14,17.5,3,3.75,12,15.0,2,2.5,41034
41,35,173,46,26.59,24,13.87,50,28.9,26,15.03,10,5.78,13,7.51,4,2.31,41035
41,36,142,30,21.13,27,19.01,45,31.69,17,11.97,9,6.34,12,8.45,2,1.41,41036
41,37,122,29,23.77,10,8.2,41,33.61,13,10.66,4,3.28,19,15.57,6,4.92,41037
41,38,126,26,20.63,16,12.7,46,36.51,13,10.32,9,7.14,11,8.73,5,3.97,41038
41,39,121,20,16.53,8,6.61,32,26.45,44,36.36,4,3.31,9,7.44,4,3.31,41039
41,40,163,41,25.15,14,8.59,52,31.9,24,14.72,10,6.13,18,11.04,4,2.45,41040
41,41,138,31,22.46,14,10.14,53,38.41,8,5.8,9,6.52,18,13.04,5,3.62,41041
41,42,160,26,16.25,12,7.5,65,40.63,30,18.75,9,5.63,15,9.38,3,1.88,41042
41,43,128,26,20.31,15,11.72,39,30.47,11,8.59,13,10.16,21,16.41,3,2.34,41043
41,44,186,33,17.74,28,15.05,29,15.59,80,43.01,10,5.38,4,2.15,2,1.08,41044
41,45,121,29,23.97,22,18.18,36,29.75,7,5.79,8,6.61,16,13.22,3,2.48,41045
41,46,115,24,20.87,7,6.09,53,46.09,13,11.3,3,2.61,12,10.43,3,2.61,41046
41,47,134,13,9.7,22,16.42,24,17.91,55,41.04,4,2.99,13,9.7,3,2.24,41047
41,48,65,17,26.15,8,12.31,22,33.85,5,7.69,6,9.23,5,7.69,2,3.08,41048
41,49,162,31,19.14,25,15.43,65,40.12,16,9.88,6,3.7,18,11.11,1,0.62,41049
41,50,135,24,17.78,13,9.63,42,31.11,18,13.33,14,10.37,19,14.07,5,3.7,41050
41,51,96,19,19.79,7,7.29,31,32.29,15,15.63,4,4.17,15,15.63,5,5.21,41051
41,52,201,50,24.88,26,12.94,60,29.85,24,11.94,10,4.98,24,11.94,7,3.48,41052
41,53,155,35,22.58,20,12.9,46,29.68,24,15.48,10,6.45,14,9.03,6,3.87,41053
41,54,133,16,12.03,27,20.3,30,22.56,38,28.57,6,4.51,15,11.28,1,0.75,41054
41,55,87,20,22.99,8,9.2,35,40.23,12,13.79,6,6.9,4,4.6,2,2.3,41055
41,56,182,42,23.08,24,13.19,65,35.71,26,14.29,11,6.04,13,7.14,1,0.55,41056
41,57,133,21,15.79,17,12.78,25,18.8,44,33.08,8,6.02,13,9.77,5,3.76,41057
42,1,97,16,16.49,37,38.14,15,15.46,2,2.06,10,10.31,13,13.4,4,4.12,42001
42,2,67,9,13.43,21,31.34,11,16.42,3,4.48,9,13.43,5,7.46,9,13.43,42002
42,3,50,11,22.0,4,8.0,11,22.0,5,10.0,6,12.0,7,14.0,6,12.0,42003
42,4,89,14,,29,,18,,5,,12,,11,,0,,42004
42,5,89,20,22.47,39,43.82,13,14.61,3,3.37,1,1.12,8,8.99,5,5.62,42005
42,6,222,44,19.82,50,22.52,45,20.27,14,6.31,17,7.66,30,13.51,22,9.91,42006
42,7,86,16,18.6,16,18.6,17,19.77,7,8.14,10,11.63,14,16.28,6,6.98,42007
42,8,113,25,22.12,33,29.2,15,13.27,4,3.54,12,10.62,17,15.04,7,6.19,42008
42,9,120,23,19.17,38,31.67,22,18.33,8,6.67,6,5.0,14,11.67,9,7.5,42009
42,10,44,4,9.09,19,43.18,6,13.64,3,6.82,7,15.91,4,9.09,1,2.27,42010
42,11,80,18,22.5,25,31.25,14,17.5,3,3.75,7,8.75,9,11.25,4,5.0,42011
42,12,53,12,22.64,21,39.62,6,11.32,3,5.66,1,1.89,8,15.09,2,3.77,42012
42,13,185,36,19.46,48,25.95,27,14.59,8,4.32,14,7.57,30,16.22,22,11.89,42013
42,14,66,12,18.18,7,10.61,19,28.79,4,6.06,7,10.61,10,15.15,7,10.61,42014
42,15,111,21,18.92,48,43.24,9,8.11,7,6.31,13,11.71,7,6.31,6,5.41,42015
42,16,55,7,12.73,23,41.82,5,9.09,3,5.45,5,9.09,11,20.0,1,1.82,42016
42,17,72,14,19.44,20,27.78,13,18.06,1,1.39,10,13.89,9,12.5,5,6.94,42017
42,18,75,11,14.67,29,38.67,7,9.33,9,12.0,6,8.0,4,5.33,9,12.0,42018
42,19,29,8,,11,,5,,2,,1,,2,,0,,42019
42,20,53,10,18.87,10,18.87,18,33.96,4,7.55,3,5.66,2,3.77,6,11.32,42020
42,21,45,8,17.78,20,44.44,5,11.11,5,11.11,2,4.44,2,4.44,3,6.67,42021
42,22,72,7,9.72,22,30.56,13,18.06,5,6.94,3,4.17,7,9.72,15,20.83,42022
42,23,134,19,14.18,65,48.51,15,11.19,4,2.99,11,8.21,14,10.45,6,4.48,42023
42,24,99,34,34.34,25,25.25,10,10.1,7,7.07,4,4.04,16,16.16,3,3.03,42024
42,25,90,17,18.89,28,31.11,13,14.44,2,2.22,11,12.22,11,12.22,8,8.89,42025
42,26,139,37,26.62,27,19.42,29,20.86,4,2.88,6,4.32,18,12.95,18,12.95,42026
42,27,137,30,21.9,20,14.6,23,16.79,7,5.11,6,4.38,37,27.01,14,10.22,42027
42,28,104,23,22.12,32,30.77,18,17.31,4,3.85,7,6.73,16,15.38,4,3.85,42028
42,29,102,24,23.53,55,53.92,11,10.78,2,1.96,3,2.94,4,3.92,3,2.94,42029
42,30,58,14,24.14,23,39.66,7,12.07,4,6.9,5,8.62,3,5.17,2,3.45,42030
42,31,38,8,,11,,10,,0,,1,,4,,4,,42031
42,32,114,36,31.58,21,18.42,28,24.56,3,2.63,4,3.51,10,8.77,12,10.53,42032
42,33,162,28,17.28,51,31.48,29,17.9,4,2.47,15,9.26,25,15.43,10,6.17,42033
42,34,94,13,13.83,34,36.17,19,20.21,2,2.13,4,4.26,17,18.09,5,5.32,42034
42,35,91,14,15.38,44,48.35,8,8.79,2,2.2,4,4.4,15,16.48,4,4.4,42035
42,36,71,10,14.08,18,25.35,11,15.49,3,4.23,5,7.04,18,25.35,6,8.45,42036
42,37,73,15,20.55,32,43.84,5,6.85,2,2.74,6,8.22,11,15.07,2,2.74,42037
42,38,77,18,23.38,28,36.36,10,12.99,3,3.9,4,5.19,10,12.99,4,5.19,42038
42,39,122,29,23.77,12,9.84,33,27.05,2,1.64,4,3.28,41,33.61,1,0.82,42039
42,40,98,19,19.39,40,40.82,16,16.33,3,3.06,7,7.14,9,9.18,4,4.08,42040
42,41,92,24,26.09,24,26.09,13,14.13,9,9.78,2,2.17,12,13.04,8,8.7,42041
42,42,47,7,14.89,15,31.91,14,29.79,2,4.26,2,4.26,6,12.77,1,2.13,42042
42,43,95,12,12.63,41,43.16,16,16.84,4,4.21,9,9.47,9,9.47,4,4.21,42043
42,44,94,19,20.21,34,36.17,15,15.96,3,3.19,2,2.13,11,11.7,10,10.64,42044
42,45,80,10,12.5,35,43.75,12,15.0,6,7.5,6,7.5,8,10.0,3,3.75,42045
42,46,61,13,21.31,13,21.31,12,19.67,4,6.56,7,11.48,4,6.56,8,13.11,42046
42,47,51,12,,15,,8,,0,,1,,9,,6,,42047
42,48,46,4,8.7,20,43.48,6,13.04,3,6.52,2,4.35,6,13.04,5,10.87,42048
42,49,73,13,17.81,5,6.85,12,16.44,1,1.37,3,4.11,34,46.58,5,6.85,42049
42,50,75,9,12.0,32,42.67,11,14.67,5,6.67,4,5.33,7,9.33,7,9.33,42050
42,51,72,12,16.67,16,22.22,14,19.44,3,4.17,5,6.94,13,18.06,9,12.5,42051
42,52,51,8,,7,,14,,5,,6,,0,,11,,42052
42,53,72,15,20.83,16,22.22,13,18.06,3,4.17,4,5.56,13,18.06,8,11.11,42053
42,54,69,19,27.54,15,21.74,12,17.39,3,4.35,5,7.25,8,11.59,7,10.14,42054
42,55,83,15,18.07,26,31.33,15,18.07,1,1.2,5,6.02,15,18.07,6,7.23,42055
42,56,89,12,,27,,22,,0,,8,,12,,8,,42056
42,57,63,13,20.63,10,15.87,13,20.63,4,6.35,5,7.94,13,20.63,5,7.94,42057
42,58,42,8,,12,,8,,0,,4,,5,,5,,42058
42,59,15,2,,3,,3,,1,,3,,3,,0,,42059
42,60,56,13,23.21,4,7.14,13,23.21,2,3.57,8,14.29,9,16.07,7,12.5,42060
42,61,52,8,15.38,27,51.92,4,7.69,2,3.85,3,5.77,1,1.92,7,13.46,42061
42,62,63,9,14.29,12,19.05,17,26.98,2,3.17,6,9.52,9,14.29,8,12.7,42062
42,63,84,10,11.9,38,45.24,11,13.1,4,4.76,8,9.52,8,9.52,5,5.95,42063
42,64,42,9,,9,,8,,0,,5,,7,,4,,42064
42,65,73,15,20.55,25,34.25,6,8.22,4,5.48,8,10.96,6,8.22,9,12.33,42065
42,66,94,31,32.98,17,18.09,12,12.77,7,7.45,7,7.45,11,11.7,9,9.57,42066
42,67,74,16,21.62,18,24.32,13,17.57,6,8.11,4,5.41,10,13.51,7,9.46,42067
42,68,82,24,29.27,23,28.05,10,12.2,7,8.54,2,2.44,12,14.63,4,4.88,42068
42,69,108,15,13.89,25,23.15,21,19.44,8,7.41,6,5.56,11,10.19,22,20.37,42069
43,1,120,29,24.17,36,30.0,23,19.17,4,3.33,5,4.17,12,10.0,11,9.17,43001
43,2,68,12,17.65,26,38.24,10,14.71,4,5.88,6,8.82,7,10.29,3,4.41,43002
43,3,97,22,22.68,31,31.96,12,12.37,5,5.15,5,5.15,17,17.53,5,5.15,43003
43,4,86,21,24.42,29,33.72,12,13.95,4,4.65,3,3.49,9,10.47,8,9.3,43004
43,5,59,8,13.56,23,38.98,10,16.95,7,11.86,1,1.69,7,11.86,3,5.08,43005
43,6,64,6,9.38,19,29.69,24,37.5,3,4.69,7,10.94,4,6.25,1,1.56,43006
43,7,107,30,28.04,30,28.04,21,19.63,7,6.54,7,6.54,8,7.48,4,3.74,43007
43,8,116,24,20.69,42,36.21,18,15.52,2,1.72,12,10.34,12,10.34,6,5.17,43008
43,9,53,10,18.87,22,41.51,9,16.98,4,7.55,1,1.89,2,3.77,5,9.43,43009
43,10,72,11,15.28,30,41.67,12,16.67,5,6.94,3,4.17,9,12.5,2,2.78,43010
43,11,38,7,18.42,12,31.58,8,21.05,1,2.63,4,10.53,4,10.53,2,5.26,43011
43,12,109,22,20.18,41,37.61,16,14.68,7,6.42,10,9.17,8,7.34,5,4.59,43012
43,13,30,8,26.67,7,23.33,4,13.33,2,6.67,1,3.33,3,10.0,5,16.67,43013
43,14,89,12,13.48,44,49.44,9,10.11,6,6.74,11,12.36,6,6.74,1,1.12,43014
43,15,67,12,17.91,27,40.3,16,23.88,4,5.97,2,2.99,3,4.48,3,4.48,43015
43,16,95,22,23.16,30,31.58,14,14.74,5,5.26,5,5.26,14,14.74,5,5.26,43016
43,17,78,12,15.38,37,47.44,8,10.26,4,5.13,6,7.69,8,10.26,3,3.85,43017
43,18,111,17,15.32,41,36.94,15,13.51,7,6.31,10,9.01,16,14.41,5,4.5,43018
43,19,45,8,17.78,15,33.33,8,17.78,1,2.22,4,8.89,4,8.89,5,11.11,43019
43,20,103,25,24.27,46,44.66,9,8.74,5,4.85,2,1.94,13,12.62,3,2.91,43020
43,21,89,10,11.24,50,56.18,11,12.36,5,5.62,2,2.25,8,8.99,3,3.37,43021
43,22,53,13,24.53,10,18.87,8,15.09,6,11.32,3,5.66,4,7.55,9,16.98,43022
43,23,71,13,18.31,30,42.25,7,9.86,3,4.23,5,7.04,10,14.08,3,4.23,43023
43,24,99,23,23.23,32,32.32,17,17.17,5,5.05,10,10.1,7,7.07,5,5.05,43024
43,25,112,17,15.18,26,23.21,27,24.11,9,8.04,4,3.57,15,13.39,14,12.5,43025
43,26,73,20,27.4,21,28.77,19,26.03,3,4.11,3,4.11,2,2.74,5,6.85,43026
43,27,77,12,15.58,24,31.17,9,11.69,8,10.39,8,10.39,10,12.99,6,7.79,43027
43,28,92,22,23.91,25,27.17,13,14.13,3,3.26,9,9.78,12,13.04,8,8.7,43028
43,29,66,13,19.7,27,40.91,11,16.67,3,4.55,4,6.06,5,7.58,3,4.55,43029
43,30,43,9,20.93,13,30.23,9,20.93,2,4.65,2,4.65,3,6.98,5,11.63,43030
43,31,101,17,16.83,50,49.5,7,6.93,2,1.98,3,2.97,17,16.83,5,4.95,43031
