ward,precinct,total,Sharon Finegan Patterson,Sharon Finegan Patterson Percent,Pamela E. Hill Veal,Pamela E. Hill Veal Percent,Thomas J. Byrne,Thomas J. Byrne Percent,Siobhán Maura Murphy,Siobhán Maura Murphy Percent,precinct_id
32,28,67,14,20.9,16,23.88,24,35.82,13,19.4,32028
32,29,83,16,19.28,22,26.51,31,37.35,14,16.87,32029
32,30,53,9,16.98,8,15.09,28,52.83,8,15.09,32030
32,31,99,25,25.25,26,26.26,38,38.38,10,10.1,32031
32,32,60,15,25.0,12,20.0,28,46.67,5,8.33,32032
32,33,71,9,12.68,19,26.76,25,35.21,18,25.35,32033
32,34,96,19,19.79,37,38.54,21,21.88,19,19.79,32034
32,35,113,26,23.01,44,38.94,32,28.32,11,9.73,32035
32,36,80,22,27.5,17,21.25,26,32.5,15,18.75,32036
32,37,57,20,35.09,11,19.3,15,26.32,11,19.3,32037
32,38,70,11,15.71,24,34.29,25,35.71,10,14.29,32038
32,39,79,12,15.19,16,20.25,31,39.24,20,25.32,32039
32,40,79,17,21.52,18,22.78,31,39.24,13,16.46,32040
32,41,93,20,21.51,21,22.58,38,40.86,14,15.05,32041
32,42,93,21,22.58,21,22.58,34,36.56,17,18.28,32042
32,43,83,13,15.66,19,22.89,36,43.37,15,18.07,32043
32,44,83,22,26.51,16,19.28,32,38.55,13,15.66,32044
32,45,76,17,22.37,17,22.37,26,34.21,16,21.05,32045
32,46,49,10,20.41,17,34.69,15,30.61,7,14.29,32046
32,47,85,14,16.47,19,22.35,37,43.53,15,17.65,32047
32,48,87,26,29.89,12,13.79,33,37.93,16,18.39,32048
32,49,44,10,22.73,7,15.91,20,45.45,7,15.91,32049
32,50,77,14,18.18,21,27.27,35,45.45,7,9.09,32050
32,51,72,13,18.06,14,19.44,33,45.83,12,16.67,32051
32,52,40,8,20.0,9,22.5,13,32.5,10,25.0,32052
33,1,119,33,27.73,27,22.69,41,34.45,18,15.13,33001
33,2,126,35,27.78,25,19.84,52,41.27,14,11.11,33002
33,3,132,29,21.97,31,23.48,46,34.85,26,19.7,33003
33,4,108,40,37.04,16,14.81,40,37.04,12,11.11,33004
33,5,100,19,19.0,21,21.0,36,36.0,24,24.0,33005
33,6,144,31,21.53,28,19.44,56,38.89,29,20.14,33006
33,7,201,32,15.92,30,14.93,97,48.26,42,20.9,33007
33,8,91,19,20.88,18,19.78,35,38.46,19,20.88,33008
33,9,138,43,31.16,23,16.67,45,32.61,27,19.57,33009
33,10,189,60,31.75,23,12.17,77,40.74,29,15.34,33010
33,11,129,41,31.78,24,18.6,49,37.98,15,11.63,33011
33,12,169,40,23.67,31,18.34,72,42.6,26,15.38,33012
33,13,181,51,28.18,48,26.52,50,27.62,32,17.68,33013
33,14,73,20,27.4,17,23.29,22,30.14,14,19.18,33014
33,15,119,34,28.57,19,15.97,45,37.82,21,17.65,33015
33,16,117,38,32.48,28,23.93,40,34.19,11,9.4,33016
33,17,169,32,18.93,33,19.53,68,40.24,36,21.3,33017
33,18,34,6,17.65,4,11.76,15,44.12,9,26.47,33018
33,19,155,45,29.03,36,23.23,52,33.55,22,14.19,33019
33,20,121,32,26.45,28,23.14,48,39.67,13,10.74,33020
33,21,169,48,28.4,33,19.53,59,34.91,29,17.16,33021
33,22,188,58,30.85,29,15.43,72,38.3,29,15.43,33022
33,23,135,31,22.96,31,22.96,45,33.33,28,20.74,33023
33,24,186,35,18.82,35,18.82,81,43.55,35,18.82,33024
33,25,149,49,32.89,33,22.15,43,28.86,24,16.11,33025
33,26,107,20,18.69,25,23.36,38,35.51,24,22.43,33026
33,27,80,16,20.0,25,31.25,26,32.5,13,16.25,33027
34,1,314,70,22.29,184,58.6,44,14.01,16,5.1,34001
34,2,219,42,19.18,135,61.64,36,16.44,6,2.74,34002
34,3,221,56,25.34,105,47.51,47,21.27,13,5.88,34003
34,4,179,24,13.41,127,70.95,23,12.85,5,2.79,34004
34,5,183,48,26.23,95,51.91,34,18.58,6,3.28,34005
34,6,116,32,27.59,65,56.03,16,13.79,3,2.59,34006
34,7,282,41,14.54,186,65.96,41,14.54,14,4.96,34007
34,8,203,47,23.15,107,52.71,36,17.73,13,6.4,34008
34,9,137,31,22.63,68,49.64,29,21.17,9,6.57,34009
34,10,197,42,21.32,109,55.33,38,19.29,8,4.06,34010
34,11,147,31,21.09,88,59.86,23,15.65,5,3.4,34011
34,12,206,43,20.87,122,59.22,32,15.53,9,4.37,34012
34,13,228,58,25.44,112,49.12,45,19.74,13,5.7,34013
34,14,161,43,26.71,87,54.04,22,13.66,9,5.59,34014
34,15,144,32,22.22,85,59.03,20,13.89,7,4.86,34015
34,16,116,38,32.76,51,43.97,18,15.52,9,7.76,34016
34,17,170,53,31.18,72,42.35,33,19.41,12,7.06,34017
34,18,176,31,17.61,102,57.95,37,21.02,6,3.41,34018
34,19,45,9,,27,,9,,0,,34019
34,20,230,52,22.61,142,61.74,33,14.35,3,1.3,34020
34,21,248,49,19.76,143,57.66,40,16.13,16,6.45,34021
34,22,245,41,16.73,163,66.53,35,14.29,6,2.45,34022
34,23,171,44,25.73,99,57.89,21,12.28,7,4.09,34023
34,24,179,46,25.7,91,50.84,34,18.99,8,4.47,34024
34,25,220,47,21.36,120,54.55,43,19.55,10,4.55,34025
34,26,130,22,16.92,85,65.38,19,14.62,4,3.08,34026
34,27,147,31,21.09,75,51.02,35,23.81,6,4.08,34027
34,28,124,22,17.74,77,62.1,22,17.74,3,2.42,34028
34,29,195,53,27.18,113,57.95,19,9.74,10,5.13,34029
34,30,248,51,20.56,142,57.26,43,17.34,12,4.84,34030
34,31,83,29,34.94,26,31.33,25,30.12,3,3.61,34031
34,32,283,17,6.01,242,85.51,21,7.42,3,1.06,34032
34,33,74,10,13.51,49,66.22,9,12.16,6,8.11,34033
34,34,248,58,23.39,121,48.79,58,23.39,11,4.44,34034
34,35,223,49,21.97,138,61.88,26,11.66,10,4.48,34035
34,36,216,48,22.22,108,50.0,45,20.83,15,6.94,34036
34,37,162,29,17.9,91,56.17,36,22.22,6,3.7,34037
34,38,141,32,22.7,86,60.99,16,11.35,7,4.96,34038
34,39,124,25,20.16,75,60.48,20,16.13,4,3.23,34039
34,40,198,42,21.21,113,57.07,33,16.67,10,5.05,34040
34,41,135,36,26.67,66,48.89,22,16.3,11,8.15,34041
34,42,222,44,19.82,125,56.31,47,21.17,6,2.7,34042
34,43,259,62,23.94,142,54.83,46,17.76,9,3.47,34043
34,44,272,29,10.66,209,76.84,29,10.66,5,1.84,34044
34,45,154,32,20.78,79,51.3,31,20.13,12,7.79,34045
34,46,176,43,24.43,101,57.39,26,14.77,6,3.41,34046
34,47,118,17,14.41,73,61.86,22,18.64,6,5.08,34047
34,48,258,53,20.54,161,62.4,40,15.5,4,1.55,34048
34,49,287,83,28.92,143,49.83,53,18.47,8,2.79,34049
34,50,174,51,29.31,74,42.53,42,24.14,7,4.02,34050
34,51,271,58,21.4,174,64.21,35,12.92,4,1.48,34051
34,52,127,40,31.5,58,45.67,22,17.32,7,5.51,34052
34,53,136,36,26.47,62,45.59,26,19.12,12,8.82,34053
34,54,160,32,20.0,105,65.63,20,12.5,3,1.88,34054
34,55,216,50,23.15,115,53.24,41,18.98,10,4.63,34055
34,56,79,26,32.91,38,48.1,12,15.19,3,3.8,34056
34,57,177,47,26.55,90,50.85,33,18.64,7,3.95,34057
34,58,200,50,25.0,111,55.5,31,15.5,8,4.0,34058
34,59,174,40,22.99,102,58.62,27,15.52,5,2.87,34059
34,60,177,44,24.86,92,51.98,32,18.08,9,5.08,34060
35,1,89,19,21.35,27,30.34,24,26.97,19,21.35,35001
35,2,82,33,40.24,18,21.95,21,25.61,10,12.2,35002
35,3,58,18,31.03,14,24.14,14,24.14,12,20.69,35003
35,4,116,32,27.59,32,27.59,37,31.9,15,12.93,35004
35,5,92,27,29.35,12,13.04,43,46.74,10,10.87,35005
35,6,113,31,27.43,26,23.01,38,33.63,18,15.93,35006
35,7,112,25,22.32,26,23.21,33,29.46,28,25.0,35007
35,8,75,15,20.0,17,22.67,22,29.33,21,28.0,35008
35,9,90,28,31.11,26,28.89,16,17.78,20,22.22,35009
35,10,98,24,24.49,32,32.65,21,21.43,21,21.43,35010
35,11,87,19,21.84,24,27.59,33,37.93,11,12.64,35011
35,12,107,25,23.36,24,22.43,37,34.58,21,19.63,35012
35,13,23,7,30.43,8,34.78,6,26.09,2,8.7,35013
35,14,145,48,33.1,30,20.69,39,26.9,28,19.31,35014
35,15,92,16,17.39,30,32.61,32,34.78,14,15.22,35015
35,16,110,28,25.45,35,31.82,28,25.45,19,17.27,35016
35,17,104,29,27.88,31,29.81,34,32.69,10,9.62,35017
35,18,107,25,23.36,27,25.23,37,34.58,18,16.82,35018
35,19,94,23,24.47,28,29.79,21,22.34,22,23.4,35019
35,20,84,25,29.76,22,26.19,20,23.81,17,20.24,35020
35,21,94,19,20.21,21,22.34,44,46.81,10,10.64,35021
35,22,36,9,25.0,10,27.78,9,25.0,8,22.22,35022
35,23,68,15,22.06,21,30.88,15,22.06,17,25.0,35023
35,24,60,19,31.67,10,16.67,21,35.0,10,16.67,35024
35,25,76,14,18.42,20,26.32,23,30.26,19,25.0,35025
35,26,125,37,29.6,36,28.8,40,32.0,12,9.6,35026
35,27,142,33,23.24,27,19.01,48,33.8,34,23.94,35027
35,28,92,27,29.35,28,30.43,19,20.65,18,19.57,35028
35,29,106,31,29.25,23,21.7,36,33.96,16,15.09,35029
35,30,125,34,27.2,28,22.4,39,31.2,24,19.2,35030
35,31,48,13,27.08,13,27.08,11,22.92,11,22.92,35031
35,32,83,18,21.69,21,25.3,27,32.53,17,20.48,35032
35,33,109,24,22.02,29,26.61,44,40.37,12,11.01,35033
35,34,95,27,28.42,23,24.21,31,32.63,14,14.74,35034
35,35,110,31,28.18,28,25.45,34,30.91,17,15.45,35035
35,36,54,17,31.48,18,33.33,13,24.07,6,11.11,35036
36,1,131,20,15.27,54,41.22,36,27.48,21,16.03,36001
36,2,112,21,18.75,60,53.57,23,20.54,8,7.14,36002
36,3,208,33,15.87,130,62.5,35,16.83,10,4.81,36003
36,4,60,14,23.33,23,38.33,17,28.33,6,10.0,36004
36,5,89,11,12.36,36,40.45,35,39.33,7,7.87,36005
36,6,115,27,23.48,37,32.17,45,39.13,6,5.22,36006
36,7,83,18,21.69,29,34.94,27,32.53,9,10.84,36007
36,8,124,19,15.32,39,31.45,51,41.13,15,12.1,36008
36,9,111,22,19.82,44,39.64,34,30.63,11,9.91,36009
36,10,77,16,20.78,22,28.57,29,37.66,10,12.99,36010
36,11,160,20,12.5,53,33.13,71,44.38,16,10.0,36011
36,12,87,17,19.54,16,18.39,42,48.28,12,13.79,36012
36,13,255,27,10.59,156,61.18,52,20.39,20,7.84,36013
36,14,162,21,12.96,88,54.32,39,24.07,14,8.64,36014
36,15,113,20,17.7,57,50.44,22,19.47,14,12.39,36015
36,16,226,46,20.35,78,34.51,76,33.63,26,11.5,36016
36,17,114,21,18.42,44,38.6,41,35.96,8,7.02,36017
36,18,158,33,20.89,35,22.15,78,49.37,12,7.59,36018
36,19,148,33,22.3,73,49.32,36,24.32,6,4.05,36019
36,20,142,23,16.2,75,52.82,37,26.06,7,4.93,36020
36,21,196,29,14.8,67,34.18,80,40.82,20,10.2,36021
36,22,165,39,23.64,43,26.06,63,38.18,20,12.12,36022
36,23,85,19,22.35,51,60.0,12,14.12,3,3.53,36023
36,24,145,38,26.21,75,51.72,24,16.55,8,5.52,36024
36,25,86,15,17.44,24,27.91,32,37.21,15,17.44,36025
36,26,129,35,27.13,36,27.91,38,29.46,20,15.5,36026
36,27,73,16,21.92,18,24.66,30,41.1,9,12.33,36027
36,28,131,32,24.43,53,40.46,30,22.9,16,12.21,36028
36,29,107,25,23.36,20,18.69,53,49.53,9,8.41,36029
36,30,139,26,18.71,16,11.51,88,63.31,9,6.47,36030
36,31,140,19,13.57,68,48.57,37,26.43,16,11.43,36031
36,32,111,21,18.92,19,17.12,53,47.75,18,16.22,36032
36,33,119,24,20.17,45,37.82,34,28.57,16,13.45,36033
36,34,96,21,21.88,23,23.96,35,36.46,17,17.71,36034
36,35,177,26,14.69,86,48.59,55,31.07,10,5.65,36035
36,36,101,27,26.73,30,29.7,30,29.7,14,13.86,36036
36,37,85,14,16.47,25,29.41,39,45.88,7,8.24,36037
36,38,77,25,32.47,21,27.27,26,33.77,5,6.49,36038
36,39,112,15,13.39,40,35.71,41,36.61,16,14.29,36039
36,40,116,24,20.69,22,18.97,52,44.83,18,15.52,36040
36,41,89,20,22.47,22,24.72,35,39.33,12,13.48,36041
36,42,96,17,17.71,34,35.42,35,36.46,10,10.42,36042
36,43,83,20,24.1,21,25.3,23,27.71,19,22.89,36043
36,44,160,45,28.13,52,32.5,52,32.5,11,6.88,36044
36,45,150,40,26.67,48,32.0,51,34.0,11,7.33,36045
36,46,94,21,22.34,24,25.53,41,43.62,8,8.51,36046
36,47,98,15,15.31,43,43.88,31,31.63,9,9.18,36047
36,48,108,22,20.37,32,29.63,38,35.19,16,14.81,36048
36,49,133,33,24.81,39,29.32,44,33.08,17,12.78,36049
36,50,124,14,11.29,58,46.77,37,29.84,15,12.1,36050
36,51,161,29,18.01,81,50.31,35,21.74,16,9.94,36051
36,52,104,21,20.19,42,40.38,30,28.85,11,10.58,36052
36,53,95,19,20.0,45,47.37,20,21.05,11,11.58,36053
36,54,176,31,17.61,97,55.11,36,20.45,12,6.82,36054
36,55,202,36,17.82,86,42.57,67,33.17,13,6.44,36055
37,1,77,26,33.77,27,35.06,17,22.08,7,9.09,37001
37,2,110,35,31.82,40,36.36,25,22.73,10,9.09,37002
37,3,63,25,39.68,17,26.98,15,23.81,6,9.52,37003
37,4,123,48,39.02,44,35.77,27,21.95,4,3.25,37004
37,5,181,31,17.13,129,71.27,17,9.39,4,2.21,37005
37,6,161,50,31.06,81,50.31,23,14.29,7,4.35,37006
37,7,165,37,22.42,100,60.61,24,14.55,4,2.42,37007
37,8,97,34,35.05,40,41.24,14,14.43,9,9.28,37008
37,9,145,46,31.72,45,31.03,40,27.59,14,9.66,37009
37,10,153,47,30.72,70,45.75,31,20.26,5,3.27,37010
37,11,40,12,30.0,14,35.0,13,32.5,1,2.5,37011
37,12,76,27,35.53,26,34.21,15,19.74,8,10.53,37012
37,13,125,40,32.0,47,37.6,30,24.0,8,6.4,37013
37,14,199,64,32.16,82,41.21,46,23.12,7,3.52,37014
37,15,156,50,32.05,69,44.23,27,17.31,10,6.41,37015
37,16,154,47,30.52,72,46.75,31,20.13,4,2.6,37016
37,17,127,37,29.13,62,48.82,19,14.96,9,7.09,37017
37,18,161,39,24.22,96,59.63,20,12.42,6,3.73,37018
37,19,97,26,26.8,31,31.96,28,28.87,12,12.37,37019
37,20,135,52,38.52,46,34.07,33,24.44,4,2.96,37020
37,21,158,72,45.57,48,30.38,31,19.62,7,4.43,37021
37,22,87,15,17.24,58,66.67,9,10.34,5,5.75,37022
37,23,110,42,38.18,42,38.18,22,20.0,4,3.64,37023
37,24,142,43,30.28,68,47.89,23,16.2,8,5.63,37024
37,25,162,48,29.63,74,45.68,34,20.99,6,3.7,37025
37,26,155,58,37.42,65,41.94,25,16.13,7,4.52,37026
37,27,173,54,31.21,75,43.35,37,21.39,7,4.05,37027
37,28,140,37,26.43,64,45.71,32,22.86,7,5.0,37028
37,29,162,29,17.9,107,66.05,21,12.96,5,3.09,37029
37,30,112,32,28.57,43,38.39,27,24.11,10,8.93,37030
37,31,176,45,25.57,84,47.73,35,19.89,12,6.82,37031
37,32,145,46,31.72,57,39.31,31,21.38,11,7.59,37032
37,33,127,43,33.86,46,36.22,32,25.2,6,4.72,37033
37,34,158,53,33.54,64,40.51,29,18.35,12,7.59,37034
37,35,160,36,22.5,87,54.38,28,17.5,9,5.63,37035
37,36,151,67,44.37,45,29.8,33,21.85,6,3.97,37036
37,37,154,40,25.97,68,44.16,36,23.38,10,6.49,37037
37,38,166,45,27.11,84,50.6,29,17.47,8,4.82,37038
37,39,124,29,23.39,39,31.45,42,33.87,14,11.29,37039
37,40,143,42,29.37,69,48.25,25,17.48,7,4.9,37040
37,41,179,52,29.05,90,50.28,26,14.53,11,6.15,37041
37,42,76,22,28.95,21,27.63,26,34.21,7,9.21,37042
37,43,130,48,36.92,54,41.54,20,15.38,8,6.15,37043
38,1,98,20,20.41,21,21.43,45,45.92,12,12.24,38001
38,2,83,24,28.92,14,16.87,31,37.35,14,16.87,38002
38,3,81,14,17.28,17,20.99,39,48.15,11,13.58,38003
38,4,52,13,25.0,11,21.15,19,36.54,9,17.31,38004
38,5,167,38,22.75,45,26.95,59,35.33,25,14.97,38005
38,6,97,32,32.99,22,22.68,35,36.08,8,8.25,38006
38,7,91,24,26.37,18,19.78,36,39.56,13,14.29,38007
38,8,72,17,23.61,7,9.72,38,52.78,10,13.89,38008
38,9,83,12,14.46,17,20.48,35,42.17,19,22.89,38009
38,10,126,30,23.81,17,13.49,62,49.21,17,13.49,38010
38,11,66,22,33.33,9,13.64,27,40.91,8,12.12,38011
38,12,122,23,18.85,28,22.95,63,51.64,8,6.56,38012
38,13,73,22,30.14,16,21.92,27,36.99,8,10.96,38013
38,14,85,18,21.18,16,18.82,39,45.88,12,14.12,38014
38,15,83,19,22.89,9,10.84,36,43.37,19,22.89,38015
38,16,116,27,23.28,29,25.0,42,36.21,18,15.52,38016
38,17,100,24,24.0,20,20.0,46,46.0,10,10.0,38017
38,18,115,25,21.74,24,20.87,48,41.74,18,15.65,38018
38,19,135,36,26.67,33,24.44,53,39.26,13,9.63,38019
38,20,121,28,23.14,24,19.83,50,41.32,19,15.7,38020
38,21,100,24,24.0,18,18.0,49,49.0,9,9.0,38021
38,22,102,26,25.49,22,21.57,38,37.25,16,15.69,38022
38,23,67,24,35.82,11,16.42,19,28.36,13,19.4,38023
38,24,64,8,12.5,24,37.5,25,39.06,7,10.94,38024
38,25,102,18,17.65,44,43.14,27,26.47,13,12.75,38025
38,26,70,16,22.86,10,14.29,30,42.86,14,20.0,38026
38,27,69,18,26.09,12,17.39,24,34.78,15,21.74,38027
38,28,86,22,25.58,16,18.6,37,43.02,11,12.79,38028
38,29,93,25,26.88,16,17.2,39,41.94,13,13.98,38029
38,30,86,24,27.91,10,11.63,36,41.86,16,18.6,38030
38,31,122,33,27.05,33,27.05,46,37.7,10,8.2,38031
38,32,109,29,26.61,17,15.6,48,44.04,15,13.76,38032
38,33,86,17,19.77,17,19.77,37,43.02,15,17.44,38033
38,34,68,11,16.18,29,42.65,25,36.76,3,4.41,38034
38,35,114,28,24.56,22,19.3,42,36.84,22,19.3,38035
38,36,99,28,28.28,12,12.12,45,45.45,14,14.14,38036
38,37,96,26,27.08,23,23.96,33,34.38,14,14.58,38037
38,38,131,33,25.19,20,15.27,59,45.04,19,14.5,38038
38,39,95,28,29.47,13,13.68,36,37.89,18,18.95,38039
38,40,92,25,27.17,12,13.04,38,41.3,17,18.48,38040
38,41,138,23,16.67,42,30.43,55,39.86,18,13.04,38041
38,42,132,33,25.0,19,14.39,56,42.42,24,18.18,38042
38,43,116,24,20.69,19,16.38,53,45.69,20,17.24,38043
38,44,97,28,28.87,21,21.65,39,40.21,9,9.28,38044
38,45,101,23,22.77,23,22.77,41,40.59,14,13.86,38045
38,46,91,13,14.29,17,18.68,46,50.55,15,16.48,38046
38,47,92,32,34.78,11,11.96,35,38.04,14,15.22,38047
38,48,111,27,24.32,20,18.02,50,45.05,14,12.61,38048
38,49,87,19,21.84,19,21.84,37,42.53,12,13.79,38049
38,50,115,33,28.7,17,14.78,50,43.48,15,13.04,38050
38,51,67,18,26.87,9,13.43,31,46.27,9,13.43,38051
38,52,109,21,19.27,27,24.77,45,41.28,16,14.68,38052
38,53,22,9,40.91,5,22.73,6,27.27,2,9.09,38053
39,1,119,24,20.17,16,13.45,49,41.18,30,25.21,39001
39,2,176,56,31.82,43,24.43,58,32.95,19,10.8,39002
39,3,130,15,11.54,35,26.92,50,38.46,30,23.08,39003
39,4,92,13,14.13,14,15.22,40,43.48,25,27.17,39004
39,5,69,11,15.94,12,17.39,38,55.07,8,11.59,39005
39,6,98,19,19.39,17,17.35,43,43.88,19,19.39,39006
39,7,75,12,16.0,22,29.33,30,40.0,11,14.67,39007
39,8,129,19,14.73,58,44.96,35,27.13,17,13.18,39008
39,9,124,23,18.55,62,50.0,26,20.97,13,10.48,39009
39,10,95,21,22.11,28,29.47,33,34.74,13,13.68,39010
39,11,167,47,28.14,68,40.72,42,25.15,10,5.99,39011
39,12,73,18,24.66,28,38.36,24,32.88,3,4.11,39012
39,13,52,8,15.38,10,19.23,24,46.15,10,19.23,39013
39,14,81,18,22.22,26,32.1,25,30.86,12,14.81,39014
39,15,95,15,15.79,29,30.53,40,42.11,11,11.58,39015
39,16,52,17,32.69,4,7.69,22,42.31,9,17.31,39016
39,17,75,20,26.67,18,24.0,32,42.67,5,6.67,39017
39,18,101,21,20.79,20,19.8,38,37.62,22,21.78,39018
39,19,79,20,25.32,13,16.46,29,36.71,17,21.52,39019
39,20,102,21,20.59,15,14.71,39,38.24,27,26.47,39020
39,21,79,18,22.78,26,32.91,20,25.32,15,18.99,39021
39,22,76,12,15.79,33,43.42,21,27.63,10,13.16,39022
39,23,73,12,16.44,22,30.14,21,28.77,18,24.66,39023
39,24,78,20,25.64,30,38.46,21,26.92,7,8.97,39024
39,25,102,34,33.33,17,16.67,36,35.29,15,14.71,39025
39,26,111,20,18.02,24,21.62,50,45.05,17,15.32,39026
39,27,122,25,20.49,28,22.95,58,47.54,11,9.02,39027
39,28,104,19,18.27,23,22.12,36,34.62,26,25.0,39028
39,29,107,25,23.36,21,19.63,40,37.38,21,19.63,39029
39,30,60,17,28.33,14,23.33,23,38.33,6,10.0,39030
39,31,56,20,35.71,14,25.0,17,30.36,5,8.93,39031
39,32,97,22,22.68,31,31.96,33,34.02,11,11.34,39032
39,33,110,21,19.09,28,25.45,41,37.27,20,18.18,39033
39,34,111,30,27.03,23,20.72,42,37.84,16,14.41,39034
39,35,124,26,20.97,29,23.39,54,43.55,15,12.1,39035
39,36,125,33,26.4,38,30.4,37,29.6,17,13.6,39036
39,37,159,20,12.58,25,15.72,84,52.83,30,18.87,39037
39,38,111,26,23.42,17,15.32,46,41.44,22,19.82,39038
39,39,52,13,25.0,6,11.54,21,40.38,12,23.08,39039
39,40,72,17,23.61,5,6.94,38,52.78,12,16.67,39040
39,41,40,11,27.5,10,25.0,16,40.0,3,7.5,39041
39,42,116,17,14.66,26,22.41,55,47.41,18,15.52,39042
39,43,80,21,26.25,15,18.75,35,43.75,9,11.25,39043
39,44,94,20,21.28,26,27.66,28,29.79,20,21.28,39044
39,45,59,17,28.81,14,23.73,19,32.2,9,15.25,39045
39,46,94,23,24.47,24,25.53,35,37.23,12,12.77,39046
39,47,57,5,8.77,18,31.58,24,42.11,10,17.54,39047
40,1,70,16,22.86,16,22.86,21,30.0,17,24.29,40001
40,2,80,20,25.0,23,28.75,22,27.5,15,18.75,40002
40,3,85,7,8.24,30,35.29,26,30.59,22,25.88,40003
40,4,118,15,12.71,32,27.12,53,44.92,18,15.25,40004
40,5,88,18,20.45,35,39.77,16,18.18,19,21.59,40005
40,6,77,17,22.08,15,19.48,32,41.56,13,16.88,40006
40,7,99,22,22.22,20,20.2,38,38.38,19,19.19,40007
40,8,24,6,25.0,4,16.67,12,50.0,2,8.33,40008
40,9,67,18,26.87,17,25.37,24,35.82,8,11.94,40009
40,10,129,14,10.85,28,21.71,63,48.84,24,18.6,40010
40,11,78,17,21.79,18,23.08,32,41.03,11,14.1,40011
40,12,84,11,13.1,33,39.29,28,33.33,12,14.29,40012
40,13,105,15,14.29,30,28.57,31,29.52,29,27.62,40013
40,14,61,21,34.43,16,26.23,16,26.23,8,13.11,40014
40,15,111,25,22.52,34,30.63,38,34.23,14,12.61,40015
40,16,141,50,35.46,24,17.02,44,31.21,23,16.31,40016
40,17,65,10,15.38,15,23.08,32,49.23,8,12.31,40017
40,18,93,23,24.73,32,34.41,27,29.03,11,11.83,40018
40,19,93,24,25.81,25,26.88,35,37.63,9,9.68,40019
40,20,85,16,18.82,33,38.82,27,31.76,9,10.59,40020
40,21,97,21,21.65,28,28.87,27,27.84,21,21.65,40021
40,22,32,4,12.5,13,40.63,12,37.5,3,9.38,40022
40,23,102,19,18.63,20,19.61,40,39.22,23,22.55,40023
40,24,60,15,25.0,13,21.67,19,31.67,13,21.67,40024
40,25,79,17,21.52,22,27.85,32,40.51,8,10.13,40025
40,26,126,22,17.46,51,40.48,30,23.81,23,18.25,40026
40,27,97,24,24.74,25,25.77,30,30.93,18,18.56,40027
40,28,105,21,20.0,29,27.62,35,33.33,20,19.05,40028
40,29,138,26,18.84,27,19.57,59,42.75,26,18.84,40029
40,30,150,24,16.0,58,38.67,56,37.33,12,8.0,40030
40,31,103,24,23.3,46,44.66,23,22.33,10,9.71,40031
40,32,49,14,28.57,15,30.61,12,24.49,8,16.33,40032
40,33,85,16,18.82,26,30.59,28,32.94,15,17.65,40033
40,34,77,19,24.68,22,28.57,24,31.17,12,15.58,40034
40,35,93,19,20.43,30,32.26,28,30.11,16,17.2,40035
40,36,108,18,16.67,43,39.81,35,32.41,12,11.11,40036
40,37,73,16,21.92,22,30.14,21,28.77,14,19.18,40037
40,38,53,7,13.21,21,39.62,17,32.08,8,15.09,40038
40,39,90,19,21.11,30,33.33,27,30.0,14,15.56,40039
40,40,62,13,20.97,16,25.81,21,33.87,12,19.35,40040
40,41,101,21,20.79,31,30.69,33,32.67,16,15.84,40041
40,42,99,26,26.26,32,32.32,32,32.32,9,9.09,40042
40,43,92,24,26.09,20,21.74,29,31.52,19,20.65,40043
40,44,58,9,15.52,12,20.69,25,43.1,12,20.69,40044
40,45,120,27,22.5,29,24.17,40,33.33,24,20.0,40045
40,46,116,23,19.83,36,31.03,32,27.59,25,21.55,40046
40,47,101,15,14.85,29,28.71,30,29.7,27,26.73,40047
40,48,75,20,26.67,16,21.33,23,30.67,16,21.33,40048
40,49,49,14,28.57,18,36.73,13,26.53,4,8.16,40049
41,1,132,24,18.18,18,13.64,69,52.27,21,15.91,41001
41,2,189,31,16.4,26,13.76,99,52.38,33,17.46,41002
41,3,145,25,17.24,21,14.48,75,51.72,24,16.55,41003
41,4,151,22,14.57,15,9.93,78,51.66,36,23.84,41004
41,5,125,20,16.0,15,12.0,58,46.4,32,25.6,41005
41,6,144,12,8.33,7,4.86,68,47.22,57,39.58,41006
41,7,147,22,14.97,11,7.48,85,57.82,29,19.73,41007
41,8,130,26,20.0,11,8.46,71,54.62,22,16.92,41008
41,9,123,33,26.83,13,10.57,55,44.72,22,17.89,41009
41,10,128,20,15.63,15,11.72,58,45.31,35,27.34,41010
41,11,135,20,14.81,25,18.52,67,49.63,23,17.04,41011
41,12,139,32,23.02,30,21.58,55,39.57,22,15.83,41012
41,13,79,17,21.52,15,18.99,35,44.3,12,15.19,41013
41,14,193,21,10.88,21,10.88,96,49.74,55,28.5,41014
41,15,115,11,9.57,6,5.22,67,58.26,31,26.96,41015
41,16,143,25,17.48,16,11.19,74,51.75,28,19.58,41016
41,17,137,20,14.6,20,14.6,68,49.64,29,21.17,41017
41,18,118,27,22.88,13,11.02,53,44.92,25,21.19,41018
41,19,184,28,15.22,16,8.7,94,51.09,46,25.0,41019
41,20,151,25,16.56,34,22.52,74,49.01,18,11.92,41020
41,21,142,37,26.06,20,14.08,57,40.14,28,19.72,41021
41,22,134,20,14.93,23,17.16,57,42.54,34,25.37,41022
41,23,121,20,16.53,23,19.01,52,42.98,26,21.49,41023
41,24,136,28,20.59,27,19.85,66,48.53,15,11.03,41024
41,25,43,13,30.23,6,13.95,12,27.91,12,27.91,41025
