ward,precinct,total,Forrest Claypool,Forrest Claypool Percent,"John H. Stroger, Jr.","John H. Stroger, Jr. Percent",precinct_id
13,12,192,86,44.79,106,55.21,13012
13,13,219,79,36.07,140,63.93,13013
13,14,147,76,51.7,71,48.3,13014
13,15,307,127,41.37,180,58.63,13015
13,16,154,91,59.09,63,40.91,13016
13,17,217,104,47.93,113,52.07,13017
13,18,146,65,44.52,81,55.48,13018
13,19,168,48,28.57,120,71.43,13019
13,20,178,73,41.01,105,58.99,13020
13,21,260,61,23.46,199,76.54,13021
13,22,227,36,15.86,191,84.14,13022
13,23,161,43,26.71,118,73.29,13023
13,24,203,85,41.87,118,58.13,13024
13,25,151,81,53.64,70,46.36,13025
13,26,135,50,37.04,85,62.96,13026
13,27,226,100,44.25,126,55.75,13027
13,28,131,53,40.46,78,59.54,13028
13,29,182,83,45.6,99,54.4,13029
13,30,222,74,33.33,148,66.67,13030
13,31,223,76,34.08,147,65.92,13031
13,32,211,54,25.59,157,74.41,13032
13,33,176,79,44.89,97,55.11,13033
13,34,181,79,43.65,102,56.35,13034
13,35,233,72,30.9,161,69.1,13035
13,36,114,52,45.61,62,54.39,13036
13,37,145,59,40.69,86,59.31,13037
13,38,212,102,48.11,110,51.89,13038
13,39,185,58,31.35,127,68.65,13039
13,40,225,128,56.89,97,43.11,13040
13,41,205,58,28.29,147,71.71,13041
13,42,231,84,36.36,147,63.64,13042
13,43,156,45,28.85,111,71.15,13043
13,44,319,50,15.67,269,84.33,13044
13,45,316,102,32.28,214,67.72,13045
13,46,198,64,32.32,134,67.68,13046
13,47,168,66,39.29,102,60.71,13047
13,48,233,93,39.91,140,60.09,13048
13,49,251,56,22.31,195,77.69,13049
13,50,312,73,23.4,239,76.6,13050
14,1,108,41,37.96,67,62.04,14001
14,2,134,65,48.51,69,51.49,14002
14,3,177,58,32.77,119,67.23,14003
14,4,120,44,36.67,76,63.33,14004
14,5,190,67,35.26,123,64.74,14005
14,6,133,58,43.61,75,56.39,14006
14,7,121,51,42.15,70,57.85,14007
14,8,98,32,32.65,66,67.35,14008
14,9,155,50,32.26,105,67.74,14009
14,10,140,62,44.29,78,55.71,14010
14,11,118,31,26.27,87,73.73,14011
14,12,123,38,30.89,85,69.11,14012
14,13,192,59,30.73,133,69.27,14013
14,14,107,28,26.17,79,73.83,14014
14,15,167,52,31.14,115,68.86,14015
14,16,135,60,44.44,75,55.56,14016
14,17,151,37,24.5,114,75.5,14017
14,18,120,60,50.0,60,50.0,14018
14,19,185,54,29.19,131,70.81,14019
14,20,121,54,44.63,67,55.37,14020
14,21,153,39,25.49,114,74.51,14021
14,22,165,62,37.58,103,62.42,14022
14,23,146,49,33.56,97,66.44,14023
14,24,82,26,31.71,56,68.29,14024
14,25,156,90,57.69,66,42.31,14025
14,26,150,66,44.0,84,56.0,14026
14,27,170,70,41.18,100,58.82,14027
14,28,154,72,46.75,82,53.25,14028
14,29,154,47,30.52,107,69.48,14029
14,30,114,43,37.72,71,62.28,14030
14,31,140,38,27.14,102,72.86,14031
14,32,116,26,22.41,90,77.59,14032
14,33,111,34,30.63,77,69.37,14033
14,34,136,28,20.59,108,79.41,14034
14,35,104,32,30.77,72,69.23,14035
15,1,86,18,20.93,68,79.07,15001
15,2,121,12,9.92,109,90.08,15002
15,3,97,7,7.22,90,92.78,15003
15,4,119,16,13.45,103,86.55,15004
15,5,105,6,5.71,99,94.29,15005
15,6,100,29,29.0,71,71.0,15006
15,7,114,16,14.04,98,85.96,15007
15,8,160,24,15.0,136,85.0,15008
15,9,126,24,19.05,102,80.95,15009
15,10,95,33,34.74,62,65.26,15010
15,11,120,17,14.17,103,85.83,15011
15,12,66,4,6.06,62,93.94,15012
15,13,61,9,14.75,52,85.25,15013
15,14,147,48,32.65,99,67.35,15014
15,15,78,17,21.79,61,78.21,15015
15,16,75,33,44.0,42,56.0,15016
15,17,128,16,12.5,112,87.5,15017
15,18,92,8,8.7,84,91.3,15018
15,19,131,17,12.98,114,87.02,15019
15,20,126,8,6.35,118,93.65,15020
15,21,144,20,13.89,124,86.11,15021
15,22,131,21,16.03,110,83.97,15022
15,23,91,9,9.89,82,90.11,15023
15,24,120,13,10.83,107,89.17,15024
15,25,76,17,22.37,59,77.63,15025
15,26,111,14,12.61,97,87.39,15026
15,27,92,13,14.13,79,85.87,15027
15,28,101,42,41.58,59,58.42,15028
15,29,59,9,15.25,50,84.75,15029
15,30,111,21,18.92,90,81.08,15030
15,31,125,12,9.6,113,90.4,15031
15,32,97,21,21.65,76,78.35,15032
15,33,82,6,7.32,76,92.68,15033
15,34,106,7,6.6,99,93.4,15034
15,35,148,13,8.78,135,91.22,15035
15,36,98,12,12.24,86,87.76,15036
15,37,106,18,16.98,88,83.02,15037
15,38,105,23,21.9,82,78.1,15038
15,39,135,11,8.15,124,91.85,15039
15,40,131,12,9.16,119,90.84,15040
15,41,156,33,21.15,123,78.85,15041
15,42,69,9,13.04,60,86.96,15042
15,43,111,8,7.21,103,92.79,15043
15,44,94,29,30.85,65,69.15,15044
15,45,56,14,25.0,42,75.0,15045
15,46,93,7,7.53,86,92.47,15046
15,47,137,10,7.3,127,92.7,15047
15,48,91,13,14.29,78,85.71,15048
15,49,66,15,22.73,51,77.27,15049
15,50,103,9,8.74,94,91.26,15050
15,51,97,9,9.28,88,90.72,15051
15,52,81,6,7.41,75,92.59,15052
16,1,69,5,7.25,64,92.75,16001
16,2,87,8,9.2,79,90.8,16002
16,3,132,11,8.33,121,91.67,16003
16,4,76,20,26.32,56,73.68,16004
16,5,133,18,13.53,115,86.47,16005
16,6,48,3,6.25,45,93.75,16006
16,7,92,16,17.39,76,82.61,16007
16,8,110,13,11.82,97,88.18,16008
16,9,194,12,6.19,182,93.81,16009
16,10,94,12,12.77,82,87.23,16010
16,11,113,14,12.39,99,87.61,16011
16,12,87,6,6.9,81,93.1,16012
16,13,86,15,17.44,71,82.56,16013
16,14,132,7,5.3,125,94.7,16014
16,15,149,7,4.7,142,95.3,16015
16,16,164,12,7.32,152,92.68,16016
16,17,117,59,50.43,58,49.57,16017
16,18,134,9,6.72,125,93.28,16018
16,19,100,10,10.0,90,90.0,16019
16,20,132,8,6.06,124,93.94,16020
16,21,82,23,28.05,59,71.95,16021
16,22,105,7,6.67,98,93.33,16022
16,23,93,23,24.73,70,75.27,16023
16,24,78,8,10.26,70,89.74,16024
16,25,113,12,10.62,101,89.38,16025
16,26,141,15,10.64,126,89.36,16026
16,27,206,19,9.22,187,90.78,16027
16,28,160,12,7.5,148,92.5,16028
16,29,78,7,8.97,71,91.03,16029
16,30,81,8,9.88,73,90.12,16030
16,31,158,21,13.29,137,86.71,16031
16,32,109,33,30.28,76,69.72,16032
16,33,114,9,7.89,105,92.11,16033
16,34,120,10,8.33,110,91.67,16034
16,35,79,26,32.91,53,67.09,16035
16,36,138,9,6.52,129,93.48,16036
16,37,81,6,7.41,75,92.59,16037
16,38,142,15,10.56,127,89.44,16038
16,39,83,32,38.55,51,61.45,16039
16,40,157,20,12.74,137,87.26,16040
16,41,70,3,4.29,67,95.71,16041
16,42,85,17,20.0,68,80.0,16042
16,43,164,16,9.76,148,90.24,16043
16,44,109,19,17.43,90,82.57,16044
16,45,87,5,5.75,82,94.25,16045
16,46,40,6,15.0,34,85.0,16046
17,1,104,18,17.31,86,82.69,17001
17,2,132,23,17.42,109,82.58,17002
17,3,119,10,8.4,109,91.6,17003
17,4,233,34,14.59,199,85.41,17004
17,5,141,10,7.09,131,92.91,17005
17,6,120,17,14.17,103,85.83,17006
17,7,189,25,13.23,164,86.77,17007
17,8,160,18,11.25,142,88.75,17008
17,9,118,12,10.17,106,89.83,17009
17,10,165,18,10.91,147,89.09,17010
17,11,157,22,14.01,135,85.99,17011
17,12,194,17,8.76,177,91.24,17012
17,13,104,4,3.85,100,96.15,17013
17,14,141,21,14.89,120,85.11,17014
17,15,129,24,18.6,105,81.4,17015
17,16,134,19,14.18,115,85.82,17016
17,17,98,7,7.14,91,92.86,17017
17,18,185,14,7.57,171,92.43,17018
17,19,50,5,10.0,45,90.0,17019
17,20,136,16,11.76,120,88.24,17020
17,21,233,29,12.45,204,87.55,17021
17,22,166,17,10.24,149,89.76,17022
17,23,120,12,10.0,108,90.0,17023
17,24,166,19,11.45,147,88.55,17024
17,25,91,12,13.19,79,86.81,17025
17,26,194,16,8.25,178,91.75,17026
17,27,217,19,8.76,198,91.24,17027
17,28,128,15,11.72,113,88.28,17028
17,29,174,13,7.47,161,92.53,17029
17,30,160,15,9.38,145,90.63,17030
17,31,149,21,14.09,128,85.91,17031
17,32,161,12,7.45,149,92.55,17032
17,33,135,16,11.85,119,88.15,17033
17,34,117,10,8.55,107,91.45,17034
17,35,97,13,13.4,84,86.6,17035
17,36,99,8,8.08,91,91.92,17036
17,37,121,8,6.61,113,93.39,17037
17,38,148,16,10.81,132,89.19,17038
17,39,103,12,11.65,91,88.35,17039
17,40,126,18,14.29,108,85.71,17040
17,41,126,13,10.32,113,89.68,17041
17,42,119,18,15.13,101,84.87,17042
17,43,125,11,8.8,114,91.2,17043
17,44,104,5,4.81,99,95.19,17044
17,45,86,13,15.12,73,84.88,17045
17,46,157,20,12.74,137,87.26,17046
17,47,84,6,7.14,78,92.86,17047
17,48,166,22,13.25,144,86.75,17048
17,49,130,13,10.0,117,90.0,17049
17,50,137,18,13.14,119,86.86,17050
17,51,178,20,11.24,158,88.76,17051
17,52,212,20,9.43,192,90.57,17052
17,53,128,27,21.09,101,78.91,17053
17,54,184,15,8.15,169,91.85,17054
17,55,142,16,11.27,126,88.73,17055
17,56,149,12,8.05,137,91.95,17056
17,57,174,15,8.62,159,91.38,17057
17,58,112,16,14.29,96,85.71,17058
17,59,67,6,8.96,61,91.04,17059
17,60,215,28,13.02,187,86.98,17060
17,61,129,13,10.08,116,89.92,17061
17,62,137,12,8.76,125,91.24,17062
17,63,93,6,6.45,87,93.55,17063
17,64,97,12,12.37,85,87.63,17064
18,1,102,26,25.49,76,74.51,18001
18,2,186,42,22.58,144,77.42,18002
18,3,152,84,55.26,68,44.74,18003
18,4,229,59,25.76,170,74.24,18004
18,5,183,20,10.93,163,89.07,18005
18,6,156,76,48.72,80,51.28,18006
18,7,139,46,33.09,93,66.91,18007
18,8,74,14,18.92,60,81.08,18008
18,9,229,50,21.83,179,78.17,18009
18,10,286,41,14.34,245,85.66,18010
18,11,188,68,36.17,120,63.83,18011
18,12,247,58,23.48,189,76.52,18012
18,13,224,57,25.45,167,74.55,18013
18,14,242,43,17.77,199,82.23,18014
18,15,96,37,38.54,59,61.46,18015
18,16,229,26,11.35,203,88.65,18016
18,17,161,39,24.22,122,75.78,18017
18,18,244,30,12.3,214,87.7,18018
18,19,286,31,10.84,255,89.16,18019
18,20,222,31,13.96,191,86.04,18020
18,21,281,59,21.0,222,79.0,18021
18,22,219,25,11.42,194,88.58,18022
18,23,175,33,18.86,142,81.14,18023
18,24,256,28,10.94,228,89.06,18024
18,25,83,7,8.43,76,91.57,18025
18,26,177,22,12.43,155,87.57,18026
18,27,154,27,17.53,127,82.47,18027
18,28,222,127,57.21,95,42.79,18028
18,29,192,51,26.56,141,73.44,18029
18,30,138,16,11.59,122,88.41,18030
18,31,152,26,17.11,126,82.89,18031
18,32,260,29,11.15,231,88.85,18032
18,33,159,22,13.84,137,86.16,18033
18,34,294,50,17.01,244,82.99,18034
18,35,237,57,24.05,180,75.95,18035
18,36,140,42,30.0,98,70.0,18036
18,37,144,38,26.39,106,73.61,18037
18,38,256,31,12.11,225,87.89,18038
18,39,145,25,17.24,120,82.76,18039
18,40,248,39,15.73,209,84.27,18040
18,41,193,87,45.08,106,54.92,18041
18,42,97,19,19.59,78,80.41,18042
18,43,118,32,27.12,86,72.88,18043
18,44,100,28,28.0,72,72.0,18044
18,45,220,25,11.36,195,88.64,18045
18,46,223,17,7.62,206,92.38,18046
18,47,142,22,15.49,120,84.51,18047
18,48,98,42,42.86,56,57.14,18048
18,49,130,23,17.69,107,82.31,18049
18,50,185,26,14.05,159,85.95,18050
18,51,249,36,14.46,213,85.54,18051
18,52,218,26,11.93,192,88.07,18052
18,53,148,19,12.84,129,87.16,18053
18,54,211,33,15.64,178,84.36,18054
18,55,188,96,51.06,92,48.94,18055
18,56,156,48,30.77,108,69.23,18056
18,57,148,37,25.0,111,75.0,18057
18,58,160,28,17.5,132,82.5,18058
18,59,123,27,21.95,96,78.05,18059
18,60,237,22,9.28,215,90.72,18060
18,61,188,23,12.23,165,87.77,18061
18,62,122,37,30.33,85,69.67,18062
19,1,286,141,49.3,145,50.7,19001
19,2,240,84,35.0,156,65.0,19002
19,3,226,131,57.96,95,42.04,19003
19,4,223,133,59.64,90,40.36,19004
19,5,286,117,40.91,169,59.09,19005
19,6,220,144,65.45,76,34.55,19006
19,7,258,150,58.14,108,41.86,19007
19,8,197,112,56.85,85,43.15,19008
19,9,185,110,59.46,75,40.54,19009
19,10,342,191,55.85,151,44.15,19010
19,11,281,166,59.07,115,40.93,19011
19,12,248,151,60.89,97,39.11,19012
19,13,192,42,21.88,150,78.13,19013
19,14,161,96,59.63,65,40.37,19014
19,15,160,90,56.25,70,43.75,19015
19,16,324,158,48.77,166,51.23,19016
19,17,273,152,55.68,121,44.32,19017
19,18,321,172,53.58,149,46.42,19018
19,19,276,177,64.13,99,35.87,19019
19,20,222,93,41.89,129,58.11,19020
19,21,193,113,58.55,80,41.45,19021
19,22,294,173,58.84,121,41.16,19022
19,23,287,165,57.49,122,42.51,19023
19,24,218,131,60.09,87,39.91,19024
19,25,310,207,66.77,103,33.23,19025
19,26,306,188,61.44,118,38.56,19026
19,27,146,63,43.15,83,56.85,19027
19,28,272,71,26.1,201,73.9,19028
19,29,201,131,65.17,70,34.83,19029
19,30,219,134,61.19,85,38.81,19030
19,31,254,158,62.2,96,37.8,19031
19,32,331,185,55.89,146,44.11,19032
19,33,258,158,61.24,100,38.76,19033
19,34,281,163,58.01,118,41.99,19034
19,35,271,130,47.97,141,52.03,19035
19,36,161,65,40.37,96,59.63,19036
19,37,253,115,45.45,138,54.55,19037
19,38,110,47,42.73,63,57.27,19038
19,39,134,27,20.15,107,79.85,19039
19,40,237,133,56.12,104,43.88,19040
19,41,188,119,63.3,69,36.7,19041
19,42,191,73,38.22,118,61.78,19042
19,43,278,51,18.35,227,81.65,19043
19,44,191,115,60.21,76,39.79,19044
19,45,294,169,57.48,125,42.52,19045
19,46,360,196,54.44,164,45.56,19046
19,47,177,60,33.9,117,66.1,19047
19,48,186,25,13.44,161,86.56,19048
19,49,331,114,34.44,217,65.56,19049
19,50,249,28,11.24,221,88.76,19050
19,51,225,140,62.22,85,37.78,19051
19,52,154,79,51.3,75,48.7,19052
19,53,265,151,56.98,114,43.02,19053
19,54,181,109,60.22,72,39.78,19054
19,55,221,128,57.92,93,42.08,19055
19,56,320,183,57.19,137,42.81,19056
19,57,318,172,54.09,146,45.91,19057
19,58,256,152,59.38,104,40.63,19058
19,59,278,138,49.64,140,50.36,19059
19,60,232,42,18.1,190,81.9,19060
19,61,335,163,48.66,172,51.34,19061
19,62,249,122,49.0,127,51.0,19062
19,63,190,64,33.68,126,66.32,19063
19,64,316,137,43.35,179,56.65,19064
19,65,206,80,38.83,126,61.17,19065
19,66,353,58,16.43,295,83.57,19066
19,67,52,21,40.38,31,59.62,19067
20,1,140,21,15.0,119,85.0,20001
20,2,133,18,13.53,115,86.47,20002
20,3,128,15,11.72,113,88.28,20003
20,4,91,20,21.98,71,78.02,20004
20,5,96,10,10.42,86,89.58,20005
20,6,141,16,11.35,125,88.65,20006
20,7,80,3,3.75,77,96.25,20007
20,8,52,15,28.85,37,71.15,20008
20,9,149,15,10.07,134,89.93,20009
20,10,128,14,10.94,114,89.06,20010
20,11,94,15,15.96,79,84.04,20011
20,12,99,8,8.08,91,91.92,20012
20,13,131,8,6.11,123,93.89,20013
20,14,237,33,13.92,204,86.08,20014
20,15,96,23,23.96,73,76.04,20015
20,16,188,39,20.74,149,79.26,20016
20,17,112,17,15.18,95,84.82,20017
20,18,148,14,9.46,134,90.54,20018
20,19,113,16,14.16,97,85.84,20019
20,20,94,9,9.57,85,90.43,20020
20,21,53,16,30.19,37,69.81,20021
20,22,167,28,16.77,139,83.23,20022
20,23,195,23,11.79,172,88.21,20023
20,24,157,26,16.56,131,83.44,20024
20,25,105,17,16.19,88,83.81,20025
20,26,187,26,13.9,161,86.1,20026
20,27,95,9,9.47,86,90.53,20027
20,28,170,20,11.76,150,88.24,20028
20,29,143,11,7.69,132,92.31,20029
20,30,161,18,11.18,143,88.82,20030
20,31,159,18,11.32,141,88.68,20031
20,32,133,25,18.8,108,81.2,20032
20,33,168,23,13.69,145,86.31,20033
20,34,184,57,30.98,127,69.02,20034
20,35,80,5,6.25,75,93.75,20035
20,36,128,24,18.75,104,81.25,20036
20,37,165,15,9.09,150,90.91,20037
20,38,29,1,3.45,28,96.55,20038
20,39,135,17,12.59,118,87.41,20039
20,40,109,7,6.42,102,93.58,20040
20,41,44,6,13.64,38,86.36,20041
20,42,108,10,9.26,98,90.74,20042
20,43,44,2,4.55,42,95.45,20043
20,44,217,22,10.14,195,89.86,20044
20,45,102,13,12.75,89,87.25,20045
20,46,89,17,19.1,72,80.9,20046
20,47,113,17,15.04,96,84.96,20047
20,48,67,5,7.46,62,92.54,20048
20,49,124,11,8.87,113,91.13,20049
20,50,88,14,15.91,74,84.09,20050
21,1,308,42,13.64,266,86.36,21001
21,2,190,29,15.26,161,84.74,21002
21,3,191,16,8.38,175,91.62,21003
21,4,208,26,12.5,182,87.5,21004
21,5,185,18,9.73,167,90.27,21005
21,6,159,10,6.29,149,93.71,21006
21,7,192,17,8.85,175,91.15,21007
21,8,235,29,12.34,206,87.66,21008
21,9,218,34,15.6,184,84.4,21009
21,10,147,24,16.33,123,83.67,21010
21,11,219,31,14.16,188,85.84,21011
21,12,213,26,12.21,187,87.79,21012
21,13,115,13,11.3,102,88.7,21013
21,14,183,22,12.02,161,87.98,21014
21,15,176,16,9.09,160,90.91,21015
21,16,199,23,11.56,176,88.44,21016
21,17,185,22,11.89,163,88.11,21017
21,18,202,17,8.42,185,91.58,21018
21,19,158,16,10.13,142,89.87,21019
21,20,113,15,13.27,98,86.73,21020
21,21,236,33,13.98,203,86.02,21021
21,22,217,26,11.98,191,88.02,21022
21,23,175,21,12.0,154,88.0,21023
21,24,209,23,11.0,186,89.0,21024
21,25,175,13,7.43,162,92.57,21025
21,26,152,13,8.55,139,91.45,21026
21,27,242,35,14.46,207,85.54,21027
21,28,169,29,17.16,140,82.84,21028
21,29,108,13,12.04,95,87.96,21029
21,30,160,24,15.0,136,85.0,21030
21,31,255,19,7.45,236,92.55,21031
21,32,175,31,17.71,144,82.29,21032
21,33,190,26,13.68,164,86.32,21033
21,34,253,22,8.7,231,91.3,21034
21,35,118,11,9.32,107,90.68,21035
21,36,165,18,10.91,147,89.09,21036
21,37,141,21,14.89,120,85.11,21037
21,38,193,21,10.88,172,89.12,21038
21,39,168,21,12.5,147,87.5,21039
21,40,210,31,14.76,179,85.24,21040
21,41,140,15,10.71,125,89.29,21041
21,42,204,22,10.78,182,89.22,21042
21,43,158,13,8.23,145,91.77,21043
21,44,185,33,17.84,152,82.16,21044
21,45,157,28,17.83,129,82.17,21045
21,46,117,10,8.55,107,91.45,21046
21,47,261,39,14.94,222,85.06,21047
21,48,246,32,13.01,214,86.99,21048
21,49,266,27,10.15,239,89.85,21049
21,50,193,22,11.4,171,88.6,21050
21,51,239,30,12.55,209,87.45,21051
21,52,221,28,12.67,193,87.33,21052
21,53,138,17,12.32,121,87.68,21053
21,54,200,32,16.0,168,84.0,21054
21,55,215,26,12.09,189,87.91,21055
21,56,157,15,9.55,142,90.45,21056
21,57,172,21,12.21,151,87.79,21057
21,58,154,14,9.09,140,90.91,21058
21,59,260,30,11.54,230,88.46,21059
21,60,220,25,11.36,195,88.64,21060
21,61,188,22,11.7,166,88.3,21061
21,62,210,25,11.9,185,88.1,21062
21,63,192,19,9.9,173,90.1,21063
21,64,110,10,9.09,100,90.91,21064
21,65,298,44,14.77,254,85.23,21065
21,66,145,14,9.66,131,90.34,21066
21,67,217,24,11.06,193,88.94,21067
21,68,195,13,6.67,182,93.33,21068
21,69,158,17,10.76,141,89.24,21069
21,70,197,25,12.69,172,87.31,21070
21,71,155,22,14.19,133,85.81,21071
21,72,179,18,10.06,161,89.94,21072
21,73,234,33,14.1,201,85.9,21073
21,74,69,8,11.59,61,88.41,21074
22,1,83,28,33.73,55,66.27,22001
22,2,74,20,27.03,54,72.97,22002
22,3,134,34,25.37,100,74.63,22003
22,4,114,29,25.44,85,74.56,22004
22,5,118,44,37.29,74,62.71,22005
22,6,117,32,27.35,85,72.65,22006
22,7,154,15,9.74,139,90.26,22007
22,8,84,27,32.14,57,67.86,22008
22,9,121,39,32.23,82,67.77,22009
22,10,101,19,18.81,82,81.19,22010
22,11,86,24,27.91,62,72.09,22011
22,12,107,46,42.99,61,57.01,22012
22,13,131,43,32.82,88,67.18,22013
22,14,86,22,25.58,64,74.42,22014
22,15,88,25,28.41,63,71.59,22015
22,16,133,49,36.84,84,63.16,22016
22,17,96,24,25.0,72,75.0,22017
22,18,122,26,21.31,96,78.69,22018
22,19,108,13,12.04,95,87.96,22019
22,20,136,47,34.56,89,65.44,22020
22,21,166,18,10.84,148,89.16,22021
22,22,84,22,26.19,62,73.81,22022
22,23,116,32,27.59,84,72.41,22023
22,24,92,30,32.61,62,67.39,22024
22,25,89,24,26.97,65,73.03,22025
22,26,93,32,34.41,61,65.59,22026
22,27,123,43,34.96,80,65.04,22027
22,28,75,27,36.0,48,64.0,22028
22,29,75,25,33.33,50,66.67,22029
23,1,215,131,60.93,84,39.07,23001
23,2,295,155,52.54,140,47.46,23002
23,3,205,124,60.49,81,39.51,23003
23,4,219,120,54.79,99,45.21,23004
23,5,173,94,54.34,79,45.66,23005
23,6,219,102,46.58,117,53.42,23006
23,7,87,5,5.75,82,94.25,23007
23,8,217,105,48.39,112,51.61,23008
23,9,187,87,46.52,100,53.48,23009
23,10,243,96,39.51,147,60.49,23010
23,11,252,152,60.32,100,39.68,23011
23,12,210,131,62.38,79,37.62,23012
23,13,253,172,67.98,81,32.02,23013
23,14,94,13,13.83,81,86.17,23014
23,15,185,117,63.24,68,36.76,23015
23,16,229,123,53.71,106,46.29,23016
23,17,250,167,66.8,83,33.2,23017
23,18,164,91,55.49,73,44.51,23018
23,19,198,127,64.14,71,35.86,23019
23,20,217,133,61.29,84,38.71,23020
23,21,206,22,10.68,184,89.32,23021
23,22,207,125,60.39,82,39.61,23022
23,23,182,99,54.4,83,45.6,23023
23,24,114,63,55.26,51,44.74,23024
23,25,137,87,63.5,50,36.5,23025
23,26,217,132,60.83,85,39.17,23026
23,27,137,80,58.39,57,41.61,23027
23,28,206,122,59.22,84,40.78,23028
23,29,169,67,39.64,102,60.36,23029
23,30,213,115,53.99,98,46.01,23030
23,31,174,62,35.63,112,64.37,23031
23,32,240,103,42.92,137,57.08,23032
23,33,232,144,62.07,88,37.93,23033
23,34,136,82,60.29,54,39.71,23034
23,35,157,9,5.73,148,94.27,23035
23,36,293,162,55.29,131,44.71,23036
23,37,143,19,13.29,124,86.71,23037
23,38,157,94,59.87,63,40.13,23038
23,39,167,90,53.89,77,46.11,23039
23,40,198,118,59.6,80,40.4,23040
23,41,164,104,63.41,60,36.59,23041
23,42,187,89,47.59,98,52.41,23042
23,43,215,132,61.4,83,38.6,23043
23,44,221,126,57.01,95,42.99,23044
23,45,235,130,55.32,105,44.68,23045
23,46,258,141,54.65,117,45.35,23046
23,47,254,164,64.57,90,35.43,23047
23,48,158,80,50.63,78,49.37,23048
23,49,258,170,65.89,88,34.11,23049
23,50,136,73,53.68,63,46.32,23050
23,51,200,111,55.5,89,44.5,23051
23,52,247,145,58.7,102,41.3,23052
23,53,138,76,55.07,62,44.93,23053
23,54,244,156,63.93,88,36.07,23054
23,55,225,122,54.22,103,45.78,23055
23,56,172,100,58.14,72,41.86,23056
24,1,119,11,9.24,108,90.76,24001
24,2,107,5,4.67,102,95.33,24002
24,3,129,8,6.2,121,93.8,24003
24,4,132,19,14.39,113,85.61,24004
24,5,136,10,7.35,126,92.65,24005
24,6,176,23,13.07,153,86.93,24006
24,7,160,11,6.88,149,93.13,24007
24,8,127,19,14.96,108,85.04,24008
24,9,127,9,7.09,118,92.91,24009
24,10,132,15,11.36,117,88.64,24010
24,11,73,4,5.48,69,94.52,24011
24,12,124,17,13.71,107,86.29,24012
24,13,129,13,10.08,116,89.92,24013
24,14,206,32,15.53,174,84.47,24014
24,15,140,14,10.0,126,90.0,24015
24,16,109,12,11.01,97,88.99,24016
24,17,124,18,14.52,106,85.48,24017
24,18,79,17,21.52,62,78.48,24018
24,19,121,15,12.4,106,87.6,24019
24,20,152,19,12.5,133,87.5,24020
24,21,96,20,20.83,76,79.17,24021
24,22,143,21,14.69,122,85.31,24022
24,23,144,18,12.5,126,87.5,24023
24,24,101,12,11.88,89,88.12,24024
24,25,131,12,9.16,119,90.84,24025
24,26,167,29,17.37,138,82.63,24026
24,27,83,17,20.48,66,79.52,24027
24,28,167,12,7.19,155,92.81,24028
24,29,164,17,10.37,147,89.63,24029
24,30,102,17,16.67,85,83.33,24030
24,31,119,15,12.61,104,87.39,24031
24,32,144,16,11.11,128,88.89,24032
24,33,118,9,7.63,109,92.37,24033
24,34,142,22,15.49,120,84.51,24034
24,35,164,14,8.54,150,91.46,24035
24,36,113,10,8.85,103,91.15,24036
24,37,156,18,11.54,138,88.46,24037
24,38,148,17,11.49,131,88.51,24038
24,39,125,11,8.8,114,91.2,24039
24,40,187,17,9.09,170,90.91,24040
24,41,154,14,9.09,140,90.91,24041
24,42,136,14,10.29,122,89.71,24042
24,43,166,15,9.04,151,90.96,24043
24,44,59,4,6.78,55,93.22,24044
24,45,123,12,9.76,111,90.24,24045
24,46,174,23,13.22,151,86.78,24046
24,47,127,21,16.54,106,83.46,24047
24,48,63,7,11.11,56,88.89,24048
24,49,186,23,12.37,163,87.63,24049
24,50,187,22,11.76,165,88.24,24050
24,51,231,26,11.26,205,88.74,24051
24,52,125,17,13.6,108,86.4,24052
24,53,176,18,10.23,158,89.77,24053
24,54,81,6,7.41,75,92.59,24054
24,55,73,5,6.85,68,93.15,24055
24,56,182,18,9.89,164,90.11,24056
24,57,118,21,17.8,97,82.2,24057
24,58,172,19,11.05,153,88.95,24058
24,59,83,10,12.05,73,87.95,24059
25,1,164,73,44.51,91,55.49,25001
25,2,196,75,38.27,121,61.73,25002
25,3,76,20,26.32,56,73.68,25003
25,4,144,91,63.19,53,36.81,25004
25,5,179,78,43.58,101,56.42,25005
25,6,80,40,50.0,40,50.0,25006
25,7,124,51,41.13,73,58.87,25007
25,8,154,70,45.45,84,54.55,25008
25,9,203,98,48.28,105,51.72,25009
25,10,82,27,32.93,55,67.07,25010
25,11,154,63,40.91,91,59.09,25011
25,12,123,60,48.78,63,51.22,25012
25,13,180,53,29.44,127,70.56,25013
25,14,111,37,33.33,74,66.67,25014
25,15,166,60,36.14,106,63.86,25015
25,16,106,40,37.74,66,62.26,25016
25,17,239,91,38.08,148,61.92,25017
25,18,258,64,24.81,194,75.19,25018
25,19,153,62,40.52,91,59.48,25019
25,20,186,66,35.48,120,64.52,25020
25,21,110,74,67.27,36,32.73,25021
25,22,72,28,38.89,44,61.11,25022
25,23,183,100,54.64,83,45.36,25023
25,24,160,75,46.88,85,53.13,25024
25,25,115,79,68.7,36,31.3,25025
25,26,93,60,64.52,33,35.48,25026
25,27,107,66,61.68,41,38.32,25027
25,28,172,109,63.37,63,36.63,25028
25,29,168,38,22.62,130,77.38,25029
25,30,151,52,34.44,99,65.56,25030
