ward,precinct,total,Thomas J. Dart,Thomas J. Dart Percent,"Sylvester E. Baker, Jr.","Sylvester E. Baker, Jr. Percent",Richard L. Remus,Richard L. Remus Percent,precinct_id
50,13,129,86,66.67,20,15.5,23,17.83,50013
50,14,90,82,91.11,2,2.22,6,6.67,50014
50,15,161,132,81.99,13,8.07,16,9.94,50015
50,16,93,80,86.02,6,6.45,7,7.53,50016
50,17,85,57,67.06,14,16.47,14,16.47,50017
50,18,96,74,77.08,7,7.29,15,15.63,50018
50,19,102,68,66.67,24,23.53,10,9.8,50019
50,20,93,66,70.97,10,10.75,17,18.28,50020
50,21,141,103,73.05,20,14.18,18,12.77,50021
50,22,102,57,55.88,17,16.67,28,27.45,50022
50,23,83,57,68.67,12,14.46,14,16.87,50023
50,24,100,66,66.0,18,18.0,16,16.0,50024
50,25,95,75,78.95,7,7.37,13,13.68,50025
50,26,72,47,65.28,10,13.89,15,20.83,50026
50,27,60,45,75.0,3,5.0,12,20.0,50027
50,28,78,37,47.44,21,26.92,20,25.64,50028
50,29,115,80,69.57,18,15.65,17,14.78,50029
50,30,109,81,74.31,9,8.26,19,17.43,50030
50,31,73,62,84.93,6,8.22,5,6.85,50031
50,32,88,47,53.41,22,25.0,19,21.59,50032
50,33,74,56,75.68,11,14.86,7,9.46,50033
50,34,141,110,78.01,17,12.06,14,9.93,50034
50,35,157,122,77.71,23,14.65,12,7.64,50035
50,36,117,91,77.78,14,11.97,12,10.26,50036
50,37,142,101,71.13,18,12.68,23,16.2,50037
50,38,135,103,76.3,16,11.85,16,11.85,50038
50,39,122,97,79.51,11,9.02,14,11.48,50039
50,40,99,80,80.81,5,5.05,14,14.14,50040
50,41,134,109,81.34,8,5.97,17,12.69,50041
50,42,121,99,81.82,9,7.44,13,10.74,50042
50,43,98,70,71.43,15,15.31,13,13.27,50043
50,44,95,74,77.89,9,9.47,12,12.63,50044
50,45,57,41,71.93,6,10.53,10,17.54,50045
