ward,precinct,total,Daniel W. Hynes,Daniel W. Hynes Percent,Carole Pankau,Carole Pankau Percent,Alicia Snyder,Alicia Snyder Percent,precinct_id
9,40,317,307,96.85,3,0.95,7,2.21,09040
9,41,322,313,97.2,5,1.55,4,1.24,09041
9,42,168,165,98.21,1,0.6,2,1.19,09042
9,43,189,181,95.77,3,1.59,5,2.65,09043
9,44,203,197,97.04,2,0.99,4,1.97,09044
9,45,299,290,96.99,5,1.67,4,1.34,09045
9,46,253,248,98.02,3,1.19,2,0.79,09046
9,47,336,324,96.43,6,1.79,6,1.79,09047
9,48,318,306,96.23,6,1.89,6,1.89,09048
9,49,239,232,97.07,3,1.26,4,1.67,09049
9,50,246,244,99.19,0,0.0,2,0.81,09050
9,51,149,140,93.96,8,5.37,1,0.67,09051
9,52,320,310,96.88,5,1.56,5,1.56,09052
9,53,130,127,97.69,1,0.77,2,1.54,09053
10,1,212,195,91.98,7,3.3,10,4.72,10001
10,2,162,139,85.8,17,10.49,6,3.7,10002
10,3,252,200,79.37,43,17.06,9,3.57,10003
10,4,186,168,90.32,11,5.91,7,3.76,10004
10,5,206,171,83.01,23,11.17,12,5.83,10005
10,6,231,226,97.84,2,0.87,3,1.3,10006
10,7,66,58,87.88,3,4.55,5,7.58,10007
10,8,197,158,80.2,32,16.24,7,3.55,10008
10,9,231,183,79.22,36,15.58,12,5.19,10009
10,10,230,178,77.39,48,20.87,4,1.74,10010
10,11,226,193,85.4,26,11.5,7,3.1,10011
10,12,192,167,86.98,20,10.42,5,2.6,10012
10,13,194,168,86.6,15,7.73,11,5.67,10013
10,14,239,185,77.41,42,17.57,12,5.02,10014
10,15,104,86,82.69,17,16.35,1,0.96,10015
10,16,232,185,79.74,40,17.24,7,3.02,10016
10,17,166,133,80.12,27,16.27,6,3.61,10017
10,18,210,198,94.29,5,2.38,7,3.33,10018
10,19,268,209,77.99,45,16.79,14,5.22,10019
10,20,186,157,84.41,21,11.29,8,4.3,10020
10,21,182,144,79.12,31,17.03,7,3.85,10021
10,22,43,31,72.09,9,20.93,3,6.98,10022
10,23,187,160,85.56,16,8.56,11,5.88,10023
10,24,217,172,79.26,40,18.43,5,2.3,10024
10,25,259,236,91.12,11,4.25,12,4.63,10025
10,26,187,158,84.49,23,12.3,6,3.21,10026
10,27,279,238,85.3,28,10.04,13,4.66,10027
10,28,158,153,96.84,5,3.16,0,0.0,10028
10,29,212,207,97.64,1,0.47,4,1.89,10029
10,30,253,233,92.09,13,5.14,7,2.77,10030
10,31,225,192,85.33,26,11.56,7,3.11,10031
10,32,248,197,79.44,39,15.73,12,4.84,10032
10,33,209,172,82.3,28,13.4,9,4.31,10033
10,34,191,175,91.62,8,4.19,8,4.19,10034
10,35,215,186,86.51,22,10.23,7,3.26,10035
10,36,243,226,93.0,5,2.06,12,4.94,10036
10,37,193,183,94.82,2,1.04,8,4.15,10037
10,38,256,222,86.72,27,10.55,7,2.73,10038
10,39,205,181,88.29,11,5.37,13,6.34,10039
10,40,169,159,94.08,7,4.14,3,1.78,10040
10,41,278,231,83.09,40,14.39,7,2.52,10041
10,42,222,167,75.23,43,19.37,12,5.41,10042
10,43,108,100,92.59,4,3.7,4,3.7,10043
10,44,207,183,88.41,15,7.25,9,4.35,10044
10,45,137,117,85.4,12,8.76,8,5.84,10045
10,46,243,222,91.36,13,5.35,8,3.29,10046
10,47,191,163,85.34,21,10.99,7,3.66,10047
10,48,185,179,96.76,1,0.54,5,2.7,10048
10,49,182,171,93.96,3,1.65,8,4.4,10049
11,1,264,231,87.5,20,7.58,13,4.92,11001
11,2,210,170,80.95,23,10.95,17,8.1,11002
11,3,193,179,92.75,10,5.18,4,2.07,11003
11,4,270,240,88.89,18,6.67,12,4.44,11004
11,5,167,143,85.63,11,6.59,13,7.78,11005
11,6,324,278,85.8,24,7.41,22,6.79,11006
11,7,240,210,87.5,24,10.0,6,2.5,11007
11,8,265,224,84.53,28,10.57,13,4.91,11008
11,9,197,177,89.85,13,6.6,7,3.55,11009
11,10,162,144,88.89,9,5.56,9,5.56,11010
11,11,357,298,83.47,48,13.45,11,3.08,11011
11,12,255,233,91.37,15,5.88,7,2.75,11012
11,13,211,190,90.05,16,7.58,5,2.37,11013
11,14,217,198,91.24,14,6.45,5,2.3,11014
11,15,220,197,89.55,19,8.64,4,1.82,11015
11,16,274,233,85.04,32,11.68,9,3.28,11016
11,17,325,277,85.23,27,8.31,21,6.46,11017
11,18,189,162,85.71,17,8.99,10,5.29,11018
11,19,225,193,85.78,16,7.11,16,7.11,11019
11,20,192,180,93.75,7,3.65,5,2.6,11020
11,21,275,256,93.09,13,4.73,6,2.18,11021
11,22,217,199,91.71,11,5.07,7,3.23,11022
11,23,224,204,91.07,15,6.7,5,2.23,11023
11,24,442,400,90.5,35,7.92,7,1.58,11024
11,25,211,191,90.52,18,8.53,2,0.95,11025
11,26,350,323,92.29,14,4.0,13,3.71,11026
11,27,296,265,89.53,24,8.11,7,2.36,11027
11,28,221,207,93.67,11,4.98,3,1.36,11028
11,29,294,265,90.14,18,6.12,11,3.74,11029
11,30,261,225,86.21,21,8.05,15,5.75,11030
11,31,192,171,89.06,14,7.29,7,3.65,11031
11,32,212,190,89.62,15,7.08,7,3.3,11032
11,33,183,171,93.44,7,3.83,5,2.73,11033
11,34,168,155,92.26,9,5.36,4,2.38,11034
11,35,363,338,93.11,20,5.51,5,1.38,11035
11,36,77,73,94.81,3,3.9,1,1.3,11036
11,37,318,284,89.31,26,8.18,8,2.52,11037
11,38,365,324,88.77,29,7.95,12,3.29,11038
11,39,389,358,92.03,24,6.17,7,1.8,11039
11,40,166,155,93.37,7,4.22,4,2.41,11040
11,41,159,142,89.31,7,4.4,10,6.29,11041
11,42,178,168,94.38,9,5.06,1,0.56,11042
11,43,309,273,88.35,27,8.74,9,2.91,11043
11,44,229,195,85.15,23,10.04,11,4.8,11044
11,45,142,118,83.1,18,12.68,6,4.23,11045
11,46,218,203,93.12,9,4.13,6,2.75,11046
11,47,250,211,84.4,24,9.6,15,6.0,11047
11,48,107,97,90.65,9,8.41,1,0.93,11048
11,49,221,201,90.95,16,7.24,4,1.81,11049
11,50,170,144,84.71,20,11.76,6,3.53,11050
12,1,103,91,88.35,7,6.8,5,4.85,12001
12,2,175,156,89.14,12,6.86,7,4.0,12002
12,3,184,149,80.98,22,11.96,13,7.07,12003
12,4,156,133,85.26,15,9.62,8,5.13,12004
12,5,153,139,90.85,10,6.54,4,2.61,12005
12,6,136,119,87.5,9,6.62,8,5.88,12006
12,7,187,161,86.1,7,3.74,19,10.16,12007
12,8,290,254,87.59,26,8.97,10,3.45,12008
12,9,151,137,90.73,4,2.65,10,6.62,12009
12,10,173,151,87.28,16,9.25,6,3.47,12010
12,11,259,241,93.05,7,2.7,11,4.25,12011
12,12,171,144,84.21,22,12.87,5,2.92,12012
12,13,244,212,86.89,24,9.84,8,3.28,12013
12,14,156,131,83.97,20,12.82,5,3.21,12014
12,15,133,122,91.73,1,0.75,10,7.52,12015
12,16,131,118,90.08,8,6.11,5,3.82,12016
12,17,210,189,90.0,12,5.71,9,4.29,12017
12,18,214,186,86.92,12,5.61,16,7.48,12018
12,19,225,192,85.33,13,5.78,20,8.89,12019
12,20,176,154,87.5,18,10.23,4,2.27,12020
12,21,215,190,88.37,17,7.91,8,3.72,12021
12,22,142,110,77.46,11,7.75,21,14.79,12022
12,23,170,148,87.06,12,7.06,10,5.88,12023
12,24,228,191,83.77,23,10.09,14,6.14,12024
13,1,275,237,86.18,35,12.73,3,1.09,13001
13,2,206,194,94.17,10,4.85,2,0.97,13002
13,3,331,302,91.24,24,7.25,5,1.51,13003
13,4,400,331,82.75,56,14.0,13,3.25,13004
13,5,318,294,92.45,17,5.35,7,2.2,13005
13,6,278,247,88.85,25,8.99,6,2.16,13006
13,7,244,219,89.75,19,7.79,6,2.46,13007
13,8,319,278,87.15,39,12.23,2,0.63,13008
13,9,304,274,90.13,20,6.58,10,3.29,13009
13,10,244,213,87.3,28,11.48,3,1.23,13010
13,11,304,277,91.12,18,5.92,9,2.96,13011
13,12,244,217,88.93,21,8.61,6,2.46,13012
13,13,299,270,90.3,23,7.69,6,2.01,13013
13,14,222,196,88.29,25,11.26,1,0.45,13014
13,15,414,365,88.16,30,7.25,19,4.59,13015
13,16,231,211,91.34,14,6.06,6,2.6,13016
13,17,264,225,85.23,30,11.36,9,3.41,13017
13,18,221,200,90.5,15,6.79,6,2.71,13018
13,19,239,217,90.79,12,5.02,10,4.18,13019
13,20,262,236,90.08,15,5.73,11,4.2,13020
13,21,329,300,91.19,21,6.38,8,2.43,13021
13,22,254,239,94.09,11,4.33,4,1.57,13022
13,23,219,195,89.04,18,8.22,6,2.74,13023
13,24,254,230,90.55,19,7.48,5,1.97,13024
13,25,229,201,87.77,23,10.04,5,2.18,13025
13,26,200,184,92.0,11,5.5,5,2.5,13026
13,27,288,250,86.81,27,9.38,11,3.82,13027
13,28,233,215,92.27,14,6.01,4,1.72,13028
13,29,242,222,91.74,12,4.96,8,3.31,13029
13,30,306,286,93.46,13,4.25,7,2.29,13030
13,31,331,304,91.84,16,4.83,11,3.32,13031
13,32,295,267,90.51,21,7.12,7,2.37,13032
13,33,251,227,90.44,15,5.98,9,3.59,13033
13,34,229,197,86.03,26,11.35,6,2.62,13034
13,35,287,263,91.64,16,5.57,8,2.79,13035
13,36,175,158,90.29,15,8.57,2,1.14,13036
13,37,202,179,88.61,13,6.44,10,4.95,13037
13,38,286,256,89.51,27,9.44,3,1.05,13038
13,39,265,238,89.81,22,8.3,5,1.89,13039
13,40,326,289,88.65,28,8.59,9,2.76,13040
13,41,233,216,92.7,7,3.0,10,4.29,13041
13,42,252,226,89.68,20,7.94,6,2.38,13042
13,43,194,186,95.88,6,3.09,2,1.03,13043
13,44,323,311,96.28,8,2.48,4,1.24,13044
13,45,367,326,88.83,35,9.54,6,1.63,13045
13,46,282,257,91.13,18,6.38,7,2.48,13046
13,47,249,220,88.35,21,8.43,8,3.21,13047
13,48,288,254,88.19,22,7.64,12,4.17,13048
13,49,302,279,92.38,18,5.96,5,1.66,13049
13,50,393,369,93.89,18,4.58,6,1.53,13050
14,1,137,124,90.51,10,7.3,3,2.19,14001
14,2,189,164,86.77,16,8.47,9,4.76,14002
14,3,281,253,90.04,19,6.76,9,3.2,14003
14,4,175,157,89.71,10,5.71,8,4.57,14004
14,5,261,246,94.25,9,3.45,6,2.3,14005
14,6,200,185,92.5,10,5.0,5,2.5,14006
14,7,214,184,85.98,22,10.28,8,3.74,14007
14,8,143,133,93.01,6,4.2,4,2.8,14008
14,9,230,215,93.48,9,3.91,6,2.61,14009
14,10,223,193,86.55,22,9.87,8,3.59,14010
14,11,169,158,93.49,7,4.14,4,2.37,14011
14,12,152,135,88.82,9,5.92,8,5.26,14012
14,13,201,183,91.04,11,5.47,7,3.48,14013
14,14,173,152,87.86,16,9.25,5,2.89,14014
14,15,258,242,93.8,13,5.04,3,1.16,14015
14,16,226,202,89.38,11,4.87,13,5.75,14016
14,17,269,244,90.71,16,5.95,9,3.35,14017
14,18,200,188,94.0,10,5.0,2,1.0,14018
14,19,263,243,92.4,10,3.8,10,3.8,14019
14,20,172,150,87.21,9,5.23,13,7.56,14020
14,21,208,195,93.75,7,3.37,6,2.88,14021
14,22,245,225,91.84,10,4.08,10,4.08,14022
14,23,257,228,88.72,24,9.34,5,1.95,14023
14,24,128,122,95.31,4,3.13,2,1.56,14024
14,25,230,206,89.57,14,6.09,10,4.35,14025
14,26,250,218,87.2,21,8.4,11,4.4,14026
14,27,270,237,87.78,24,8.89,9,3.33,14027
14,28,229,211,92.14,16,6.99,2,0.87,14028
14,29,253,238,94.07,11,4.35,4,1.58,14029
14,30,162,147,90.74,12,7.41,3,1.85,14030
14,31,236,220,93.22,9,3.81,7,2.97,14031
14,32,141,131,92.91,1,0.71,9,6.38,14032
14,33,170,151,88.82,10,5.88,9,5.29,14033
14,34,175,167,95.43,2,1.14,6,3.43,14034
14,35,191,178,93.19,6,3.14,7,3.66,14035
15,1,159,149,93.71,5,3.14,5,3.14,15001
15,2,182,178,97.8,1,0.55,3,1.65,15002
15,3,183,180,98.36,2,1.09,1,0.55,15003
15,4,189,185,97.88,1,0.53,3,1.59,15004
15,5,194,190,97.94,0,0.0,4,2.06,15005
15,6,208,190,91.35,12,5.77,6,2.88,15006
15,7,154,151,98.05,0,0.0,3,1.95,15007
15,8,282,274,97.16,1,0.35,7,2.48,15008
15,9,222,209,94.14,8,3.6,5,2.25,15009
15,10,165,148,89.7,8,4.85,9,5.45,15010
15,11,226,217,96.02,4,1.77,5,2.21,15011
15,12,125,122,97.6,1,0.8,2,1.6,15012
15,13,147,135,91.84,4,2.72,8,5.44,15013
15,14,262,223,85.11,29,11.07,10,3.82,15014
15,15,184,167,90.76,7,3.8,10,5.43,15015
15,16,151,131,86.75,15,9.93,5,3.31,15016
15,17,183,178,97.27,2,1.09,3,1.64,15017
15,18,144,144,100.0,0,0.0,0,0.0,15018
15,19,198,189,95.45,5,2.53,4,2.02,15019
15,20,171,164,95.91,2,1.17,5,2.92,15020
15,21,214,207,96.73,1,0.47,6,2.8,15021
15,22,246,232,94.31,3,1.22,11,4.47,15022
15,23,153,148,96.73,3,1.96,2,1.31,15023
15,24,253,235,92.89,9,3.56,9,3.56,15024
15,25,180,164,91.11,7,3.89,9,5.0,15025
15,26,144,136,94.44,3,2.08,5,3.47,15026
15,27,154,141,91.56,3,1.95,10,6.49,15027
15,28,198,172,86.87,18,9.09,8,4.04,15028
15,29,100,98,98.0,1,1.0,1,1.0,15029
15,30,200,197,98.5,3,1.5,0,0.0,15030
15,31,167,163,97.6,0,0.0,4,2.4,15031
15,32,198,185,93.43,6,3.03,7,3.54,15032
15,33,125,116,92.8,3,2.4,6,4.8,15033
15,34,163,155,95.09,4,2.45,4,2.45,15034
15,35,189,183,96.83,2,1.06,4,2.12,15035
15,36,144,139,96.53,1,0.69,4,2.78,15036
15,37,160,158,98.75,1,0.63,1,0.63,15037
15,38,179,164,91.62,9,5.03,6,3.35,15038
15,39,212,204,96.23,1,0.47,7,3.3,15039
15,40,190,181,95.26,4,2.11,5,2.63,15040
15,41,269,257,95.54,8,2.97,4,1.49,15041
15,42,97,96,98.97,0,0.0,1,1.03,15042
15,43,162,158,97.53,1,0.62,3,1.85,15043
15,44,199,185,92.96,7,3.52,7,3.52,15044
15,45,89,84,94.38,2,2.25,3,3.37,15045
15,46,145,142,97.93,1,0.69,2,1.38,15046
15,47,229,225,98.25,3,1.31,1,0.44,15047
15,48,145,145,100.0,0,0.0,0,0.0,15048
15,49,139,126,90.65,8,5.76,5,3.6,15049
15,50,184,178,96.74,2,1.09,4,2.17,15050
15,51,147,143,97.28,2,1.36,2,1.36,15051
15,52,126,123,97.62,2,1.59,1,0.79,15052
16,1,151,144,95.36,2,1.32,5,3.31,16001
16,2,153,150,98.04,1,0.65,2,1.31,16002
16,3,194,189,97.42,1,0.52,4,2.06,16003
16,4,150,134,89.33,8,5.33,8,5.33,16004
16,5,204,198,97.06,2,0.98,4,1.96,16005
16,6,80,76,95.0,3,3.75,1,1.25,16006
16,7,183,169,92.35,8,4.37,6,3.28,16007
16,8,237,225,94.94,3,1.27,9,3.8,16008
16,9,264,255,96.59,4,1.52,5,1.89,16009
16,10,140,137,97.86,0,0.0,3,2.14,16010
16,11,250,234,93.6,9,3.6,7,2.8,16011
16,12,157,153,97.45,2,1.27,2,1.27,16012
16,13,168,147,87.5,13,7.74,8,4.76,16013
16,14,198,193,97.47,5,2.53,0,0.0,16014
16,15,245,238,97.14,2,0.82,5,2.04,16015
16,16,219,209,95.43,2,0.91,8,3.65,16016
16,17,209,178,85.17,22,10.53,9,4.31,16017
16,18,196,189,96.43,3,1.53,4,2.04,16018
16,19,173,166,95.95,3,1.73,4,2.31,16019
16,20,197,190,96.45,2,1.02,5,2.54,16020
16,21,175,153,87.43,14,8.0,8,4.57,16021
16,22,176,171,97.16,2,1.14,3,1.7,16022
16,23,199,174,87.44,14,7.04,11,5.53,16023
16,24,126,124,98.41,0,0.0,2,1.59,16024
16,25,159,156,98.11,1,0.63,2,1.26,16025
16,26,192,190,98.96,1,0.52,1,0.52,16026
16,27,247,241,97.57,5,2.02,1,0.4,16027
16,28,236,228,96.61,2,0.85,6,2.54,16028
16,29,102,97,95.1,3,2.94,2,1.96,16029
16,30,148,144,97.3,1,0.68,3,2.03,16030
16,31,242,236,97.52,3,1.24,3,1.24,16031
16,32,193,172,89.12,14,7.25,7,3.63,16032
16,33,162,159,98.15,1,0.62,2,1.23,16033
16,34,158,147,93.04,5,3.16,6,3.8,16034
16,35,200,180,90.0,11,5.5,9,4.5,16035
16,36,196,194,98.98,0,0.0,2,1.02,16036
16,37,129,124,96.12,3,2.33,2,1.55,16037
16,38,187,183,97.86,0,0.0,4,2.14,16038
16,39,168,139,82.74,13,7.74,16,9.52,16039
16,40,230,218,94.78,4,1.74,8,3.48,16040
16,41,115,109,94.78,4,3.48,2,1.74,16041
16,42,158,139,87.97,8,5.06,11,6.96,16042
16,43,239,232,97.07,2,0.84,5,2.09,16043
16,44,198,184,92.93,8,4.04,6,3.03,16044
16,45,128,123,96.09,3,2.34,2,1.56,16045
16,46,67,66,98.51,0,0.0,1,1.49,16046
17,1,177,173,97.74,4,2.26,0,0.0,17001
17,2,189,178,94.18,5,2.65,6,3.17,17002
17,3,159,150,94.34,4,2.52,5,3.14,17003
17,4,323,319,98.76,2,0.62,2,0.62,17004
17,5,212,207,97.64,2,0.94,3,1.42,17005
17,6,182,173,95.05,5,2.75,4,2.2,17006
17,7,251,247,98.41,0,0.0,4,1.59,17007
17,8,212,207,97.64,3,1.42,2,0.94,17008
17,9,152,149,98.03,1,0.66,2,1.32,17009
17,10,220,217,98.64,2,0.91,1,0.45,17010
17,11,240,234,97.5,4,1.67,2,0.83,17011
17,12,270,264,97.78,1,0.37,5,1.85,17012
17,13,167,160,95.81,4,2.4,3,1.8,17013
17,14,205,196,95.61,4,1.95,5,2.44,17014
17,15,202,192,95.05,4,1.98,6,2.97,17015
17,16,180,176,97.78,3,1.67,1,0.56,17016
17,17,173,168,97.11,3,1.73,2,1.16,17017
17,18,259,256,98.84,1,0.39,2,0.77,17018
17,19,97,97,100.0,0,0.0,0,0.0,17019
17,20,221,213,96.38,3,1.36,5,2.26,17020
17,21,308,291,94.48,7,2.27,10,3.25,17021
17,22,226,218,96.46,4,1.77,4,1.77,17022
17,23,181,179,98.9,1,0.55,1,0.55,17023
17,24,235,229,97.45,2,0.85,4,1.7,17024
17,25,139,136,97.84,0,0.0,3,2.16,17025
17,26,291,283,97.25,2,0.69,6,2.06,17026
17,27,294,285,96.94,3,1.02,6,2.04,17027
17,28,195,182,93.33,6,3.08,7,3.59,17028
17,29,237,227,95.78,3,1.27,7,2.95,17029
17,30,235,230,97.87,2,0.85,3,1.28,17030
17,31,223,219,98.21,2,0.9,2,0.9,17031
17,32,253,250,98.81,1,0.4,2,0.79,17032
17,33,184,182,98.91,1,0.54,1,0.54,17033
17,34,195,187,95.9,3,1.54,5,2.56,17034
17,35,133,127,95.49,0,0.0,6,4.51,17035
17,36,127,124,97.64,1,0.79,2,1.57,17036
17,37,222,219,98.65,2,0.9,1,0.45,17037
17,38,211,206,97.63,3,1.42,2,0.95,17038
17,39,142,137,96.48,2,1.41,3,2.11,17039
17,40,172,163,94.77,2,1.16,7,4.07,17040
17,41,179,175,97.77,2,1.12,2,1.12,17041
17,42,188,183,97.34,2,1.06,3,1.6,17042
17,43,179,173,96.65,4,2.23,2,1.12,17043
17,44,169,162,95.86,3,1.78,4,2.37,17044
17,45,137,128,93.43,4,2.92,5,3.65,17045
17,46,214,209,97.66,2,0.93,3,1.4,17046
17,47,126,123,97.62,1,0.79,2,1.59,17047
17,48,241,230,95.44,4,1.66,7,2.9,17048
17,49,185,181,97.84,1,0.54,3,1.62,17049
17,50,219,212,96.8,2,0.91,5,2.28,17050
17,51,252,251,99.6,0,0.0,1,0.4,17051
17,52,284,273,96.13,4,1.41,7,2.46,17052
17,53,203,197,97.04,4,1.97,2,0.99,17053
17,54,252,246,97.62,2,0.79,4,1.59,17054
17,55,206,199,96.6,3,1.46,4,1.94,17055
17,56,238,235,98.74,0,0.0,3,1.26,17056
17,57,252,246,97.62,4,1.59,2,0.79,17057
17,58,173,167,96.53,2,1.16,4,2.31,17058
17,59,110,108,98.18,0,0.0,2,1.82,17059
17,60,306,297,97.06,3,0.98,6,1.96,17060
17,61,214,208,97.2,3,1.4,3,1.4,17061
17,62,175,171,97.71,2,1.14,2,1.14,17062
17,63,192,181,94.27,5,2.6,6,3.13,17063
17,64,147,142,96.6,3,2.04,2,1.36,17064
18,1,147,140,95.24,1,0.68,6,4.08,18001
18,2,282,267,94.68,10,3.55,5,1.77,18002
18,3,240,198,82.5,34,14.17,8,3.33,18003
18,4,316,304,96.2,9,2.85,3,0.95,18004
18,5,307,298,97.07,4,1.3,5,1.63,18005
18,6,245,202,82.45,39,15.92,4,1.63,18006
18,7,271,254,93.73,10,3.69,7,2.58,18007
18,8,115,112,97.39,2,1.74,1,0.87,18008
18,9,330,309,93.64,11,3.33,10,3.03,18009
18,10,408,387,94.85,9,2.21,12,2.94,18010
18,11,279,247,88.53,21,7.53,11,3.94,18011
18,12,368,347,94.29,12,3.26,9,2.45,18012
18,13,329,316,96.05,8,2.43,5,1.52,18013
18,14,345,332,96.23,8,2.32,5,1.45,18014
18,15,189,155,82.01,30,15.87,4,2.12,18015
18,16,336,324,96.43,8,2.38,4,1.19,18016
18,17,247,230,93.12,12,4.86,5,2.02,18017
18,18,319,299,93.73,5,1.57,15,4.7,18018
18,19,365,358,98.08,3,0.82,4,1.1,18019
18,20,304,296,97.37,4,1.32,4,1.32,18020
18,21,409,388,94.87,13,3.18,8,1.96,18021
18,22,345,331,95.94,7,2.03,7,2.03,18022
18,23,241,230,95.44,7,2.9,4,1.66,18023
18,24,276,267,96.74,4,1.45,5,1.81,18024
18,25,294,284,96.6,1,0.34,9,3.06,18025
18,26,230,214,93.04,8,3.48,8,3.48,18026
18,27,258,237,91.86,12,4.65,9,3.49,18027
18,28,304,264,86.84,32,10.53,8,2.63,18028
18,29,318,281,88.36,29,9.12,8,2.52,18029
18,30,241,236,97.93,2,0.83,3,1.24,18030
18,31,262,251,95.8,5,1.91,6,2.29,18031
18,32,369,356,96.48,5,1.36,8,2.17,18032
18,33,236,230,97.46,4,1.69,2,0.85,18033
18,34,372,350,94.09,13,3.49,9,2.42,18034
18,35,353,337,95.47,10,2.83,6,1.7,18035
18,36,232,217,93.53,10,4.31,5,2.16,18036
18,37,218,204,93.58,6,2.75,8,3.67,18037
18,38,333,324,97.3,6,1.8,3,0.9,18038
18,39,262,251,95.8,3,1.15,8,3.05,18039
18,40,358,335,93.58,17,4.75,6,1.68,18040
18,41,296,251,84.8,35,11.82,10,3.38,18041
18,42,188,165,87.77,15,7.98,8,4.26,18042
18,43,209,188,89.95,15,7.18,6,2.87,18043
18,44,171,159,92.98,10,5.85,2,1.17,18044
18,45,307,295,96.09,7,2.28,5,1.63,18045
18,46,293,282,96.25,6,2.05,5,1.71,18046
18,47,248,235,94.76,9,3.63,4,1.61,18047
18,48,169,151,89.35,16,9.47,2,1.18,18048
18,49,205,198,96.59,3,1.46,4,1.95,18049
18,50,268,252,94.03,8,2.99,8,2.99,18050
18,51,380,372,97.89,2,0.53,6,1.58,18051
18,52,315,310,98.41,2,0.63,3,0.95,18052
18,53,208,202,97.12,2,0.96,4,1.92,18053
18,54,308,298,96.75,4,1.3,6,1.95,18054
18,55,285,241,84.56,40,14.04,4,1.4,18055
18,56,236,213,90.25,13,5.51,10,4.24,18056
18,57,216,206,95.37,4,1.85,6,2.78,18057
18,58,272,263,96.69,5,1.84,4,1.47,18058
18,59,197,189,95.94,2,1.02,6,3.05,18059
18,60,330,326,98.79,3,0.91,1,0.3,18060
18,61,258,248,96.12,4,1.55,6,2.33,18061
18,62,225,207,92.0,13,5.78,5,2.22,18062
19,1,383,340,88.77,36,9.4,7,1.83,19001
19,2,333,313,93.99,14,4.2,6,1.8,19002
19,3,323,274,84.83,48,14.86,1,0.31,19003
19,4,327,281,85.93,39,11.93,7,2.14,19004
19,5,375,338,90.13,29,7.73,8,2.13,19005
19,6,326,272,83.44,45,13.8,9,2.76,19006
19,7,347,310,89.34,29,8.36,8,2.31,19007
19,8,288,242,84.03,40,13.89,6,2.08,19008
19,9,279,231,82.8,43,15.41,5,1.79,19009
19,10,488,430,88.11,40,8.2,18,3.69,19010
19,11,384,318,82.81,57,14.84,9,2.34,19011
19,12,381,316,82.94,57,14.96,8,2.1,19012
19,13,280,260,92.86,9,3.21,11,3.93,19013
19,14,222,183,82.43,36,16.22,3,1.35,19014
19,15,276,233,84.42,34,12.32,9,3.26,19015
19,16,426,388,91.08,35,8.22,3,0.7,19016
19,17,379,336,88.65,36,9.5,7,1.85,19017
19,18,437,387,88.56,36,8.24,14,3.2,19018
19,19,377,329,87.27,38,10.08,10,2.65,19019
19,20,326,277,84.97,22,6.75,27,8.28,19020
19,21,277,234,84.48,29,10.47,14,5.05,19021
19,22,427,358,83.84,59,13.82,10,2.34,19022
19,23,419,360,85.92,52,12.41,7,1.67,19023
19,24,290,240,82.76,46,15.86,4,1.38,19024
19,25,433,358,82.68,60,13.86,15,3.46,19025
19,26,413,339,82.08,58,14.04,16,3.87,19026
19,27,250,213,85.2,23,9.2,14,5.6,19027
19,28,376,354,94.15,14,3.72,8,2.13,19028
19,29,287,240,83.62,45,15.68,2,0.7,19029
19,30,350,287,82.0,58,16.57,5,1.43,19030
19,31,353,301,85.27,40,11.33,12,3.4,19031
19,32,428,387,90.42,29,6.78,12,2.8,19032
19,33,391,312,79.8,70,17.9,9,2.3,19033
19,34,379,339,89.45,30,7.92,10,2.64,19034
19,35,326,296,90.8,25,7.67,5,1.53,19035
19,36,362,326,90.06,26,7.18,10,2.76,19036
19,37,385,344,89.35,22,5.71,19,4.94,19037
19,38,395,356,90.13,23,5.82,16,4.05,19038
19,39,181,174,96.13,4,2.21,3,1.66,19039
19,40,362,305,84.25,41,11.33,16,4.42,19040
19,41,320,254,79.38,52,16.25,14,4.38,19041
19,42,297,257,86.53,26,8.75,14,4.71,19042
19,43,401,381,95.01,7,1.75,13,3.24,19043
19,44,307,248,80.78,50,16.29,9,2.93,19044
19,45,385,326,84.68,50,12.99,9,2.34,19045
19,46,460,416,90.43,40,8.7,4,0.87,19046
19,47,266,248,93.23,14,5.26,4,1.5,19047
19,48,274,260,94.89,7,2.55,7,2.55,19048
19,49,401,349,87.03,29,7.23,23,5.74,19049
19,50,328,317,96.65,5,1.52,6,1.83,19050
19,51,324,274,84.57,41,12.65,9,2.78,19051
19,52,292,234,80.14,50,17.12,8,2.74,19052
19,53,351,305,86.89,40,11.4,6,1.71,19053
19,54,285,241,84.56,37,12.98,7,2.46,19054
19,55,294,264,89.8,27,9.18,3,1.02,19055
19,56,480,420,87.5,47,9.79,13,2.71,19056
19,57,434,377,86.87,38,8.76,19,4.38,19057
19,58,364,310,85.16,47,12.91,7,1.92,19058
19,59,399,331,82.96,64,16.04,4,1.0,19059
19,60,306,281,91.83,9,2.94,16,5.23,19060
19,61,455,418,91.87,31,6.81,6,1.32,19061
19,62,325,290,89.23,20,6.15,15,4.62,19062
19,63,266,242,90.98,19,7.14,5,1.88,19063
19,64,406,359,88.42,27,6.65,20,4.93,19064
19,65,276,239,86.59,25,9.06,12,4.35,19065
19,66,346,332,95.95,8,2.31,6,1.73,19066
19,67,130,111,85.38,14,10.77,5,3.85,19067
20,1,208,206,99.04,0,0.0,2,0.96,20001
20,2,187,180,96.26,3,1.6,4,2.14,20002
