ward,precinct,total,Lisa Madigan,Lisa Madigan Percent,Stewart Umholtz,Stewart Umholtz Percent,precinct_id
13,13,300,285,95.0,12,4.0,13013
13,14,227,208,91.63,16,7.05,13014
13,15,415,391,94.22,19,4.58,13015
13,16,235,222,94.47,10,4.26,13016
13,17,269,244,90.71,21,7.81,13017
13,18,224,208,92.86,14,6.25,13018
13,19,238,226,94.96,8,3.36,13019
13,20,268,253,94.4,11,4.1,13020
13,21,334,310,92.81,16,4.79,13021
13,22,261,247,94.64,10,3.83,13022
13,23,223,211,94.62,10,4.48,13023
13,24,254,236,92.91,17,6.69,13024
13,25,233,216,92.7,13,5.58,13025
13,26,201,189,94.03,10,4.98,13026
13,27,289,266,92.04,18,6.23,13027
13,28,236,224,94.92,11,4.66,13028
13,29,243,233,95.88,8,3.29,13029
13,30,307,293,95.44,7,2.28,13030
13,31,334,322,96.41,10,2.99,13031
13,32,301,273,90.7,17,5.65,13032
13,33,254,235,92.52,9,3.54,13033
13,34,232,210,90.52,18,7.76,13034
13,35,293,272,92.83,13,4.44,13035
13,36,173,162,93.64,11,6.36,13036
13,37,204,185,90.69,9,4.41,13037
13,38,285,258,90.53,21,7.37,13038
13,39,268,254,94.78,13,4.85,13039
13,40,330,312,94.55,13,3.94,13040
13,41,234,227,97.01,1,0.43,13041
13,42,257,243,94.55,13,5.06,13042
13,43,196,189,96.43,5,2.55,13043
13,44,321,313,97.51,7,2.18,13044
13,45,367,345,94.01,21,5.72,13045
13,46,289,268,92.73,18,6.23,13046
13,47,253,238,94.07,13,5.14,13047
13,48,290,266,91.72,18,6.21,13048
13,49,305,288,94.43,13,4.26,13049
13,50,398,379,95.23,18,4.52,13050
14,1,140,131,93.57,8,5.71,14001
14,2,194,176,90.72,15,7.73,14002
14,3,286,275,96.15,8,2.8,14003
14,4,176,163,92.61,10,5.68,14004
14,5,266,260,97.74,2,0.75,14005
14,6,202,191,94.55,9,4.46,14006
14,7,217,192,88.48,20,9.22,14007
14,8,143,135,94.41,4,2.8,14008
14,9,233,222,95.28,8,3.43,14009
14,10,223,202,90.58,14,6.28,14010
14,11,172,167,97.09,5,2.91,14011
14,12,152,137,90.13,10,6.58,14012
14,13,205,189,92.2,10,4.88,14013
14,14,173,160,92.49,12,6.94,14014
14,15,260,249,95.77,11,4.23,14015
14,16,231,218,94.37,5,2.16,14016
14,17,270,248,91.85,17,6.3,14017
14,18,206,195,94.66,7,3.4,14018
14,19,266,253,95.11,10,3.76,14019
14,20,176,160,90.91,10,5.68,14020
14,21,211,201,95.26,9,4.27,14021
14,22,251,234,93.23,8,3.19,14022
14,23,259,241,93.05,10,3.86,14023
14,24,132,127,96.21,3,2.27,14024
14,25,234,216,92.31,14,5.98,14025
14,26,248,235,94.76,11,4.44,14026
14,27,275,251,91.27,17,6.18,14027
14,28,232,216,93.1,15,6.47,14028
14,29,261,251,96.17,8,3.07,14029
14,30,164,152,92.68,11,6.71,14030
14,31,240,227,94.58,11,4.58,14031
14,32,145,141,97.24,1,0.69,14032
14,33,172,160,93.02,7,4.07,14033
14,34,175,168,96.0,2,1.14,14034
14,35,194,185,95.36,7,3.61,14035
15,1,157,149,94.9,5,3.18,15001
15,2,181,177,97.79,1,0.55,15002
15,3,182,177,97.25,3,1.65,15003
15,4,196,187,95.41,2,1.02,15004
15,5,197,191,96.95,0,0.0,15005
15,6,209,196,93.78,7,3.35,15006
15,7,160,156,97.5,0,0.0,15007
15,8,285,274,96.14,4,1.4,15008
15,9,226,215,95.13,7,3.1,15009
15,10,171,158,92.4,8,4.68,15010
15,11,225,214,95.11,1,0.44,15011
15,12,131,123,93.89,4,3.05,15012
15,13,147,142,96.6,3,2.04,15013
15,14,267,242,90.64,21,7.87,15014
15,15,188,181,96.28,3,1.6,15015
15,16,152,141,92.76,9,5.92,15016
15,17,183,176,96.17,1,0.55,15017
15,18,145,143,98.62,1,0.69,15018
15,19,194,184,94.85,5,2.58,15019
15,20,174,167,95.98,3,1.72,15020
15,21,215,204,94.88,2,0.93,15021
15,22,248,234,94.35,2,0.81,15022
15,23,154,150,97.4,2,1.3,15023
15,24,255,242,94.9,10,3.92,15024
15,25,182,174,95.6,3,1.65,15025
15,26,152,143,94.08,1,0.66,15026
15,27,157,145,92.36,6,3.82,15027
15,28,203,188,92.61,10,4.93,15028
15,29,102,100,98.04,0,0.0,15029
15,30,201,193,96.02,6,2.99,15030
15,31,170,164,96.47,2,1.18,15031
15,32,197,192,97.46,2,1.02,15032
15,33,130,125,96.15,5,3.85,15033
15,34,163,152,93.25,1,0.61,15034
15,35,189,187,98.94,0,0.0,15035
15,36,144,137,95.14,0,0.0,15036
15,37,160,154,96.25,1,0.63,15037
15,38,179,171,95.53,5,2.79,15038
15,39,213,202,94.84,2,0.94,15039
15,40,191,179,93.72,4,2.09,15040
15,41,270,256,94.81,4,1.48,15041
15,42,99,99,100.0,0,0.0,15042
15,43,161,156,96.89,1,0.62,15043
15,44,202,193,95.54,5,2.48,15044
15,45,90,86,95.56,1,1.11,15045
15,46,141,140,99.29,1,0.71,15046
15,47,232,228,98.28,3,1.29,15047
15,48,149,147,98.66,0,0.0,15048
15,49,138,131,94.93,4,2.9,15049
15,50,184,178,96.74,3,1.63,15050
15,51,147,140,95.24,1,0.68,15051
15,52,124,114,91.94,3,2.42,15052
16,1,160,151,94.38,2,1.25,16001
16,2,153,148,96.73,2,1.31,16002
16,3,197,189,95.94,1,0.51,16003
16,4,150,135,90.0,6,4.0,16004
16,5,204,196,96.08,1,0.49,16005
16,6,80,75,93.75,3,3.75,16006
16,7,184,171,92.93,6,3.26,16007
16,8,236,225,95.34,3,1.27,16008
16,9,271,260,95.94,3,1.11,16009
16,10,144,138,95.83,2,1.39,16010
16,11,254,243,95.67,4,1.57,16011
16,12,156,151,96.79,2,1.28,16012
16,13,171,153,89.47,12,7.02,16013
16,14,200,195,97.5,1,0.5,16014
16,15,248,241,97.18,2,0.81,16015
16,16,218,207,94.95,2,0.92,16016
16,17,214,201,93.93,11,5.14,16017
16,18,198,190,95.96,4,2.02,16018
16,19,169,161,95.27,4,2.37,16019
16,20,200,198,99.0,1,0.5,16020
16,21,178,167,93.82,10,5.62,16021
16,22,174,163,93.68,2,1.15,16022
16,23,199,183,91.96,12,6.03,16023
16,24,124,123,99.19,1,0.81,16024
16,25,161,153,95.03,2,1.24,16025
16,26,197,193,97.97,1,0.51,16026
16,27,253,243,96.05,3,1.19,16027
16,28,243,235,96.71,1,0.41,16028
16,29,102,97,95.1,3,2.94,16029
16,30,151,145,96.03,2,1.32,16030
16,31,242,232,95.87,6,2.48,16031
16,32,197,183,92.89,11,5.58,16032
16,33,163,153,93.87,4,2.45,16033
16,34,156,145,92.95,2,1.28,16034
16,35,202,184,91.09,11,5.45,16035
16,36,198,189,95.45,6,3.03,16036
16,37,131,125,95.42,5,3.82,16037
16,38,191,186,97.38,0,0.0,16038
16,39,169,150,88.76,15,8.88,16039
16,40,236,226,95.76,5,2.12,16040
16,41,113,107,94.69,2,1.77,16041
16,42,165,155,93.94,4,2.42,16042
16,43,240,235,97.92,3,1.25,16043
16,44,202,192,95.05,4,1.98,16044
16,45,129,125,96.9,0,0.0,16045
16,46,68,65,95.59,0,0.0,16046
17,1,180,174,96.67,2,1.11,17001
17,2,191,177,92.67,6,3.14,17002
17,3,161,155,96.27,2,1.24,17003
17,4,328,321,97.87,3,0.91,17004
17,5,214,209,97.66,1,0.47,17005
17,6,179,167,93.3,7,3.91,17006
17,7,249,241,96.79,1,0.4,17007
17,8,216,208,96.3,1,0.46,17008
17,9,155,151,97.42,3,1.94,17009
17,10,224,219,97.77,2,0.89,17010
17,11,238,229,96.22,2,0.84,17011
17,12,269,261,97.03,5,1.86,17012
17,13,168,161,95.83,2,1.19,17013
17,14,211,205,97.16,3,1.42,17014
17,15,210,203,96.67,3,1.43,17015
17,16,189,184,97.35,0,0.0,17016
17,17,179,174,97.21,2,1.12,17017
17,18,258,253,98.06,1,0.39,17018
17,19,95,94,98.95,1,1.05,17019
17,20,221,209,94.57,5,2.26,17020
17,21,313,300,95.85,4,1.28,17021
17,22,232,224,96.55,2,0.86,17022
17,23,182,179,98.35,1,0.55,17023
17,24,230,223,96.96,4,1.74,17024
17,25,141,136,96.45,2,1.42,17025
17,26,293,286,97.61,2,0.68,17026
17,27,300,284,94.67,1,0.33,17027
17,28,199,189,94.97,1,0.5,17028
17,29,241,236,97.93,1,0.41,17029
17,30,236,227,96.19,3,1.27,17030
17,31,227,219,96.48,1,0.44,17031
17,32,257,252,98.05,2,0.78,17032
17,33,190,186,97.89,1,0.53,17033
17,34,194,191,98.45,2,1.03,17034
17,35,135,132,97.78,1,0.74,17035
17,36,126,122,96.83,3,2.38,17036
17,37,223,219,98.21,0,0.0,17037
17,38,211,204,96.68,1,0.47,17038
17,39,148,144,97.3,1,0.68,17039
17,40,171,165,96.49,2,1.17,17040
17,41,181,176,97.24,1,0.55,17041
17,42,187,185,98.93,2,1.07,17042
17,43,179,173,96.65,3,1.68,17043
17,44,168,160,95.24,2,1.19,17044
17,45,141,130,92.2,5,3.55,17045
17,46,215,207,96.28,2,0.93,17046
17,47,130,124,95.38,2,1.54,17047
17,48,244,240,98.36,1,0.41,17048
17,49,186,181,97.31,0,0.0,17049
17,50,222,212,95.5,4,1.8,17050
17,51,253,244,96.44,3,1.19,17051
17,52,286,278,97.2,3,1.05,17052
17,53,200,192,96.0,2,1.0,17053
17,54,257,250,97.28,4,1.56,17054
17,55,211,205,97.16,2,0.95,17055
17,56,240,230,95.83,0,0.0,17056
17,57,255,250,98.04,2,0.78,17057
17,58,172,169,98.26,2,1.16,17058
17,59,107,104,97.2,2,1.87,17059
17,60,307,298,97.07,3,0.98,17060
17,61,218,212,97.25,2,0.92,17061
17,62,177,172,97.18,1,0.56,17062
17,63,192,184,95.83,1,0.52,17063
17,64,151,144,95.36,1,0.66,17064
18,1,146,138,94.52,1,0.68,18001
18,2,289,273,94.46,12,4.15,18002
18,3,245,214,87.35,25,10.2,18003
18,4,320,300,93.75,9,2.81,18004
18,5,305,292,95.74,6,1.97,18005
18,6,243,201,82.72,36,14.81,18006
18,7,276,263,95.29,9,3.26,18007
18,8,116,113,97.41,2,1.72,18008
18,9,329,305,92.71,7,2.13,18009
18,10,413,395,95.64,4,0.97,18010
18,11,279,258,92.47,19,6.81,18011
18,12,373,350,93.83,17,4.56,18012
18,13,333,329,98.8,3,0.9,18013
18,14,345,334,96.81,4,1.16,18014
18,15,192,166,86.46,24,12.5,18015
18,16,337,329,97.63,5,1.48,18016
18,17,252,240,95.24,6,2.38,18017
18,18,326,304,93.25,13,3.99,18018
18,19,368,356,96.74,3,0.82,18019
18,20,307,296,96.42,3,0.98,18020
18,21,413,398,96.37,9,2.18,18021
18,22,347,330,95.1,12,3.46,18022
18,23,246,237,96.34,2,0.81,18023
18,24,281,273,97.15,5,1.78,18024
18,25,296,286,96.62,5,1.69,18025
18,26,234,219,93.59,6,2.56,18026
18,27,260,244,93.85,9,3.46,18027
18,28,304,269,88.49,29,9.54,18028
18,29,322,298,92.55,16,4.97,18029
18,30,243,237,97.53,1,0.41,18030
18,31,261,248,95.02,7,2.68,18031
18,32,369,352,95.39,3,0.81,18032
18,33,236,229,97.03,6,2.54,18033
18,34,384,358,93.23,11,2.86,18034
18,35,358,338,94.41,11,3.07,18035
18,36,233,222,95.28,6,2.58,18036
18,37,222,206,92.79,8,3.6,18037
18,38,337,328,97.33,1,0.3,18038
18,39,266,258,96.99,4,1.5,18039
18,40,360,340,94.44,12,3.33,18040
18,41,297,261,87.88,26,8.75,18041
18,42,192,171,89.06,13,6.77,18042
18,43,212,196,92.45,12,5.66,18043
18,44,171,156,91.23,11,6.43,18044
18,45,313,291,92.97,8,2.56,18045
18,46,294,282,95.92,6,2.04,18046
18,47,244,228,93.44,9,3.69,18047
18,48,169,155,91.72,13,7.69,18048
18,49,206,200,97.09,4,1.94,18049
18,50,271,256,94.46,5,1.85,18050
18,51,379,373,98.42,1,0.26,18051
18,52,320,307,95.94,0,0.0,18052
18,53,206,200,97.09,3,1.46,18053
18,54,310,299,96.45,5,1.61,18054
18,55,286,245,85.66,37,12.94,18055
18,56,233,213,91.42,14,6.01,18056
18,57,214,203,94.86,9,4.21,18057
18,58,275,267,97.09,4,1.45,18058
18,59,197,190,96.45,1,0.51,18059
18,60,331,325,98.19,2,0.6,18060
18,61,260,250,96.15,3,1.15,18061
18,62,228,217,95.18,7,3.07,18062
19,1,384,338,88.02,38,9.9,19001
19,2,334,313,93.71,10,2.99,19002
19,3,317,270,85.17,44,13.88,19003
19,4,330,291,88.18,34,10.3,19004
19,5,379,333,87.86,36,9.5,19005
19,6,327,275,84.1,48,14.68,19006
19,7,344,304,88.37,32,9.3,19007
19,8,292,250,85.62,39,13.36,19008
19,9,281,232,82.56,47,16.73,19009
19,10,482,405,84.02,52,10.79,19010
19,11,383,292,76.24,81,21.15,19011
19,12,382,326,85.34,51,13.35,19012
19,13,281,261,92.88,10,3.56,19013
19,14,225,186,82.67,36,16.0,19014
19,15,277,237,85.56,31,11.19,19015
19,16,423,373,88.18,43,10.17,19016
19,17,367,317,86.38,42,11.44,19017
19,18,436,376,86.24,44,10.09,19018
19,19,383,334,87.21,42,10.97,19019
19,20,333,295,88.59,18,5.41,19020
19,21,280,244,87.14,30,10.71,19021
19,22,428,352,82.24,66,15.42,19022
19,23,417,345,82.73,62,14.87,19023
19,24,300,239,79.67,53,17.67,19024
19,25,431,366,84.92,52,12.06,19025
19,26,413,343,83.05,57,13.8,19026
19,27,257,217,84.44,23,8.95,19027
19,28,381,357,93.7,12,3.15,19028
19,29,288,244,84.72,42,14.58,19029
19,30,349,290,83.09,55,15.76,19030
19,31,352,296,84.09,40,11.36,19031
19,32,431,384,89.1,36,8.35,19032
19,33,396,310,78.28,81,20.45,19033
19,34,383,335,87.47,40,10.44,19034
19,35,327,291,88.99,30,9.17,19035
19,36,365,330,90.41,25,6.85,19036
19,37,387,332,85.79,33,8.53,19037
19,38,403,373,92.56,16,3.97,19038
19,39,185,180,97.3,3,1.62,19039
19,40,365,316,86.58,35,9.59,19040
19,41,326,264,80.98,53,16.26,19041
19,42,300,266,88.67,22,7.33,19042
19,43,402,378,94.03,6,1.49,19043
19,44,307,247,80.46,50,16.29,19044
19,45,384,317,82.55,55,14.32,19045
19,46,465,419,90.11,43,9.25,19046
19,47,267,248,92.88,14,5.24,19047
19,48,284,276,97.18,3,1.06,19048
19,49,406,353,86.95,33,8.13,19049
19,50,335,322,96.12,0,0.0,19050
19,51,324,263,81.17,47,14.51,19051
19,52,298,244,81.88,44,14.77,19052
19,53,353,309,87.54,32,9.07,19053
19,54,290,237,81.72,49,16.9,19054
19,55,293,251,85.67,34,11.6,19055
19,56,478,418,87.45,52,10.88,19056
19,57,434,379,87.33,41,9.45,19057
19,58,362,306,84.53,46,12.71,19058
19,59,395,330,83.54,61,15.44,19059
19,60,309,292,94.5,5,1.62,19060
19,61,457,413,90.37,34,7.44,19061
19,62,324,282,87.04,29,8.95,19062
19,63,266,244,91.73,13,4.89,19063
19,64,406,364,89.66,24,5.91,19064
19,65,277,244,88.09,24,8.66,19065
19,66,349,339,97.13,3,0.86,19066
19,67,139,118,84.89,21,15.11,19067
20,1,211,202,95.73,1,0.47,20001
20,2,190,183,96.32,3,1.58,20002
20,3,192,187,97.4,1,0.52,20003
20,4,189,177,93.65,6,3.17,20004
20,5,137,133,97.08,3,2.19,20005
20,6,300,292,97.33,1,0.33,20006
20,7,96,92,95.83,1,1.04,20007
20,8,90,87,96.67,1,1.11,20008
20,9,241,234,97.1,2,0.83,20009
20,10,209,201,96.17,2,0.96,20010
20,11,170,169,99.41,1,0.59,20011
20,12,142,138,97.18,1,0.7,20012
20,13,167,155,92.81,6,3.59,20013
20,14,332,318,95.78,7,2.11,20014
20,15,194,176,90.72,14,7.22,20015
20,16,293,284,96.93,2,0.68,20016
20,17,172,162,94.19,4,2.33,20017
20,18,193,186,96.37,2,1.04,20018
20,19,177,172,97.18,1,0.56,20019
20,20,164,151,92.07,7,4.27,20020
20,21,116,106,91.38,7,6.03,20021
20,22,268,261,97.39,1,0.37,20022
20,23,283,273,96.47,2,0.71,20023
20,24,259,251,96.91,3,1.16,20024
20,25,165,158,95.76,0,0.0,20025
20,26,233,220,94.42,7,3.0,20026
20,27,146,142,97.26,0,0.0,20027
20,28,246,238,96.75,0,0.0,20028
20,29,233,224,96.14,4,1.72,20029
20,30,238,230,96.64,0,0.0,20030
20,31,239,223,93.31,3,1.26,20031
20,32,200,193,96.5,1,0.5,20032
20,33,246,232,94.31,6,2.44,20033
20,34,322,299,92.86,8,2.48,20034
20,35,119,115,96.64,3,2.52,20035
20,36,199,191,95.98,2,1.01,20036
20,37,252,242,96.03,2,0.79,20037
20,38,37,35,94.59,1,2.7,20038
20,39,200,191,95.5,5,2.5,20039
20,40,176,168,95.45,2,1.14,20040
20,41,74,67,90.54,4,5.41,20041
20,42,203,197,97.04,1,0.49,20042
20,43,58,57,98.28,1,1.72,20043
20,44,286,281,98.25,2,0.7,20044
20,45,153,146,95.42,2,1.31,20045
20,46,185,174,94.05,7,3.78,20046
20,47,178,170,95.51,2,1.12,20047
20,48,103,101,98.06,0,0.0,20048
20,49,192,187,97.4,3,1.56,20049
20,50,145,139,95.86,0,0.0,20050
21,1,400,384,96.0,2,0.5,21001
21,2,274,267,97.45,5,1.82,21002
21,3,202,197,97.52,1,0.5,21003
21,4,288,279,96.88,4,1.39,21004
21,5,265,258,97.36,1,0.38,21005
21,6,247,240,97.17,1,0.4,21006
21,7,306,300,98.04,3,0.98,21007
21,8,307,297,96.74,3,0.98,21008
21,9,302,290,96.03,4,1.32,21009
21,10,202,196,97.03,3,1.49,21010
21,11,284,273,96.13,1,0.35,21011
21,12,304,290,95.39,5,1.64,21012
21,13,155,146,94.19,3,1.94,21013
21,14,259,248,95.75,3,1.16,21014
21,15,244,239,97.95,3,1.23,21015
21,16,263,255,96.96,2,0.76,21016
21,17,265,259,97.74,0,0.0,21017
21,18,253,242,95.65,3,1.19,21018
21,19,230,221,96.09,2,0.87,21019
21,20,145,140,96.55,1,0.69,21020
21,21,316,297,93.99,6,1.9,21021
21,22,273,262,95.97,3,1.1,21022
21,23,241,233,96.68,2,0.83,21023
21,24,304,295,97.04,1,0.33,21024
21,25,220,216,98.18,2,0.91,21025
21,26,203,195,96.06,0,0.0,21026
21,27,310,297,95.81,3,0.97,21027
21,28,218,213,97.71,1,0.46,21028
21,29,132,129,97.73,1,0.76,21029
21,30,206,196,95.15,2,0.97,21030
21,31,361,350,96.95,4,1.11,21031
21,32,253,248,98.02,1,0.4,21032
21,33,243,236,97.12,2,0.82,21033
21,34,324,314,96.91,3,0.93,21034
21,35,161,157,97.52,2,1.24,21035
21,36,242,225,92.98,6,2.48,21036
21,37,238,226,94.96,3,1.26,21037
21,38,263,259,98.48,0,0.0,21038
21,39,229,213,93.01,3,1.31,21039
21,40,258,250,96.9,3,1.16,21040
21,41,218,209,95.87,3,1.38,21041
21,42,286,276,96.5,5,1.75,21042
21,43,248,239,96.37,2,0.81,21043
21,44,283,270,95.41,6,2.12,21044
21,45,236,231,97.88,2,0.85,21045
21,46,192,177,92.19,2,1.04,21046
21,47,348,336,96.55,3,0.86,21047
21,48,381,373,97.9,3,0.79,21048
21,49,350,333,95.14,6,1.71,21049
21,50,250,239,95.6,3,1.2,21050
21,51,321,315,98.13,3,0.93,21051
21,52,295,286,96.95,2,0.68,21052
21,53,225,211,93.78,5,2.22,21053
21,54,252,235,93.25,5,1.98,21054
21,55,302,292,96.69,5,1.66,21055
21,56,235,229,97.45,3,1.28,21056
21,57,256,247,96.48,3,1.17,21057
21,58,200,196,98.0,0,0.0,21058
21,59,343,333,97.08,0,0.0,21059
21,60,303,290,95.71,4,1.32,21060
21,61,302,298,98.68,1,0.33,21061
21,62,298,293,98.32,0,0.0,21062
21,63,249,241,96.79,3,1.2,21063
21,64,154,147,95.45,1,0.65,21064
21,65,358,345,96.37,3,0.84,21065
21,66,220,215,97.73,0,0.0,21066
21,67,286,277,96.85,1,0.35,21067
21,68,286,275,96.15,3,1.05,21068
21,69,235,228,97.02,3,1.28,21069
21,70,264,254,96.21,5,1.89,21070
21,71,210,202,96.19,3,1.43,21071
21,72,251,245,97.61,0,0.0,21072
21,73,345,329,95.36,4,1.16,21073
21,74,111,107,96.4,0,0.0,21074
22,1,160,149,93.13,5,3.13,22001
22,2,143,138,96.5,3,2.1,22002
22,3,217,206,94.93,7,3.23,22003
22,4,208,197,94.71,6,2.88,22004
22,5,200,193,96.5,6,3.0,22005
22,6,188,180,95.74,2,1.06,22006
22,7,215,206,95.81,2,0.93,22007
22,8,170,159,93.53,8,4.71,22008
22,9,222,206,92.79,12,5.41,22009
22,10,179,173,96.65,2,1.12,22010
22,11,186,179,96.24,5,2.69,22011
22,12,152,146,96.05,3,1.97,22012
22,13,233,224,96.14,3,1.29,22013
22,14,122,114,93.44,7,5.74,22014
22,15,155,144,92.9,5,3.23,22015
22,16,215,206,95.81,6,2.79,22016
22,17,178,165,92.7,7,3.93,22017
22,18,188,180,95.74,4,2.13,22018
22,19,182,176,96.7,0,0.0,22019
22,20,234,219,93.59,6,2.56,22020
22,21,243,239,98.35,0,0.0,22021
22,22,152,141,92.76,6,3.95,22022
22,23,192,177,92.19,6,3.13,22023
22,24,147,132,89.8,8,5.44,22024
22,25,160,154,96.25,2,1.25,22025
22,26,146,138,94.52,3,2.05,22026
22,27,235,221,94.04,10,4.26,22027
22,28,128,119,92.97,6,4.69,22028
22,29,136,128,94.12,3,2.21,22029
23,1,296,257,86.82,38,12.84,23001
23,2,354,318,89.83,30,8.47,23002
23,3,308,224,72.73,73,23.7,23003
23,4,309,266,86.08,40,12.94,23004
23,5,262,244,93.13,9,3.44,23005
23,6,314,276,87.9,29,9.24,23006
23,7,131,127,96.95,2,1.53,23007
23,8,298,274,91.95,22,7.38,23008
23,9,297,268,90.24,21,7.07,23009
23,10,307,292,95.11,14,4.56,23010
23,11,340,292,85.88,43,12.65,23011
23,12,302,248,82.12,49,16.23,23012
23,13,352,301,85.51,45,12.78,23013
23,14,126,120,95.24,1,0.79,23014
23,15,307,256,83.39,47,15.31,23015
23,16,328,273,83.23,45,13.72,23016
23,17,368,314,85.33,47,12.77,23017
23,18,256,214,83.59,33,12.89,23018
23,19,291,250,85.91,31,10.65,23019
23,20,256,229,89.45,22,8.59,23020
23,21,241,232,96.27,3,1.24,23021
23,22,297,265,89.23,28,9.43,23022
23,23,268,242,90.3,24,8.96,23023
23,24,198,172,86.87,21,10.61,23024
23,25,216,190,87.96,22,10.19,23025
23,26,336,266,79.17,62,18.45,23026
23,27,236,209,88.56,22,9.32,23027
23,28,304,269,88.49,30,9.87,23028
23,29,276,252,91.3,17,6.16,23029
23,30,272,238,87.5,30,11.03,23030
23,31,305,267,87.54,29,9.51,23031
23,32,289,267,92.39,17,5.88,23032
23,33,291,262,90.03,22,7.56,23033
23,34,246,209,84.96,21,8.54,23034
23,35,202,201,99.5,0,0.0,23035
23,36,390,326,83.59,58,14.87,23036
23,37,183,180,98.36,1,0.55,23037
23,38,260,227,87.31,25,9.62,23038
23,39,287,242,84.32,37,12.89,23039
23,40,303,251,82.84,47,15.51,23040
23,41,265,229,86.42,33,12.45,23041
23,42,229,211,92.14,18,7.86,23042
23,43,341,285,83.58,50,14.66,23043
23,44,274,251,91.61,20,7.3,23044
23,45,352,300,85.23,44,12.5,23045
23,46,300,267,89.0,24,8.0,23046
23,47,367,305,83.11,55,14.99,23047
23,48,253,229,90.51,19,7.51,23048
23,49,357,297,83.19,50,14.01,23049
23,50,196,178,90.82,15,7.65,23050
23,51,227,198,87.22,20,8.81,23051
23,52,354,297,83.9,49,13.84,23052
23,53,184,170,92.39,11,5.98,23053
23,54,350,301,86.0,43,12.29,23054
23,55,291,251,86.25,35,12.03,23055
23,56,267,220,82.4,43,16.1,23056
24,1,173,163,94.22,3,1.73,24001
24,2,174,172,98.85,0,0.0,24002
24,3,239,230,96.23,1,0.42,24003
24,4,233,226,97.0,0,0.0,24004
24,5,179,175,97.77,1,0.56,24005
24,6,251,244,97.21,3,1.2,24006
24,7,180,171,95.0,4,2.22,24007
24,8,206,198,96.12,3,1.46,24008
24,9,222,216,97.3,0,0.0,24009
24,10,175,172,98.29,1,0.57,24010
24,11,126,117,92.86,2,1.59,24011
24,12,164,160,97.56,1,0.61,24012
24,13,165,156,94.55,3,1.82,24013
24,14,295,283,95.93,7,2.37,24014
24,15,184,177,96.2,1,0.54,24015
24,16,166,161,96.99,2,1.2,24016
24,17,201,190,94.53,3,1.49,24017
24,18,146,144,98.63,2,1.37,24018
24,19,166,164,98.8,0,0.0,24019
24,20,214,208,97.2,2,0.93,24020
24,21,124,118,95.16,1,0.81,24021
24,22,214,206,96.26,1,0.47,24022
24,23,178,174,97.75,0,0.0,24023
24,24,161,158,98.14,0,0.0,24024
24,25,217,213,98.16,0,0.0,24025
24,26,254,235,92.52,5,1.97,24026
24,27,148,145,97.97,3,2.03,24027
24,28,260,251,96.54,7,2.69,24028
24,29,237,232,97.89,4,1.69,24029
24,30,192,187,97.4,2,1.04,24030
24,31,192,184,95.83,3,1.56,24031
24,32,203,194,95.57,3,1.48,24032
24,33,154,144,93.51,1,0.65,24033
24,34,226,212,93.81,4,1.77,24034
24,35,272,261,95.96,4,1.47,24035
24,36,168,164,97.62,2,1.19,24036
24,37,227,214,94.27,4,1.76,24037
24,38,228,216,94.74,4,1.75,24038
24,39,201,194,96.52,1,0.5,24039
24,40,279,269,96.42,2,0.72,24040
24,41,189,183,96.83,5,2.65,24041
24,42,181,175,96.69,2,1.1,24042
24,43,263,251,95.44,4,1.52,24043
24,44,85,80,94.12,2,2.35,24044
24,45,178,176,98.88,0,0.0,24045
24,46,231,227,98.27,1,0.43,24046
24,47,168,158,94.05,4,2.38,24047
24,48,99,98,98.99,0,0.0,24048
24,49,336,327,97.32,6,1.79,24049
24,50,324,315,97.22,6,1.85,24050
24,51,306,292,95.42,10,3.27,24051
24,52,175,171,97.71,2,1.14,24052
24,53,227,215,94.71,7,3.08,24053
24,54,145,140,96.55,1,0.69,24054
24,55,94,91,96.81,1,1.06,24055
24,56,242,236,97.52,1,0.41,24056
24,57,216,203,93.98,10,4.63,24057
24,58,245,239,97.55,2,0.82,24058
24,59,106,102,96.23,0,0.0,24059
25,1,251,219,87.25,17,6.77,25001
25,2,335,305,91.04,9,2.69,25002
25,3,166,159,95.78,5,3.01,25003
25,4,297,265,89.23,24,8.08,25004
25,5,254,214,84.25,24,9.45,25005
25,6,183,160,87.43,6,3.28,25006
25,7,241,211,87.55,15,6.22,25007
25,8,272,256,94.12,6,2.21,25008
25,9,339,310,91.45,11,3.24,25009
25,10,161,147,91.3,5,3.11,25010
25,11,270,238,88.15,15,5.56,25011
25,12,227,211,92.95,6,2.64,25012
25,13,302,282,93.38,8,2.65,25013
25,14,201,176,87.56,23,11.44,25014
25,15,270,250,92.59,10,3.7,25015
25,16,189,162,85.71,21,11.11,25016
25,17,396,348,87.88,21,5.3,25017
25,18,394,362,91.88,21,5.33,25018
25,19,293,267,91.13,14,4.78,25019
25,20,310,303,97.74,6,1.94,25020
25,21,197,150,76.14,36,18.27,25021
25,22,147,123,83.67,11,7.48,25022
25,23,297,268,90.24,8,2.69,25023
25,24,300,279,93.0,4,1.33,25024
25,25,241,198,82.16,27,11.2,25025
25,26,203,164,80.79,29,14.29,25026
25,27,222,199,89.64,17,7.66,25027
25,28,332,271,81.63,50,15.06,25028
25,29,318,272,85.53,36,11.32,25029
25,30,243,214,88.07,11,4.53,25030
25,31,156,131,83.97,12,7.69,25031
