ward,precinct,total,Michael W. Frerichs,Michael W. Frerichs Percent,Tom Cross,Tom Cross Percent,Matthew Skopek,Matthew Skopek Percent,precinct_id
13,5,288,231,80.21,50,17.36,7,2.43,13005
13,6,286,171,59.79,102,35.66,13,4.55,13006
13,7,204,162,79.41,29,14.22,13,6.37,13007
13,8,233,148,63.52,71,30.47,14,6.01,13008
13,9,254,184,72.44,64,25.2,6,2.36,13009
13,10,297,166,55.89,114,38.38,17,5.72,13010
13,11,333,223,66.97,89,26.73,21,6.31,13011
13,12,228,162,71.05,54,23.68,12,5.26,13012
13,13,305,249,81.64,44,14.43,12,3.93,13013
13,14,224,165,73.66,49,21.88,10,4.46,13014
13,15,393,298,75.83,73,18.58,22,5.6,13015
13,16,173,141,81.5,20,11.56,12,6.94,13016
13,17,258,174,67.44,72,27.91,12,4.65,13017
13,18,231,156,67.53,60,25.97,15,6.49,13018
13,19,269,233,86.62,26,9.67,10,3.72,13019
13,20,196,117,59.69,69,35.2,10,5.1,13020
13,21,333,197,59.16,125,37.54,11,3.3,13021
13,22,318,175,55.03,121,38.05,22,6.92,13022
13,23,194,144,74.23,36,18.56,14,7.22,13023
13,24,239,170,71.13,50,20.92,19,7.95,13024
13,25,258,179,69.38,70,27.13,9,3.49,13025
13,26,260,185,71.15,65,25.0,10,3.85,13026
13,27,254,173,68.11,68,26.77,13,5.12,13027
13,28,182,139,76.37,38,20.88,5,2.75,13028
13,29,198,143,72.22,46,23.23,9,4.55,13029
13,30,166,144,86.75,14,8.43,8,4.82,13030
13,31,294,178,60.54,98,33.33,18,6.12,13031
13,32,254,149,58.66,89,35.04,16,6.3,13032
13,33,288,172,59.72,101,35.07,15,5.21,13033
13,34,294,241,81.97,42,14.29,11,3.74,13034
13,35,241,196,81.33,38,15.77,7,2.9,13035
13,36,142,117,82.39,21,14.79,4,2.82,13036
13,37,316,255,80.7,46,14.56,15,4.75,13037
13,38,251,146,58.17,86,34.26,19,7.57,13038
13,39,249,200,80.32,37,14.86,12,4.82,13039
13,40,217,154,70.97,48,22.12,15,6.91,13040
13,41,275,226,82.18,32,11.64,17,6.18,13041
13,42,304,165,54.28,122,40.13,17,5.59,13042
13,43,270,198,73.33,55,20.37,17,6.3,13043
13,44,331,294,88.82,27,8.16,10,3.02,13044
13,45,324,244,75.31,71,21.91,9,2.78,13045
13,46,271,213,78.6,44,16.24,14,5.17,13046
13,47,219,169,77.17,42,19.18,8,3.65,13047
13,48,263,155,58.94,88,33.46,20,7.6,13048
14,1,384,234,60.94,123,32.03,27,7.03,14001
14,2,343,249,72.59,69,20.12,25,7.29,14002
14,3,215,176,81.86,34,15.81,5,2.33,14003
14,4,291,160,54.98,114,39.18,17,5.84,14004
14,5,327,289,88.38,27,8.26,11,3.36,14005
14,6,114,102,89.47,8,7.02,4,3.51,14006
14,7,277,216,77.98,47,16.97,14,5.05,14007
14,8,228,160,70.18,47,20.61,21,9.21,14008
14,9,347,220,63.4,112,32.28,15,4.32,14009
14,10,189,142,75.13,33,17.46,14,7.41,14010
14,11,137,122,89.05,14,10.22,1,0.73,14011
14,12,271,197,72.69,66,24.35,8,2.95,14012
14,13,205,167,81.46,30,14.63,8,3.9,14013
14,14,231,187,80.95,35,15.15,9,3.9,14014
14,15,257,222,86.38,24,9.34,11,4.28,14015
14,16,202,157,77.72,34,16.83,11,5.45,14016
14,17,230,200,86.96,16,6.96,14,6.09,14017
14,18,111,65,58.56,37,33.33,9,8.11,14018
14,19,221,180,81.45,30,13.57,11,4.98,14019
14,20,171,137,80.12,31,18.13,3,1.75,14020
14,21,228,192,84.21,29,12.72,7,3.07,14021
14,22,278,189,67.99,66,23.74,23,8.27,14022
14,23,243,166,68.31,55,22.63,22,9.05,14023
14,24,399,247,61.9,127,31.83,25,6.27,14024
14,25,160,131,81.88,22,13.75,7,4.38,14025
14,26,160,122,76.25,23,14.38,15,9.38,14026
14,27,229,157,68.56,55,24.02,17,7.42,14027
14,28,187,135,72.19,33,17.65,19,10.16,14028
14,29,213,187,87.79,22,10.33,4,1.88,14029
14,30,107,85,79.44,10,9.35,12,11.21,14030
14,31,141,112,79.43,22,15.6,7,4.96,14031
15,1,191,146,76.44,37,19.37,8,4.19,15001
15,2,238,224,94.12,6,2.52,8,3.36,15002
15,3,244,237,97.13,6,2.46,1,0.41,15003
15,4,179,126,70.39,39,21.79,14,7.82,15004
15,5,209,164,78.47,31,14.83,14,6.7,15005
15,6,215,142,66.05,53,24.65,20,9.3,15006
15,7,281,270,96.09,4,1.42,7,2.49,15007
15,8,184,145,78.8,29,15.76,10,5.43,15008
15,9,260,198,76.15,56,21.54,6,2.31,15009
15,10,287,202,70.38,68,23.69,17,5.92,15010
15,11,240,190,79.17,43,17.92,7,2.92,15011
15,12,255,194,76.08,52,20.39,9,3.53,15012
15,13,200,158,79.0,34,17.0,8,4.0,15013
15,14,172,136,79.07,28,16.28,8,4.65,15014
15,15,169,132,78.11,29,17.16,8,4.73,15015
15,16,213,176,82.63,31,14.55,6,2.82,15016
15,17,264,249,94.32,8,3.03,7,2.65,15017
15,18,230,219,95.22,10,4.35,1,0.43,15018
15,19,221,179,81.0,31,14.03,11,4.98,15019
15,20,213,201,94.37,6,2.82,6,2.82,15020
15,21,221,208,94.12,7,3.17,6,2.71,15021
15,22,273,262,95.97,9,3.3,2,0.73,15022
15,23,285,278,97.54,4,1.4,3,1.05,15023
15,24,236,222,94.07,7,2.97,7,2.97,15024
16,1,214,170,79.44,36,16.82,8,3.74,16001
16,2,238,222,93.28,14,5.88,2,0.84,16002
16,3,278,266,95.68,9,3.24,3,1.08,16003
16,4,271,250,92.25,10,3.69,11,4.06,16004
16,5,266,252,94.74,5,1.88,9,3.38,16005
16,6,293,275,93.86,12,4.1,6,2.05,16006
16,7,257,242,94.16,9,3.5,6,2.33,16007
16,8,177,162,91.53,7,3.95,8,4.52,16008
16,9,337,315,93.47,13,3.86,9,2.67,16009
16,10,255,241,94.51,10,3.92,4,1.57,16010
16,11,260,235,90.38,13,5.0,12,4.62,16011
16,12,204,192,94.12,6,2.94,6,2.94,16012
16,13,220,191,86.82,19,8.64,10,4.55,16013
16,14,224,204,91.07,13,5.8,7,3.13,16014
16,15,329,319,96.96,6,1.82,4,1.22,16015
16,16,292,283,96.92,6,2.05,3,1.03,16016
16,17,252,219,86.9,23,9.13,10,3.97,16017
16,18,270,239,88.52,24,8.89,7,2.59,16018
16,19,268,249,92.91,13,4.85,6,2.24,16019
16,20,256,244,95.31,6,2.34,6,2.34,16020
16,21,268,254,94.78,10,3.73,4,1.49,16021
16,22,261,243,93.1,13,4.98,5,1.92,16022
16,23,183,155,84.7,24,13.11,4,2.19,16023
16,24,197,190,96.45,4,2.03,3,1.52,16024
16,25,295,277,93.9,11,3.73,7,2.37,16025
16,26,249,239,95.98,10,4.02,0,0.0,16026
16,27,243,220,90.53,16,6.58,7,2.88,16027
16,28,277,261,94.22,11,3.97,5,1.81,16028
16,29,257,245,95.33,6,2.33,6,2.33,16029
16,30,269,246,91.45,16,5.95,7,2.6,16030
16,31,303,292,96.37,6,1.98,5,1.65,16031
16,32,200,161,80.5,19,9.5,20,10.0,16032
16,33,312,287,91.99,15,4.81,10,3.21,16033
16,34,256,244,95.31,9,3.52,3,1.17,16034
16,35,238,210,88.24,22,9.24,6,2.52,16035
16,36,214,205,95.79,4,1.87,5,2.34,16036
17,1,265,223,84.15,32,12.08,10,3.77,17001
17,2,313,296,94.57,11,3.51,6,1.92,17002
17,3,345,327,94.78,8,2.32,10,2.9,17003
17,4,399,387,96.99,9,2.26,3,0.75,17004
17,5,321,299,93.15,14,4.36,8,2.49,17005
17,6,271,250,92.25,15,5.54,6,2.21,17006
17,7,207,188,90.82,15,7.25,4,1.93,17007
17,8,307,296,96.42,8,2.61,3,0.98,17008
17,9,324,292,90.12,24,7.41,8,2.47,17009
17,10,364,348,95.6,10,2.75,6,1.65,17010
17,11,283,271,95.76,8,2.83,4,1.41,17011
17,12,309,274,88.67,27,8.74,8,2.59,17012
17,13,294,282,95.92,6,2.04,6,2.04,17013
17,14,259,230,88.8,20,7.72,9,3.47,17014
17,15,358,342,95.53,9,2.51,7,1.96,17015
17,16,308,281,91.23,18,5.84,9,2.92,17016
17,17,281,259,92.17,15,5.34,7,2.49,17017
17,18,361,346,95.84,9,2.49,6,1.66,17018
17,19,210,202,96.19,6,2.86,2,0.95,17019
17,20,411,398,96.84,6,1.46,7,1.7,17020
17,21,391,369,94.37,14,3.58,8,2.05,17021
17,22,292,279,95.55,8,2.74,5,1.71,17022
17,23,230,220,95.65,8,3.48,2,0.87,17023
17,24,383,358,93.47,17,4.44,8,2.09,17024
17,25,251,233,92.83,12,4.78,6,2.39,17025
17,26,401,375,93.52,18,4.49,8,2.0,17026
17,27,351,325,92.59,21,5.98,5,1.42,17027
17,28,289,276,95.5,7,2.42,6,2.08,17028
17,29,339,321,94.69,11,3.24,7,2.06,17029
17,30,230,191,83.04,34,14.78,5,2.17,17030
17,31,262,248,94.66,10,3.82,4,1.53,17031
17,32,266,250,93.98,9,3.38,7,2.63,17032
17,33,233,219,93.99,9,3.86,5,2.15,17033
17,34,264,255,96.59,8,3.03,1,0.38,17034
17,35,290,275,94.83,11,3.79,4,1.38,17035
17,36,371,356,95.96,12,3.23,3,0.81,17036
17,37,293,284,96.93,5,1.71,4,1.37,17037
17,38,344,323,93.9,12,3.49,9,2.62,17038
17,39,350,339,96.86,5,1.43,6,1.71,17039
17,40,332,324,97.59,6,1.81,2,0.6,17040
17,41,376,358,95.21,9,2.39,9,2.39,17041
18,1,274,248,90.51,20,7.3,6,2.19,18001
18,2,237,176,74.26,47,19.83,14,5.91,18002
18,3,282,193,68.44,75,26.6,14,4.96,18003
18,4,348,326,93.68,15,4.31,7,2.01,18004
18,5,245,233,95.1,5,2.04,7,2.86,18005
18,6,281,185,65.84,83,29.54,13,4.63,18006
18,7,341,299,87.68,30,8.8,12,3.52,18007
18,8,359,343,95.54,9,2.51,7,1.95,18008
18,9,338,297,87.87,33,9.76,8,2.37,18009
18,10,432,401,92.82,22,5.09,9,2.08,18010
18,11,260,217,83.46,36,13.85,7,2.69,18011
18,12,303,271,89.44,28,9.24,4,1.32,18012
18,13,328,308,93.9,14,4.27,6,1.83,18013
18,14,332,310,93.37,15,4.52,7,2.11,18014
18,15,332,267,80.42,44,13.25,21,6.33,18015
18,16,334,308,92.22,19,5.69,7,2.1,18016
18,17,310,278,89.68,25,8.06,7,2.26,18017
18,18,308,290,94.16,12,3.9,6,1.95,18018
18,19,345,328,95.07,8,2.32,9,2.61,18019
18,20,307,293,95.44,9,2.93,5,1.63,18020
18,21,409,368,89.98,31,7.58,10,2.44,18021
18,22,401,382,95.26,14,3.49,5,1.25,18022
18,23,307,281,91.53,18,5.86,8,2.61,18023
18,24,257,187,72.76,56,21.79,14,5.45,18024
18,25,277,213,76.9,56,20.22,8,2.89,18025
18,26,398,369,92.71,19,4.77,10,2.51,18026
18,27,259,231,89.19,22,8.49,6,2.32,18027
18,28,277,183,66.06,78,28.16,16,5.78,18028
18,29,304,256,84.21,42,13.82,6,1.97,18029
18,30,304,194,63.82,95,31.25,15,4.93,18030
18,31,315,281,89.21,26,8.25,8,2.54,18031
18,32,378,361,95.5,9,2.38,8,2.12,18032
18,33,269,257,95.54,7,2.6,5,1.86,18033
18,34,432,387,89.58,36,8.33,9,2.08,18034
18,35,372,345,92.74,22,5.91,5,1.34,18035
18,36,307,260,84.69,39,12.7,8,2.61,18036
18,37,351,333,94.87,11,3.13,7,1.99,18037
18,38,350,339,96.86,7,2.0,4,1.14,18038
18,39,240,222,92.5,11,4.58,7,2.92,18039
18,40,318,251,78.93,55,17.3,12,3.77,18040
18,41,388,354,91.24,25,6.44,9,2.32,18041
18,42,279,254,91.04,19,6.81,6,2.15,18042
18,43,219,153,69.86,59,26.94,7,3.2,18043
18,44,275,163,59.27,102,37.09,10,3.64,18044
18,45,251,215,85.66,29,11.55,7,2.79,18045
18,46,307,226,73.62,72,23.45,9,2.93,18046
18,47,244,230,94.26,12,4.92,2,0.82,18047
18,48,270,258,95.56,10,3.7,2,0.74,18048
18,49,254,226,88.98,22,8.66,6,2.36,18049
18,50,284,269,94.72,13,4.58,2,0.7,18050
19,1,369,217,58.81,146,39.57,6,1.63,19001
19,2,520,423,81.35,87,16.73,10,1.92,19002
19,3,301,145,48.17,144,47.84,12,3.99,19003
19,4,431,208,48.26,203,47.1,20,4.64,19004
19,5,453,315,69.54,128,28.26,10,2.21,19005
19,6,387,201,51.94,160,41.34,26,6.72,19006
19,7,371,227,61.19,126,33.96,18,4.85,19007
19,8,444,202,45.5,228,51.35,14,3.15,19008
19,9,258,142,55.04,111,43.02,5,1.94,19009
19,10,451,305,67.63,131,29.05,15,3.33,19010
19,11,371,156,42.05,200,53.91,15,4.04,19011
19,12,312,151,48.4,145,46.47,16,5.13,19012
19,13,470,432,91.91,31,6.6,7,1.49,19013
19,14,426,288,67.61,120,28.17,18,4.23,19014
19,15,477,225,47.17,222,46.54,30,6.29,19015
19,16,424,213,50.24,191,45.05,20,4.72,19016
19,17,334,166,49.7,160,47.9,8,2.4,19017
19,18,370,229,61.89,127,34.32,14,3.78,19018
19,19,484,319,65.91,156,32.23,9,1.86,19019
19,20,326,264,80.98,53,16.26,9,2.76,19020
19,21,368,187,50.82,152,41.3,29,7.88,19021
19,22,406,240,59.11,154,37.93,12,2.96,19022
19,23,399,207,51.88,180,45.11,12,3.01,19023
19,24,298,151,50.67,138,46.31,9,3.02,19024
19,25,387,209,54.01,165,42.64,13,3.36,19025
19,26,403,212,52.61,166,41.19,25,6.2,19026
19,27,404,330,81.68,56,13.86,18,4.46,19027
19,28,452,408,90.27,35,7.74,9,1.99,19028
19,29,383,177,46.21,191,49.87,15,3.92,19029
19,30,336,157,46.73,163,48.51,16,4.76,19030
19,31,346,209,60.4,120,34.68,17,4.91,19031
19,32,366,214,58.47,132,36.07,20,5.46,19032
19,33,389,189,48.59,180,46.27,20,5.14,19033
19,34,364,205,56.32,149,40.93,10,2.75,19034
19,35,349,225,64.47,113,32.38,11,3.15,19035
19,36,466,389,83.48,66,14.16,11,2.36,19036
19,37,370,295,79.73,54,14.59,21,5.68,19037
19,38,333,278,83.48,46,13.81,9,2.7,19038
19,39,134,123,91.79,7,5.22,4,2.99,19039
19,40,405,282,69.63,106,26.17,17,4.2,19040
19,41,354,183,51.69,150,42.37,21,5.93,19041
19,42,321,234,72.9,69,21.5,18,5.61,19042
19,43,508,463,91.14,30,5.91,15,2.95,19043
19,44,431,226,52.44,186,43.16,19,4.41,19044
19,45,381,204,53.54,162,42.52,15,3.94,19045
19,46,429,205,47.79,209,48.72,15,3.5,19046
19,47,533,440,82.55,75,14.07,18,3.38,19047
19,48,451,417,92.46,24,5.32,10,2.22,19048
19,49,474,397,83.76,61,12.87,16,3.38,19049
19,50,301,184,61.13,100,33.22,17,5.65,19050
19,51,437,252,57.67,167,38.22,18,4.12,19051
19,52,410,208,50.73,184,44.88,18,4.39,19052
19,53,360,196,54.44,150,41.67,14,3.89,19053
19,54,324,156,48.15,149,45.99,19,5.86,19054
19,55,345,156,45.22,174,50.43,15,4.35,19055
19,56,428,286,66.82,131,30.61,11,2.57,19056
19,57,325,230,70.77,86,26.46,9,2.77,19057
20,1,300,283,94.33,12,4.0,5,1.67,20001
20,2,154,146,94.81,6,3.9,2,1.3,20002
20,3,287,268,93.38,11,3.83,8,2.79,20003
20,4,159,145,91.19,9,5.66,5,3.14,20004
20,5,309,295,95.47,8,2.59,6,1.94,20005
20,6,174,159,91.38,11,6.32,4,2.3,20006
20,7,293,279,95.22,7,2.39,7,2.39,20007
20,8,332,318,95.78,10,3.01,4,1.2,20008
20,9,399,377,94.49,15,3.76,7,1.75,20009
20,10,264,253,95.83,6,2.27,5,1.89,20010
20,11,433,414,95.61,14,3.23,5,1.15,20011
20,12,249,233,93.57,9,3.61,7,2.81,20012
20,13,382,368,96.34,8,2.09,6,1.57,20013
20,14,195,185,94.87,7,3.59,3,1.54,20014
20,15,168,138,82.14,21,12.5,9,5.36,20015
20,16,343,312,90.96,19,5.54,12,3.5,20016
20,17,172,150,87.21,16,9.3,6,3.49,20017
20,18,262,253,96.56,9,3.44,0,0.0,20018
20,19,354,330,93.22,14,3.95,10,2.82,20019
20,20,177,146,82.49,22,12.43,9,5.08,20020
20,21,258,246,95.35,10,3.88,2,0.78,20021
20,22,393,368,93.64,15,3.82,10,2.54,20022
20,23,389,364,93.57,18,4.63,7,1.8,20023
20,24,334,295,88.32,26,7.78,13,3.89,20024
20,25,294,280,95.24,9,3.06,5,1.7,20025
20,26,332,310,93.37,17,5.12,5,1.51,20026
20,27,208,201,96.63,5,2.4,2,0.96,20027
20,28,210,199,94.76,7,3.33,4,1.9,20028
20,29,440,416,94.55,15,3.41,9,2.05,20029
20,30,181,173,95.58,7,3.87,1,0.55,20030
20,31,329,312,94.83,9,2.74,8,2.43,20031
20,32,324,306,94.44,13,4.01,5,1.54,20032
20,33,207,198,95.65,7,3.38,2,0.97,20033
20,34,337,300,89.02,22,6.53,15,4.45,20034
20,35,287,276,96.17,6,2.09,5,1.74,20035
20,36,150,144,96.0,4,2.67,2,1.33,20036
20,37,128,125,97.66,2,1.56,1,0.78,20037
20,38,135,131,97.04,2,1.48,2,1.48,20038
20,39,67,63,94.03,4,5.97,0,0.0,20039
21,1,372,353,94.89,11,2.96,8,2.15,21001
21,2,267,256,95.88,5,1.87,6,2.25,21002
21,3,364,348,95.6,6,1.65,10,2.75,21003
21,4,370,353,95.41,9,2.43,8,2.16,21004
21,5,402,380,94.53,14,3.48,8,1.99,21005
21,6,299,288,96.32,8,2.68,3,1.0,21006
21,7,362,352,97.24,8,2.21,2,0.55,21007
21,8,355,341,96.06,8,2.25,6,1.69,21008
21,9,401,386,96.26,9,2.24,6,1.5,21009
21,10,345,327,94.78,11,3.19,7,2.03,21010
21,11,361,346,95.84,7,1.94,8,2.22,21011
21,12,356,340,95.51,7,1.97,9,2.53,21012
21,13,344,326,94.77,15,4.36,3,0.87,21013
21,14,427,408,95.55,13,3.04,6,1.41,21014
21,15,315,303,96.19,10,3.17,2,0.63,21015
21,16,338,317,93.79,9,2.66,12,3.55,21016
21,17,328,309,94.21,13,3.96,6,1.83,21017
21,18,402,387,96.27,8,1.99,7,1.74,21018
21,19,377,363,96.29,9,2.39,5,1.33,21019
21,20,315,299,94.92,9,2.86,7,2.22,21020
21,21,310,292,94.19,8,2.58,10,3.23,21021
21,22,323,307,95.05,10,3.1,6,1.86,21022
21,23,331,318,96.07,10,3.02,3,0.91,21023
21,24,333,322,96.7,7,2.1,4,1.2,21024
21,25,319,300,94.04,11,3.45,8,2.51,21025
21,26,362,342,94.48,13,3.59,7,1.93,21026
21,27,351,337,96.01,7,1.99,7,1.99,21027
21,28,433,418,96.54,9,2.08,6,1.39,21028
21,29,362,353,97.51,6,1.66,3,0.83,21029
21,30,277,259,93.5,9,3.25,9,3.25,21030
21,31,266,253,95.11,10,3.76,3,1.13,21031
21,32,328,316,96.34,10,3.05,2,0.61,21032
21,33,358,345,96.37,6,1.68,7,1.96,21033
21,34,365,350,95.89,8,2.19,7,1.92,21034
21,35,359,342,95.26,10,2.79,7,1.95,21035
21,36,353,335,94.9,13,3.68,5,1.42,21036
21,37,305,287,94.1,13,4.26,5,1.64,21037
21,38,345,330,95.65,12,3.48,3,0.87,21038
21,39,286,271,94.76,11,3.85,4,1.4,21039
21,40,306,291,95.1,8,2.61,7,2.29,21040
21,41,367,338,92.1,16,4.36,13,3.54,21041
21,42,381,362,95.01,14,3.67,5,1.31,21042
21,43,363,351,96.69,9,2.48,3,0.83,21043
21,44,355,333,93.8,15,4.23,7,1.97,21044
21,45,349,319,91.4,21,6.02,9,2.58,21045
21,46,359,339,94.43,11,3.06,9,2.51,21046
21,47,327,313,95.72,11,3.36,3,0.92,21047
21,48,325,308,94.77,11,3.38,6,1.85,21048
21,49,378,363,96.03,8,2.12,7,1.85,21049
21,50,321,300,93.46,13,4.05,8,2.49,21050
21,51,379,365,96.31,9,2.37,5,1.32,21051
21,52,368,355,96.47,6,1.63,7,1.9,21052
21,53,274,253,92.34,18,6.57,3,1.09,21053
21,54,284,279,98.24,2,0.7,3,1.06,21054
22,1,237,229,96.62,6,2.53,2,0.84,22001
22,2,313,189,60.38,103,32.91,21,6.71,22002
22,3,265,212,80.0,39,14.72,14,5.28,22003
22,4,134,117,87.31,16,11.94,1,0.75,22004
22,5,191,153,80.1,25,13.09,13,6.81,22005
22,6,216,166,76.85,34,15.74,16,7.41,22006
22,7,149,118,79.19,21,14.09,10,6.71,22007
22,8,334,247,73.95,70,20.96,17,5.09,22008
22,9,169,141,83.43,22,13.02,6,3.55,22009
22,10,270,210,77.78,49,18.15,11,4.07,22010
22,11,202,167,82.67,25,12.38,10,4.95,22011
22,12,249,187,75.1,48,19.28,14,5.62,22012
22,13,212,157,74.06,34,16.04,21,9.91,22013
22,14,196,166,84.69,17,8.67,13,6.63,22014
22,15,141,114,80.85,21,14.89,6,4.26,22015
22,16,165,136,82.42,19,11.52,10,6.06,22016
22,17,201,165,82.09,28,13.93,8,3.98,22017
22,18,151,117,77.48,22,14.57,12,7.95,22018
22,19,132,124,93.94,5,3.79,3,2.27,22019
22,20,171,133,77.78,32,18.71,6,3.51,22020
22,21,347,326,93.95,16,4.61,5,1.44,22021
22,22,165,141,85.45,14,8.48,10,6.06,22022
22,23,406,388,95.57,9,2.22,9,2.22,22023
22,24,246,210,85.37,23,9.35,13,5.28,22024
22,25,211,180,85.31,23,10.9,8,3.79,22025
23,1,320,191,59.69,114,35.63,15,4.69,23001
23,2,313,188,60.06,107,34.19,18,5.75,23002
23,3,319,190,59.56,109,34.17,20,6.27,23003
23,4,333,203,60.96,105,31.53,25,7.51,23004
23,5,210,158,75.24,33,15.71,19,9.05,23005
23,6,258,197,76.36,44,17.05,17,6.59,23006
23,7,209,152,72.73,40,19.14,17,8.13,23007
23,8,292,211,72.26,57,19.52,24,8.22,23008
23,9,202,168,83.17,27,13.37,7,3.47,23009
23,10,282,211,74.82,58,20.57,13,4.61,23010
23,11,254,200,78.74,46,18.11,8,3.15,23011
23,12,314,173,55.1,120,38.22,21,6.69,23012
23,13,165,124,75.15,32,19.39,9,5.45,23013
23,14,244,142,58.2,88,36.07,14,5.74,23014
23,15,192,151,78.65,32,16.67,9,4.69,23015
23,16,286,177,61.89,92,32.17,17,5.94,23016
23,17,146,108,73.97,30,20.55,8,5.48,23017
23,18,272,152,55.88,99,36.4,21,7.72,23018
23,19,179,141,78.77,27,15.08,11,6.15,23019
23,20,130,97,74.62,29,22.31,4,3.08,23020
23,21,330,156,47.27,151,45.76,23,6.97,23021
23,22,270,164,60.74,93,34.44,13,4.81,23022
23,23,296,166,56.08,107,36.15,23,7.77,23023
23,24,197,144,73.1,41,20.81,12,6.09,23024
23,25,226,154,68.14,55,24.34,17,7.52,23025
23,26,248,163,65.73,63,25.4,22,8.87,23026
23,27,303,175,57.76,109,35.97,19,6.27,23027
23,28,331,211,63.75,105,31.72,15,4.53,23028
23,29,243,151,62.14,82,33.74,10,4.12,23029
23,30,263,189,71.86,60,22.81,14,5.32,23030
23,31,189,149,78.84,34,17.99,6,3.17,23031
23,32,225,173,76.89,42,18.67,10,4.44,23032
23,33,210,147,70.0,50,23.81,13,6.19,23033
23,34,216,179,82.87,31,14.35,6,2.78,23034
23,35,231,118,51.08,93,40.26,20,8.66,23035
23,36,314,198,63.06,97,30.89,19,6.05,23036
23,37,300,157,52.33,125,41.67,18,6.0,23037
23,38,256,137,53.52,92,35.94,27,10.55,23038
23,39,191,155,81.15,26,13.61,10,5.24,23039
24,1,277,264,95.31,11,3.97,2,0.72,24001
24,2,316,295,93.35,14,4.43,7,2.22,24002
24,3,348,330,94.83,15,4.31,3,0.86,24003
24,4,226,223,98.67,2,0.88,1,0.44,24004
24,5,176,171,97.16,1,0.57,4,2.27,24005
24,6,312,296,94.87,8,2.56,8,2.56,24006
24,7,128,109,85.16,15,11.72,4,3.13,24007
24,8,183,175,95.63,6,3.28,2,1.09,24008
24,9,259,236,91.12,15,5.79,8,3.09,24009
24,10,151,144,95.36,6,3.97,1,0.66,24010
24,11,324,310,95.68,6,1.85,8,2.47,24011
24,12,202,188,93.07,8,3.96,6,2.97,24012
24,13,175,166,94.86,8,4.57,1,0.57,24013
24,14,288,266,92.36,14,4.86,8,2.78,24014
24,15,173,157,90.75,13,7.51,3,1.73,24015
24,16,227,190,83.7,27,11.89,10,4.41,24016
24,17,230,222,96.52,3,1.3,5,2.17,24017
24,18,318,300,94.34,14,4.4,4,1.26,24018
24,19,352,330,93.75,14,3.98,8,2.27,24019
24,20,271,259,95.57,8,2.95,4,1.48,24020
24,21,152,144,94.74,7,4.61,1,0.66,24021
24,22,361,344,95.29,14,3.88,3,0.83,24022
24,23,261,246,94.25,12,4.6,3,1.15,24023
24,24,426,410,96.24,11,2.58,5,1.17,24024
24,25,255,247,96.86,6,2.35,2,0.78,24025
24,26,394,373,94.67,16,4.06,5,1.27,24026
24,27,313,302,96.49,6,1.92,5,1.6,24027
24,28,232,222,95.69,7,3.02,3,1.29,24028
24,29,230,219,95.22,6,2.61,5,2.17,24029
24,30,154,152,98.7,2,1.3,0,0.0,24030
24,31,305,282,92.46,18,5.9,5,1.64,24031
24,32,175,167,95.43,4,2.29,4,2.29,24032
24,33,161,150,93.17,4,2.48,7,4.35,24033
24,34,276,264,95.65,10,3.62,2,0.72,24034
24,35,286,270,94.41,8,2.8,8,2.8,24035
24,36,389,368,94.6,13,3.34,8,2.06,24036
24,37,173,166,95.95,5,2.89,2,1.16,24037
24,38,230,222,96.52,6,2.61,2,0.87,24038
24,39,294,257,87.41,27,9.18,10,3.4,24039
24,40,282,271,96.1,10,3.55,1,0.35,24040
24,41,205,193,94.15,9,4.39,3,1.46,24041
25,1,228,180,78.95,35,15.35,13,5.7,25001
25,2,232,195,84.05,20,8.62,17,7.33,25002
25,3,358,194,54.19,139,38.83,25,6.98,25003
25,4,301,258,85.71,32,10.63,11,3.65,25004
25,5,259,189,72.97,52,20.08,18,6.95,25005
25,6,117,77,65.81,35,29.91,5,4.27,25006
25,7,262,210,80.15,33,12.6,19,7.25,25007
25,8,243,197,81.07,34,13.99,12,4.94,25008
25,9,266,218,81.95,32,12.03,16,6.02,25009
25,10,353,186,52.69,154,43.63,13,3.68,25010
25,11,260,210,80.77,36,13.85,14,5.38,25011
25,12,243,203,83.54,25,10.29,15,6.17,25012
25,13,281,238,84.7,30,10.68,13,4.63,25013
25,14,188,126,67.02,49,26.06,13,6.91,25014
25,15,239,179,74.9,43,17.99,17,7.11,25015
25,16,365,188,51.51,154,42.19,23,6.3,25016
25,17,284,238,83.8,35,12.32,11,3.87,25017
25,18,235,188,80.0,41,17.45,6,2.55,25018
25,19,276,229,82.97,30,10.87,17,6.16,25019
25,20,296,281,94.93,9,3.04,6,2.03,25020
25,21,435,286,65.75,123,28.28,26,5.98,25021
25,22,234,199,85.04,20,8.55,15,6.41,25022
25,23,325,261,80.31,50,15.38,14,4.31,25023
25,24,270,210,77.78,42,15.56,18,6.67,25024
25,25,320,182,56.88,122,38.13,16,5.0,25025
25,26,222,171,77.03,35,15.77,16,7.21,25026
25,27,299,178,59.53,105,35.12,16,5.35,25027
25,28,241,194,80.5,35,14.52,12,4.98,25028
25,29,319,282,88.4,26,8.15,11,3.45,25029
25,30,235,186,79.15,32,13.62,17,7.23,25030
25,31,374,191,51.07,169,45.19,14,3.74,25031
25,32,230,168,73.04,49,21.3,13,5.65,25032
26,1,193,150,77.72,32,16.58,11,5.7,26001
26,2,214,181,84.58,26,12.15,7,3.27,26002
