ward,precinct,total,Pat Quinn & Paul Vallas,Pat Quinn & Paul Vallas Percent,Bruce Rauner & Evelyn Sanguinetti,Bruce Rauner & Evelyn Sanguinetti Percent,Chad Grimm & Alexander Cummings,Chad Grimm & Alexander Cummings Percent,precinct_id
13,1,271,185,68.27,79,29.15,7,2.58,13001
13,2,286,190,66.43,85,29.72,11,3.85,13002
13,3,182,132,72.53,46,25.27,4,2.2,13003
13,4,333,220,66.07,105,31.53,8,2.4,13004
13,5,300,232,77.33,61,20.33,7,2.33,13005
13,6,296,166,56.08,124,41.89,6,2.03,13006
13,7,208,157,75.48,43,20.67,8,3.85,13007
13,8,241,149,61.83,83,34.44,9,3.73,13008
13,9,259,182,70.27,70,27.03,7,2.7,13009
13,10,305,164,53.77,134,43.93,7,2.3,13010
13,11,345,243,70.43,88,25.51,14,4.06,13011
13,12,231,171,74.03,55,23.81,5,2.16,13012
13,13,309,250,80.91,51,16.5,8,2.59,13013
13,14,227,165,72.69,59,25.99,3,1.32,13014
13,15,393,298,75.83,87,22.14,8,2.04,13015
13,16,177,142,80.23,34,19.21,1,0.56,13016
13,17,260,161,61.92,89,34.23,10,3.85,13017
13,18,236,151,63.98,70,29.66,15,6.36,13018
13,19,275,228,82.91,43,15.64,4,1.45,13019
13,20,200,106,53.0,85,42.5,9,4.5,13020
13,21,348,192,55.17,151,43.39,5,1.44,13021
13,22,330,180,54.55,142,43.03,8,2.42,13022
13,23,195,148,75.9,45,23.08,2,1.03,13023
13,24,242,166,68.6,68,28.1,8,3.31,13024
13,25,268,179,66.79,82,30.6,7,2.61,13025
13,26,264,179,67.8,77,29.17,8,3.03,13026
13,27,257,167,64.98,83,32.3,7,2.72,13027
13,28,188,138,73.4,46,24.47,4,2.13,13028
13,29,203,151,74.38,50,24.63,2,0.99,13029
13,30,169,146,86.39,19,11.24,4,2.37,13030
13,31,302,187,61.92,103,34.11,12,3.97,13031
13,32,264,148,56.06,108,40.91,8,3.03,13032
13,33,292,157,53.77,122,41.78,13,4.45,13033
13,34,302,248,82.12,49,16.23,5,1.66,13034
13,35,244,195,79.92,44,18.03,5,2.05,13035
13,36,145,113,77.93,26,17.93,6,4.14,13036
13,37,323,260,80.5,54,16.72,9,2.79,13037
13,38,255,151,59.22,96,37.65,8,3.14,13038
13,39,255,198,77.65,49,19.22,8,3.14,13039
13,40,221,162,73.3,54,24.43,5,2.26,13040
13,41,282,234,82.98,41,14.54,7,2.48,13041
13,42,313,191,61.02,111,35.46,11,3.51,13042
13,43,284,205,72.18,66,23.24,13,4.58,13043
13,44,335,284,84.78,41,12.24,10,2.99,13044
13,45,332,240,72.29,86,25.9,6,1.81,13045
13,46,278,229,82.37,40,14.39,9,3.24,13046
13,47,223,167,74.89,53,23.77,3,1.35,13047
13,48,263,165,62.74,94,35.74,4,1.52,13048
14,1,393,245,62.34,137,34.86,11,2.8,14001
14,2,353,265,75.07,83,23.51,5,1.42,14002
14,3,219,173,79.0,43,19.63,3,1.37,14003
14,4,300,158,52.67,136,45.33,6,2.0,14004
14,5,349,317,90.83,24,6.88,8,2.29,14005
14,6,117,103,88.03,12,10.26,2,1.71,14006
14,7,284,218,76.76,59,20.77,7,2.46,14007
14,8,239,178,74.48,56,23.43,5,2.09,14008
14,9,350,217,62.0,122,34.86,11,3.14,14009
14,10,199,145,72.86,43,21.61,11,5.53,14010
14,11,142,119,83.8,22,15.49,1,0.7,14011
14,12,282,198,70.21,77,27.3,7,2.48,14012
14,13,208,168,80.77,34,16.35,6,2.88,14013
14,14,238,192,80.67,42,17.65,4,1.68,14014
14,15,260,228,87.69,27,10.38,5,1.92,14015
14,16,206,156,75.73,45,21.84,5,2.43,14016
14,17,232,201,86.64,23,9.91,8,3.45,14017
14,18,114,69,60.53,41,35.96,4,3.51,14018
14,19,221,174,78.73,39,17.65,8,3.62,14019
14,20,177,132,74.58,43,24.29,2,1.13,14020
14,21,237,202,85.23,34,14.35,1,0.42,14021
14,22,282,188,66.67,87,30.85,7,2.48,14022
14,23,255,176,69.02,69,27.06,10,3.92,14023
14,24,415,240,57.83,160,38.55,15,3.61,14024
14,25,161,130,80.75,27,16.77,4,2.48,14025
14,26,165,128,77.58,29,17.58,8,4.85,14026
14,27,245,176,71.84,63,25.71,6,2.45,14027
14,28,190,142,74.74,44,23.16,4,2.11,14028
14,29,222,198,89.19,20,9.01,4,1.8,14029
14,30,110,98,89.09,10,9.09,2,1.82,14030
14,31,146,125,85.62,18,12.33,3,2.05,14031
15,1,196,164,83.67,28,14.29,4,2.04,15001
15,2,249,238,95.58,5,2.01,6,2.41,15002
15,3,249,243,97.59,2,0.8,4,1.61,15003
15,4,187,142,75.94,34,18.18,11,5.88,15004
15,5,215,175,81.4,30,13.95,10,4.65,15005
15,6,224,151,67.41,61,27.23,12,5.36,15006
15,7,297,283,95.29,8,2.69,6,2.02,15007
15,8,194,160,82.47,29,14.95,5,2.58,15008
15,9,271,219,80.81,47,17.34,5,1.85,15009
15,10,291,212,72.85,65,22.34,14,4.81,15010
15,11,246,201,81.71,39,15.85,6,2.44,15011
15,12,258,194,75.19,56,21.71,8,3.1,15012
15,13,205,167,81.46,34,16.59,4,1.95,15013
15,14,177,153,86.44,22,12.43,2,1.13,15014
15,15,178,143,80.34,28,15.73,7,3.93,15015
15,16,224,188,83.93,33,14.73,3,1.34,15016
15,17,272,257,94.49,7,2.57,8,2.94,15017
15,18,240,229,95.42,8,3.33,3,1.25,15018
15,19,231,193,83.55,29,12.55,9,3.9,15019
15,20,225,219,97.33,6,2.67,0,0.0,15020
15,21,233,221,94.85,7,3.0,5,2.15,15021
15,22,280,271,96.79,7,2.5,2,0.71,15022
15,23,296,289,97.64,5,1.69,2,0.68,15023
15,24,240,225,93.75,8,3.33,7,2.92,15024
16,1,218,182,83.49,25,11.47,11,5.05,16001
16,2,257,238,92.61,12,4.67,7,2.72,16002
16,3,285,275,96.49,6,2.11,4,1.4,16003
16,4,280,257,91.79,14,5.0,9,3.21,16004
16,5,273,261,95.6,6,2.2,6,2.2,16005
16,6,304,288,94.74,7,2.3,9,2.96,16006
16,7,264,248,93.94,11,4.17,5,1.89,16007
16,8,187,181,96.79,4,2.14,2,1.07,16008
16,9,348,334,95.98,11,3.16,3,0.86,16009
16,10,273,263,96.34,9,3.3,1,0.37,16010
16,11,268,253,94.4,10,3.73,5,1.87,16011
16,12,216,204,94.44,10,4.63,2,0.93,16012
16,13,228,204,89.47,18,7.89,6,2.63,16013
16,14,236,218,92.37,13,5.51,5,2.12,16014
16,15,338,319,94.38,14,4.14,5,1.48,16015
16,16,303,290,95.71,8,2.64,5,1.65,16016
16,17,258,234,90.7,19,7.36,5,1.94,16017
16,18,283,254,89.75,20,7.07,9,3.18,16018
16,19,274,252,91.97,18,6.57,4,1.46,16019
16,20,271,265,97.79,5,1.85,1,0.37,16020
16,21,281,267,95.02,7,2.49,7,2.49,16021
16,22,266,249,93.61,10,3.76,7,2.63,16022
16,23,193,169,87.56,23,11.92,1,0.52,16023
16,24,199,193,96.98,4,2.01,2,1.01,16024
16,25,301,287,95.35,11,3.65,3,1.0,16025
16,26,261,253,96.93,7,2.68,1,0.38,16026
16,27,260,254,97.69,4,1.54,2,0.77,16027
16,28,296,279,94.26,14,4.73,3,1.01,16028
16,29,262,250,95.42,11,4.2,1,0.38,16029
16,30,279,268,96.06,10,3.58,1,0.36,16030
16,31,320,312,97.5,3,0.94,5,1.56,16031
16,32,205,170,82.93,26,12.68,9,4.39,16032
16,33,322,309,95.96,9,2.8,4,1.24,16033
16,34,265,253,95.47,10,3.77,2,0.75,16034
16,35,242,219,90.5,21,8.68,2,0.83,16035
16,36,225,218,96.89,5,2.22,2,0.89,16036
17,1,271,231,85.24,32,11.81,8,2.95,17001
17,2,325,315,96.92,5,1.54,5,1.54,17002
17,3,355,343,96.62,4,1.13,8,2.25,17003
17,4,413,406,98.31,5,1.21,2,0.48,17004
17,5,337,321,95.25,8,2.37,8,2.37,17005
17,6,285,272,95.44,11,3.86,2,0.7,17006
17,7,210,193,91.9,16,7.62,1,0.48,17007
17,8,312,302,96.79,9,2.88,1,0.32,17008
17,9,337,325,96.44,8,2.37,4,1.19,17009
17,10,372,354,95.16,12,3.23,6,1.61,17010
17,11,293,284,96.93,5,1.71,4,1.37,17011
17,12,317,276,87.07,26,8.2,15,4.73,17012
17,13,305,292,95.74,8,2.62,5,1.64,17013
17,14,271,252,92.99,15,5.54,4,1.48,17014
17,15,370,351,94.86,8,2.16,11,2.97,17015
17,16,314,290,92.36,20,6.37,4,1.27,17016
17,17,291,276,94.85,10,3.44,5,1.72,17017
17,18,367,355,96.73,9,2.45,3,0.82,17018
17,19,220,211,95.91,8,3.64,1,0.45,17019
17,20,416,411,98.8,2,0.48,3,0.72,17020
17,21,410,388,94.63,16,3.9,6,1.46,17021
17,22,305,292,95.74,8,2.62,5,1.64,17022
17,23,244,231,94.67,8,3.28,5,2.05,17023
17,24,401,388,96.76,10,2.49,3,0.75,17024
17,25,262,244,93.13,12,4.58,6,2.29,17025
17,26,406,385,94.83,20,4.93,1,0.25,17026
17,27,359,346,96.38,12,3.34,1,0.28,17027
17,28,301,294,97.67,3,1.0,4,1.33,17028
17,29,353,343,97.17,6,1.7,4,1.13,17029
17,30,233,187,80.26,43,18.45,3,1.29,17030
17,31,270,261,96.67,7,2.59,2,0.74,17031
17,32,276,266,96.38,7,2.54,3,1.09,17032
17,33,243,237,97.53,2,0.82,4,1.65,17033
17,34,273,265,97.07,5,1.83,3,1.1,17034
17,35,296,282,95.27,9,3.04,5,1.69,17035
17,36,379,370,97.63,7,1.85,2,0.53,17036
17,37,297,287,96.63,4,1.35,6,2.02,17037
17,38,362,353,97.51,7,1.93,2,0.55,17038
17,39,364,345,94.78,9,2.47,10,2.75,17039
17,40,342,331,96.78,10,2.92,1,0.29,17040
17,41,388,375,96.65,8,2.06,5,1.29,17041
18,1,281,255,90.75,22,7.83,4,1.42,18001
18,2,246,186,75.61,54,21.95,6,2.44,18002
18,3,293,208,70.99,77,26.28,8,2.73,18003
18,4,357,332,93.0,14,3.92,11,3.08,18004
18,5,250,239,95.6,4,1.6,7,2.8,18005
18,6,289,190,65.74,91,31.49,8,2.77,18006
18,7,348,296,85.06,45,12.93,7,2.01,18007
18,8,362,336,92.82,24,6.63,2,0.55,18008
18,9,358,318,88.83,35,9.78,5,1.4,18009
18,10,434,396,91.24,28,6.45,10,2.3,18010
18,11,263,221,84.03,35,13.31,7,2.66,18011
18,12,311,282,90.68,25,8.04,4,1.29,18012
18,13,333,312,93.69,19,5.71,2,0.6,18013
18,14,345,328,95.07,13,3.77,4,1.16,18014
18,15,336,272,80.95,56,16.67,8,2.38,18015
18,16,346,319,92.2,24,6.94,3,0.87,18016
18,17,317,280,88.33,29,9.15,8,2.52,18017
18,18,322,303,94.1,14,4.35,5,1.55,18018
18,19,356,336,94.38,14,3.93,6,1.69,18019
18,20,319,308,96.55,10,3.13,1,0.31,18020
18,21,414,368,88.89,32,7.73,14,3.38,18021
18,22,415,392,94.46,20,4.82,3,0.72,18022
18,23,312,281,90.06,26,8.33,5,1.6,18023
18,24,265,186,70.19,68,25.66,11,4.15,18024
18,25,285,210,73.68,72,25.26,3,1.05,18025
18,26,406,384,94.58,19,4.68,3,0.74,18026
18,27,266,249,93.61,12,4.51,5,1.88,18027
18,28,298,197,66.11,93,31.21,8,2.68,18028
18,29,313,251,80.19,58,18.53,4,1.28,18029
18,30,313,195,62.3,109,34.82,9,2.88,18030
18,31,323,296,91.64,22,6.81,5,1.55,18031
18,32,381,365,95.8,9,2.36,7,1.84,18032
18,33,275,267,97.09,7,2.55,1,0.36,18033
18,34,444,404,90.99,37,8.33,3,0.68,18034
18,35,385,354,91.95,25,6.49,6,1.56,18035
18,36,315,264,83.81,48,15.24,3,0.95,18036
18,37,358,325,90.78,21,5.87,12,3.35,18037
18,38,363,345,95.04,12,3.31,6,1.65,18038
18,39,249,230,92.37,14,5.62,5,2.01,18039
18,40,331,257,77.64,61,18.43,13,3.93,18040
18,41,387,359,92.76,18,4.65,10,2.58,18041
18,42,280,256,91.43,18,6.43,6,2.14,18042
18,43,226,151,66.81,71,31.42,4,1.77,18043
18,44,287,188,65.51,94,32.75,5,1.74,18044
18,45,260,221,85.0,34,13.08,5,1.92,18045
18,46,320,237,74.06,77,24.06,6,1.88,18046
18,47,249,233,93.57,16,6.43,0,0.0,18047
18,48,274,257,93.8,14,5.11,3,1.09,18048
18,49,263,239,90.87,15,5.7,9,3.42,18049
18,50,291,273,93.81,11,3.78,7,2.41,18050
19,1,375,208,55.47,159,42.4,8,2.13,19001
19,2,536,443,82.65,85,15.86,8,1.49,19002
19,3,308,144,46.75,152,49.35,12,3.9,19003
19,4,451,238,52.77,199,44.12,14,3.1,19004
19,5,463,317,68.47,137,29.59,9,1.94,19005
19,6,393,214,54.45,166,42.24,13,3.31,19006
19,7,388,238,61.34,138,35.57,12,3.09,19007
19,8,462,242,52.38,202,43.72,18,3.9,19008
19,9,276,168,60.87,102,36.96,6,2.17,19009
19,10,460,308,66.96,147,31.96,5,1.09,19010
19,11,395,193,48.86,200,50.63,2,0.51,19011
19,12,328,166,50.61,156,47.56,6,1.83,19012
19,13,477,443,92.87,28,5.87,6,1.26,19013
19,14,434,306,70.51,116,26.73,12,2.76,19014
19,15,502,257,51.2,222,44.22,23,4.58,19015
19,16,431,230,53.36,190,44.08,11,2.55,19016
19,17,354,187,52.82,162,45.76,5,1.41,19017
19,18,384,228,59.38,150,39.06,6,1.56,19018
19,19,493,319,64.71,168,34.08,6,1.22,19019
19,20,333,282,84.68,47,14.11,4,1.2,19020
19,21,384,202,52.6,164,42.71,18,4.69,19021
19,22,420,253,60.24,162,38.57,5,1.19,19022
19,23,410,224,54.63,179,43.66,7,1.71,19023
19,24,314,164,52.23,146,46.5,4,1.27,19024
19,25,397,230,57.93,162,40.81,5,1.26,19025
19,26,423,205,48.46,205,48.46,13,3.07,19026
19,27,406,336,82.76,59,14.53,11,2.71,19027
19,28,463,415,89.63,35,7.56,13,2.81,19028
19,29,400,185,46.25,206,51.5,9,2.25,19029
19,30,354,181,51.13,168,47.46,5,1.41,19030
19,31,358,220,61.45,128,35.75,10,2.79,19031
19,32,384,221,57.55,155,40.36,8,2.08,19032
19,33,404,197,48.76,198,49.01,9,2.23,19033
19,34,377,211,55.97,161,42.71,5,1.33,19034
19,35,355,224,63.1,126,35.49,5,1.41,19035
19,36,483,410,84.89,67,13.87,6,1.24,19036
19,37,383,309,80.68,65,16.97,9,2.35,19037
19,38,348,287,82.47,52,14.94,9,2.59,19038
19,39,134,120,89.55,10,7.46,4,2.99,19039
19,40,425,295,69.41,116,27.29,14,3.29,19040
19,41,375,206,54.93,159,42.4,10,2.67,19041
19,42,330,246,74.55,75,22.73,9,2.73,19042
19,43,526,483,91.83,33,6.27,10,1.9,19043
19,44,445,234,52.58,201,45.17,10,2.25,19044
19,45,397,209,52.64,173,43.58,15,3.78,19045
19,46,450,208,46.22,233,51.78,9,2.0,19046
19,47,547,450,82.27,83,15.17,14,2.56,19047
19,48,463,439,94.82,21,4.54,3,0.65,19048
19,49,473,411,86.89,57,12.05,5,1.06,19049
19,50,313,210,67.09,93,29.71,10,3.19,19050
19,51,454,270,59.47,172,37.89,12,2.64,19051
19,52,418,195,46.65,195,46.65,28,6.7,19052
19,53,370,226,61.08,132,35.68,12,3.24,19053
19,54,340,173,50.88,159,46.76,8,2.35,19054
19,55,362,172,47.51,178,49.17,12,3.31,19055
19,56,438,290,66.21,144,32.88,4,0.91,19056
19,57,333,250,75.08,79,23.72,4,1.2,19057
20,1,310,294,94.84,10,3.23,6,1.94,20001
20,2,167,160,95.81,2,1.2,5,2.99,20002
20,3,301,285,94.68,11,3.65,5,1.66,20003
20,4,161,146,90.68,11,6.83,4,2.48,20004
20,5,331,315,95.17,11,3.32,5,1.51,20005
20,6,181,168,92.82,8,4.42,5,2.76,20006
20,7,304,293,96.38,8,2.63,3,0.99,20007
20,8,343,329,95.92,9,2.62,5,1.46,20008
20,9,430,406,94.42,22,5.12,2,0.47,20009
20,10,273,263,96.34,7,2.56,3,1.1,20010
20,11,446,426,95.52,13,2.91,7,1.57,20011
20,12,252,245,97.22,6,2.38,1,0.4,20012
20,13,397,386,97.23,9,2.27,2,0.5,20013
20,14,208,200,96.15,7,3.37,1,0.48,20014
20,15,180,155,86.11,14,7.78,11,6.11,20015
20,16,356,335,94.1,16,4.49,5,1.4,20016
20,17,181,159,87.85,19,10.5,3,1.66,20017
20,18,272,267,98.16,5,1.84,0,0.0,20018
20,19,371,354,95.42,11,2.96,6,1.62,20019
20,20,183,150,81.97,22,12.02,11,6.01,20020
20,21,262,253,96.56,8,3.05,1,0.38,20021
20,22,407,380,93.37,22,5.41,5,1.23,20022
20,23,401,380,94.76,14,3.49,7,1.75,20023
20,24,341,307,90.03,28,8.21,6,1.76,20024
20,25,302,292,96.69,8,2.65,2,0.66,20025
20,26,342,323,94.44,13,3.8,6,1.75,20026
20,27,217,207,95.39,6,2.76,4,1.84,20027
20,28,215,208,96.74,4,1.86,3,1.4,20028
20,29,459,436,94.99,17,3.7,6,1.31,20029
20,30,186,177,95.16,7,3.76,2,1.08,20030
20,31,344,326,94.77,13,3.78,5,1.45,20031
20,32,333,324,97.3,6,1.8,3,0.9,20032
20,33,209,203,97.13,2,0.96,4,1.91,20033
20,34,354,324,91.53,20,5.65,10,2.82,20034
20,35,302,287,95.03,11,3.64,4,1.32,20035
20,36,153,149,97.39,1,0.65,3,1.96,20036
20,37,130,125,96.15,3,2.31,2,1.54,20037
20,38,143,139,97.2,1,0.7,3,2.1,20038
20,39,69,66,95.65,1,1.45,2,2.9,20039
21,1,381,363,95.28,15,3.94,3,0.79,21001
21,2,277,266,96.03,6,2.17,5,1.81,21002
21,3,364,355,97.53,7,1.92,2,0.55,21003
21,4,384,373,97.14,8,2.08,3,0.78,21004
21,5,411,392,95.38,18,4.38,1,0.24,21005
21,6,316,306,96.84,8,2.53,2,0.63,21006
21,7,376,367,97.61,4,1.06,5,1.33,21007
21,8,359,352,98.05,6,1.67,1,0.28,21008
21,9,407,395,97.05,7,1.72,5,1.23,21009
21,10,349,332,95.13,14,4.01,3,0.86,21010
21,11,367,358,97.55,7,1.91,2,0.54,21011
21,12,364,351,96.43,9,2.47,4,1.1,21012
21,13,354,333,94.07,20,5.65,1,0.28,21013
21,14,442,424,95.93,13,2.94,5,1.13,21014
21,15,324,315,97.22,4,1.23,5,1.54,21015
21,16,348,334,95.98,11,3.16,3,0.86,21016
21,17,332,315,94.88,13,3.92,4,1.2,21017
21,18,408,392,96.08,11,2.7,5,1.23,21018
21,19,384,372,96.88,11,2.86,1,0.26,21019
21,20,338,323,95.56,7,2.07,8,2.37,21020
21,21,315,296,93.97,10,3.17,9,2.86,21021
21,22,337,321,95.25,11,3.26,5,1.48,21022
21,23,342,333,97.37,7,2.05,2,0.58,21023
21,24,339,322,94.99,11,3.24,6,1.77,21024
21,25,329,317,96.35,8,2.43,4,1.22,21025
21,26,374,362,96.79,6,1.6,6,1.6,21026
21,27,355,341,96.06,9,2.54,5,1.41,21027
21,28,440,423,96.14,11,2.5,6,1.36,21028
21,29,375,369,98.4,5,1.33,1,0.27,21029
21,30,300,292,97.33,5,1.67,3,1.0,21030
21,31,273,257,94.14,13,4.76,3,1.1,21031
21,32,335,324,96.72,8,2.39,3,0.9,21032
21,33,365,355,97.26,8,2.19,2,0.55,21033
21,34,374,358,95.72,10,2.67,6,1.6,21034
21,35,368,349,94.84,12,3.26,7,1.9,21035
21,36,365,345,94.52,15,4.11,5,1.37,21036
21,37,321,302,94.08,11,3.43,8,2.49,21037
21,38,353,350,99.15,2,0.57,1,0.28,21038
21,39,289,280,96.89,3,1.04,6,2.08,21039
21,40,315,301,95.56,10,3.17,4,1.27,21040
21,41,388,362,93.3,18,4.64,8,2.06,21041
21,42,386,365,94.56,16,4.15,5,1.3,21042
21,43,370,357,96.49,12,3.24,1,0.27,21043
21,44,359,334,93.04,17,4.74,8,2.23,21044
21,45,363,338,93.11,19,5.23,6,1.65,21045
21,46,366,352,96.17,8,2.19,6,1.64,21046
21,47,338,329,97.34,6,1.78,3,0.89,21047
21,48,332,322,96.99,5,1.51,5,1.51,21048
21,49,392,373,95.15,11,2.81,8,2.04,21049
21,50,322,304,94.41,13,4.04,5,1.55,21050
21,51,387,369,95.35,11,2.84,7,1.81,21051
21,52,378,365,96.56,10,2.65,3,0.79,21052
21,53,279,267,95.7,11,3.94,1,0.36,21053
21,54,300,292,97.33,6,2.0,2,0.67,21054
22,1,239,229,95.82,7,2.93,3,1.26,22001
22,2,322,189,58.7,124,38.51,9,2.8,22002
22,3,280,233,83.21,41,14.64,6,2.14,22003
22,4,142,123,86.62,17,11.97,2,1.41,22004
22,5,209,169,80.86,35,16.75,5,2.39,22005
22,6,235,191,81.28,39,16.6,5,2.13,22006
22,7,165,136,82.42,21,12.73,8,4.85,22007
22,8,346,250,72.25,89,25.72,7,2.02,22008
22,9,185,160,86.49,23,12.43,2,1.08,22009
22,10,289,239,82.7,43,14.88,7,2.42,22010
22,11,224,187,83.48,35,15.63,2,0.89,22011
22,12,253,191,75.49,55,21.74,7,2.77,22012
22,13,224,181,80.8,39,17.41,4,1.79,22013
22,14,213,177,83.1,30,14.08,6,2.82,22014
22,15,150,122,81.33,26,17.33,2,1.33,22015
22,16,181,143,79.01,32,17.68,6,3.31,22016
22,17,214,192,89.72,16,7.48,6,2.8,22017
22,18,163,135,82.82,24,14.72,4,2.45,22018
22,19,135,128,94.81,6,4.44,1,0.74,22019
22,20,177,141,79.66,32,18.08,4,2.26,22020
22,21,359,348,96.94,5,1.39,6,1.67,22021
22,22,175,149,85.14,16,9.14,10,5.71,22022
22,23,418,397,94.98,14,3.35,7,1.67,22023
22,24,256,221,86.33,26,10.16,9,3.52,22024
22,25,222,195,87.84,21,9.46,6,2.7,22025
23,1,338,204,60.36,125,36.98,9,2.66,23001
23,2,319,186,58.31,122,38.24,11,3.45,23002
23,3,333,205,61.56,120,36.04,8,2.4,23003
23,4,341,194,56.89,140,41.06,7,2.05,23004
23,5,216,168,77.78,44,20.37,4,1.85,23005
23,6,272,213,78.31,54,19.85,5,1.84,23006
23,7,217,155,71.43,49,22.58,13,5.99,23007
23,8,303,218,71.95,80,26.4,5,1.65,23008
23,9,207,169,81.64,36,17.39,2,0.97,23009
23,10,282,205,72.7,72,25.53,5,1.77,23010
23,11,255,200,78.43,49,19.22,6,2.35,23011
23,12,324,171,52.78,138,42.59,15,4.63,23012
23,13,172,134,77.91,33,19.19,5,2.91,23013
23,14,259,152,58.69,98,37.84,9,3.47,23014
23,15,194,157,80.93,29,14.95,8,4.12,23015
23,16,299,174,58.19,113,37.79,12,4.01,23016
23,17,153,120,78.43,25,16.34,8,5.23,23017
23,18,279,174,62.37,98,35.13,7,2.51,23018
23,19,183,155,84.7,23,12.57,5,2.73,23019
23,20,143,106,74.13,32,22.38,5,3.5,23020
23,21,339,172,50.74,155,45.72,12,3.54,23021
23,22,283,173,61.13,104,36.75,6,2.12,23022
23,23,315,178,56.51,125,39.68,12,3.81,23023
23,24,203,143,70.44,56,27.59,4,1.97,23024
23,25,235,164,69.79,55,23.4,16,6.81,23025
23,26,266,184,69.17,73,27.44,9,3.38,23026
23,27,311,194,62.38,110,35.37,7,2.25,23027
23,28,340,207,60.88,124,36.47,9,2.65,23028
23,29,250,142,56.8,102,40.8,6,2.4,23029
23,30,266,194,72.93,58,21.8,14,5.26,23030
23,31,206,157,76.21,46,22.33,3,1.46,23031
23,32,234,182,77.78,49,20.94,3,1.28,23032
23,33,223,163,73.09,51,22.87,9,4.04,23033
23,34,221,180,81.45,36,16.29,5,2.26,23034
23,35,235,116,49.36,114,48.51,5,2.13,23035
23,36,327,197,60.24,121,37.0,9,2.75,23036
23,37,301,142,47.18,146,48.5,13,4.32,23037
23,38,264,143,54.17,111,42.05,10,3.79,23038
23,39,206,165,80.1,38,18.45,3,1.46,23039
24,1,287,277,96.52,5,1.74,5,1.74,24001
24,2,321,309,96.26,8,2.49,4,1.25,24002
24,3,358,343,95.81,13,3.63,2,0.56,24003
24,4,235,227,96.6,6,2.55,2,0.85,24004
24,5,189,181,95.77,6,3.17,2,1.06,24005
24,6,325,308,94.77,14,4.31,3,0.92,24006
24,7,134,119,88.81,12,8.96,3,2.24,24007
24,8,184,182,98.91,1,0.54,1,0.54,24008
24,9,268,257,95.9,5,1.87,6,2.24,24009
24,10,159,154,96.86,4,2.52,1,0.63,24010
24,11,343,331,96.5,8,2.33,4,1.17,24011
24,12,211,201,95.26,8,3.79,2,0.95,24012
24,13,186,173,93.01,12,6.45,1,0.54,24013
24,14,297,287,96.63,7,2.36,3,1.01,24014
24,15,182,175,96.15,6,3.3,1,0.55,24015
24,16,239,209,87.45,24,10.04,6,2.51,24016
24,17,236,230,97.46,2,0.85,4,1.69,24017
24,18,326,313,96.01,9,2.76,4,1.23,24018
24,19,357,344,96.36,9,2.52,4,1.12,24019
24,20,270,261,96.67,7,2.59,2,0.74,24020
24,21,155,151,97.42,1,0.65,3,1.94,24021
24,22,371,362,97.57,6,1.62,3,0.81,24022
24,23,266,256,96.24,5,1.88,5,1.88,24023
24,24,444,426,95.95,14,3.15,4,0.9,24024
24,25,264,255,96.59,7,2.65,2,0.76,24025
24,26,406,392,96.55,11,2.71,3,0.74,24026
24,27,317,308,97.16,7,2.21,2,0.63,24027
24,28,244,237,97.13,6,2.46,1,0.41,24028
24,29,235,226,96.17,8,3.4,1,0.43,24029
24,30,164,160,97.56,4,2.44,0,0.0,24030
24,31,314,298,94.9,12,3.82,4,1.27,24031
24,32,181,171,94.48,7,3.87,3,1.66,24032
24,33,167,159,95.21,4,2.4,4,2.4,24033
24,34,277,265,95.67,8,2.89,4,1.44,24034
24,35,298,288,96.64,6,2.01,4,1.34,24035
24,36,406,384,94.58,13,3.2,9,2.22,24036
24,37,178,174,97.75,3,1.69,1,0.56,24037
24,38,238,230,96.64,6,2.52,2,0.84,24038
24,39,305,279,91.48,24,7.87,2,0.66,24039
24,40,294,286,97.28,7,2.38,1,0.34,24040
24,41,212,207,97.64,4,1.89,1,0.47,24041
25,1,240,201,83.75,31,12.92,8,3.33,25001
25,2,245,207,84.49,30,12.24,8,3.27,25002
25,3,376,215,57.18,148,39.36,13,3.46,25003
25,4,314,276,87.9,25,7.96,13,4.14,25004
25,5,280,221,78.93,56,20.0,3,1.07,25005
25,6,140,90,64.29,48,34.29,2,1.43,25006
25,7,285,239,83.86,38,13.33,8,2.81,25007
25,8,255,208,81.57,42,16.47,5,1.96,25008
25,9,283,244,86.22,33,11.66,6,2.12,25009
25,10,371,180,48.52,186,50.13,5,1.35,25010
25,11,270,201,74.44,58,21.48,11,4.07,25011
25,12,258,221,85.66,30,11.63,7,2.71,25012
25,13,301,261,86.71,26,8.64,14,4.65,25013
25,14,252,191,75.79,58,23.02,3,1.19,25014
25,15,257,204,79.38,42,16.34,11,4.28,25015
25,16,385,188,48.83,190,49.35,7,1.82,25016
25,17,311,270,86.82,31,9.97,10,3.22,25017
25,18,306,247,80.72,57,18.63,2,0.65,25018
25,19,289,250,86.51,28,9.69,11,3.81,25019
25,20,314,301,95.86,10,3.18,3,0.96,25020
25,21,452,297,65.71,139,30.75,16,3.54,25021
25,22,242,211,87.19,23,9.5,8,3.31,25022
25,23,347,294,84.73,43,12.39,10,2.88,25023
25,24,283,229,80.92,49,17.31,5,1.77,25024
25,25,336,188,55.95,139,41.37,9,2.68,25025
25,26,230,186,80.87,38,16.52,6,2.61,25026
25,27,317,181,57.1,129,40.69,7,2.21,25027
25,28,268,224,83.58,35,13.06,9,3.36,25028
