ward,precinct,total,Karen A. Yarbrough,Karen A. Yarbrough Percent,Sherri Griffith,Sherri Griffith Percent,precinct_id
17,24,499,476,95.39,23,4.61,17024
17,25,439,413,94.08,26,5.92,17025
17,26,517,507,98.07,10,1.93,17026
17,27,482,466,96.68,16,3.32,17027
17,28,469,456,97.23,13,2.77,17028
17,29,495,479,96.77,16,3.23,17029
17,30,359,320,89.14,39,10.86,17030
17,31,408,394,96.57,14,3.43,17031
17,32,439,416,94.76,23,5.24,17032
17,33,388,379,97.68,9,2.32,17033
17,34,380,362,95.26,18,4.74,17034
17,35,426,413,96.95,13,3.05,17035
17,36,477,461,96.65,16,3.35,17036
17,37,411,393,95.62,18,4.38,17037
17,38,514,497,96.69,17,3.31,17038
17,39,447,428,95.75,19,4.25,17039
17,40,462,442,95.67,20,4.33,17040
17,41,524,506,96.56,18,3.44,17041
18,1,388,357,92.01,31,7.99,18001
18,2,374,305,81.55,69,18.45,18002
18,3,329,243,73.86,86,26.14,18003
18,4,430,404,93.95,26,6.05,18004
18,5,349,337,96.56,12,3.44,18005
18,6,360,250,69.44,110,30.56,18006
18,7,423,372,87.94,51,12.06,18007
18,8,442,411,92.99,31,7.01,18008
18,9,414,392,94.69,22,5.31,18009
18,10,491,471,95.93,20,4.07,18010
18,11,353,304,86.12,49,13.88,18011
18,12,433,414,95.61,19,4.39,18012
18,13,471,439,93.21,32,6.79,18013
18,14,448,423,94.42,25,5.58,18014
18,15,371,335,90.3,36,9.7,18015
18,16,448,424,94.64,24,5.36,18016
18,17,415,387,93.25,28,6.75,18017
18,18,372,358,96.24,14,3.76,18018
18,19,441,423,95.92,18,4.08,18019
18,20,420,406,96.67,14,3.33,18020
18,21,530,497,93.77,33,6.23,18021
18,22,496,476,95.97,20,4.03,18022
18,23,442,418,94.57,24,5.43,18023
18,24,356,272,76.4,84,23.6,18024
18,25,386,313,81.09,73,18.91,18025
18,26,496,476,95.97,20,4.03,18026
18,27,376,355,94.41,21,5.59,18027
18,28,352,251,71.31,101,28.69,18028
18,29,411,360,87.59,51,12.41,18029
18,30,384,286,74.48,98,25.52,18030
18,31,451,423,93.79,28,6.21,18031
18,32,471,458,97.24,13,2.76,18032
18,33,417,401,96.16,16,3.84,18033
18,34,488,455,93.24,33,6.76,18034
18,35,453,433,95.58,20,4.42,18035
18,36,384,337,87.76,47,12.24,18036
18,37,451,433,96.01,18,3.99,18037
18,38,426,415,97.42,11,2.58,18038
18,39,365,341,93.42,24,6.58,18039
18,40,466,383,82.19,83,17.81,18040
18,41,490,457,93.27,33,6.73,18041
18,42,384,350,91.15,34,8.85,18042
18,43,419,339,80.91,80,19.09,18043
18,44,359,249,69.36,110,30.64,18044
18,45,379,343,90.5,36,9.5,18045
18,46,421,346,82.19,75,17.81,18046
18,47,357,338,94.68,19,5.32,18047
18,48,381,369,96.85,12,3.15,18048
18,49,346,336,97.11,10,2.89,18049
18,50,411,388,94.4,23,5.6,18050
19,1,393,249,63.36,144,36.64,19001
19,2,468,393,83.97,75,16.03,19002
19,3,342,161,47.08,181,52.92,19003
19,4,485,266,54.85,219,45.15,19004
19,5,464,378,81.47,86,18.53,19005
19,6,368,218,59.24,150,40.76,19006
19,7,436,303,69.5,133,30.5,19007
19,8,481,251,52.18,230,47.82,19008
19,9,281,171,60.85,110,39.15,19009
19,10,539,402,74.58,137,25.42,19010
19,11,431,209,48.49,222,51.51,19011
19,12,374,188,50.27,186,49.73,19012
19,13,599,565,94.32,34,5.68,19013
19,14,521,408,78.31,113,21.69,19014
19,15,375,202,53.87,173,46.13,19015
19,16,464,266,57.33,198,42.67,19016
19,17,400,251,62.75,149,37.25,19017
19,18,496,357,71.98,139,28.02,19018
19,19,480,343,71.46,137,28.54,19019
19,20,386,330,85.49,56,14.51,19020
19,21,432,245,56.71,187,43.29,19021
19,22,470,348,74.04,122,25.96,19022
19,23,473,290,61.31,183,38.69,19023
19,24,323,178,55.11,145,44.89,19024
19,25,437,284,64.99,153,35.01,19025
19,26,455,310,68.13,145,31.87,19026
19,27,462,406,87.88,56,12.12,19027
19,28,615,587,95.45,28,4.55,19028
19,29,389,215,55.27,174,44.73,19029
19,30,447,266,59.51,181,40.49,19030
19,31,394,267,67.77,127,32.23,19031
19,32,426,280,65.73,146,34.27,19032
19,33,459,257,55.99,202,44.01,19033
19,34,412,284,68.93,128,31.07,19034
19,35,386,286,74.09,100,25.91,19035
19,36,642,574,89.41,68,10.59,19036
19,37,460,404,87.83,56,12.17,19037
19,38,411,361,87.83,50,12.17,19038
19,39,231,221,95.67,10,4.33,19039
19,40,476,359,75.42,117,24.58,19040
19,41,444,269,60.59,175,39.41,19041
19,42,397,322,81.11,75,18.89,19042
19,43,681,648,95.15,33,4.85,19043
19,44,503,275,54.67,228,45.33,19044
19,45,410,259,63.17,151,36.83,19045
19,46,473,284,60.04,189,39.96,19046
19,47,614,523,85.18,91,14.82,19047
19,48,694,665,95.82,29,4.18,19048
19,49,552,492,89.13,60,10.87,19049
19,50,388,283,72.94,105,27.06,19050
19,51,484,329,67.98,155,32.02,19051
19,52,347,195,56.2,152,43.8,19052
19,53,405,268,66.17,137,33.83,19053
19,54,374,209,55.88,165,44.12,19054
19,55,435,255,58.62,180,41.38,19055
19,56,491,355,72.3,136,27.7,19056
19,57,520,404,77.69,116,22.31,19057
19,58,412,223,54.13,189,45.87,19058
20,1,450,433,96.22,17,3.78,20001
20,2,409,393,96.09,16,3.91,20002
20,3,409,393,96.09,16,3.91,20003
20,4,277,254,91.7,23,8.3,20004
20,5,469,453,96.59,16,3.41,20005
20,6,460,445,96.74,15,3.26,20006
20,7,437,425,97.25,12,2.75,20007
20,8,448,437,97.54,11,2.46,20008
20,9,508,491,96.65,17,3.35,20009
20,10,453,440,97.13,13,2.87,20010
20,11,611,587,96.07,24,3.93,20011
20,12,379,365,96.31,14,3.69,20012
20,13,545,529,97.06,16,2.94,20013
20,14,380,364,95.79,16,4.21,20014
20,15,234,214,91.45,20,8.55,20015
20,16,451,427,94.68,24,5.32,20016
20,17,297,276,92.93,21,7.07,20017
20,18,415,404,97.35,11,2.65,20018
20,19,457,442,96.72,15,3.28,20019
20,20,278,248,89.21,30,10.79,20020
20,21,485,470,96.91,15,3.09,20021
20,22,552,526,95.29,26,4.71,20022
20,23,593,574,96.8,19,3.2,20023
20,24,504,489,97.02,15,2.98,20024
20,25,441,420,95.24,21,4.76,20025
20,26,433,412,95.15,21,4.85,20026
20,27,354,340,96.05,14,3.95,20027
20,28,341,331,97.07,10,2.93,20028
20,29,612,585,95.59,27,4.41,20029
20,30,265,259,97.74,6,2.26,20030
20,31,548,533,97.26,15,2.74,20031
20,32,528,510,96.59,18,3.41,20032
20,33,343,332,96.79,11,3.21,20033
20,34,489,464,94.89,25,5.11,20034
20,35,538,525,97.58,13,2.42,20035
20,36,296,291,98.31,5,1.69,20036
20,37,208,199,95.67,9,4.33,20037
21,1,495,483,97.58,12,2.42,21001
21,2,442,419,94.8,23,5.2,21002
21,3,481,471,97.92,10,2.08,21003
21,4,537,519,96.65,18,3.35,21004
21,5,472,455,96.4,17,3.6,21005
21,6,492,473,96.14,19,3.86,21006
21,7,477,468,98.11,9,1.89,21007
21,8,492,481,97.76,11,2.24,21008
21,9,500,489,97.8,11,2.2,21009
21,10,475,464,97.68,11,2.32,21010
21,11,482,465,96.47,17,3.53,21011
21,12,482,465,96.47,17,3.53,21012
21,13,506,499,98.62,7,1.38,21013
21,14,561,537,95.72,24,4.28,21014
21,15,459,450,98.04,9,1.96,21015
21,16,505,493,97.62,12,2.38,21016
21,17,461,436,94.58,25,5.42,21017
21,18,590,571,96.78,19,3.22,21018
21,19,498,480,96.39,18,3.61,21019
21,20,432,420,97.22,12,2.78,21020
21,21,445,435,97.75,10,2.25,21021
21,22,464,455,98.06,9,1.94,21022
21,23,468,455,97.22,13,2.78,21023
21,24,494,480,97.17,14,2.83,21024
21,25,449,437,97.33,12,2.67,21025
21,26,490,474,96.73,16,3.27,21026
21,27,495,473,95.56,22,4.44,21027
21,28,503,490,97.42,13,2.58,21028
21,29,492,479,97.36,13,2.64,21029
21,30,470,461,98.09,9,1.91,21030
21,31,329,323,98.18,6,1.82,21031
21,32,470,458,97.45,12,2.55,21032
21,33,466,451,96.78,15,3.22,21033
21,34,535,521,97.38,14,2.62,21034
21,35,476,461,96.85,15,3.15,21035
21,36,523,499,95.41,24,4.59,21036
21,37,408,390,95.59,18,4.41,21037
21,38,566,553,97.7,13,2.3,21038
21,39,473,454,95.98,19,4.02,21039
21,40,519,496,95.57,23,4.43,21040
21,41,465,447,96.13,18,3.87,21041
21,42,542,520,95.94,22,4.06,21042
21,43,519,507,97.69,12,2.31,21043
21,44,498,486,97.59,12,2.41,21044
21,45,515,495,96.12,20,3.88,21045
21,46,483,469,97.1,14,2.9,21046
21,47,476,460,96.64,16,3.36,21047
21,48,463,444,95.9,19,4.1,21048
21,49,440,427,97.05,13,2.95,21049
21,50,421,400,95.01,21,4.99,21050
21,51,505,493,97.62,12,2.38,21051
21,52,551,525,95.28,26,4.72,21052
21,53,384,370,96.35,14,3.65,21053
21,54,474,464,97.89,10,2.11,21054
22,1,481,473,98.34,8,1.66,22001
22,2,440,322,73.18,118,26.82,22002
22,3,297,255,85.86,42,14.14,22003
22,4,313,281,89.78,32,10.22,22004
22,5,318,284,89.31,34,10.69,22005
22,6,294,262,89.12,32,10.88,22006
22,7,330,290,87.88,40,12.12,22007
22,8,458,380,82.97,78,17.03,22008
22,9,291,264,90.72,27,9.28,22009
22,10,365,318,87.12,47,12.88,22010
22,11,257,236,91.83,21,8.17,22011
22,12,333,279,83.78,54,16.22,22012
22,13,324,286,88.27,38,11.73,22013
22,14,334,299,89.52,35,10.48,22014
22,15,292,262,89.73,30,10.27,22015
22,16,321,280,87.23,41,12.77,22016
22,17,293,251,85.67,42,14.33,22017
22,18,283,257,90.81,26,9.19,22018
22,19,243,239,98.35,4,1.65,22019
22,20,287,249,86.76,38,13.24,22020
22,21,559,538,96.24,21,3.76,22021
22,22,281,270,96.09,11,3.91,22022
22,23,400,387,96.75,13,3.25,22023
22,24,325,298,91.69,27,8.31,22024
22,25,309,280,90.61,29,9.39,22025
23,1,349,224,64.18,125,35.82,23001
23,2,371,244,65.77,127,34.23,23002
23,3,342,207,60.53,135,39.47,23003
23,4,370,250,67.57,120,32.43,23004
23,5,306,258,84.31,48,15.69,23005
23,6,345,274,79.42,71,20.58,23006
23,7,331,267,80.66,64,19.34,23007
23,8,380,281,73.95,99,26.05,23008
23,9,293,261,89.08,32,10.92,23009
23,10,374,292,78.07,82,21.93,23010
23,11,399,350,87.72,49,12.28,23011
23,12,345,216,62.61,129,37.39,23012
23,13,283,246,86.93,37,13.07,23013
23,14,291,188,64.6,103,35.4,23014
23,15,300,260,86.67,40,13.33,23015
23,16,339,230,67.85,109,32.15,23016
23,17,244,206,84.43,38,15.57,23017
23,18,350,231,66.0,119,34.0,23018
23,19,325,289,88.92,36,11.08,23019
23,20,216,171,79.17,45,20.83,23020
23,21,366,220,60.11,146,39.89,23021
23,22,347,244,70.32,103,29.68,23022
23,23,328,193,58.84,135,41.16,23023
23,24,293,241,82.25,52,17.75,23024
23,25,316,258,81.65,58,18.35,23025
23,26,293,224,76.45,69,23.55,23026
23,27,332,218,65.66,114,34.34,23027
23,28,382,255,66.75,127,33.25,23028
23,29,292,196,67.12,96,32.88,23029
23,30,352,296,84.09,56,15.91,23030
23,31,251,206,82.07,45,17.93,23031
23,32,348,296,85.06,52,14.94,23032
23,33,361,310,85.87,51,14.13,23033
23,34,307,253,82.41,54,17.59,23034
23,35,267,164,61.42,103,38.58,23035
23,36,343,215,62.68,128,37.32,23036
23,37,332,194,58.43,138,41.57,23037
23,38,318,201,63.21,117,36.79,23038
23,39,281,233,82.92,48,17.08,23039
24,1,419,409,97.61,10,2.39,24001
24,2,470,450,95.74,20,4.26,24002
24,3,483,464,96.07,19,3.93,24003
24,4,365,350,95.89,15,4.11,24004
24,5,263,254,96.58,9,3.42,24005
24,6,466,453,97.21,13,2.79,24006
24,7,215,206,95.81,9,4.19,24007
24,8,248,239,96.37,9,3.63,24008
24,9,465,441,94.84,24,5.16,24009
24,10,245,239,97.55,6,2.45,24010
24,11,509,498,97.84,11,2.16,24011
24,12,326,311,95.4,15,4.6,24012
24,13,281,272,96.8,9,3.2,24013
24,14,428,400,93.46,28,6.54,24014
24,15,284,270,95.07,14,4.93,24015
24,16,346,320,92.49,26,7.51,24016
24,17,368,357,97.01,11,2.99,24017
24,18,511,492,96.28,19,3.72,24018
24,19,514,503,97.86,11,2.14,24019
24,20,354,348,98.31,6,1.69,24020
24,21,225,218,96.89,7,3.11,24021
24,22,565,550,97.35,15,2.65,24022
24,23,440,421,95.68,19,4.32,24023
24,24,588,573,97.45,15,2.55,24024
24,25,409,395,96.58,14,3.42,24025
24,26,530,520,98.11,10,1.89,24026
24,27,454,438,96.48,16,3.52,24027
24,28,361,351,97.23,10,2.77,24028
24,29,310,299,96.45,11,3.55,24029
24,30,289,279,96.54,10,3.46,24030
24,31,513,486,94.74,27,5.26,24031
24,32,289,281,97.23,8,2.77,24032
24,33,294,287,97.62,7,2.38,24033
24,34,376,362,96.28,14,3.72,24034
24,35,465,447,96.13,18,3.87,24035
24,36,559,539,96.42,20,3.58,24036
24,37,281,270,96.09,11,3.91,24037
24,38,349,334,95.7,15,4.3,24038
24,39,448,428,95.54,20,4.46,24039
24,40,445,431,96.85,14,3.15,24040
24,41,346,331,95.66,15,4.34,24041
25,1,319,285,89.34,34,10.66,25001
25,2,359,323,89.97,36,10.03,25002
25,3,569,392,68.89,177,31.11,25003
25,4,463,417,90.06,46,9.94,25004
25,5,358,298,83.24,60,16.76,25005
25,6,132,102,77.27,30,22.73,25006
25,7,322,285,88.51,37,11.49,25007
25,8,395,344,87.09,51,12.91,25008
25,9,400,360,90.0,40,10.0,25009
25,10,493,323,65.52,170,34.48,25010
25,11,402,350,87.06,52,12.94,25011
25,12,263,228,86.69,35,13.31,25012
25,13,387,351,90.7,36,9.3,25013
25,14,287,219,76.31,68,23.69,25014
25,15,337,289,85.76,48,14.24,25015
25,16,541,338,62.48,203,37.52,25016
25,17,457,403,88.18,54,11.82,25017
25,18,216,186,86.11,30,13.89,25018
25,19,397,356,89.67,41,10.33,25019
25,20,432,414,95.83,18,4.17,25020
25,21,727,537,73.87,190,26.13,25021
25,22,330,289,87.58,41,12.42,25022
25,23,451,400,88.69,51,11.31,25023
25,24,338,294,86.98,44,13.02,25024
25,25,394,282,71.57,112,28.43,25025
25,26,369,310,84.01,59,15.99,25026
25,27,483,345,71.43,138,28.57,25027
25,28,436,381,87.39,55,12.61,25028
25,29,390,348,89.23,42,10.77,25029
25,30,361,319,88.37,42,11.63,25030
25,31,500,320,64.0,180,36.0,25031
25,32,333,287,86.19,46,13.81,25032
26,1,382,344,90.05,38,9.95,26001
26,2,377,334,88.59,43,11.41,26002
26,3,426,348,81.69,78,18.31,26003
26,4,356,324,91.01,32,8.99,26004
26,5,392,366,93.37,26,6.63,26005
26,6,268,250,93.28,18,6.72,26006
26,7,351,307,87.46,44,12.54,26007
26,8,281,252,89.68,29,10.32,26008
26,9,327,298,91.13,29,8.87,26009
26,10,437,392,89.7,45,10.3,26010
26,11,287,249,86.76,38,13.24,26011
26,12,403,371,92.06,32,7.94,26012
26,13,298,273,91.61,25,8.39,26013
26,14,259,229,88.42,30,11.58,26014
26,15,245,216,88.16,29,11.84,26015
26,16,255,223,87.45,32,12.55,26016
26,17,385,243,63.12,142,36.88,26017
26,18,356,311,87.36,45,12.64,26018
26,19,275,256,93.09,19,6.91,26019
26,20,385,343,89.09,42,10.91,26020
26,21,512,473,92.38,39,7.62,26021
26,22,272,238,87.5,34,12.5,26022
26,23,249,227,91.16,22,8.84,26023
26,24,274,247,90.15,27,9.85,26024
26,25,304,268,88.16,36,11.84,26025
26,26,264,234,88.64,30,11.36,26026
26,27,315,286,90.79,29,9.21,26027
26,28,393,318,80.92,75,19.08,26028
26,29,338,294,86.98,44,13.02,26029
26,30,391,351,89.77,40,10.23,26030
26,31,283,253,89.4,30,10.6,26031
26,32,343,264,76.97,79,23.03,26032
26,33,438,391,89.27,47,10.73,26033
26,34,403,363,90.07,40,9.93,26034
26,35,299,270,90.3,29,9.7,26035
26,36,378,330,87.3,48,12.7,26036
27,1,479,321,67.01,158,32.99,27001
27,2,472,364,77.12,108,22.88,27002
27,3,334,329,98.5,5,1.5,27003
27,4,438,418,95.43,20,4.57,27004
27,5,336,319,94.94,17,5.06,27005
27,6,571,480,84.06,91,15.94,27006
27,7,515,427,82.91,88,17.09,27007
27,8,407,387,95.09,20,4.91,27008
27,9,494,439,88.87,55,11.13,27009
27,10,407,385,94.59,22,5.41,27010
27,11,444,317,71.4,127,28.6,27011
27,12,449,303,67.48,146,32.52,27012
27,13,537,496,92.36,41,7.64,27013
27,14,453,433,95.58,20,4.42,27014
27,15,476,467,98.11,9,1.89,27015
27,16,397,277,69.77,120,30.23,27016
27,17,506,478,94.47,28,5.53,27017
27,18,359,343,95.54,16,4.46,27018
27,19,370,355,95.95,15,4.05,27019
27,20,629,558,88.71,71,11.29,27020
27,21,594,421,70.88,173,29.12,27021
27,22,311,301,96.78,10,3.22,27022
27,23,396,384,96.97,12,3.03,27023
27,24,409,391,95.6,18,4.4,27024
27,25,430,396,92.09,34,7.91,27025
27,26,369,352,95.39,17,4.61,27026
27,27,500,460,92.0,40,8.0,27027
27,28,423,340,80.38,83,19.62,27028
27,29,415,395,95.18,20,4.82,27029
27,30,490,479,97.76,11,2.24,27030
27,31,390,377,96.67,13,3.33,27031
27,32,348,314,90.23,34,9.77,27032
27,33,446,361,80.94,85,19.06,27033
27,34,448,433,96.65,15,3.35,27034
27,35,459,340,74.07,119,25.93,27035
27,36,363,334,92.01,29,7.99,27036
27,37,492,415,84.35,77,15.65,27037
27,38,429,331,77.16,98,22.84,27038
27,39,476,456,95.8,20,4.2,27039
27,40,510,396,77.65,114,22.35,27040
27,41,418,398,95.22,20,4.78,27041
27,42,464,331,71.34,133,28.66,27042
27,43,403,382,94.79,21,5.21,27043
27,44,426,410,96.24,16,3.76,27044
27,45,487,325,66.74,162,33.26,27045
28,1,427,411,96.25,16,3.75,28001
28,2,388,372,95.88,16,4.12,28002
28,3,384,370,96.35,14,3.65,28003
28,4,319,245,76.8,74,23.2,28004
28,5,225,215,95.56,10,4.44,28005
28,6,190,160,84.21,30,15.79,28006
28,7,533,522,97.94,11,2.06,28007
28,8,320,228,71.25,92,28.75,28008
28,9,520,505,97.12,15,2.88,28009
28,10,427,350,81.97,77,18.03,28010
28,11,738,656,88.89,82,11.11,28011
28,12,451,435,96.45,16,3.55,28012
28,13,393,384,97.71,9,2.29,28013
28,14,415,404,97.35,11,2.65,28014
28,15,121,117,96.69,4,3.31,28015
28,16,330,326,98.79,4,1.21,28016
28,17,428,415,96.96,13,3.04,28017
28,18,335,330,98.51,5,1.49,28018
28,19,348,292,83.91,56,16.09,28019
28,20,434,421,97.0,13,3.0,28020
28,21,412,397,96.36,15,3.64,28021
28,22,368,356,96.74,12,3.26,28022
28,23,558,536,96.06,22,3.94,28023
28,24,451,439,97.34,12,2.66,28024
28,25,633,617,97.47,16,2.53,28025
28,26,528,510,96.59,18,3.41,28026
28,27,363,267,73.55,96,26.45,28027
28,28,387,289,74.68,98,25.32,28028
28,29,199,187,93.97,12,6.03,28029
28,30,67,65,97.01,2,2.99,28030
28,31,512,498,97.27,14,2.73,28031
28,32,455,440,96.7,15,3.3,28032
28,33,482,464,96.27,18,3.73,28033
28,34,656,629,95.88,27,4.12,28034
28,35,586,564,96.25,22,3.75,28035
28,36,240,233,97.08,7,2.92,28036
28,37,637,621,97.49,16,2.51,28037
28,38,237,232,97.89,5,2.11,28038
28,39,378,366,96.83,12,3.17,28039
28,40,598,582,97.32,16,2.68,28040
28,41,410,399,97.32,11,2.68,28041
28,42,537,527,98.14,10,1.86,28042
28,43,575,564,98.09,11,1.91,28043
28,44,360,348,96.67,12,3.33,28044
28,45,344,273,79.36,71,20.64,28045
28,46,637,521,81.79,116,18.21,28046
29,1,510,411,80.59,99,19.41,29001
29,2,528,519,98.3,9,1.7,29002
29,3,466,454,97.42,12,2.58,29003
29,4,470,458,97.45,12,2.55,29004
29,5,518,503,97.1,15,2.9,29005
29,6,471,455,96.6,16,3.4,29006
29,7,534,483,90.45,51,9.55,29007
29,8,582,567,97.42,15,2.58,29008
29,9,485,371,76.49,114,23.51,29009
29,10,540,439,81.3,101,18.7,29010
29,11,564,549,97.34,15,2.66,29011
29,12,572,551,96.33,21,3.67,29012
29,13,556,543,97.66,13,2.34,29013
29,14,608,601,98.85,7,1.15,29014
29,15,549,530,96.54,19,3.46,29015
29,16,504,494,98.02,10,1.98,29016
29,17,522,507,97.13,15,2.87,29017
29,18,626,607,96.96,19,3.04,29018
29,19,594,578,97.31,16,2.69,29019
29,20,495,480,96.97,15,3.03,29020
29,21,510,501,98.24,9,1.76,29021
29,22,639,577,90.3,62,9.7,29022
29,23,448,325,72.54,123,27.46,29023
29,24,477,467,97.9,10,2.1,29024
29,25,547,532,97.26,15,2.74,29025
29,26,547,524,95.8,23,4.2,29026
29,27,432,421,97.45,11,2.55,29027
29,28,535,520,97.2,15,2.8,29028
29,29,353,238,67.42,115,32.58,29029
29,30,460,386,83.91,74,16.09,29030
29,31,378,235,62.17,143,37.83,29031
29,32,388,259,66.75,129,33.25,29032
29,33,527,501,95.07,26,4.93,29033
29,34,394,377,95.69,17,4.31,29034
29,35,590,566,95.93,24,4.07,29035
29,36,518,506,97.68,12,2.32,29036
29,37,570,556,97.54,14,2.46,29037
29,38,409,318,77.75,91,22.25,29038
29,39,381,293,76.9,88,23.1,29039
29,40,589,576,97.79,13,2.21,29040
29,41,494,482,97.57,12,2.43,29041
29,42,430,417,96.98,13,3.02,29042
29,43,543,483,88.95,60,11.05,29043
29,44,525,505,96.19,20,3.81,29044
30,1,437,325,74.37,112,25.63,30001
30,2,363,297,81.82,66,18.18,30002
30,3,272,209,76.84,63,23.16,30003
30,4,373,288,77.21,85,22.79,30004
30,5,303,257,84.82,46,15.18,30005
30,6,305,250,81.97,55,18.03,30006
30,7,392,313,79.85,79,20.15,30007
30,8,379,303,79.95,76,20.05,30008
30,9,312,232,74.36,80,25.64,30009
30,10,360,282,78.33,78,21.67,30010
30,11,324,286,88.27,38,11.73,30011
30,12,340,266,78.24,74,21.76,30012
30,13,224,177,79.02,47,20.98,30013
30,14,336,266,79.17,70,20.83,30014
30,15,341,252,73.9,89,26.1,30015
30,16,178,137,76.97,41,23.03,30016
30,17,356,287,80.62,69,19.38,30017
30,18,322,268,83.23,54,16.77,30018
30,19,337,278,82.49,59,17.51,30019
30,20,366,284,77.6,82,22.4,30020
30,21,411,307,74.7,104,25.3,30021
30,22,403,345,85.61,58,14.39,30022
30,23,330,268,81.21,62,18.79,30023
30,24,355,283,79.72,72,20.28,30024
30,25,378,295,78.04,83,21.96,30025
30,26,257,206,80.16,51,19.84,30026
30,27,241,196,81.33,45,18.67,30027
30,28,386,327,84.72,59,15.28,30028
30,29,254,212,83.46,42,16.54,30029
30,30,153,131,85.62,22,14.38,30030
30,31,232,175,75.43,57,24.57,30031
30,32,286,228,79.72,58,20.28,30032
31,1,239,216,90.38,23,9.62,31001
31,2,220,201,91.36,19,8.64,31002
31,3,273,207,75.82,66,24.18,31003
31,4,315,276,87.62,39,12.38,31004
31,5,248,201,81.05,47,18.95,31005
31,6,215,181,84.19,34,15.81,31006
31,7,284,250,88.03,34,11.97,31007
31,8,175,150,85.71,25,14.29,31008
31,9,279,235,84.23,44,15.77,31009
31,10,242,198,81.82,44,18.18,31010
31,11,233,174,74.68,59,25.32,31011
31,12,244,193,79.1,51,20.9,31012
31,13,256,223,87.11,33,12.89,31013
31,14,231,187,80.95,44,19.05,31014
31,15,225,178,79.11,47,20.89,31015
31,16,286,250,87.41,36,12.59,31016
31,17,266,227,85.34,39,14.66,31017
31,18,251,204,81.27,47,18.73,31018
31,19,213,173,81.22,40,18.78,31019
31,20,227,199,87.67,28,12.33,31020
31,21,237,201,84.81,36,15.19,31021
31,22,228,187,82.02,41,17.98,31022
31,23,230,192,83.48,38,16.52,31023
31,24,273,227,83.15,46,16.85,31024
31,25,211,158,74.88,53,25.12,31025
31,26,266,219,82.33,47,17.67,31026
31,27,283,226,79.86,57,20.14,31027
31,28,235,187,79.57,48,20.43,31028
31,29,263,223,84.79,40,15.21,31029
31,30,186,156,83.87,30,16.13,31030
31,31,224,172,76.79,52,23.21,31031
31,32,207,168,81.16,39,18.84,31032
31,33,212,157,74.06,55,25.94,31033
31,34,241,187,77.59,54,22.41,31034
31,35,288,246,85.42,42,14.58,31035
31,36,231,193,83.55,38,16.45,31036
31,37,203,162,79.8,41,20.2,31037
31,38,262,240,91.6,22,8.4,31038
31,39,244,213,87.3,31,12.7,31039
31,40,256,212,82.81,44,17.19,31040
31,41,220,182,82.73,38,17.27,31041
32,1,540,403,74.63,137,25.37,32001
32,2,486,330,67.9,156,32.1,32002
32,3,497,413,83.1,84,16.9,32003
32,4,447,329,73.6,118,26.4,32004
32,5,478,378,79.08,100,20.92,32005
32,6,464,311,67.03,153,32.97,32006
32,7,549,367,66.85,182,33.15,32007
32,8,585,363,62.05,222,37.95,32008
32,9,463,337,72.79,126,27.21,32009
32,10,518,351,67.76,167,32.24,32010
32,11,460,413,89.78,47,10.22,32011
32,12,367,306,83.38,61,16.62,32012
32,13,511,329,64.38,182,35.62,32013
32,14,440,386,87.73,54,12.27,32014
32,15,483,347,71.84,136,28.16,32015
32,16,453,350,77.26,103,22.74,32016
32,17,445,384,86.29,61,13.71,32017
32,18,485,337,69.48,148,30.52,32018
32,19,461,341,73.97,120,26.03,32019
32,20,467,420,89.94,47,10.06,32020
32,21,526,378,71.86,148,28.14,32021
32,22,555,481,86.67,74,13.33,32022
32,23,487,317,65.09,170,34.91,32023
32,24,389,217,55.78,172,44.22,32024
32,25,497,347,69.82,150,30.18,32025
32,26,486,412,84.77,74,15.23,32026
32,27,491,284,57.84,207,42.16,32027
32,28,493,424,86.0,69,14.0,32028
32,29,485,388,80.0,97,20.0,32029
32,30,500,291,58.2,209,41.8,32030
32,31,447,319,71.36,128,28.64,32031
32,32,491,358,72.91,133,27.09,32032
32,33,488,355,72.75,133,27.25,32033
32,34,484,364,75.21,120,24.79,32034
32,35,496,362,72.98,134,27.02,32035
32,36,509,369,72.5,140,27.5,32036
32,37,434,313,72.12,121,27.88,32037
32,38,457,313,68.49,144,31.51,32038
32,39,567,332,58.55,235,41.45,32039
32,40,524,367,70.04,157,29.96,32040
32,41,512,333,65.04,179,34.96,32041
32,42,474,336,70.89,138,29.11,32042
32,43,429,365,85.08,64,14.92,32043
33,1,491,422,85.95,69,14.05,33001
33,2,488,392,80.33,96,19.67,33002
33,3,525,442,84.19,83,15.81,33003
33,4,478,400,83.68,78,16.32,33004
33,5,409,336,82.15,73,17.85,33005
33,6,449,383,85.3,66,14.7,33006
33,7,459,374,81.48,85,18.52,33007
33,8,614,508,82.74,106,17.26,33008
33,9,502,382,76.1,120,23.9,33009
33,10,477,361,75.68,116,24.32,33010
33,11,478,386,80.75,92,19.25,33011
33,12,494,409,82.79,85,17.21,33012
33,13,437,382,87.41,55,12.59,33013
33,14,224,188,83.93,36,16.07,33014
33,15,496,409,82.46,87,17.54,33015
33,16,651,525,80.65,126,19.35,33016
33,17,504,413,81.94,91,18.06,33017
33,18,562,467,83.1,95,16.9,33018
33,19,474,370,78.06,104,21.94,33019
33,20,544,452,83.09,92,16.91,33020
33,21,497,416,83.7,81,16.3,33021
33,22,487,412,84.6,75,15.4,33022
