ward,precinct,total,Anita Alvarez,Anita Alvarez Percent,Lori S. Yokoyama,Lori S. Yokoyama Percent,precinct_id
17,24,509,492,96.66,17,3.34,17024
17,25,465,447,96.13,18,3.87,17025
17,26,519,508,97.88,11,2.12,17026
17,27,494,481,97.37,13,2.63,17027
17,28,487,474,97.33,13,2.67,17028
17,29,515,502,97.48,13,2.52,17029
17,30,373,347,93.03,26,6.97,17030
17,31,415,394,94.94,21,5.06,17031
17,32,459,442,96.3,17,3.7,17032
17,33,393,381,96.95,12,3.05,17033
17,34,386,378,97.93,8,2.07,17034
17,35,432,418,96.76,14,3.24,17035
17,36,493,482,97.77,11,2.23,17036
17,37,412,397,96.36,15,3.64,17037
17,38,535,520,97.2,15,2.8,17038
17,39,445,429,96.4,16,3.6,17039
17,40,473,457,96.62,16,3.38,17040
17,41,530,518,97.74,12,2.26,17041
18,1,393,365,92.88,28,7.12,18001
18,2,385,342,88.83,43,11.17,18002
18,3,345,276,80.0,69,20.0,18003
18,4,441,416,94.33,25,5.67,18004
18,5,356,345,96.91,11,3.09,18005
18,6,368,276,75.0,92,25.0,18006
18,7,439,398,90.66,41,9.34,18007
18,8,456,422,92.54,34,7.46,18008
18,9,412,388,94.17,24,5.83,18009
18,10,502,482,96.02,20,3.98,18010
18,11,365,332,90.96,33,9.04,18011
18,12,441,419,95.01,22,4.99,18012
18,13,482,455,94.4,27,5.6,18013
18,14,455,432,94.95,23,5.05,18014
18,15,383,349,91.12,34,8.88,18015
18,16,451,420,93.13,31,6.87,18016
18,17,423,395,93.38,28,6.62,18017
18,18,375,355,94.67,20,5.33,18018
18,19,443,427,96.39,16,3.61,18019
18,20,433,419,96.77,14,3.23,18020
18,21,540,498,92.22,42,7.78,18021
18,22,511,494,96.67,17,3.33,18022
18,23,444,421,94.82,23,5.18,18023
18,24,373,312,83.65,61,16.35,18024
18,25,409,338,82.64,71,17.36,18025
18,26,501,466,93.01,35,6.99,18026
18,27,397,374,94.21,23,5.79,18027
18,28,363,272,74.93,91,25.07,18028
18,29,422,379,89.81,43,10.19,18029
18,30,396,311,78.54,85,21.46,18030
18,31,461,438,95.01,23,4.99,18031
18,32,467,451,96.57,16,3.43,18032
18,33,430,422,98.14,8,1.86,18033
18,34,497,468,94.16,29,5.84,18034
18,35,463,443,95.68,20,4.32,18035
18,36,390,352,90.26,38,9.74,18036
18,37,461,434,94.14,27,5.86,18037
18,38,425,409,96.24,16,3.76,18038
18,39,377,360,95.49,17,4.51,18039
18,40,490,432,88.16,58,11.84,18040
18,41,500,458,91.6,42,8.4,18041
18,42,407,381,93.61,26,6.39,18042
18,43,439,371,84.51,68,15.49,18043
18,44,364,272,74.73,92,25.27,18044
18,45,388,359,92.53,29,7.47,18045
18,46,434,371,85.48,63,14.52,18046
18,47,367,350,95.37,17,4.63,18047
18,48,389,376,96.66,13,3.34,18048
18,49,359,341,94.99,18,5.01,18049
18,50,422,399,94.55,23,5.45,18050
19,1,427,315,73.77,112,26.23,19001
19,2,486,420,86.42,66,13.58,19002
19,3,371,233,62.8,138,37.2,19003
19,4,520,327,62.88,193,37.12,19004
19,5,483,401,83.02,82,16.98,19005
19,6,387,265,68.48,122,31.52,19006
19,7,463,361,77.97,102,22.03,19007
19,8,514,309,60.12,205,39.88,19008
19,9,296,205,69.26,91,30.74,19009
19,10,544,427,78.49,117,21.51,19010
19,11,457,280,61.27,177,38.73,19011
19,12,404,266,65.84,138,34.16,19012
19,13,598,551,92.14,47,7.86,19013
19,14,552,464,84.06,88,15.94,19014
19,15,393,243,61.83,150,38.17,19015
19,16,500,332,66.4,168,33.6,19016
19,17,425,299,70.35,126,29.65,19017
19,18,503,401,79.72,102,20.28,19018
19,19,501,369,73.65,132,26.35,19019
19,20,410,356,86.83,54,13.17,19020
19,21,456,284,62.28,172,37.72,19021
19,22,490,386,78.78,104,21.22,19022
19,23,489,353,72.19,136,27.81,19023
19,24,346,226,65.32,120,34.68,19024
19,25,456,309,67.76,147,32.24,19025
19,26,487,346,71.05,141,28.95,19026
19,27,474,405,85.44,69,14.56,19027
19,28,623,585,93.9,38,6.1,19028
19,29,411,251,61.07,160,38.93,19029
19,30,464,317,68.32,147,31.68,19030
19,31,406,300,73.89,106,26.11,19031
19,32,451,343,76.05,108,23.95,19032
19,33,477,311,65.2,166,34.8,19033
19,34,433,328,75.75,105,24.25,19034
19,35,402,315,78.36,87,21.64,19035
19,36,663,587,88.54,76,11.46,19036
19,37,474,422,89.03,52,10.97,19037
19,38,424,374,88.21,50,11.79,19038
19,39,234,226,96.58,8,3.42,19039
19,40,493,402,81.54,91,18.46,19040
19,41,480,327,68.13,153,31.88,19041
19,42,406,328,80.79,78,19.21,19042
19,43,696,655,94.11,41,5.89,19043
19,44,536,338,63.06,198,36.94,19044
19,45,437,319,73.0,118,27.0,19045
19,46,513,356,69.4,157,30.6,19046
19,47,623,542,87.0,81,13.0,19047
19,48,702,673,95.87,29,4.13,19048
19,49,560,491,87.68,69,12.32,19049
19,50,401,312,77.81,89,22.19,19050
19,51,526,399,75.86,127,24.14,19051
19,52,358,215,60.06,143,39.94,19052
19,53,420,319,75.95,101,24.05,19053
19,54,403,258,64.02,145,35.98,19054
19,55,468,312,66.67,156,33.33,19055
19,56,505,381,75.45,124,24.55,19056
19,57,540,429,79.44,111,20.56,19057
19,58,425,280,65.88,145,34.12,19058
20,1,473,459,97.04,14,2.96,20001
20,2,423,411,97.16,12,2.84,20002
20,3,419,405,96.66,14,3.34,20003
20,4,289,274,94.81,15,5.19,20004
20,5,485,467,96.29,18,3.71,20005
20,6,480,466,97.08,14,2.92,20006
20,7,455,440,96.7,15,3.3,20007
20,8,457,439,96.06,18,3.94,20008
20,9,521,503,96.55,18,3.45,20009
20,10,474,458,96.62,16,3.38,20010
20,11,617,595,96.43,22,3.57,20011
20,12,384,369,96.09,15,3.91,20012
20,13,569,559,98.24,10,1.76,20013
20,14,394,387,98.22,7,1.78,20014
20,15,256,235,91.8,21,8.2,20015
20,16,458,434,94.76,24,5.24,20016
20,17,302,285,94.37,17,5.63,20017
20,18,414,401,96.86,13,3.14,20018
20,19,471,457,97.03,14,2.97,20019
20,20,294,275,93.54,19,6.46,20020
20,21,509,495,97.25,14,2.75,20021
20,22,563,533,94.67,30,5.33,20022
20,23,611,598,97.87,13,2.13,20023
20,24,508,486,95.67,22,4.33,20024
20,25,443,429,96.84,14,3.16,20025
20,26,437,413,94.51,24,5.49,20026
20,27,373,364,97.59,9,2.41,20027
20,28,347,335,96.54,12,3.46,20028
20,29,622,603,96.95,19,3.05,20029
20,30,269,264,98.14,5,1.86,20030
20,31,570,551,96.67,19,3.33,20031
20,32,546,527,96.52,19,3.48,20032
20,33,346,332,95.95,14,4.05,20033
20,34,504,473,93.85,31,6.15,20034
20,35,574,559,97.39,15,2.61,20035
20,36,303,298,98.35,5,1.65,20036
20,37,216,208,96.3,8,3.7,20037
21,1,500,474,94.8,26,5.2,21001
21,2,457,447,97.81,10,2.19,21002
21,3,479,463,96.66,16,3.34,21003
21,4,553,530,95.84,23,4.16,21004
21,5,474,456,96.2,18,3.8,21005
21,6,495,478,96.57,17,3.43,21006
21,7,484,469,96.9,15,3.1,21007
21,8,499,485,97.19,14,2.81,21008
21,9,493,474,96.15,19,3.85,21009
21,10,486,460,94.65,26,5.35,21010
21,11,484,469,96.9,15,3.1,21011
21,12,495,468,94.55,27,5.45,21012
21,13,510,495,97.06,15,2.94,21013
21,14,572,545,95.28,27,4.72,21014
21,15,479,467,97.49,12,2.51,21015
21,16,517,505,97.68,12,2.32,21016
21,17,464,445,95.91,19,4.09,21017
21,18,596,578,96.98,18,3.02,21018
21,19,513,497,96.88,16,3.12,21019
21,20,448,426,95.09,22,4.91,21020
21,21,459,448,97.6,11,2.4,21021
21,22,469,449,95.74,20,4.26,21022
21,23,481,466,96.88,15,3.12,21023
21,24,507,497,98.03,10,1.97,21024
21,25,453,441,97.35,12,2.65,21025
21,26,502,485,96.61,17,3.39,21026
21,27,496,479,96.57,17,3.43,21027
21,28,508,490,96.46,18,3.54,21028
21,29,502,487,97.01,15,2.99,21029
21,30,475,455,95.79,20,4.21,21030
21,31,324,312,96.3,12,3.7,21031
21,32,465,447,96.13,18,3.87,21032
21,33,470,454,96.6,16,3.4,21033
21,34,542,526,97.05,16,2.95,21034
21,35,480,462,96.25,18,3.75,21035
21,36,529,514,97.16,15,2.84,21036
21,37,416,398,95.67,18,4.33,21037
21,38,569,555,97.54,14,2.46,21038
21,39,476,462,97.06,14,2.94,21039
21,40,521,497,95.39,24,4.61,21040
21,41,466,433,92.92,33,7.08,21041
21,42,544,524,96.32,20,3.68,21042
21,43,529,510,96.41,19,3.59,21043
21,44,493,469,95.13,24,4.87,21044
21,45,526,513,97.53,13,2.47,21045
21,46,486,470,96.71,16,3.29,21046
21,47,482,464,96.27,18,3.73,21047
21,48,471,455,96.6,16,3.4,21048
21,49,445,432,97.08,13,2.92,21049
21,50,431,422,97.91,9,2.09,21050
21,51,512,498,97.27,14,2.73,21051
21,52,555,538,96.94,17,3.06,21052
21,53,390,376,96.41,14,3.59,21053
21,54,484,472,97.52,12,2.48,21054
22,1,496,487,98.19,9,1.81,22001
22,2,467,367,78.59,100,21.41,22002
22,3,335,311,92.84,24,7.16,22003
22,4,342,326,95.32,16,4.68,22004
22,5,360,340,94.44,20,5.56,22005
22,6,330,304,92.12,26,7.88,22006
22,7,369,347,94.04,22,5.96,22007
22,8,487,411,84.39,76,15.61,22008
22,9,338,323,95.56,15,4.44,22009
22,10,397,376,94.71,21,5.29,22010
22,11,288,272,94.44,16,5.56,22011
22,12,353,300,84.99,53,15.01,22012
22,13,339,321,94.69,18,5.31,22013
22,14,355,329,92.68,26,7.32,22014
22,15,322,300,93.17,22,6.83,22015
22,16,372,356,95.7,16,4.3,22016
22,17,324,302,93.21,22,6.79,22017
22,18,322,308,95.65,14,4.35,22018
22,19,245,238,97.14,7,2.86,22019
22,20,318,297,93.4,21,6.6,22020
22,21,574,550,95.82,24,4.18,22021
22,22,309,295,95.47,14,4.53,22022
22,23,423,409,96.69,14,3.31,22023
22,24,356,337,94.66,19,5.34,22024
22,25,337,320,94.96,17,5.04,22025
23,1,375,268,71.47,107,28.53,23001
23,2,394,279,70.81,115,29.19,23002
23,3,361,246,68.14,115,31.86,23003
23,4,398,292,73.37,106,26.63,23004
23,5,317,285,89.91,32,10.09,23005
23,6,360,301,83.61,59,16.39,23006
23,7,344,308,89.53,36,10.47,23007
23,8,408,309,75.74,99,24.26,23008
23,9,313,283,90.42,30,9.58,23009
23,10,405,343,84.69,62,15.31,23010
23,11,419,377,89.98,42,10.02,23011
23,12,358,240,67.04,118,32.96,23012
23,13,293,268,91.47,25,8.53,23013
23,14,312,212,67.95,100,32.05,23014
23,15,318,286,89.94,32,10.06,23015
23,16,361,269,74.52,92,25.48,23016
23,17,254,231,90.94,23,9.06,23017
23,18,378,266,70.37,112,29.63,23018
23,19,337,309,91.69,28,8.31,23019
23,20,231,200,86.58,31,13.42,23020
23,21,389,274,70.44,115,29.56,23021
23,22,362,270,74.59,92,25.41,23022
23,23,357,237,66.39,120,33.61,23023
23,24,321,276,85.98,45,14.02,23024
23,25,337,278,82.49,59,17.51,23025
23,26,323,269,83.28,54,16.72,23026
23,27,356,249,69.94,107,30.06,23027
23,28,397,293,73.8,104,26.2,23028
23,29,308,224,72.73,84,27.27,23029
23,30,369,321,86.99,48,13.01,23030
23,31,266,226,84.96,40,15.04,23031
23,32,364,319,87.64,45,12.36,23032
23,33,371,334,90.03,37,9.97,23033
23,34,318,280,88.05,38,11.95,23034
23,35,281,186,66.19,95,33.81,23035
23,36,364,259,71.15,105,28.85,23036
23,37,351,246,70.09,105,29.91,23037
23,38,339,247,72.86,92,27.14,23038
23,39,310,281,90.65,29,9.35,23039
24,1,435,416,95.63,19,4.37,24001
24,2,481,456,94.8,25,5.2,24002
24,3,498,481,96.59,17,3.41,24003
24,4,370,358,96.76,12,3.24,24004
24,5,266,250,93.98,16,6.02,24005
24,6,472,453,95.97,19,4.03,24006
24,7,229,217,94.76,12,5.24,24007
24,8,256,247,96.48,9,3.52,24008
24,9,475,459,96.63,16,3.37,24009
24,10,253,244,96.44,9,3.56,24010
24,11,513,499,97.27,14,2.73,24011
24,12,334,320,95.81,14,4.19,24012
24,13,289,281,97.23,8,2.77,24013
24,14,440,417,94.77,23,5.23,24014
24,15,297,286,96.3,11,3.7,24015
24,16,365,348,95.34,17,4.66,24016
24,17,381,371,97.38,10,2.62,24017
24,18,535,514,96.07,21,3.93,24018
24,19,543,521,95.95,22,4.05,24019
24,20,366,357,97.54,9,2.46,24020
24,21,233,228,97.85,5,2.15,24021
24,22,583,558,95.71,25,4.29,24022
24,23,448,435,97.1,13,2.9,24023
24,24,601,587,97.67,14,2.33,24024
24,25,413,398,96.37,15,3.63,24025
24,26,542,528,97.42,14,2.58,24026
24,27,469,457,97.44,12,2.56,24027
24,28,367,359,97.82,8,2.18,24028
24,29,313,299,95.53,14,4.47,24029
24,30,294,288,97.96,6,2.04,24030
24,31,509,490,96.27,19,3.73,24031
24,32,299,295,98.66,4,1.34,24032
24,33,297,286,96.3,11,3.7,24033
24,34,383,367,95.82,16,4.18,24034
24,35,480,462,96.25,18,3.75,24035
24,36,562,542,96.44,20,3.56,24036
24,37,288,280,97.22,8,2.78,24037
24,38,361,340,94.18,21,5.82,24038
24,39,470,453,96.38,17,3.62,24039
24,40,441,429,97.28,12,2.72,24040
24,41,351,339,96.58,12,3.42,24041
25,1,346,317,91.62,29,8.38,25001
25,2,386,357,92.49,29,7.51,25002
25,3,597,418,70.02,179,29.98,25003
25,4,481,436,90.64,45,9.36,25004
25,5,388,348,89.69,40,10.31,25005
25,6,151,106,70.2,45,29.8,25006
25,7,355,323,90.99,32,9.01,25007
25,8,413,377,91.28,36,8.72,25008
25,9,431,396,91.88,35,8.12,25009
25,10,535,352,65.79,183,34.21,25010
25,11,426,390,91.55,36,8.45,25011
25,12,282,254,90.07,28,9.93,25012
25,13,439,409,93.17,30,6.83,25013
25,14,349,268,76.79,81,23.21,25014
25,15,366,335,91.53,31,8.47,25015
25,16,575,376,65.39,199,34.61,25016
25,17,496,444,89.52,52,10.48,25017
25,18,241,201,83.4,40,16.6,25018
25,19,429,392,91.38,37,8.62,25019
25,20,445,428,96.18,17,3.82,25020
25,21,750,580,77.33,170,22.67,25021
25,22,354,328,92.66,26,7.34,25022
25,23,502,465,92.63,37,7.37,25023
25,24,365,331,90.68,34,9.32,25024
25,25,423,317,74.94,106,25.06,25025
25,26,418,382,91.39,36,8.61,25026
25,27,500,355,71.0,145,29.0,25027
25,28,466,430,92.27,36,7.73,25028
25,29,417,374,89.69,43,10.31,25029
25,30,391,366,93.61,25,6.39,25030
25,31,535,352,65.79,183,34.21,25031
25,32,357,315,88.24,42,11.76,25032
26,1,403,372,92.31,31,7.69,26001
26,2,406,377,92.86,29,7.14,26002
26,3,457,378,82.71,79,17.29,26003
26,4,384,364,94.79,20,5.21,26004
26,5,417,397,95.2,20,4.8,26005
26,6,300,290,96.67,10,3.33,26006
26,7,379,341,89.97,38,10.03,26007
26,8,311,296,95.18,15,4.82,26008
26,9,356,329,92.42,27,7.58,26009
26,10,468,429,91.67,39,8.33,26010
26,11,304,278,91.45,26,8.55,26011
26,12,429,399,93.01,30,6.99,26012
26,13,320,301,94.06,19,5.94,26013
26,14,281,264,93.95,17,6.05,26014
26,15,274,254,92.7,20,7.3,26015
26,16,284,266,93.66,18,6.34,26016
26,17,419,291,69.45,128,30.55,26017
26,18,394,365,92.64,29,7.36,26018
26,19,284,273,96.13,11,3.87,26019
26,20,402,365,90.8,37,9.2,26020
26,21,551,506,91.83,45,8.17,26021
26,22,315,298,94.6,17,5.4,26022
26,23,269,248,92.19,21,7.81,26023
26,24,300,283,94.33,17,5.67,26024
26,25,343,307,89.5,36,10.5,26025
26,26,284,255,89.79,29,10.21,26026
26,27,352,325,92.33,27,7.67,26027
26,28,420,355,84.52,65,15.48,26028
26,29,378,343,90.74,35,9.26,26029
26,30,420,391,93.1,29,6.9,26030
26,31,327,301,92.05,26,7.95,26031
26,32,372,290,77.96,82,22.04,26032
26,33,460,421,91.52,39,8.48,26033
26,34,448,410,91.52,38,8.48,26034
26,35,334,308,92.22,26,7.78,26035
26,36,400,347,86.75,53,13.25,26036
27,1,515,360,69.9,155,30.1,27001
27,2,503,413,82.11,90,17.89,27002
27,3,342,335,97.95,7,2.05,27003
27,4,457,425,93.0,32,7.0,27004
27,5,340,329,96.76,11,3.24,27005
27,6,595,503,84.54,92,15.46,27006
27,7,539,460,85.34,79,14.66,27007
27,8,416,396,95.19,20,4.81,27008
27,9,522,461,88.31,61,11.69,27009
27,10,426,404,94.84,22,5.16,27010
27,11,475,342,72.0,133,28.0,27011
27,12,469,334,71.22,135,28.78,27012
27,13,573,532,92.84,41,7.16,27013
27,14,462,446,96.54,16,3.46,27014
27,15,482,468,97.1,14,2.9,27015
27,16,421,298,70.78,123,29.22,27016
27,17,524,489,93.32,35,6.68,27017
27,18,368,353,95.92,15,4.08,27018
27,19,373,361,96.78,12,3.22,27019
27,20,635,584,91.97,51,8.03,27020
27,21,625,453,72.48,172,27.52,27021
27,22,319,310,97.18,9,2.82,27022
27,23,417,402,96.4,15,3.6,27023
27,24,424,415,97.88,9,2.12,27024
27,25,453,414,91.39,39,8.61,27025
27,26,380,360,94.74,20,5.26,27026
27,27,512,473,92.38,39,7.62,27027
27,28,439,361,82.23,78,17.77,27028
27,29,420,408,97.14,12,2.86,27029
27,30,506,486,96.05,20,3.95,27030
27,31,402,388,96.52,14,3.48,27031
27,32,367,331,90.19,36,9.81,27032
27,33,472,389,82.42,83,17.58,27033
27,34,457,438,95.84,19,4.16,27034
27,35,493,359,72.82,134,27.18,27035
27,36,379,357,94.2,22,5.8,27036
27,37,515,438,85.05,77,14.95,27037
27,38,440,353,80.23,87,19.77,27038
27,39,491,472,96.13,19,3.87,27039
27,40,528,430,81.44,98,18.56,27040
27,41,445,424,95.28,21,4.72,27041
27,42,491,357,72.71,134,27.29,27042
27,43,415,396,95.42,19,4.58,27043
27,44,439,429,97.72,10,2.28,27044
27,45,505,344,68.12,161,31.88,27045
28,1,422,414,98.1,8,1.9,28001
28,2,403,388,96.28,15,3.72,28002
28,3,397,379,95.47,18,4.53,28003
28,4,343,257,74.93,86,25.07,28004
28,5,232,219,94.4,13,5.6,28005
28,6,196,167,85.2,29,14.8,28006
28,7,561,551,98.22,10,1.78,28007
28,8,349,258,73.93,91,26.07,28008
28,9,535,524,97.94,11,2.06,28009
28,10,448,378,84.38,70,15.63,28010
28,11,763,693,90.83,70,9.17,28011
28,12,460,446,96.96,14,3.04,28012
28,13,407,398,97.79,9,2.21,28013
28,14,427,418,97.89,9,2.11,28014
28,15,133,130,97.74,3,2.26,28015
28,16,331,322,97.28,9,2.72,28016
28,17,431,417,96.75,14,3.25,28017
28,18,337,328,97.33,9,2.67,28018
28,19,364,318,87.36,46,12.64,28019
28,20,438,421,96.12,17,3.88,28020
28,21,419,408,97.37,11,2.63,28021
28,22,385,373,96.88,12,3.12,28022
28,23,563,550,97.69,13,2.31,28023
28,24,461,446,96.75,15,3.25,28024
28,25,643,626,97.36,17,2.64,28025
28,26,549,533,97.09,16,2.91,28026
28,27,386,284,73.58,102,26.42,28027
28,28,409,303,74.08,106,25.92,28028
28,29,208,188,90.38,20,9.62,28029
28,30,67,65,97.01,2,2.99,28030
28,31,520,502,96.54,18,3.46,28031
28,32,471,455,96.6,16,3.4,28032
28,33,491,479,97.56,12,2.44,28033
28,34,685,656,95.77,29,4.23,28034
28,35,599,581,96.99,18,3.01,28035
28,36,246,238,96.75,8,3.25,28036
28,37,648,631,97.38,17,2.62,28037
28,38,244,237,97.13,7,2.87,28038
28,39,392,380,96.94,12,3.06,28039
28,40,614,592,96.42,22,3.58,28040
28,41,411,398,96.84,13,3.16,28041
28,42,545,531,97.43,14,2.57,28042
28,43,589,576,97.79,13,2.21,28043
28,44,373,362,97.05,11,2.95,28044
28,45,356,285,80.06,71,19.94,28045
28,46,676,563,83.28,113,16.72,28046
29,1,540,449,83.15,91,16.85,29001
29,2,545,531,97.43,14,2.57,29002
29,3,476,466,97.9,10,2.1,29003
29,4,472,458,97.03,14,2.97,29004
29,5,541,530,97.97,11,2.03,29005
29,6,484,465,96.07,19,3.93,29006
29,7,546,502,91.94,44,8.06,29007
29,8,583,571,97.94,12,2.06,29008
29,9,516,416,80.62,100,19.38,29009
29,10,556,469,84.35,87,15.65,29010
29,11,567,552,97.35,15,2.65,29011
29,12,583,562,96.4,21,3.6,29012
29,13,560,546,97.5,14,2.5,29013
29,14,605,596,98.51,9,1.49,29014
29,15,554,536,96.75,18,3.25,29015
29,16,515,490,95.15,25,4.85,29016
29,17,538,521,96.84,17,3.16,29017
29,18,624,598,95.83,26,4.17,29018
29,19,595,577,96.97,18,3.03,29019
29,20,498,483,96.99,15,3.01,29020
29,21,511,502,98.24,9,1.76,29021
29,22,663,602,90.8,61,9.2,29022
29,23,473,363,76.74,110,23.26,29023
29,24,491,483,98.37,8,1.63,29024
29,25,556,536,96.4,20,3.6,29025
29,26,557,532,95.51,25,4.49,29026
29,27,445,433,97.3,12,2.7,29027
29,28,529,517,97.73,12,2.27,29028
29,29,385,290,75.32,95,24.68,29029
29,30,488,421,86.27,67,13.73,29030
29,31,402,282,70.15,120,29.85,29031
29,32,417,289,69.3,128,30.7,29032
29,33,532,506,95.11,26,4.89,29033
29,34,403,383,95.04,20,4.96,29034
29,35,591,569,96.28,22,3.72,29035
29,36,530,519,97.92,11,2.08,29036
29,37,588,568,96.6,20,3.4,29037
29,38,432,350,81.02,82,18.98,29038
29,39,407,325,79.85,82,20.15,29039
29,40,593,583,98.31,10,1.69,29040
29,41,508,494,97.24,14,2.76,29041
29,42,437,428,97.94,9,2.06,29042
29,43,556,497,89.39,59,10.61,29043
29,44,512,490,95.7,22,4.3,29044
30,1,454,359,79.07,95,20.93,30001
30,2,389,335,86.12,54,13.88,30002
30,3,287,230,80.14,57,19.86,30003
30,4,403,320,79.4,83,20.6,30004
30,5,332,298,89.76,34,10.24,30005
30,6,322,277,86.02,45,13.98,30006
30,7,416,343,82.45,73,17.55,30007
30,8,402,336,83.58,66,16.42,30008
30,9,342,271,79.24,71,20.76,30009
30,10,382,313,81.94,69,18.06,30010
30,11,345,317,91.88,28,8.12,30011
30,12,370,304,82.16,66,17.84,30012
30,13,244,200,81.97,44,18.03,30013
30,14,362,313,86.46,49,13.54,30014
30,15,357,268,75.07,89,24.93,30015
30,16,187,147,78.61,40,21.39,30016
30,17,384,312,81.25,72,18.75,30017
30,18,339,286,84.37,53,15.63,30018
30,19,358,320,89.39,38,10.61,30019
30,20,396,320,80.81,76,19.19,30020
30,21,431,341,79.12,90,20.88,30021
30,22,425,376,88.47,49,11.53,30022
30,23,357,306,85.71,51,14.29,30023
30,24,370,300,81.08,70,18.92,30024
30,25,397,328,82.62,69,17.38,30025
30,26,277,229,82.67,48,17.33,30026
30,27,256,213,83.2,43,16.8,30027
30,28,409,360,88.02,49,11.98,30028
30,29,271,243,89.67,28,10.33,30029
30,30,164,144,87.8,20,12.2,30030
30,31,251,199,79.28,52,20.72,30031
30,32,301,255,84.72,46,15.28,30032
31,1,253,237,93.68,16,6.32,31001
31,2,239,232,97.07,7,2.93,31002
31,3,290,238,82.07,52,17.93,31003
31,4,341,313,91.79,28,8.21,31004
31,5,260,221,85.0,39,15.0,31005
31,6,247,223,90.28,24,9.72,31006
31,7,300,275,91.67,25,8.33,31007
31,8,188,163,86.7,25,13.3,31008
31,9,293,258,88.05,35,11.95,31009
31,10,249,213,85.54,36,14.46,31010
31,11,246,200,81.3,46,18.7,31011
31,12,261,213,81.61,48,18.39,31012
31,13,275,257,93.45,18,6.55,31013
31,14,247,205,83.0,42,17.0,31014
31,15,238,204,85.71,34,14.29,31015
31,16,304,276,90.79,28,9.21,31016
31,17,289,252,87.2,37,12.8,31017
31,18,278,241,86.69,37,13.31,31018
31,19,229,196,85.59,33,14.41,31019
31,20,235,211,89.79,24,10.21,31020
31,21,252,227,90.08,25,9.92,31021
31,22,248,219,88.31,29,11.69,31022
31,23,244,213,87.3,31,12.7,31023
31,24,291,268,92.1,23,7.9,31024
31,25,233,188,80.69,45,19.31,31025
31,26,285,246,86.32,39,13.68,31026
31,27,299,262,87.63,37,12.37,31027
31,28,244,221,90.57,23,9.43,31028
31,29,288,253,87.85,35,12.15,31029
31,30,198,171,86.36,27,13.64,31030
31,31,241,192,79.67,49,20.33,31031
31,32,224,193,86.16,31,13.84,31032
31,33,231,188,81.39,43,18.61,31033
31,34,250,202,80.8,48,19.2,31034
31,35,315,275,87.3,40,12.7,31035
31,36,258,222,86.05,36,13.95,31036
31,37,233,204,87.55,29,12.45,31037
31,38,290,272,93.79,18,6.21,31038
31,39,259,234,90.35,25,9.65,31039
31,40,276,238,86.23,38,13.77,31040
31,41,242,222,91.74,20,8.26,31041
32,1,568,433,76.23,135,23.77,32001
32,2,541,377,69.69,164,30.31,32002
32,3,536,455,84.89,81,15.11,32003
32,4,490,374,76.33,116,23.67,32004
32,5,521,412,79.08,109,20.92,32005
32,6,494,352,71.26,142,28.74,32006
32,7,588,404,68.71,184,31.29,32007
32,8,611,387,63.34,224,36.66,32008
32,9,493,367,74.44,126,25.56,32009
32,10,552,387,70.11,165,29.89,32010
32,11,491,443,90.22,48,9.78,32011
32,12,398,344,86.43,54,13.57,32012
32,13,533,363,68.11,170,31.89,32013
32,14,469,418,89.13,51,10.87,32014
32,15,512,388,75.78,124,24.22,32015
32,16,486,380,78.19,106,21.81,32016
32,17,483,426,88.2,57,11.8,32017
32,18,516,366,70.93,150,29.07,32018
32,19,494,366,74.09,128,25.91,32019
32,20,500,451,90.2,49,9.8,32020
32,21,555,413,74.41,142,25.59,32021
32,22,600,532,88.67,68,11.33,32022
32,23,515,343,66.6,172,33.4,32023
32,24,422,242,57.35,180,42.65,32024
32,25,517,380,73.5,137,26.5,32025
32,26,510,438,85.88,72,14.12,32026
32,27,521,314,60.27,207,39.73,32027
32,28,516,452,87.6,64,12.4,32028
32,29,516,411,79.65,105,20.35,32029
32,30,530,345,65.09,185,34.91,32030
32,31,488,361,73.98,127,26.02,32031
32,32,535,404,75.51,131,24.49,32032
32,33,524,382,72.9,142,27.1,32033
32,34,509,390,76.62,119,23.38,32034
32,35,534,400,74.91,134,25.09,32035
32,36,538,392,72.86,146,27.14,32036
32,37,470,349,74.26,121,25.74,32037
32,38,489,340,69.53,149,30.47,32038
32,39,592,373,63.01,219,36.99,32039
32,40,559,410,73.35,149,26.65,32040
32,41,548,383,69.89,165,30.11,32041
32,42,502,365,72.71,137,27.29,32042
32,43,453,389,85.87,64,14.13,32043
33,1,531,468,88.14,63,11.86,33001
33,2,518,439,84.75,79,15.25,33002
33,3,570,489,85.79,81,14.21,33003
33,4,514,415,80.74,99,19.26,33004
33,5,448,377,84.15,71,15.85,33005
33,6,477,414,86.79,63,13.21,33006
33,7,482,404,83.82,78,16.18,33007
33,8,660,548,83.03,112,16.97,33008
33,9,547,419,76.6,128,23.4,33009
33,10,498,386,77.51,112,22.49,33010
33,11,510,426,83.53,84,16.47,33011
33,12,540,459,85.0,81,15.0,33012
33,13,468,419,89.53,49,10.47,33013
33,14,244,215,88.11,29,11.89,33014
33,15,516,444,86.05,72,13.95,33015
33,16,692,580,83.82,112,16.18,33016
33,17,528,440,83.33,88,16.67,33017
33,18,598,498,83.28,100,16.72,33018
33,19,523,416,79.54,107,20.46,33019
33,20,567,483,85.19,84,14.81,33020
33,21,531,457,86.06,74,13.94,33021
33,22,515,438,85.05,77,14.95,33022
