ward,precinct,total,RAHM EMANUEL,RAHM EMANUEL Percent,MIGUEL DEL VALLE,MIGUEL DEL VALLE Percent,CAROL MOSELEY BRAUN,CAROL MOSELEY BRAUN Percent,GERY J. CHICO,GERY J. CHICO Percent,PATRICIA VAN PELT WATKINS,PATRICIA VAN PELT WATKINS Percent,"WILLIAM WALLS, III","WILLIAM WALLS, III Percent",precinct_id
6,40,126,69,54.76,4,3.17,26,20.63,18,14.29,7,5.56,2,1.59,06040
6,41,295,148,50.17,9,3.05,85,28.81,32,10.85,18,6.1,3,1.02,06041
6,42,132,80,60.61,2,1.52,36,27.27,8,6.06,3,2.27,3,2.27,06042
6,43,279,160,57.35,13,4.66,72,25.81,17,6.09,10,3.58,7,2.51,06043
6,44,263,159,60.46,10,3.8,58,22.05,18,6.84,9,3.42,9,3.42,06044
6,45,205,104,50.73,10,4.88,58,28.29,22,10.73,9,4.39,2,0.98,06045
6,46,231,129,55.84,8,3.46,64,27.71,16,6.93,7,3.03,7,3.03,06046
6,47,277,160,57.76,8,2.89,70,25.27,25,9.03,6,2.17,8,2.89,06047
6,48,208,143,68.75,5,2.4,37,17.79,9,4.33,6,2.88,8,3.85,06048
6,49,264,150,56.82,7,2.65,67,25.38,22,8.33,12,4.55,6,2.27,06049
6,50,283,182,64.31,11,3.89,59,20.85,12,4.24,14,4.95,5,1.77,06050
6,51,173,96,55.49,0,0.0,54,31.21,13,7.51,8,4.62,2,1.16,06051
6,52,145,94,64.83,8,5.52,21,14.48,15,10.34,6,4.14,1,0.69,06052
6,53,234,135,57.69,7,2.99,62,26.5,22,9.4,5,2.14,3,1.28,06053
6,54,238,143,60.08,7,2.94,56,23.53,12,5.04,5,2.1,15,6.3,06054
6,55,211,132,62.56,2,0.95,53,25.12,21,9.95,1,0.47,2,0.95,06055
6,56,62,27,43.55,3,4.84,23,37.1,6,9.68,2,3.23,1,1.61,06056
6,57,138,93,67.39,5,3.62,29,21.01,6,4.35,4,2.9,1,0.72,06057
6,58,290,161,55.52,15,5.17,79,27.24,19,6.55,8,2.76,8,2.76,06058
6,59,246,160,65.04,4,1.63,43,17.48,27,10.98,2,0.81,10,4.07,06059
6,60,161,87,54.04,5,3.11,37,22.98,12,7.45,13,8.07,7,4.35,06060
6,61,128,74,57.81,4,3.13,27,21.09,15,11.72,8,6.25,0,0.0,06061
6,62,219,137,62.56,4,1.83,48,21.92,18,8.22,7,3.2,5,2.28,06062
6,63,203,112,55.17,5,2.46,51,25.12,24,11.82,6,2.96,5,2.46,06063
6,64,301,170,56.48,9,2.99,70,23.26,40,13.29,7,2.33,5,1.66,06064
7,1,417,253,60.67,13,3.12,89,21.34,44,10.55,14,3.36,4,0.96,07001
7,2,251,159,63.35,12,4.78,51,20.32,19,7.57,8,3.19,2,0.8,07002
7,3,158,90,56.96,7,4.43,42,26.58,12,7.59,7,4.43,0,0.0,07003
7,4,183,99,54.1,13,7.1,36,19.67,26,14.21,6,3.28,3,1.64,07004
7,5,174,99,56.9,18,10.34,26,14.94,26,14.94,4,2.3,1,0.57,07005
7,6,192,111,57.81,6,3.13,54,28.13,9,4.69,9,4.69,3,1.56,07006
7,7,165,113,68.48,9,5.45,22,13.33,11,6.67,7,4.24,3,1.82,07007
7,8,78,36,46.15,5,6.41,16,20.51,18,23.08,2,2.56,1,1.28,07008
7,9,218,120,55.05,8,3.67,57,26.15,17,7.8,10,4.59,6,2.75,07009
7,10,160,105,65.63,3,1.88,27,16.88,20,12.5,5,3.13,0,0.0,07010
7,11,252,144,57.14,14,5.56,53,21.03,23,9.13,8,3.17,10,3.97,07011
7,12,177,112,63.28,11,6.21,21,11.86,24,13.56,7,3.95,2,1.13,07012
7,13,159,101,63.52,2,1.26,35,22.01,16,10.06,3,1.89,2,1.26,07013
7,14,246,140,56.91,15,6.1,58,23.58,19,7.72,9,3.66,5,2.03,07014
7,15,130,72,55.38,5,3.85,26,20.0,9,6.92,17,13.08,1,0.77,07015
7,16,135,81,60.0,1,0.74,27,20.0,13,9.63,12,8.89,1,0.74,07016
7,17,116,71,61.21,1,0.86,33,28.45,4,3.45,5,4.31,2,1.72,07017
7,18,155,84,54.19,10,6.45,26,16.77,27,17.42,7,4.52,1,0.65,07018
7,19,317,183,57.73,10,3.15,79,24.92,27,8.52,16,5.05,2,0.63,07019
7,20,81,46,56.79,0,0.0,17,20.99,14,17.28,1,1.23,3,3.7,07020
7,21,219,123,56.16,9,4.11,38,17.35,30,13.7,10,4.57,9,4.11,07021
7,22,158,89,56.33,9,5.7,25,15.82,21,13.29,7,4.43,7,4.43,07022
7,23,230,151,65.65,8,3.48,42,18.26,19,8.26,7,3.04,3,1.3,07023
7,24,211,117,55.45,1,0.47,57,27.01,24,11.37,8,3.79,4,1.9,07024
7,25,289,156,53.98,9,3.11,76,26.3,34,11.76,9,3.11,5,1.73,07025
7,26,279,175,62.72,9,3.23,56,20.07,27,9.68,8,2.87,4,1.43,07026
7,27,345,214,62.03,11,3.19,70,20.29,21,6.09,20,5.8,9,2.61,07027
7,28,234,129,55.13,6,2.56,63,26.92,20,8.55,10,4.27,6,2.56,07028
7,29,209,123,58.85,6,2.87,53,25.36,18,8.61,8,3.83,1,0.48,07029
7,30,254,147,57.87,8,3.15,62,24.41,28,11.02,4,1.57,5,1.97,07030
7,31,218,135,61.93,4,1.83,43,19.72,25,11.47,7,3.21,4,1.83,07031
7,32,157,93,59.24,11,7.01,17,10.83,31,19.75,4,2.55,1,0.64,07032
7,33,189,114,60.32,18,9.52,33,17.46,18,9.52,1,0.53,5,2.65,07033
7,34,189,115,60.85,8,4.23,31,16.4,27,14.29,5,2.65,3,1.59,07034
7,35,288,155,53.82,17,5.9,71,24.65,28,9.72,10,3.47,7,2.43,07035
7,36,218,135,61.93,4,1.83,47,21.56,26,11.93,4,1.83,2,0.92,07036
7,37,100,67,67.0,2,2.0,20,20.0,8,8.0,2,2.0,1,1.0,07037
7,38,151,87,57.62,6,3.97,35,23.18,11,7.28,8,5.3,4,2.65,07038
7,39,194,121,62.37,2,1.03,42,21.65,16,8.25,9,4.64,4,2.06,07039
7,40,277,166,59.93,6,2.17,65,23.47,29,10.47,3,1.08,8,2.89,07040
7,41,193,126,65.28,9,4.66,31,16.06,19,9.84,3,1.55,5,2.59,07041
7,42,306,194,63.4,11,3.59,57,18.63,27,8.82,9,2.94,8,2.61,07042
7,43,247,154,62.35,11,4.45,45,18.22,21,8.5,11,4.45,5,2.02,07043
7,44,366,216,59.02,9,2.46,93,25.41,31,8.47,10,2.73,7,1.91,07044
7,45,348,200,57.47,18,5.17,80,22.99,31,8.91,11,3.16,8,2.3,07045
7,46,136,79,58.09,5,3.68,30,22.06,17,12.5,2,1.47,3,2.21,07046
7,47,192,123,64.06,4,2.08,33,17.19,20,10.42,10,5.21,2,1.04,07047
7,48,190,128,67.37,5,2.63,30,15.79,16,8.42,7,3.68,4,2.11,07048
7,49,114,71,62.28,4,3.51,26,22.81,8,7.02,2,1.75,3,2.63,07049
7,50,169,97,57.4,9,5.33,43,25.44,10,5.92,6,3.55,4,2.37,07050
7,51,353,196,55.52,15,4.25,91,25.78,32,9.07,12,3.4,7,1.98,07051
7,52,172,104,60.47,7,4.07,36,20.93,18,10.47,5,2.91,2,1.16,07052
7,53,175,107,61.14,4,2.29,41,23.43,16,9.14,7,4.0,0,0.0,07053
7,54,88,50,56.82,4,4.55,18,20.45,12,13.64,1,1.14,3,3.41,07054
7,55,198,124,62.63,4,2.02,39,19.7,21,10.61,10,5.05,0,0.0,07055
7,56,197,129,65.48,7,3.55,37,18.78,13,6.6,7,3.55,4,2.03,07056
7,57,175,94,53.71,1,0.57,51,29.14,18,10.29,6,3.43,5,2.86,07057
7,58,283,172,60.78,9,3.18,60,21.2,28,9.89,8,2.83,6,2.12,07058
7,59,117,70,59.83,3,2.56,12,10.26,25,21.37,5,4.27,2,1.71,07059
7,60,135,85,62.96,3,2.22,25,18.52,15,11.11,3,2.22,4,2.96,07060
7,61,189,113,59.79,11,5.82,50,26.46,11,5.82,2,1.06,2,1.06,07061
8,1,270,161,59.63,9,3.33,62,22.96,26,9.63,6,2.22,6,2.22,08001
8,2,117,63,53.85,4,3.42,28,23.93,14,11.97,3,2.56,5,4.27,08002
8,3,323,177,54.8,7,2.17,91,28.17,33,10.22,10,3.1,5,1.55,08003
8,4,238,145,60.92,10,4.2,52,21.85,26,10.92,2,0.84,3,1.26,08004
8,5,296,147,49.66,12,4.05,101,34.12,26,8.78,5,1.69,5,1.69,08005
8,6,263,150,57.03,9,3.42,63,23.95,22,8.37,14,5.32,5,1.9,08006
8,7,207,126,60.87,5,2.42,47,22.71,22,10.63,5,2.42,2,0.97,08007
8,8,284,165,58.1,9,3.17,78,27.46,20,7.04,6,2.11,6,2.11,08008
8,9,308,177,57.47,9,2.92,77,25.0,22,7.14,13,4.22,10,3.25,08009
8,10,348,209,60.06,23,6.61,69,19.83,30,8.62,7,2.01,10,2.87,08010
8,11,244,136,55.74,11,4.51,55,22.54,17,6.97,13,5.33,12,4.92,08011
8,12,219,125,57.08,6,2.74,56,25.57,18,8.22,10,4.57,4,1.83,08012
8,13,199,116,58.29,3,1.51,49,24.62,24,12.06,7,3.52,0,0.0,08013
8,14,127,71,55.91,9,7.09,28,22.05,10,7.87,6,4.72,3,2.36,08014
8,15,187,107,57.22,7,3.74,48,25.67,10,5.35,10,5.35,5,2.67,08015
8,16,262,139,53.05,8,3.05,68,25.95,32,12.21,8,3.05,7,2.67,08016
8,17,237,136,57.38,8,3.38,44,18.57,28,11.81,15,6.33,6,2.53,08017
8,18,147,94,63.95,4,2.72,32,21.77,7,4.76,5,3.4,5,3.4,08018
8,19,291,168,57.73,13,4.47,75,25.77,23,7.9,8,2.75,4,1.37,08019
8,20,180,102,56.67,5,2.78,50,27.78,12,6.67,9,5.0,2,1.11,08020
8,21,211,127,60.19,9,4.27,52,24.64,12,5.69,7,3.32,4,1.9,08021
8,22,205,130,63.41,3,1.46,45,21.95,17,8.29,10,4.88,0,0.0,08022
8,23,203,113,55.67,6,2.96,48,23.65,16,7.88,10,4.93,10,4.93,08023
8,24,257,143,55.64,10,3.89,50,19.46,38,14.79,4,1.56,12,4.67,08024
8,25,227,133,58.59,3,1.32,48,21.15,24,10.57,13,5.73,6,2.64,08025
8,26,168,118,70.24,5,2.98,29,17.26,6,3.57,3,1.79,7,4.17,08026
8,27,287,168,58.54,9,3.14,70,24.39,30,10.45,8,2.79,2,0.7,08027
8,28,214,139,64.95,9,4.21,32,14.95,26,12.15,4,1.87,4,1.87,08028
8,29,238,120,50.42,11,4.62,70,29.41,25,10.5,12,5.04,0,0.0,08029
8,30,225,128,56.89,7,3.11,53,23.56,22,9.78,6,2.67,9,4.0,08030
8,31,166,113,68.07,8,4.82,36,21.69,5,3.01,4,2.41,0,0.0,08031
8,32,333,216,64.86,9,2.7,56,16.82,32,9.61,18,5.41,2,0.6,08032
8,33,214,124,57.94,6,2.8,52,24.3,23,10.75,5,2.34,4,1.87,08033
8,34,306,178,58.17,10,3.27,69,22.55,34,11.11,8,2.61,7,2.29,08034
8,35,291,186,63.92,9,3.09,59,20.27,23,7.9,3,1.03,11,3.78,08035
8,36,208,134,64.42,8,3.85,37,17.79,16,7.69,5,2.4,8,3.85,08036
8,37,264,156,59.09,7,2.65,58,21.97,26,9.85,12,4.55,5,1.89,08037
8,38,224,134,59.82,5,2.23,52,23.21,24,10.71,5,2.23,4,1.79,08038
8,39,238,158,66.39,5,2.1,44,18.49,24,10.08,4,1.68,3,1.26,08039
8,40,182,112,61.54,2,1.1,48,26.37,11,6.04,5,2.75,4,2.2,08040
8,41,187,116,62.03,3,1.6,35,18.72,18,9.63,9,4.81,6,3.21,08041
8,42,267,154,57.68,13,4.87,64,23.97,27,10.11,5,1.87,4,1.5,08042
8,43,172,111,64.53,4,2.33,36,20.93,6,3.49,7,4.07,8,4.65,08043
8,44,198,103,52.02,7,3.54,49,24.75,29,14.65,3,1.52,7,3.54,08044
8,45,181,123,67.96,2,1.1,31,17.13,14,7.73,7,3.87,4,2.21,08045
8,46,201,115,57.21,7,3.48,45,22.39,22,10.95,9,4.48,3,1.49,08046
8,47,261,147,56.32,7,2.68,70,26.82,24,9.2,11,4.21,2,0.77,08047
8,48,211,122,57.82,9,4.27,55,26.07,22,10.43,3,1.42,0,0.0,08048
8,49,298,169,56.71,11,3.69,73,24.5,29,9.73,11,3.69,5,1.68,08049
8,50,256,157,61.33,9,3.52,46,17.97,26,10.16,8,3.13,10,3.91,08050
8,51,301,180,59.8,17,5.65,70,23.26,25,8.31,5,1.66,4,1.33,08051
8,52,253,149,58.89,6,2.37,64,25.3,17,6.72,6,2.37,11,4.35,08052
8,53,280,159,56.79,6,2.14,66,23.57,30,10.71,8,2.86,11,3.93,08053
8,54,250,136,54.4,7,2.8,67,26.8,24,9.6,11,4.4,5,2.0,08054
8,55,192,122,63.54,4,2.08,42,21.88,11,5.73,12,6.25,1,0.52,08055
8,56,234,148,63.25,5,2.14,42,17.95,25,10.68,11,4.7,3,1.28,08056
8,57,211,137,64.93,11,5.21,44,20.85,7,3.32,7,3.32,5,2.37,08057
8,58,253,140,55.34,6,2.37,64,25.3,19,7.51,17,6.72,7,2.77,08058
8,59,133,82,61.65,4,3.01,27,20.3,14,10.53,3,2.26,3,2.26,08059
8,60,204,116,56.86,13,6.37,46,22.55,17,8.33,8,3.92,4,1.96,08060
8,61,197,107,54.31,7,3.55,46,23.35,25,12.69,7,3.55,5,2.54,08061
8,62,234,127,54.27,13,5.56,60,25.64,22,9.4,3,1.28,9,3.85,08062
8,63,258,154,59.69,17,6.59,53,20.54,24,9.3,7,2.71,3,1.16,08063
8,64,220,138,62.73,8,3.64,46,20.91,15,6.82,5,2.27,8,3.64,08064
8,65,148,77,52.03,7,4.73,36,24.32,18,12.16,8,5.41,2,1.35,08065
8,66,327,206,63.0,10,3.06,67,20.49,27,8.26,12,3.67,5,1.53,08066
8,67,164,95,57.93,3,1.83,36,21.95,20,12.2,6,3.66,4,2.44,08067
8,68,140,86,61.43,5,3.57,31,22.14,8,5.71,8,5.71,2,1.43,08068
8,69,138,75,54.35,6,4.35,40,28.99,7,5.07,5,3.62,5,3.62,08069
8,70,279,180,64.52,6,2.15,56,20.07,27,9.68,6,2.15,4,1.43,08070
9,1,283,147,51.94,5,1.77,71,25.09,37,13.07,13,4.59,10,3.53,09001
9,2,236,156,66.1,3,1.27,49,20.76,18,7.63,7,2.97,3,1.27,09002
9,3,82,58,70.73,2,2.44,12,14.63,5,6.1,5,6.1,0,0.0,09003
9,4,227,119,52.42,0,0.0,66,29.07,23,10.13,12,5.29,7,3.08,09004
9,5,276,156,56.52,5,1.81,73,26.45,26,9.42,10,3.62,6,2.17,09005
9,6,261,140,53.64,1,0.38,77,29.5,25,9.58,8,3.07,10,3.83,09006
9,7,194,134,69.07,3,1.55,30,15.46,19,9.79,3,1.55,5,2.58,09007
9,8,251,162,64.54,2,0.8,48,19.12,28,11.16,8,3.19,3,1.2,09008
9,9,316,178,56.33,7,2.22,81,25.63,32,10.13,7,2.22,11,3.48,09009
9,10,215,119,55.35,9,4.19,59,27.44,19,8.84,5,2.33,4,1.86,09010
9,11,176,101,57.39,2,1.14,45,25.57,16,9.09,10,5.68,2,1.14,09011
9,12,211,133,63.03,4,1.9,41,19.43,18,8.53,8,3.79,7,3.32,09012
9,13,270,168,62.22,5,1.85,64,23.7,24,8.89,5,1.85,4,1.48,09013
9,14,334,204,61.08,8,2.4,76,22.75,31,9.28,11,3.29,4,1.2,09014
9,15,187,117,62.57,3,1.6,42,22.46,12,6.42,5,2.67,8,4.28,09015
9,16,166,95,57.23,2,1.2,43,25.9,9,5.42,12,7.23,5,3.01,09016
9,17,202,128,63.37,1,0.5,43,21.29,21,10.4,7,3.47,2,0.99,09017
9,18,248,155,62.5,9,3.63,49,19.76,21,8.47,13,5.24,1,0.4,09018
9,19,241,146,60.58,5,2.07,54,22.41,25,10.37,10,4.15,1,0.41,09019
9,20,254,133,52.36,8,3.15,64,25.2,29,11.42,12,4.72,8,3.15,09020
9,21,217,134,61.75,5,2.3,51,23.5,10,4.61,13,5.99,4,1.84,09021
9,22,284,159,55.99,10,3.52,71,25.0,32,11.27,7,2.46,5,1.76,09022
9,23,168,90,53.57,5,2.98,52,30.95,16,9.52,4,2.38,1,0.6,09023
9,24,98,52,53.06,1,1.02,28,28.57,8,8.16,7,7.14,2,2.04,09024
9,25,194,101,52.06,26,13.4,11,5.67,49,25.26,4,2.06,3,1.55,09025
9,26,133,90,67.67,0,0.0,23,17.29,13,9.77,6,4.51,1,0.75,09026
9,27,218,146,66.97,3,1.38,51,23.39,13,5.96,4,1.83,1,0.46,09027
9,28,121,60,49.59,8,6.61,20,16.53,30,24.79,2,1.65,1,0.83,09028
9,29,193,98,50.78,5,2.59,57,29.53,20,10.36,6,3.11,7,3.63,09029
9,30,251,138,54.98,13,5.18,62,24.7,31,12.35,6,2.39,1,0.4,09030
9,31,190,103,54.21,3,1.58,50,26.32,23,12.11,6,3.16,5,2.63,09031
9,32,225,148,65.78,5,2.22,40,17.78,20,8.89,9,4.0,3,1.33,09032
9,33,172,118,68.6,3,1.74,30,17.44,12,6.98,6,3.49,3,1.74,09033
9,34,194,116,59.79,2,1.03,46,23.71,13,6.7,13,6.7,4,2.06,09034
9,35,279,162,58.06,8,2.87,68,24.37,27,9.68,10,3.58,4,1.43,09035
9,36,277,143,51.62,4,1.44,86,31.05,24,8.66,14,5.05,6,2.17,09036
9,37,214,117,54.67,22,10.28,13,6.07,55,25.7,5,2.34,2,0.93,09037
9,38,224,151,67.41,5,2.23,35,15.63,15,6.7,11,4.91,7,3.13,09038
9,39,282,170,60.28,5,1.77,60,21.28,32,11.35,10,3.55,5,1.77,09039
9,40,266,166,62.41,10,3.76,56,21.05,19,7.14,8,3.01,7,2.63,09040
9,41,251,142,56.57,6,2.39,73,29.08,20,7.97,5,1.99,5,1.99,09041
9,42,82,53,64.63,6,7.32,14,17.07,7,8.54,1,1.22,1,1.22,09042
9,43,132,75,56.82,2,1.52,31,23.48,13,9.85,10,7.58,1,0.76,09043
9,44,130,77,59.23,5,3.85,30,23.08,6,4.62,6,4.62,6,4.62,09044
9,45,198,123,62.12,2,1.01,48,24.24,14,7.07,9,4.55,2,1.01,09045
9,46,190,120,63.16,3,1.58,44,23.16,14,7.37,5,2.63,4,2.11,09046
9,47,271,168,61.99,12,4.43,48,17.71,26,9.59,12,4.43,5,1.85,09047
9,48,278,148,53.24,12,4.32,74,26.62,23,8.27,11,3.96,10,3.6,09048
9,49,144,108,75.0,3,2.08,16,11.11,11,7.64,4,2.78,2,1.39,09049
9,50,245,144,58.78,7,2.86,63,25.71,14,5.71,10,4.08,7,2.86,09050
9,51,145,62,42.76,3,2.07,42,28.97,23,15.86,13,8.97,2,1.38,09051
9,52,257,148,57.59,12,4.67,63,24.51,25,9.73,7,2.72,2,0.78,09052
9,53,124,71,57.26,1,0.81,38,30.65,8,6.45,4,3.23,2,1.61,09053
10,1,206,121,58.74,11,5.34,16,7.77,55,26.7,2,0.97,1,0.49,10001
10,2,204,90,44.12,12,5.88,2,0.98,100,49.02,0,0.0,0,0.0,10002
10,3,266,93,34.96,9,3.38,1,0.38,163,61.28,0,0.0,0,0.0,10003
10,4,185,58,31.35,18,9.73,16,8.65,87,47.03,5,2.7,1,0.54,10004
10,5,231,112,48.48,14,6.06,6,2.6,94,40.69,4,1.73,1,0.43,10005
10,6,212,129,60.85,4,1.89,46,21.7,24,11.32,6,2.83,3,1.42,10006
10,7,59,25,42.37,6,10.17,4,6.78,20,33.9,0,0.0,4,6.78,10007
10,8,229,79,34.5,16,6.99,1,0.44,130,56.77,1,0.44,2,0.87,10008
10,9,259,79,30.5,9,3.47,2,0.77,169,65.25,0,0.0,0,0.0,10009
10,10,274,82,29.93,19,6.93,2,0.73,171,62.41,0,0.0,0,0.0,10010
10,11,288,65,22.57,32,11.11,6,2.08,185,64.24,0,0.0,0,0.0,10011
10,12,228,96,42.11,19,8.33,0,0.0,111,48.68,2,0.88,0,0.0,10012
10,13,235,75,31.91,16,6.81,1,0.43,139,59.15,1,0.43,3,1.28,10013
10,14,282,68,24.11,18,6.38,4,1.42,190,67.38,1,0.35,1,0.35,10014
10,15,111,43,38.74,9,8.11,0,0.0,57,51.35,1,0.9,1,0.9,10015
10,16,263,86,32.7,16,6.08,2,0.76,157,59.7,1,0.38,1,0.38,10016
10,17,238,76,31.93,24,10.08,3,1.26,132,55.46,2,0.84,1,0.42,10017
10,18,139,42,30.22,12,8.63,12,8.63,72,51.8,0,0.0,1,0.72,10018
10,19,311,112,36.01,33,10.61,3,0.96,160,51.45,3,0.96,0,0.0,10019
10,20,222,73,32.88,17,7.66,3,1.35,129,58.11,0,0.0,0,0.0,10020
10,21,246,92,37.4,12,4.88,5,2.03,135,54.88,1,0.41,1,0.41,10021
10,22,150,72,48.0,8,5.33,13,8.67,56,37.33,0,0.0,1,0.67,10022
10,23,181,52,28.73,15,8.29,0,0.0,114,62.98,0,0.0,0,0.0,10023
10,24,248,103,41.53,11,4.44,0,0.0,131,52.82,1,0.4,2,0.81,10024
10,25,251,87,34.66,31,12.35,25,9.96,100,39.84,4,1.59,4,1.59,10025
10,26,198,63,31.82,25,12.63,2,1.01,107,54.04,1,0.51,0,0.0,10026
10,27,328,113,34.45,26,7.93,0,0.0,189,57.62,0,0.0,0,0.0,10027
10,28,188,120,63.83,4,2.13,24,12.77,27,14.36,6,3.19,7,3.72,10028
10,29,189,112,59.26,2,1.06,31,16.4,35,18.52,8,4.23,1,0.53,10029
10,30,250,59,23.6,20,8.0,2,0.8,167,66.8,1,0.4,1,0.4,10030
10,31,259,64,24.71,31,11.97,1,0.39,163,62.93,0,0.0,0,0.0,10031
10,32,253,77,30.43,26,10.28,5,1.98,143,56.52,2,0.79,0,0.0,10032
10,33,251,53,21.12,31,12.35,4,1.59,162,64.54,1,0.4,0,0.0,10033
10,34,231,63,27.27,22,9.52,0,0.0,143,61.9,1,0.43,2,0.87,10034
10,35,220,65,29.55,22,10.0,3,1.36,127,57.73,2,0.91,1,0.45,10035
10,36,263,85,32.32,10,3.8,19,7.22,147,55.89,2,0.76,0,0.0,10036
10,37,136,63,46.32,9,6.62,8,5.88,53,38.97,1,0.74,2,1.47,10037
10,38,289,103,35.64,19,6.57,1,0.35,165,57.09,0,0.0,1,0.35,10038
10,39,232,77,33.19,19,8.19,6,2.59,129,55.6,1,0.43,0,0.0,10039
10,40,187,69,36.9,13,6.95,10,5.35,91,48.66,4,2.14,0,0.0,10040
10,41,327,87,26.61,17,5.2,2,0.61,220,67.28,1,0.31,0,0.0,10041
10,42,265,91,34.34,19,7.17,3,1.13,149,56.23,2,0.75,1,0.38,10042
10,43,119,45,37.82,23,19.33,8,6.72,41,34.45,1,0.84,1,0.84,10043
10,44,220,66,30.0,34,15.45,2,0.91,118,53.64,0,0.0,0,0.0,10044
10,45,149,47,31.54,11,7.38,2,1.34,88,59.06,0,0.0,1,0.67,10045
10,46,265,89,33.58,30,11.32,1,0.38,143,53.96,1,0.38,1,0.38,10046
10,47,241,73,30.29,26,10.79,1,0.41,141,58.51,0,0.0,0,0.0,10047
10,48,161,96,59.63,10,6.21,17,10.56,32,19.88,3,1.86,3,1.86,10048
11,1,315,153,48.57,22,6.98,4,1.27,135,42.86,0,0.0,1,0.32,11001
11,2,242,82,33.88,27,11.16,4,1.65,127,52.48,0,0.0,2,0.83,11002
11,3,188,75,39.89,26,13.83,3,1.6,82,43.62,2,1.06,0,0.0,11003
11,4,242,101,41.74,38,15.7,2,0.83,100,41.32,0,0.0,1,0.41,11004
11,5,148,67,45.27,23,15.54,4,2.7,54,36.49,0,0.0,0,0.0,11005
11,6,284,85,29.93,58,20.42,1,0.35,139,48.94,0,0.0,1,0.35,11006
11,7,226,97,42.92,25,11.06,4,1.77,97,42.92,2,0.88,1,0.44,11007
11,8,228,84,36.84,32,14.04,2,0.88,109,47.81,1,0.44,0,0.0,11008
11,9,170,80,47.06,11,6.47,2,1.18,74,43.53,1,0.59,2,1.18,11009
11,10,140,43,30.71,24,17.14,0,0.0,72,51.43,0,0.0,1,0.71,11010
11,11,380,185,48.68,30,7.89,3,0.79,160,42.11,2,0.53,0,0.0,11011
11,12,273,103,37.73,9,3.3,1,0.37,159,58.24,1,0.37,0,0.0,11012
11,13,219,87,39.73,16,7.31,2,0.91,113,51.6,1,0.46,0,0.0,11013
11,14,208,100,48.08,23,11.06,2,0.96,82,39.42,1,0.48,0,0.0,11014
11,15,213,60,28.17,15,7.04,0,0.0,136,63.85,2,0.94,0,0.0,11015
11,16,286,136,47.55,37,12.94,4,1.4,108,37.76,0,0.0,1,0.35,11016
11,17,316,117,37.03,56,17.72,0,0.0,139,43.99,4,1.27,0,0.0,11017
11,18,198,78,39.39,31,15.66,4,2.02,84,42.42,1,0.51,0,0.0,11018
11,19,208,86,41.35,44,21.15,2,0.96,75,36.06,1,0.48,0,0.0,11019
11,20,197,83,42.13,15,7.61,1,0.51,96,48.73,2,1.02,0,0.0,11020
11,21,229,90,39.3,8,3.49,4,1.75,126,55.02,0,0.0,1,0.44,11021
11,22,209,112,53.59,18,8.61,3,1.44,75,35.89,0,0.0,1,0.48,11022
11,23,182,93,51.1,15,8.24,1,0.55,72,39.56,0,0.0,1,0.55,11023
11,24,413,200,48.43,11,2.66,2,0.48,199,48.18,1,0.24,0,0.0,11024
11,25,238,124,52.1,17,7.14,1,0.42,94,39.5,2,0.84,0,0.0,11025
11,26,306,115,37.58,35,11.44,1,0.33,153,50.0,0,0.0,2,0.65,11026
11,27,266,124,46.62,30,11.28,4,1.5,104,39.1,3,1.13,1,0.38,11027
11,28,173,74,42.77,12,6.94,2,1.16,84,48.55,1,0.58,0,0.0,11028
11,29,274,106,38.69,31,11.31,3,1.09,132,48.18,0,0.0,2,0.73,11029
11,30,227,64,28.19,36,15.86,3,1.32,124,54.63,0,0.0,0,0.0,11030
11,31,195,82,42.05,9,4.62,0,0.0,104,53.33,0,0.0,0,0.0,11031
11,32,198,78,39.39,9,4.55,2,1.01,108,54.55,0,0.0,1,0.51,11032
11,33,159,91,57.23,5,3.14,0,0.0,63,39.62,0,0.0,0,0.0,11033
11,34,163,76,46.63,8,4.91,15,9.2,59,36.2,3,1.84,2,1.23,11034
11,35,350,112,32.0,30,8.57,4,1.14,203,58.0,0,0.0,1,0.29,11035
11,36,67,44,65.67,5,7.46,1,1.49,16,23.88,1,1.49,0,0.0,11036
11,37,315,119,37.78,12,3.81,1,0.32,181,57.46,1,0.32,1,0.32,11037
11,38,337,157,46.59,20,5.93,1,0.3,159,47.18,0,0.0,0,0.0,11038
11,39,364,169,46.43,16,4.4,1,0.27,178,48.9,0,0.0,0,0.0,11039
11,40,157,79,50.32,13,8.28,0,0.0,64,40.76,1,0.64,0,0.0,11040
11,41,146,74,50.68,9,6.16,0,0.0,63,43.15,0,0.0,0,0.0,11041
11,42,188,85,45.21,6,3.19,2,1.06,95,50.53,0,0.0,0,0.0,11042
11,43,276,121,43.84,16,5.8,0,0.0,137,49.64,0,0.0,2,0.72,11043
11,44,242,124,51.24,31,12.81,1,0.41,85,35.12,1,0.41,0,0.0,11044
11,45,129,53,41.09,3,2.33,3,2.33,69,53.49,0,0.0,1,0.78,11045
11,46,150,74,49.33,4,2.67,5,3.33,65,43.33,0,0.0,2,1.33,11046
11,47,210,101,48.1,19,9.05,4,1.9,82,39.05,0,0.0,4,1.9,11047
11,48,107,39,36.45,5,4.67,0,0.0,63,58.88,0,0.0,0,0.0,11048
11,49,221,67,30.32,11,4.98,1,0.45,142,64.25,0,0.0,0,0.0,11049
