ward,precinct,total,RICHARD A. DEVINE,RICHARD A. DEVINE Percent,precinct_id
18,58,318,310,97.48,18058
18,59,420,411,97.86,18059
18,60,325,313,96.31,18060
18,61,425,414,97.41,18061
18,62,264,255,96.59,18062
18,63,164,162,98.78,18063
19,1,454,370,81.5,19001
19,2,382,339,88.74,19002
19,3,376,285,75.8,19003
19,4,387,293,75.71,19004
19,5,418,359,85.89,19005
19,6,423,331,78.25,19006
19,7,402,351,87.31,19007
19,8,362,293,80.94,19008
19,9,313,243,77.64,19009
19,10,498,422,84.74,19010
19,11,432,320,74.07,19011
19,12,392,307,78.32,19012
19,13,356,330,92.7,19013
19,14,298,237,79.53,19014
19,15,259,190,73.36,19015
19,16,487,384,78.85,19016
19,17,391,334,85.42,19017
19,18,512,430,83.98,19018
19,19,467,400,85.65,19019
19,20,378,344,91.01,19020
19,21,363,302,83.2,19021
19,22,454,368,81.06,19022
19,23,472,384,81.36,19023
19,24,356,265,74.44,19024
19,25,462,393,85.06,19025
19,26,408,341,83.58,19026
19,27,376,339,90.16,19027
19,28,519,481,92.68,19028
19,29,398,323,81.16,19029
19,30,422,345,81.75,19030
19,31,405,330,81.48,19031
19,32,464,387,83.41,19032
19,33,428,323,75.47,19033
19,34,393,328,83.46,19034
19,35,373,332,89.01,19035
19,36,460,411,89.35,19036
19,37,374,319,85.29,19037
19,38,403,349,86.6,19038
19,39,266,244,91.73,19039
19,40,424,356,83.96,19040
19,41,466,359,77.04,19041
19,42,337,291,86.35,19042
19,43,466,447,95.92,19043
19,44,378,306,80.95,19044
19,45,492,404,82.11,19045
19,46,523,436,83.37,19046
19,47,295,261,88.47,19047
19,48,532,518,97.37,19048
19,49,489,436,89.16,19049
19,50,486,473,97.33,19050
19,51,412,328,79.61,19051
19,52,340,262,77.06,19052
19,53,415,349,84.1,19053
19,54,364,277,76.1,19054
19,55,392,326,83.16,19055
19,56,484,411,84.92,19056
19,57,453,383,84.55,19057
19,58,428,342,79.91,19058
19,59,485,401,82.68,19059
19,60,394,372,94.42,19060
19,61,475,409,86.11,19061
19,62,431,379,87.94,19062
19,63,284,246,86.62,19063
19,64,610,552,90.49,19064
19,65,385,315,81.82,19065
20,1,354,346,97.74,20001
20,2,296,291,98.31,20002
20,3,340,329,96.76,20003
20,4,392,381,97.19,20004
20,5,291,288,98.97,20005
20,6,376,365,97.07,20006
20,7,259,254,98.07,20007
20,8,310,301,97.1,20008
20,9,262,258,98.47,20009
20,10,425,415,97.65,20010
20,11,281,275,97.86,20011
20,12,296,291,98.31,20012
20,13,212,208,98.11,20013
20,14,476,459,96.43,20014
20,15,354,341,96.33,20015
20,16,236,226,95.76,20016
20,17,348,340,97.7,20017
20,18,400,394,98.5,20018
20,19,304,297,97.7,20019
20,20,400,392,98.0,20020
20,21,265,259,97.74,20021
20,22,315,305,96.83,20022
20,23,317,306,96.53,20023
20,24,382,374,97.91,20024
20,25,283,270,95.41,20025
20,26,418,406,97.13,20026
20,27,217,208,95.85,20027
20,28,376,371,98.67,20028
20,29,298,287,96.31,20029
20,30,290,283,97.59,20030
20,31,230,224,97.39,20031
20,32,517,496,95.94,20032
20,33,341,328,96.19,20033
20,34,500,463,92.6,20034
20,35,228,227,99.56,20035
20,36,349,341,97.71,20036
20,37,226,220,97.35,20037
20,38,407,395,97.05,20038
20,39,305,298,97.7,20039
20,40,248,239,96.37,20040
20,41,95,93,97.89,20041
20,42,143,141,98.6,20042
20,43,437,430,98.4,20043
20,44,353,345,97.73,20044
20,45,111,108,97.3,20045
20,46,219,211,96.35,20046
20,47,195,194,99.49,20047
20,48,243,238,97.94,20048
20,49,235,231,98.3,20049
20,50,281,277,98.58,20050
20,51,240,235,97.92,20051
20,52,118,117,99.15,20052
21,1,497,479,96.38,21001
21,2,312,303,97.12,21002
21,3,549,528,96.17,21003
21,4,525,514,97.9,21004
21,5,352,343,97.44,21005
21,6,349,341,97.71,21006
21,7,423,408,96.45,21007
21,8,369,364,98.64,21008
21,9,390,379,97.18,21009
21,10,283,277,97.88,21010
21,11,420,407,96.9,21011
21,12,410,396,96.59,21012
21,13,226,217,96.02,21013
21,14,373,365,97.86,21014
21,15,224,223,99.55,21015
21,16,240,229,95.42,21016
21,17,153,144,94.12,21017
21,18,341,335,98.24,21018
21,19,289,285,98.62,21019
21,20,101,98,97.03,21020
21,21,389,381,97.94,21021
21,22,378,370,97.88,21022
21,23,303,289,95.38,21023
21,24,394,379,96.19,21024
21,25,273,262,95.97,21025
21,26,263,259,98.48,21026
21,27,384,372,96.88,21027
21,28,292,289,98.97,21028
21,29,288,281,97.57,21029
21,30,271,266,98.15,21030
21,31,454,445,98.02,21031
21,32,186,179,96.24,21032
21,33,393,389,98.98,21033
21,34,399,387,96.99,21034
21,35,303,301,99.34,21035
21,36,499,491,98.4,21036
21,37,302,297,98.34,21037
21,38,378,367,97.09,21038
21,39,276,272,98.55,21039
21,40,318,303,95.28,21040
21,41,354,345,97.46,21041
21,42,377,367,97.35,21042
21,43,379,371,97.89,21043
21,44,372,365,98.12,21044
21,45,291,282,96.91,21045
21,46,307,298,97.07,21046
21,47,433,422,97.46,21047
21,48,463,455,98.27,21048
21,49,443,432,97.52,21049
21,50,326,318,97.55,21050
21,51,426,413,96.95,21051
21,52,442,432,97.74,21052
21,53,387,377,97.42,21053
21,54,307,300,97.72,21054
21,55,397,384,96.73,21055
21,56,247,235,95.14,21056
21,57,257,253,98.44,21057
21,58,260,253,97.31,21058
21,59,462,451,97.62,21059
21,60,379,370,97.63,21060
21,61,428,418,97.66,21061
21,62,418,403,96.41,21062
21,63,362,355,98.07,21063
21,64,300,291,97.0,21064
21,65,326,312,95.71,21065
21,66,313,302,96.49,21066
21,67,325,322,99.08,21067
21,68,223,218,97.76,21068
21,69,248,243,97.98,21069
21,70,246,238,96.75,21070
22,1,282,280,99.29,22001
22,2,273,246,90.11,22002
22,3,275,257,93.45,22003
22,4,260,230,88.46,22004
22,5,377,341,90.45,22005
22,6,312,281,90.06,22006
22,7,292,266,91.1,22007
22,8,391,368,94.12,22008
22,9,317,285,89.91,22009
22,10,377,335,88.86,22010
22,11,269,244,90.71,22011
22,12,237,221,93.25,22012
22,13,238,217,91.18,22013
22,14,181,168,92.82,22014
22,15,360,348,96.67,22015
22,16,284,250,88.03,22016
22,17,299,268,89.63,22017
22,18,248,219,88.31,22018
22,19,230,219,95.22,22019
22,20,309,296,95.79,22020
22,21,329,304,92.4,22021
22,22,230,226,98.26,22022
22,23,281,256,91.1,22023
22,24,287,266,92.68,22024
22,25,292,261,89.38,22025
22,26,198,170,85.86,22026
22,27,352,309,87.78,22027
22,28,285,278,97.54,22028
22,29,174,160,91.95,22029
23,1,377,303,80.37,23001
23,2,393,331,84.22,23002
23,3,373,296,79.36,23003
23,4,306,253,82.68,23004
23,5,325,274,84.31,23005
23,6,418,355,84.93,23006
23,7,300,250,83.33,23007
23,8,342,274,80.12,23008
23,9,272,227,83.46,23009
23,10,426,377,88.5,23010
23,11,417,341,81.77,23011
23,12,376,296,78.72,23012
23,13,450,370,82.22,23013
23,14,294,249,84.69,23014
23,15,380,297,78.16,23015
23,16,409,351,85.82,23016
23,17,449,370,82.41,23017
23,18,328,261,79.57,23018
23,19,366,311,84.97,23019
23,20,344,297,86.34,23020
23,21,354,267,75.42,23021
23,22,304,254,83.55,23022
23,23,346,291,84.1,23023
23,24,306,238,77.78,23024
23,25,319,284,89.03,23025
23,26,381,293,76.9,23026
23,27,346,267,77.17,23027
23,28,375,303,80.8,23028
23,29,270,227,84.07,23029
23,30,376,317,84.31,23030
23,31,364,303,83.24,23031
23,32,434,374,86.18,23032
23,33,498,434,87.15,23033
23,34,350,291,83.14,23034
23,35,274,264,96.35,23035
23,36,482,384,79.67,23036
23,37,265,261,98.49,23037
23,38,306,259,84.64,23038
23,39,350,270,77.14,23039
23,40,373,303,81.23,23040
23,41,385,311,80.78,23041
23,42,308,254,82.47,23042
23,43,355,278,78.31,23043
23,44,351,291,82.91,23044
23,45,407,334,82.06,23045
23,46,386,304,78.76,23046
23,47,419,347,82.82,23047
23,48,333,279,83.78,23048
23,49,258,215,83.33,23049
23,50,288,234,81.25,23050
23,51,359,299,83.29,23051
23,52,445,353,79.33,23052
23,53,281,242,86.12,23053
23,54,347,297,85.59,23054
23,55,433,351,81.06,23055
23,56,354,263,74.29,23056
23,57,302,232,76.82,23057
23,58,449,360,80.18,23058
23,59,331,269,81.27,23059
23,60,434,342,78.8,23060
23,61,354,302,85.31,23061
23,62,315,270,85.71,23062
24,1,368,362,98.37,24001
24,2,350,341,97.43,24002
24,3,297,290,97.64,24003
24,4,296,291,98.31,24004
24,5,282,273,96.81,24005
24,6,370,361,97.57,24006
24,7,317,311,98.11,24007
24,8,336,330,98.21,24008
24,9,337,320,94.96,24009
24,10,291,281,96.56,24010
24,11,207,201,97.1,24011
24,12,242,234,96.69,24012
24,13,278,268,96.4,24013
24,14,423,412,97.4,24014
24,15,287,271,94.43,24015
24,16,288,283,98.26,24016
24,17,305,301,98.69,24017
24,18,209,207,99.04,24018
24,19,285,281,98.6,24019
24,20,334,321,96.11,24020
24,21,250,243,97.2,24021
24,22,342,329,96.2,24022
24,23,330,325,98.48,24023
24,24,251,247,98.41,24024
24,25,310,303,97.74,24025
24,26,366,355,96.99,24026
24,27,216,204,94.44,24027
24,28,353,347,98.3,24028
24,29,378,367,97.09,24029
24,30,269,262,97.4,24030
24,31,309,299,96.76,24031
24,32,323,316,97.83,24032
24,33,242,238,98.35,24033
24,34,219,204,93.15,24034
24,35,360,350,97.22,24035
24,36,293,288,98.29,24036
24,37,310,306,98.71,24037
24,38,319,307,96.24,24038
24,39,355,346,97.46,24039
24,40,365,354,96.99,24040
24,41,274,265,96.72,24041
24,42,288,282,97.92,24042
24,43,303,289,95.38,24043
24,44,99,98,98.99,24044
24,45,301,297,98.67,24045
24,46,348,343,98.56,24046
24,47,265,256,96.6,24047
24,48,85,81,95.29,24048
24,49,409,399,97.56,24049
24,50,426,415,97.42,24050
24,51,413,402,97.34,24051
24,52,368,358,97.28,24052
24,53,270,259,95.93,24053
25,1,876,777,88.7,25001
25,2,535,491,91.78,25002
25,3,311,274,88.1,25003
25,4,589,505,85.74,25004
25,5,334,291,87.13,25005
25,6,463,407,87.9,25006
25,7,346,315,91.04,25007
25,8,309,274,88.67,25008
25,9,430,382,88.84,25009
25,10,118,115,97.46,25010
25,11,351,307,87.46,25011
25,12,194,172,88.66,25012
25,13,348,320,91.95,25013
25,14,272,227,83.46,25014
25,15,330,301,91.21,25015
25,16,199,173,86.93,25016
25,17,341,317,92.96,25017
25,18,287,254,88.5,25018
25,19,395,356,90.13,25019
25,20,368,334,90.76,25020
25,21,289,251,86.85,25021
25,22,279,257,92.11,25022
25,23,365,329,90.14,25023
26,1,315,284,90.16,26001
26,2,275,248,90.18,26002
26,3,236,211,89.41,26003
26,4,307,276,89.9,26004
26,5,304,284,93.42,26005
26,6,434,377,86.87,26006
26,7,199,162,81.41,26007
26,8,733,591,80.63,26008
26,9,293,264,90.1,26009
26,10,317,292,92.11,26010
26,11,324,278,85.8,26011
26,12,355,335,94.37,26012
26,13,317,287,90.54,26013
26,14,360,324,90.0,26014
26,15,221,202,91.4,26015
26,16,223,216,96.86,26016
26,17,250,223,89.2,26017
26,18,325,293,90.15,26018
26,19,350,299,85.43,26019
26,20,262,239,91.22,26020
26,21,292,256,87.67,26021
26,22,284,251,88.38,26022
26,23,341,299,87.68,26023
26,24,452,382,84.51,26024
26,25,357,308,86.27,26025
26,26,197,181,91.88,26026
26,27,169,162,95.86,26027
26,28,441,369,83.67,26028
26,29,326,287,88.04,26029
26,30,384,323,84.11,26030
26,31,87,75,86.21,26031
26,32,384,321,83.59,26032
26,33,314,276,87.9,26033
26,34,320,285,89.06,26034
26,35,291,270,92.78,26035
26,36,374,326,87.17,26036
26,37,309,256,82.85,26037
27,1,1500,1105,73.67,27001
27,2,119,115,96.64,27002
27,3,331,324,97.89,27003
27,4,304,275,90.46,27004
27,5,290,130,44.83,27005
27,6,374,370,98.93,27006
27,7,133,120,90.23,27007
27,8,192,190,98.96,27008
27,9,417,389,93.29,27009
27,10,427,418,97.89,27010
27,11,153,150,98.04,27011
27,12,220,216,98.18,27012
27,13,681,543,79.74,27013
27,14,228,224,98.25,27014
27,15,229,223,97.38,27015
27,16,302,224,74.17,27016
27,17,490,436,88.98,27017
27,18,177,130,73.45,27018
27,19,334,316,94.61,27019
27,20,719,645,89.71,27020
27,21,155,154,99.35,27021
27,22,279,276,98.92,27022
27,23,151,147,97.35,27023
27,24,327,318,97.25,27024
27,25,220,213,96.82,27025
27,26,405,394,97.28,27026
27,27,224,214,95.54,27027
27,28,331,257,77.64,27028
27,29,259,255,98.46,27029
27,30,209,181,86.6,27030
27,31,279,269,96.42,27031
27,32,203,170,83.74,27032
27,33,343,301,87.76,27033
27,34,309,308,99.68,27034
27,35,276,243,88.04,27035
27,36,329,320,97.26,27036
27,37,492,371,75.41,27037
27,38,599,420,70.12,27038
27,39,221,214,96.83,27039
27,40,268,262,97.76,27040
27,41,454,338,74.45,27041
27,42,418,306,73.21,27042
27,43,322,315,97.83,27043
27,44,366,355,96.99,27044
27,45,388,375,96.65,27045
27,46,290,281,96.9,27046
27,47,129,128,99.22,27047
27,48,387,381,98.45,27048
27,49,268,257,95.9,27049
27,50,484,373,77.07,27050
27,51,268,263,98.13,27051
27,52,86,80,93.02,27052
27,53,690,488,70.72,27053
27,54,412,302,73.3,27054
27,55,148,120,81.08,27055
28,1,385,383,99.48,28001
28,2,179,172,96.09,28002
28,3,307,299,97.39,28003
28,4,369,358,97.02,28004
28,5,260,249,95.77,28005
28,6,383,377,98.43,28006
28,7,415,399,96.14,28007
28,8,185,184,99.46,28008
28,9,356,354,99.44,28009
28,10,334,326,97.6,28010
28,11,256,251,98.05,28011
28,12,258,257,99.61,28012
28,13,304,294,96.71,28013
28,14,153,135,88.24,28014
28,15,204,197,96.57,28015
28,16,260,247,95.0,28016
28,17,212,209,98.58,28017
28,18,347,339,97.69,28018
28,19,355,347,97.75,28019
28,20,346,340,98.27,28020
28,21,312,306,98.08,28021
28,22,270,259,95.93,28022
28,23,351,343,97.72,28023
28,24,175,170,97.14,28024
28,25,202,199,98.51,28025
28,26,277,271,97.83,28026
28,27,228,222,97.37,28027
28,28,270,264,97.78,28028
28,29,255,243,95.29,28029
28,30,209,204,97.61,28030
28,31,293,283,96.59,28031
28,32,278,267,96.04,28032
28,33,204,195,95.59,28033
28,34,280,268,95.71,28034
28,35,262,255,97.33,28035
28,36,292,288,98.63,28036
28,37,250,238,95.2,28037
28,38,270,263,97.41,28038
28,39,170,163,95.88,28039
28,40,330,324,98.18,28040
28,41,159,157,98.74,28041
28,42,248,243,97.98,28042
28,43,190,187,98.42,28043
28,44,180,177,98.33,28044
28,45,209,206,98.56,28045
28,46,188,184,97.87,28046
28,47,348,341,97.99,28047
28,48,108,104,96.3,28048
28,49,209,205,98.09,28049
28,50,165,160,96.97,28050
28,51,261,254,97.32,28051
28,52,273,267,97.8,28052
28,53,79,74,93.67,28053
28,54,223,221,99.1,28054
28,55,182,180,98.9,28055
28,56,271,264,97.42,28056
28,57,296,290,97.97,28057
28,58,194,188,96.91,28058
28,59,213,207,97.18,28059
28,60,257,252,98.05,28060
28,61,156,154,98.72,28061
29,1,315,306,97.14,29001
29,2,191,164,85.86,29002
29,3,324,315,97.22,29003
29,4,346,331,95.66,29004
29,5,380,372,97.89,29005
29,6,160,129,80.63,29006
29,7,266,234,87.97,29007
29,8,446,438,98.21,29008
29,9,345,327,94.78,29009
29,10,331,326,98.49,29010
29,11,336,324,96.43,29011
29,12,238,230,96.64,29012
29,13,369,360,97.56,29013
29,14,323,319,98.76,29014
29,15,406,396,97.54,29015
29,16,249,248,99.6,29016
29,17,254,227,89.37,29017
29,18,335,327,97.61,29018
29,19,273,266,97.44,29019
29,20,368,360,97.83,29020
29,21,404,393,97.28,29021
29,22,250,218,87.2,29022
29,23,299,293,97.99,29023
29,24,456,441,96.71,29024
29,25,564,548,97.16,29025
29,26,315,301,95.56,29026
29,27,313,308,98.4,29027
29,28,265,261,98.49,29028
29,29,422,406,96.21,29029
29,30,303,295,97.36,29030
29,31,358,345,96.37,29031
29,32,351,342,97.44,29032
29,33,304,299,98.36,29033
29,34,256,230,89.84,29034
29,35,303,293,96.7,29035
29,36,431,417,96.75,29036
29,37,336,326,97.02,29037
29,38,301,294,97.67,29038
29,39,242,209,86.36,29039
29,40,224,216,96.43,29040
29,41,438,427,97.49,29041
29,42,267,265,99.25,29042
29,43,344,339,98.55,29043
29,44,272,260,95.59,29044
29,45,282,277,98.23,29045
29,46,269,261,97.03,29046
29,47,424,402,94.81,29047
29,48,97,87,89.69,29048
29,49,500,490,98.0,29049
29,50,335,329,98.21,29050
29,51,350,338,96.57,29051
29,52,288,258,89.58,29052
29,53,217,190,87.56,29053
29,54,237,202,85.23,29054
29,55,81,79,97.53,29055
29,56,300,299,99.67,29056
30,1,391,302,77.24,30001
30,2,330,244,73.94,30002
30,3,431,364,84.45,30003
30,4,457,391,85.56,30004
30,5,217,172,79.26,30005
30,6,278,227,81.65,30006
30,7,293,242,82.59,30007
30,8,291,251,86.25,30008
30,9,420,358,85.24,30009
30,10,285,237,83.16,30010
30,11,310,257,82.9,30011
30,12,408,317,77.7,30012
30,13,241,204,84.65,30013
30,14,246,201,81.71,30014
30,15,394,313,79.44,30015
30,16,234,187,79.91,30016
30,17,239,214,89.54,30017
30,18,324,283,87.35,30018
30,19,267,235,88.01,30019
30,20,155,132,85.16,30020
30,21,96,89,92.71,30021
30,22,283,237,83.75,30022
30,23,157,131,83.44,30023
30,24,181,153,84.53,30024
30,25,306,251,82.03,30025
30,26,304,263,86.51,30026
30,27,269,223,82.9,30027
30,28,369,302,81.84,30028
30,29,330,271,82.12,30029
30,30,313,269,85.94,30030
30,31,280,226,80.71,30031
30,32,341,266,78.01,30032
30,33,204,176,86.27,30033
30,34,499,418,83.77,30034
30,35,265,207,78.11,30035
30,36,254,197,77.56,30036
30,37,250,197,78.8,30037
30,38,294,247,84.01,30038
30,39,278,226,81.29,30039
30,40,274,218,79.56,30040
30,41,131,113,86.26,30041
30,42,264,224,84.85,30042
30,43,255,210,82.35,30043
30,44,388,308,79.38,30044
30,45,250,214,85.6,30045
31,1,221,203,91.86,31001
31,2,236,203,86.02,31002
31,3,283,261,92.23,31003
31,4,365,322,88.22,31004
31,5,214,189,88.32,31005
31,6,87,75,86.21,31006
31,7,244,214,87.7,31007
31,8,112,99,88.39,31008
31,9,267,239,89.51,31009
31,10,214,200,93.46,31010
31,11,169,143,84.62,31011
31,12,270,239,88.52,31012
31,13,216,190,87.96,31013
31,14,338,285,84.32,31014
31,15,263,238,90.49,31015
31,16,188,175,93.09,31016
31,17,233,216,92.7,31017
31,18,78,61,78.21,31018
31,19,73,72,98.63,31019
31,20,194,177,91.24,31020
31,21,207,185,89.37,31021
31,22,204,186,91.18,31022
31,23,228,189,82.89,31023
31,24,306,275,89.87,31024
31,25,259,232,89.58,31025
31,26,187,169,90.37,31026
31,27,204,186,91.18,31027
31,28,177,159,89.83,31028
31,29,152,130,85.53,31029
31,30,238,214,89.92,31030
31,31,299,251,83.95,31031
31,32,181,148,81.77,31032
31,33,328,275,83.84,31033
31,34,218,198,90.83,31034
31,35,215,192,89.3,31035
31,36,307,266,86.64,31036
31,37,296,268,90.54,31037
31,38,233,202,86.7,31038
31,39,198,182,91.92,31039
31,40,227,210,92.51,31040
31,41,209,188,89.95,31041
31,42,180,165,91.67,31042
31,43,187,175,93.58,31043
31,44,226,196,86.73,31044
31,45,205,188,91.71,31045
32,1,400,340,85.0,32001
32,2,300,253,84.33,32002
32,3,370,307,82.97,32003
32,4,611,477,78.07,32004
32,5,320,263,82.19,32005
32,6,365,287,78.63,32006
32,7,469,338,72.07,32007
32,8,612,417,68.14,32008
32,9,619,503,81.26,32009
32,10,400,307,76.75,32010
32,11,451,383,84.92,32011
32,12,254,220,86.61,32012
32,13,375,276,73.6,32013
32,14,224,188,83.93,32014
32,15,449,346,77.06,32015
32,16,397,340,85.64,32016
32,17,347,272,78.39,32017
32,18,428,300,70.09,32018
32,19,603,494,81.92,32019
32,20,391,289,73.91,32020
32,21,539,436,80.89,32021
32,22,441,356,80.73,32022
32,23,464,340,73.28,32023
32,24,386,299,77.46,32024
32,25,482,389,80.71,32025
32,26,371,313,84.37,32026
32,27,398,289,72.61,32027
32,28,295,230,77.97,32028
32,29,409,344,84.11,32029
32,30,359,274,76.32,32030
32,31,431,351,81.44,32031
32,32,569,407,71.53,32032
32,33,287,226,78.75,32033
32,34,519,417,80.35,32034
32,35,514,434,84.44,32035
32,36,651,507,77.88,32036
32,37,446,342,76.68,32037
32,38,569,451,79.26,32038
32,39,511,366,71.62,32039
32,40,550,408,74.18,32040
32,41,638,470,73.67,32041
32,42,527,422,80.08,32042
32,43,619,449,72.54,32043
32,44,350,292,83.43,32044
32,45,516,413,80.04,32045
32,46,103,83,80.58,32046
32,47,255,189,74.12,32047
32,48,495,347,70.1,32048
33,1,343,301,87.76,33001
33,2,418,371,88.76,33002
33,3,313,267,85.3,33003
33,4,380,322,84.74,33004
33,5,239,211,88.28,33005
33,6,364,307,84.34,33006
33,7,453,385,84.99,33007
33,8,454,400,88.11,33008
33,9,463,400,86.39,33009
33,10,448,386,86.16,33010
33,11,387,318,82.17,33011
33,12,452,394,87.17,33012
33,13,385,333,86.49,33013
33,14,364,305,83.79,33014
33,15,109,94,86.24,33015
33,16,410,324,79.02,33016
33,17,376,332,88.3,33017
33,18,182,154,84.62,33018
33,19,298,242,81.21,33019
33,20,428,372,86.92,33020
33,21,329,284,86.32,33021
33,22,441,385,87.3,33022
33,23,388,342,88.14,33023
33,24,457,399,87.31,33024
33,25,573,496,86.56,33025
33,26,309,268,86.73,33026
33,27,416,373,89.66,33027
33,28,388,325,83.76,33028
33,29,404,353,87.38,33029
33,30,330,275,83.33,33030
33,31,365,299,81.92,33031
33,32,113,95,84.07,33032
33,33,387,330,85.27,33033
33,34,377,337,89.39,33034
33,35,468,409,87.39,33035
33,36,409,366,89.49,33036
33,37,368,309,83.97,33037
33,38,102,75,73.53,33038
34,1,440,430,97.73,34001
34,2,314,306,97.45,34002
34,3,322,318,98.76,34003
34,4,321,314,97.82,34004
34,5,244,238,97.54,34005
34,6,383,375,97.91,34006
34,7,429,417,97.2,34007
34,8,367,359,97.82,34008
34,9,314,303,96.5,34009
34,10,480,471,98.13,34010
34,11,375,371,98.93,34011
34,12,380,369,97.11,34012
34,13,243,237,97.53,34013
34,14,301,295,98.01,34014
34,15,293,290,98.98,34015
34,16,356,345,96.91,34016
34,17,435,426,97.93,34017
34,18,339,337,99.41,34018
34,19,352,343,97.44,34019
34,20,406,395,97.29,34020
34,21,471,461,97.88,34021
34,22,415,403,97.11,34022
34,23,337,325,96.44,34023
34,24,352,346,98.3,34024
34,25,249,246,98.8,34025
34,26,325,320,98.46,34026
34,27,321,316,98.44,34027
34,28,300,289,96.33,34028
34,29,497,490,98.59,34029
34,30,429,411,95.8,34030
34,31,416,414,99.52,34031
34,32,382,370,96.86,34032
34,33,319,311,97.49,34033
34,34,349,335,95.99,34034
34,35,463,451,97.41,34035
34,36,470,463,98.51,34036
34,37,263,261,99.24,34037
34,38,292,286,97.95,34038
34,39,298,295,98.99,34039
34,40,477,470,98.53,34040
34,41,400,387,96.75,34041
34,42,426,415,97.42,34042
34,43,358,350,97.77,34043
34,44,401,388,96.76,34044
34,45,383,375,97.91,34045
34,46,262,258,98.47,34046
34,47,218,217,99.54,34047
34,48,360,355,98.61,34048
34,49,403,396,98.26,34049
34,50,354,344,97.18,34050
34,51,546,526,96.34,34051
34,52,388,382,98.45,34052
34,53,361,353,97.78,34053
34,54,352,348,98.86,34054
34,55,322,312,96.89,34055
34,56,345,341,98.84,34056
34,57,286,277,96.85,34057
34,58,324,316,97.53,34058
34,59,364,354,97.25,34059
34,60,439,434,98.86,34060
34,61,346,334,96.53,34061
35,1,280,232,82.86,35001
35,2,346,287,82.95,35002
35,3,252,224,88.89,35003
35,4,174,148,85.06,35004
35,5,283,241,85.16,35005
35,6,281,223,79.36,35006
35,7,391,331,84.65,35007
35,8,110,94,85.45,35008
35,9,301,265,88.04,35009
35,10,304,272,89.47,35010
35,11,203,172,84.73,35011
35,12,341,305,89.44,35012
35,13,457,384,84.03,35013
35,14,386,339,87.82,35014
35,15,336,285,84.82,35015
35,16,341,304,89.15,35016
35,17,340,291,85.59,35017
35,18,340,290,85.29,35018
35,19,369,317,85.91,35019
35,20,144,132,91.67,35020
35,21,457,404,88.4,35021
35,22,252,231,91.67,35022
35,23,291,249,85.57,35023
35,24,307,280,91.21,35024
35,25,353,302,85.55,35025
35,26,261,234,89.66,35026
35,27,420,356,84.76,35027
35,28,330,297,90.0,35028
35,29,311,267,85.85,35029
35,30,554,486,87.73,35030
35,31,403,355,88.09,35031
35,32,192,164,85.42,35032
35,33,285,221,77.54,35033
35,34,417,365,87.53,35034
35,35,220,196,89.09,35035
36,1,335,268,80.0,36001
36,2,260,198,76.15,36002
36,3,297,270,90.91,36003
36,4,159,144,90.57,36004
36,5,278,211,75.9,36005
36,6,326,278,85.28,36006
36,7,375,272,72.53,36007
36,8,397,297,74.81,36008
36,9,360,270,75.0,36009
36,10,327,257,78.59,36010
36,11,422,337,79.86,36011
36,12,359,268,74.65,36012
36,13,419,357,85.2,36013
36,14,370,310,83.78,36014
36,15,358,260,72.63,36015
36,16,342,287,83.92,36016
36,17,318,216,67.92,36017
36,18,393,270,68.7,36018
36,19,421,415,98.57,36019
36,20,393,319,81.17,36020
36,21,355,293,82.54,36021
36,22,496,390,78.63,36022
36,23,174,153,87.93,36023
36,24,348,326,93.68,36024
36,25,275,191,69.45,36025
36,26,513,488,95.13,36026
36,27,326,240,73.62,36027
36,28,331,243,73.41,36028
36,29,349,280,80.23,36029
36,30,371,278,74.93,36030
36,31,376,281,74.73,36031
36,32,390,305,78.21,36032
36,33,321,273,85.05,36033
36,34,275,203,73.82,36034
36,35,360,294,81.67,36035
36,36,308,251,81.49,36036
36,37,317,229,72.24,36037
36,38,215,175,81.4,36038
36,39,389,274,70.44,36039
36,40,359,273,76.04,36040
36,41,277,218,78.7,36041
36,42,299,228,76.25,36042
36,43,476,466,97.9,36043
36,44,314,265,84.39,36044
36,45,323,268,82.97,36045
36,46,337,244,72.4,36046
36,47,261,190,72.8,36047
36,48,362,271,74.86,36048
36,49,361,277,76.73,36049
36,50,366,294,80.33,36050
36,51,378,317,83.86,36051
36,52,340,273,80.29,36052
36,53,358,281,78.49,36053
36,54,433,389,89.84,36054
36,55,394,331,84.01,36055
36,56,313,233,74.44,36056
37,1,267,263,98.5,37001
37,2,209,201,96.17,37002
37,3,207,197,95.17,37003
37,4,317,298,94.01,37004
37,5,293,284,96.93,37005
37,6,521,506,97.12,37006
37,7,343,330,96.21,37007
37,8,409,395,96.58,37008
37,9,356,341,95.79,37009
37,10,491,463,94.3,37010
37,11,73,72,98.63,37011
37,12,370,356,96.22,37012
37,13,411,401,97.57,37013
37,14,371,366,98.65,37014
37,15,477,470,98.53,37015
37,16,513,502,97.86,37016
37,17,327,316,96.64,37017
37,18,355,348,98.03,37018
37,19,332,319,96.08,37019
37,20,361,357,98.89,37020
37,21,388,382,98.45,37021
37,22,272,264,97.06,37022
37,23,338,327,96.75,37023
37,24,331,323,97.58,37024
37,25,429,423,98.6,37025
37,26,262,246,93.89,37026
37,27,247,244,98.79,37027
37,28,364,343,94.23,37028
37,29,387,377,97.42,37029
37,30,397,387,97.48,37030
37,31,476,463,97.27,37031
37,32,336,328,97.62,37032
37,33,335,329,98.21,37033
