ward,precinct,total,Michelle Jordan,Michelle Jordan Percent,John Joseph Coyne,John Joseph Coyne Percent,precinct_id
13,1,309,235,76.05,74,23.95,13001
13,2,234,182,77.78,52,22.22,13002
13,3,365,294,80.55,71,19.45,13003
13,4,464,342,73.71,122,26.29,13004
13,5,244,213,87.3,31,12.7,13005
13,6,236,179,75.85,57,24.15,13006
13,7,295,252,85.42,43,14.58,13007
13,8,329,261,79.33,68,20.67,13008
13,9,270,225,83.33,45,16.67,13009
13,10,248,180,72.58,68,27.42,13010
13,11,236,205,86.86,31,13.14,13011
13,12,330,274,83.03,56,16.97,13012
13,13,327,288,88.07,39,11.93,13013
13,14,249,197,79.12,52,20.88,13014
13,15,333,281,84.38,52,15.62,13015
13,16,218,194,88.99,24,11.01,13016
13,17,309,255,82.52,54,17.48,13017
13,18,273,228,83.52,45,16.48,13018
13,19,294,265,90.14,29,9.86,13019
13,20,269,242,89.96,27,10.04,13020
13,21,212,169,79.72,43,20.28,13021
13,22,331,301,90.94,30,9.06,13022
13,23,239,203,84.94,36,15.06,13023
13,24,328,284,86.59,44,13.41,13024
13,25,281,209,74.38,72,25.62,13025
13,26,243,204,83.95,39,16.05,13026
13,27,350,284,81.14,66,18.86,13027
13,28,226,191,84.51,35,15.49,13028
13,29,263,205,77.95,58,22.05,13029
13,30,311,263,84.57,48,15.43,13030
13,31,312,273,87.5,39,12.5,13031
13,32,326,296,90.8,30,9.2,13032
13,33,265,214,80.75,51,19.25,13033
13,34,262,215,82.06,47,17.94,13034
13,35,334,283,84.73,51,15.27,13035
13,36,214,160,74.77,54,25.23,13036
13,37,214,179,83.64,35,16.36,13037
13,38,351,271,77.21,80,22.79,13038
13,39,300,246,82.0,54,18.0,13039
13,40,266,224,84.21,42,15.79,13040
13,41,268,246,91.79,22,8.21,13041
13,42,286,242,84.62,44,15.38,13042
13,43,218,207,94.95,11,5.05,13043
13,44,344,324,94.19,20,5.81,13044
13,45,432,353,81.71,79,18.29,13045
13,46,277,254,91.7,23,8.3,13046
13,47,286,230,80.42,56,19.58,13047
13,48,332,292,87.95,40,12.05,13048
13,49,346,301,86.99,45,13.01,13049
13,50,376,343,91.22,33,8.78,13050
13,51,228,196,85.96,32,14.04,13051
13,52,353,274,77.62,79,22.38,13052
13,53,367,314,85.56,53,14.44,13053
13,54,307,252,82.08,55,17.92,13054
14,1,187,159,85.03,28,14.97,14001
14,2,200,156,78.0,44,22.0,14002
14,3,266,227,85.34,39,14.66,14003
14,4,200,161,80.5,39,19.5,14004
14,5,282,256,90.78,26,9.22,14005
14,6,212,170,80.19,42,19.81,14006
14,7,205,166,80.98,39,19.02,14007
14,8,149,128,85.91,21,14.09,14008
14,9,257,224,87.16,33,12.84,14009
14,10,238,187,78.57,51,21.43,14010
14,11,197,177,89.85,20,10.15,14011
14,12,173,148,85.55,25,14.45,14012
14,13,254,201,79.13,53,20.87,14013
14,14,174,151,86.78,23,13.22,14014
14,15,247,222,89.88,25,10.12,14015
14,16,237,188,79.32,49,20.68,14016
14,17,238,210,88.24,28,11.76,14017
14,18,207,177,85.51,30,14.49,14018
14,19,287,247,86.06,40,13.94,14019
14,20,211,172,81.52,39,18.48,14020
14,21,234,209,89.32,25,10.68,14021
14,22,201,167,83.08,34,16.92,14022
14,23,179,152,84.92,27,15.08,14023
14,24,167,153,91.62,14,8.38,14024
14,25,224,182,81.25,42,18.75,14025
14,26,157,134,85.35,23,14.65,14026
14,27,152,114,75.0,38,25.0,14027
14,28,226,187,82.74,39,17.26,14028
14,29,238,200,84.03,38,15.97,14029
14,30,184,148,80.43,36,19.57,14030
14,31,220,197,89.55,23,10.45,14031
14,32,180,164,91.11,16,8.89,14032
14,33,177,155,87.57,22,12.43,14033
14,34,205,184,89.76,21,10.24,14034
14,35,117,95,81.2,22,18.8,14035
14,36,243,200,82.3,43,17.7,14036
14,37,236,210,88.98,26,11.02,14037
15,1,155,130,83.87,25,16.13,15001
15,2,199,190,95.48,9,4.52,15002
15,3,220,213,96.82,7,3.18,15003
15,4,229,220,96.07,9,3.93,15004
15,5,223,218,97.76,5,2.24,15005
15,6,271,244,90.04,27,9.96,15006
15,7,216,207,95.83,9,4.17,15007
15,8,327,311,95.11,16,4.89,15008
15,9,263,247,93.92,16,6.08,15009
15,10,190,147,77.37,43,22.63,15010
15,11,261,252,96.55,9,3.45,15011
15,12,159,155,97.48,4,2.52,15012
15,13,174,155,89.08,19,10.92,15013
15,14,259,215,83.01,44,16.99,15014
15,15,257,234,91.05,23,8.95,15015
15,16,172,132,76.74,40,23.26,15016
15,17,249,244,97.99,5,2.01,15017
15,18,180,168,93.33,12,6.67,15018
15,19,199,194,97.49,5,2.51,15019
15,20,185,179,96.76,6,3.24,15020
15,21,216,210,97.22,6,2.78,15021
15,22,265,253,95.47,12,4.53,15022
15,23,199,193,96.98,6,3.02,15023
15,24,236,218,92.37,18,7.63,15024
15,25,263,239,90.87,24,9.13,15025
15,26,183,178,97.27,5,2.73,15026
15,27,185,172,92.97,13,7.03,15027
15,28,235,190,80.85,45,19.15,15028
15,29,126,118,93.65,8,6.35,15029
15,30,293,281,95.9,12,4.1,15030
15,31,186,181,97.31,5,2.69,15031
15,32,295,271,91.86,24,8.14,15032
15,33,202,191,94.55,11,5.45,15033
15,34,185,183,98.92,2,1.08,15034
15,35,196,188,95.92,8,4.08,15035
15,36,206,201,97.57,5,2.43,15036
15,37,188,182,96.81,6,3.19,15037
15,38,254,232,91.34,22,8.66,15038
15,39,255,247,96.86,8,3.14,15039
15,40,222,214,96.4,8,3.6,15040
15,41,319,289,90.6,30,9.4,15041
15,42,151,146,96.69,5,3.31,15042
15,43,204,199,97.55,5,2.45,15043
15,44,245,221,90.2,24,9.8,15044
15,45,129,121,93.8,8,6.2,15045
15,46,160,157,98.13,3,1.88,15046
15,47,239,233,97.49,6,2.51,15047
15,48,233,220,94.42,13,5.58,15048
15,49,186,156,83.87,30,16.13,15049
15,50,217,212,97.7,5,2.3,15050
15,51,161,158,98.14,3,1.86,15051
15,52,130,126,96.92,4,3.08,15052
16,1,165,155,93.94,10,6.06,16001
16,2,184,178,96.74,6,3.26,16002
16,3,215,205,95.35,10,4.65,16003
16,4,236,220,93.22,16,6.78,16004
16,5,268,254,94.78,14,5.22,16005
16,6,88,79,89.77,9,10.23,16006
16,7,215,199,92.56,16,7.44,16007
16,8,207,198,95.65,9,4.35,16008
16,9,277,264,95.31,13,4.69,16009
16,10,194,185,95.36,9,4.64,16010
16,11,290,281,96.9,9,3.1,16011
16,12,198,187,94.44,11,5.56,16012
16,13,187,162,86.63,25,13.37,16013
16,14,215,204,94.88,11,5.12,16014
16,15,244,235,96.31,9,3.69,16015
16,16,238,230,96.64,8,3.36,16016
16,17,281,229,81.49,52,18.51,16017
16,18,232,222,95.69,10,4.31,16018
16,19,189,185,97.88,4,2.12,16019
16,20,215,204,94.88,11,5.12,16020
16,21,207,172,83.09,35,16.91,16021
16,22,194,186,95.88,8,4.12,16022
16,23,244,209,85.66,35,14.34,16023
16,24,133,127,95.49,6,4.51,16024
16,25,194,190,97.94,4,2.06,16025
16,26,227,215,94.71,12,5.29,16026
16,27,227,223,98.24,4,1.76,16027
16,28,246,240,97.56,6,2.44,16028
16,29,146,139,95.21,7,4.79,16029
16,30,179,174,97.21,5,2.79,16030
16,31,262,253,96.56,9,3.44,16031
16,32,191,158,82.72,33,17.28,16032
16,33,210,209,99.52,1,0.48,16033
16,34,219,214,97.72,5,2.28,16034
16,35,246,213,86.59,33,13.41,16035
16,36,242,230,95.04,12,4.96,16036
16,37,243,234,96.3,9,3.7,16037
16,38,242,230,95.04,12,4.96,16038
16,39,147,121,82.31,26,17.69,16039
16,40,260,245,94.23,15,5.77,16040
16,41,107,104,97.2,3,2.8,16041
16,42,146,126,86.3,20,13.7,16042
16,43,221,214,96.83,7,3.17,16043
16,44,273,255,93.41,18,6.59,16044
16,45,154,149,96.75,5,3.25,16045
16,46,58,54,93.1,4,6.9,16046
16,47,147,140,95.24,7,4.76,16047
17,1,183,178,97.27,5,2.73,17001
17,2,260,250,96.15,10,3.85,17002
17,3,246,239,97.15,7,2.85,17003
17,4,374,366,97.86,8,2.14,17004
17,5,229,223,97.38,6,2.62,17005
17,6,225,218,96.89,7,3.11,17006
17,7,353,343,97.17,10,2.83,17007
17,8,212,208,98.11,4,1.89,17008
17,9,203,197,97.04,6,2.96,17009
17,10,277,264,95.31,13,4.69,17010
17,11,273,265,97.07,8,2.93,17011
17,12,307,301,98.05,6,1.95,17012
17,13,197,192,97.46,5,2.54,17013
17,14,261,245,93.87,16,6.13,17014
17,15,268,258,96.27,10,3.73,17015
17,16,236,229,97.03,7,2.97,17016
17,17,246,235,95.53,11,4.47,17017
17,18,303,295,97.36,8,2.64,17018
17,19,133,127,95.49,6,4.51,17019
17,20,279,273,97.85,6,2.15,17020
17,21,359,346,96.38,13,3.62,17021
17,22,294,286,97.28,8,2.72,17022
17,23,229,226,98.69,3,1.31,17023
17,24,314,305,97.13,9,2.87,17024
17,25,175,171,97.71,4,2.29,17025
17,26,343,334,97.38,9,2.62,17026
17,27,301,281,93.36,20,6.64,17027
17,28,251,245,97.61,6,2.39,17028
17,29,286,279,97.55,7,2.45,17029
17,30,311,300,96.46,11,3.54,17030
17,31,277,265,95.67,12,4.33,17031
17,32,310,298,96.13,12,3.87,17032
17,33,222,217,97.75,5,2.25,17033
17,34,246,237,96.34,9,3.66,17034
17,35,162,157,96.91,5,3.09,17035
17,36,177,173,97.74,4,2.26,17036
17,37,275,269,97.82,6,2.18,17037
17,38,287,275,95.82,12,4.18,17038
17,39,203,195,96.06,8,3.94,17039
17,40,210,204,97.14,6,2.86,17040
17,41,202,196,97.03,6,2.97,17041
17,42,225,217,96.44,8,3.56,17042
17,43,227,218,96.04,9,3.96,17043
17,44,250,241,96.4,9,3.6,17044
17,45,204,195,95.59,9,4.41,17045
17,46,268,262,97.76,6,2.24,17046
17,47,183,176,96.17,7,3.83,17047
17,48,295,289,97.97,6,2.03,17048
17,49,219,209,95.43,10,4.57,17049
17,50,290,283,97.59,7,2.41,17050
17,51,337,321,95.25,16,4.75,17051
17,52,327,317,96.94,10,3.06,17052
17,53,273,265,97.07,8,2.93,17053
17,54,305,300,98.36,5,1.64,17054
17,55,254,250,98.43,4,1.57,17055
17,56,278,261,93.88,17,6.12,17056
17,57,288,280,97.22,8,2.78,17057
17,58,220,213,96.82,7,3.18,17058
17,59,154,145,94.16,9,5.84,17059
17,60,344,337,97.97,7,2.03,17060
17,61,236,231,97.88,5,2.12,17061
17,62,209,206,98.56,3,1.44,17062
17,63,268,260,97.01,8,2.99,17063
17,64,216,211,97.69,5,2.31,17064
18,1,204,183,89.71,21,10.29,18001
18,2,313,287,91.69,26,8.31,18002
18,3,262,164,62.6,98,37.4,18003
18,4,316,299,94.62,17,5.38,18004
18,5,333,323,97.0,10,3.0,18005
18,6,275,175,63.64,100,36.36,18006
18,7,301,252,83.72,49,16.28,18007
18,8,167,150,89.82,17,10.18,18008
18,9,306,275,89.87,31,10.13,18009
18,10,439,412,93.85,27,6.15,18010
18,11,311,250,80.39,61,19.61,18011
18,12,385,353,91.69,32,8.31,18012
18,13,367,331,90.19,36,9.81,18013
18,14,367,346,94.28,21,5.72,18014
18,15,201,158,78.61,43,21.39,18015
18,16,373,356,95.44,17,4.56,18016
18,17,266,229,86.09,37,13.91,18017
18,18,302,290,96.03,12,3.97,18018
18,19,230,223,96.96,7,3.04,18019
18,20,299,289,96.66,10,3.34,18020
18,21,419,377,89.98,42,10.02,18021
18,22,389,361,92.8,28,7.2,18022
18,23,300,278,92.67,22,7.33,18023
18,24,363,359,98.9,4,1.1,18024
18,25,328,322,98.17,6,1.83,18025
18,26,247,235,95.14,12,4.86,18026
18,27,352,317,90.06,35,9.94,18027
18,28,307,199,64.82,108,35.18,18028
18,29,372,312,83.87,60,16.13,18029
18,30,254,252,99.21,2,0.79,18030
18,31,318,295,92.77,23,7.23,18031
18,32,329,324,98.48,5,1.52,18032
18,33,260,250,96.15,10,3.85,18033
18,34,403,374,92.8,29,7.2,18034
18,35,395,363,91.9,32,8.1,18035
18,36,255,225,88.24,30,11.76,18036
18,37,239,218,91.21,21,8.79,18037
18,38,372,362,97.31,10,2.69,18038
18,39,330,309,93.64,21,6.36,18039
18,40,371,347,93.53,24,6.47,18040
18,41,305,218,71.48,87,28.52,18041
18,42,249,220,88.35,29,11.65,18042
18,43,250,200,80.0,50,20.0,18043
18,44,204,179,87.75,25,12.25,18044
18,45,304,291,95.72,13,4.28,18045
18,46,305,300,98.36,5,1.64,18046
18,47,342,319,93.27,23,6.73,18047
18,48,213,142,66.67,71,33.33,18048
18,49,252,241,95.63,11,4.37,18049
18,50,328,306,93.29,22,6.71,18050
18,51,196,192,97.96,4,2.04,18051
18,52,254,252,99.21,2,0.79,18052
18,53,304,294,96.71,10,3.29,18053
18,54,328,317,96.65,11,3.35,18054
18,55,308,207,67.21,101,32.79,18055
18,56,298,247,82.89,51,17.11,18056
18,57,285,251,88.07,34,11.93,18057
18,58,313,302,96.49,11,3.51,18058
18,59,250,242,96.8,8,3.2,18059
18,60,384,379,98.7,5,1.3,18060
18,61,330,320,96.97,10,3.03,18061
18,62,208,202,97.12,6,2.88,18062
18,63,298,292,97.99,6,2.01,18063
18,64,282,238,84.4,44,15.6,18064
19,1,394,256,64.97,138,35.03,19001
19,2,322,271,84.16,51,15.84,19002
19,3,318,195,61.32,123,38.68,19003
19,4,331,209,63.14,122,36.86,19004
19,5,376,301,80.05,75,19.95,19005
19,6,377,244,64.72,133,35.28,19006
19,7,332,236,71.08,96,28.92,19007
19,8,295,175,59.32,120,40.68,19008
19,9,280,174,62.14,106,37.86,19009
19,10,493,370,75.05,123,24.95,19010
19,11,400,233,58.25,167,41.75,19011
19,12,379,210,55.41,169,44.59,19012
19,13,308,285,92.53,23,7.47,19013
19,14,245,156,63.67,89,36.33,19014
19,15,227,138,60.79,89,39.21,19015
19,16,424,289,68.16,135,31.84,19016
19,17,380,271,71.32,109,28.68,19017
19,18,429,326,75.99,103,24.01,19018
19,19,398,299,75.13,99,24.87,19019
19,20,345,285,82.61,60,17.39,19020
19,21,289,198,68.51,91,31.49,19021
19,22,443,310,69.98,133,30.02,19022
19,23,398,239,60.05,159,39.95,19023
19,24,287,157,54.7,130,45.3,19024
19,25,398,252,63.32,146,36.68,19025
19,26,408,280,68.63,128,31.37,19026
19,27,279,240,86.02,39,13.98,19027
19,28,437,395,90.39,42,9.61,19028
19,29,307,176,57.33,131,42.67,19029
19,30,341,193,56.6,148,43.4,19030
19,31,344,201,58.43,143,41.57,19031
19,32,423,285,67.38,138,32.62,19032
19,33,399,245,61.4,154,38.6,19033
19,34,376,258,68.62,118,31.38,19034
19,35,326,224,68.71,102,31.29,19035
19,36,485,409,84.33,76,15.67,19036
19,37,331,263,79.46,68,20.54,19037
19,38,459,384,83.66,75,16.34,19038
19,39,229,211,92.14,18,7.86,19039
19,40,339,244,71.98,95,28.02,19040
19,41,386,237,61.4,149,38.6,19041
19,42,334,273,81.74,61,18.26,19042
19,43,455,435,95.6,20,4.4,19043
19,44,307,190,61.89,117,38.11,19044
19,45,393,262,66.67,131,33.33,19045
19,46,441,271,61.45,170,38.55,19046
19,47,277,230,83.03,47,16.97,19047
19,48,342,336,98.25,6,1.75,19048
19,49,468,404,86.32,64,13.68,19049
19,50,438,429,97.95,9,2.05,19050
19,51,361,230,63.71,131,36.29,19051
19,52,303,178,58.75,125,41.25,19052
19,53,366,240,65.57,126,34.43,19053
19,54,333,193,57.96,140,42.04,19054
19,55,326,219,67.18,107,32.82,19055
19,56,443,327,73.81,116,26.19,19056
19,57,430,322,74.88,108,25.12,19057
19,58,365,219,60.0,146,40.0,19058
19,59,423,265,62.65,158,37.35,19059
19,60,366,347,94.81,19,5.19,19060
19,61,446,313,70.18,133,29.82,19061
19,62,376,280,74.47,96,25.53,19062
19,63,270,231,85.56,39,14.44,19063
19,64,471,405,85.99,66,14.01,19064
19,65,227,188,82.82,39,17.18,19065
19,66,399,389,97.49,10,2.51,19066
19,67,83,46,55.42,37,44.58,19067
20,1,345,336,97.39,9,2.61,20001
20,2,216,212,98.15,4,1.85,20002
20,3,318,309,97.17,9,2.83,20003
20,4,155,135,87.1,20,12.9,20004
20,5,171,164,95.91,7,4.09,20005
20,6,278,268,96.4,10,3.6,20006
20,7,174,165,94.83,9,5.17,20007
20,8,94,77,81.91,17,18.09,20008
20,9,268,259,96.64,9,3.36,20009
20,10,253,245,96.84,8,3.16,20010
20,11,263,255,96.96,8,3.04,20011
20,12,88,84,95.45,4,4.55,20012
20,13,98,93,94.9,5,5.1,20013
20,14,391,377,96.42,14,3.58,20014
20,15,106,84,79.25,22,20.75,20015
20,16,91,84,92.31,7,7.69,20016
20,17,292,282,96.58,10,3.42,20017
20,18,353,348,98.58,5,1.42,20018
20,19,118,115,97.46,3,2.54,20019
20,20,169,165,97.63,4,2.37,20020
20,21,104,85,81.73,19,18.27,20021
20,22,315,303,96.19,12,3.81,20022
20,23,316,304,96.2,12,3.8,20023
20,24,505,487,96.44,18,3.56,20024
20,25,220,210,95.45,10,4.55,20025
20,26,230,222,96.52,8,3.48,20026
20,27,204,196,96.08,8,3.92,20027
20,28,317,309,97.48,8,2.52,20028
20,29,284,276,97.18,8,2.82,20029
20,30,240,233,97.08,7,2.92,20030
20,31,270,262,97.04,8,2.96,20031
20,32,520,502,96.54,18,3.46,20032
20,33,347,334,96.25,13,3.75,20033
20,34,420,391,93.1,29,6.9,20034
20,35,188,184,97.87,4,2.13,20035
20,36,311,307,98.71,4,1.29,20036
20,37,182,172,94.51,10,5.49,20037
20,38,54,49,90.74,5,9.26,20038
20,39,245,235,95.92,10,4.08,20039
20,40,205,196,95.61,9,4.39,20040
20,41,20,15,75.0,5,25.0,20041
20,42,296,290,97.97,6,2.03,20042
20,43,119,98,82.35,21,17.65,20043
20,44,224,212,94.64,12,5.36,20044
20,45,60,58,96.67,2,3.33,20045
20,46,217,206,94.93,11,5.07,20046
20,47,145,138,95.17,7,4.83,20047
20,48,133,132,99.25,1,0.75,20048
20,49,225,215,95.56,10,4.44,20049
20,50,200,197,98.5,3,1.5,20050
20,51,83,72,86.75,11,13.25,20051
20,52,140,138,98.57,2,1.43,20052
20,53,43,43,100.0,0,0.0,20053
20,54,176,167,94.89,9,5.11,20054
20,55,136,130,95.59,6,4.41,20055
21,1,427,418,97.89,9,2.11,21001
21,2,138,133,96.38,5,3.62,21002
21,3,407,393,96.56,14,3.44,21003
21,4,444,432,97.3,12,2.7,21004
21,5,304,295,97.04,9,2.96,21005
21,6,340,331,97.35,9,2.65,21006
21,7,367,353,96.19,14,3.81,21007
21,8,356,345,96.91,11,3.09,21008
21,9,360,351,97.5,9,2.5,21009
21,10,244,237,97.13,7,2.87,21010
21,11,322,308,95.65,14,4.35,21011
21,12,325,315,96.92,10,3.08,21012
21,13,177,171,96.61,6,3.39,21013
21,14,312,304,97.44,8,2.56,21014
21,15,309,306,99.03,3,0.97,21015
21,16,291,283,97.25,8,2.75,21016
21,17,142,136,95.77,6,4.23,21017
21,18,311,302,97.11,9,2.89,21018
21,19,266,262,98.5,4,1.5,21019
21,20,166,161,96.99,5,3.01,21020
21,21,298,290,97.32,8,2.68,21021
21,22,336,324,96.43,12,3.57,21022
21,23,291,284,97.59,7,2.41,21023
21,24,355,348,98.03,7,1.97,21024
21,25,268,268,100.0,0,0.0,21025
21,26,232,226,97.41,6,2.59,21026
21,27,336,325,96.73,11,3.27,21027
21,28,244,233,95.49,11,4.51,21028
21,29,139,138,99.28,1,0.72,21029
21,30,226,219,96.9,7,3.1,21030
21,31,425,411,96.71,14,3.29,21031
21,32,199,195,97.99,4,2.01,21032
21,33,317,305,96.21,12,3.79,21033
21,34,367,357,97.28,10,2.72,21034
21,35,200,193,96.5,7,3.5,21035
21,36,313,301,96.17,12,3.83,21036
21,37,259,247,95.37,12,4.63,21037
21,38,337,327,97.03,10,2.97,21038
21,39,257,254,98.83,3,1.17,21039
21,40,286,281,98.25,5,1.75,21040
21,41,279,274,98.21,5,1.79,21041
21,42,291,279,95.88,12,4.12,21042
21,43,273,262,95.97,11,4.03,21043
21,44,322,309,95.96,13,4.04,21044
21,45,247,238,96.36,9,3.64,21045
21,46,239,232,97.07,7,2.93,21046
21,47,348,340,97.7,8,2.3,21047
21,48,423,418,98.82,5,1.18,21048
21,49,297,284,95.62,13,4.38,21049
21,50,297,288,96.97,9,3.03,21050
21,51,365,358,98.08,7,1.92,21051
21,52,353,343,97.17,10,2.83,21052
21,53,284,268,94.37,16,5.63,21053
21,54,259,257,99.23,2,0.77,21054
21,55,323,314,97.21,9,2.79,21055
21,56,243,240,98.77,3,1.23,21056
21,57,314,308,98.09,6,1.91,21057
21,58,239,234,97.91,5,2.09,21058
21,59,365,351,96.16,14,3.84,21059
21,60,310,303,97.74,7,2.26,21060
21,61,351,339,96.58,12,3.42,21061
21,62,304,293,96.38,11,3.62,21062
21,63,333,330,99.1,3,0.9,21063
21,64,188,186,98.94,2,1.06,21064
21,65,265,257,96.98,8,3.02,21065
21,66,248,244,98.39,4,1.61,21066
21,67,269,261,97.03,8,2.97,21067
21,68,347,338,97.41,9,2.59,21068
21,69,266,262,98.5,4,1.5,21069
21,70,214,210,98.13,4,1.87,21070
21,71,231,219,94.81,12,5.19,21071
21,72,282,274,97.16,8,2.84,21072
21,73,423,415,98.11,8,1.89,21073
21,74,149,142,95.3,7,4.7,21074
21,75,221,217,98.19,4,1.81,21075
21,76,325,316,97.23,9,2.77,21076
22,1,133,107,80.45,26,19.55,22001
22,2,124,109,87.9,15,12.1,22002
22,3,175,154,88.0,21,12.0,22003
22,4,166,140,84.34,26,15.66,22004
22,5,195,166,85.13,29,14.87,22005
22,6,154,130,84.42,24,15.58,22006
22,7,262,252,96.18,10,3.82,22007
22,8,153,125,81.7,28,18.3,22008
22,9,192,163,84.9,29,15.1,22009
22,10,170,145,85.29,25,14.71,22010
22,11,172,147,85.47,25,14.53,22011
22,12,143,126,88.11,17,11.89,22012
22,13,204,184,90.2,20,9.8,22013
22,14,126,112,88.89,14,11.11,22014
22,15,156,133,85.26,23,14.74,22015
22,16,211,176,83.41,35,16.59,22016
22,17,178,144,80.9,34,19.1,22017
22,18,169,145,85.8,24,14.2,22018
22,19,199,192,96.48,7,3.52,22019
22,20,198,168,84.85,30,15.15,22020
22,21,281,274,97.51,7,2.49,22021
22,22,150,123,82.0,27,18.0,22022
22,23,122,109,89.34,13,10.66,22023
22,24,136,116,85.29,20,14.71,22024
22,25,149,131,87.92,18,12.08,22025
22,26,141,119,84.4,22,15.6,22026
22,27,156,130,83.33,26,16.67,22027
22,28,124,110,88.71,14,11.29,22028
22,29,133,116,87.22,17,12.78,22029
22,30,171,152,88.89,19,11.11,22030
23,1,304,209,68.75,95,31.25,23001
23,2,406,332,81.77,74,18.23,23002
23,3,297,194,65.32,103,34.68,23003
23,4,322,233,72.36,89,27.64,23004
23,5,276,223,80.8,53,19.2,23005
23,6,319,231,72.41,88,27.59,23006
23,7,208,206,99.04,2,0.96,23007
23,8,356,267,75.0,89,25.0,23008
23,9,307,239,77.85,68,22.15,23009
23,10,323,281,87.0,42,13.0,23010
23,11,332,222,66.87,110,33.13,23011
23,12,302,186,61.59,116,38.41,23012
23,13,383,265,69.19,118,30.81,23013
23,14,175,172,98.29,3,1.71,23014
23,15,309,208,67.31,101,32.69,23015
23,16,346,259,74.86,87,25.14,23016
23,17,356,231,64.89,125,35.11,23017
23,18,254,186,73.23,68,26.77,23018
23,19,281,210,74.73,71,25.27,23019
23,20,260,185,71.15,75,28.85,23020
23,21,287,272,94.77,15,5.23,23021
23,22,350,241,68.86,109,31.14,23022
23,23,286,190,66.43,96,33.57,23023
23,24,219,170,77.63,49,22.37,23024
23,25,249,179,71.89,70,28.11,23025
23,26,319,188,58.93,131,41.07,23026
23,27,284,190,66.9,94,33.1,23027
23,28,311,227,72.99,84,27.01,23028
23,29,260,216,83.08,44,16.92,23029
23,30,295,222,75.25,73,24.75,23030
23,31,298,231,77.52,67,22.48,23031
23,32,335,267,79.7,68,20.3,23032
23,33,306,248,81.05,58,18.95,23033
23,34,262,188,71.76,74,28.24,23034
23,35,211,204,96.68,7,3.32,23035
23,36,422,284,67.3,138,32.7,23036
23,37,208,198,95.19,10,4.81,23037
23,38,253,187,73.91,66,26.09,23038
23,39,296,193,65.2,103,34.8,23039
23,40,317,204,64.35,113,35.65,23040
23,41,301,210,69.77,91,30.23,23041
23,42,273,200,73.26,73,26.74,23042
23,43,380,264,69.47,116,30.53,23043
23,44,326,257,78.83,69,21.17,23044
23,45,351,250,71.23,101,28.77,23045
23,46,338,239,70.71,99,29.29,23046
23,47,367,258,70.3,109,29.7,23047
23,48,259,190,73.36,69,26.64,23048
23,49,327,204,62.39,123,37.61,23049
23,50,209,149,71.29,60,28.71,23050
23,51,264,195,73.86,69,26.14,23051
23,52,359,260,72.42,99,27.58,23052
23,53,229,187,81.66,42,18.34,23053
23,54,433,316,72.98,117,27.02,23054
23,55,315,216,68.57,99,31.43,23055
23,56,270,170,62.96,100,37.04,23056
24,1,209,200,95.69,9,4.31,24001
24,2,279,269,96.42,10,3.58,24002
24,3,270,259,95.93,11,4.07,24003
24,4,285,277,97.19,8,2.81,24004
24,5,236,229,97.03,7,2.97,24005
24,6,279,273,97.85,6,2.15,24006
24,7,233,228,97.85,5,2.15,24007
24,8,257,252,98.05,5,1.95,24008
24,9,258,247,95.74,11,4.26,24009
24,10,220,215,97.73,5,2.27,24010
24,11,180,178,98.89,2,1.11,24011
24,12,201,192,95.52,9,4.48,24012
24,13,219,214,97.72,5,2.28,24013
24,14,411,398,96.84,13,3.16,24014
24,15,242,238,98.35,4,1.65,24015
24,16,225,219,97.33,6,2.67,24016
24,17,278,271,97.48,7,2.52,24017
24,18,191,187,97.91,4,2.09,24018
24,19,217,212,97.7,5,2.3,24019
24,20,288,282,97.92,6,2.08,24020
24,21,229,223,97.38,6,2.62,24021
24,22,287,279,97.21,8,2.79,24022
24,23,289,284,98.27,5,1.73,24023
24,24,227,220,96.92,7,3.08,24024
24,25,241,230,95.44,11,4.56,24025
24,26,336,324,96.43,12,3.57,24026
24,27,169,162,95.86,7,4.14,24027
24,28,285,281,98.6,4,1.4,24028
24,29,300,293,97.67,7,2.33,24029
24,30,242,236,97.52,6,2.48,24030
24,31,263,252,95.82,11,4.18,24031
24,32,293,285,97.27,8,2.73,24032
24,33,187,181,96.79,6,3.21,24033
24,34,209,200,95.69,9,4.31,24034
24,35,353,347,98.3,6,1.7,24035
24,36,222,216,97.3,6,2.7,24036
24,37,274,262,95.62,12,4.38,24037
24,38,260,252,96.92,8,3.08,24038
24,39,264,257,97.35,7,2.65,24039
24,40,314,307,97.77,7,2.23,24040
24,41,220,216,98.18,4,1.82,24041
24,42,187,178,95.19,9,4.81,24042
24,43,362,350,96.69,12,3.31,24043
24,44,90,82,91.11,8,8.89,24044
24,45,239,233,97.49,6,2.51,24045
24,46,291,280,96.22,11,3.78,24046
24,47,250,248,99.2,2,0.8,24047
24,48,136,136,100.0,0,0.0,24048
24,49,381,369,96.85,12,3.15,24049
24,50,361,347,96.12,14,3.88,24050
24,51,370,360,97.3,10,2.7,24051
24,52,244,237,97.13,7,2.87,24052
24,53,241,221,91.7,20,8.3,24053
24,54,254,249,98.03,5,1.97,24054
24,55,134,132,98.51,2,1.49,24055
24,56,293,283,96.59,10,3.41,24056
24,57,223,194,87.0,29,13.0,24057
24,58,261,254,97.32,7,2.68,24058
24,59,154,153,99.35,1,0.65,24059
25,1,223,177,79.37,46,20.63,25001
25,2,334,284,85.03,50,14.97,25002
