ward,precinct,total,Michelle Jordan,Michelle Jordan Percent,John Joseph Coyne,John Joseph Coyne Percent,precinct_id
49,31,139,128,92.09,11,7.91,49031
49,32,258,219,84.88,39,15.12,49032
49,33,280,245,87.5,35,12.5,49033
49,34,297,276,92.93,21,7.07,49034
49,35,404,345,85.4,59,14.6,49035
49,36,445,389,87.42,56,12.58,49036
49,37,148,110,74.32,38,25.68,49037
49,38,253,237,93.68,16,6.32,49038
49,39,296,262,88.51,34,11.49,49039
49,40,273,233,85.35,40,14.65,49040
49,41,288,249,86.46,39,13.54,49041
49,42,349,297,85.1,52,14.9,49042
49,43,343,316,92.13,27,7.87,49043
49,44,337,287,85.16,50,14.84,49044
50,1,349,277,79.37,72,20.63,50001
50,2,351,264,75.21,87,24.79,50002
50,3,266,224,84.21,42,15.79,50003
50,4,292,253,86.64,39,13.36,50004
50,5,294,222,75.51,72,24.49,50005
50,6,234,196,83.76,38,16.24,50006
50,7,333,266,79.88,67,20.12,50007
50,8,253,202,79.84,51,20.16,50008
50,9,238,198,83.19,40,16.81,50009
50,10,222,171,77.03,51,22.97,50010
50,11,262,203,77.48,59,22.52,50011
50,12,148,112,75.68,36,24.32,50012
50,13,335,284,84.78,51,15.22,50013
50,14,119,95,79.83,24,20.17,50014
50,15,363,301,82.92,62,17.08,50015
50,16,136,109,80.15,27,19.85,50016
50,17,289,209,72.32,80,27.68,50017
50,18,250,195,78.0,55,22.0,50018
50,19,218,180,82.57,38,17.43,50019
50,20,292,200,68.49,92,31.51,50020
50,21,301,231,76.74,70,23.26,50021
50,22,337,274,81.31,63,18.69,50022
50,23,191,135,70.68,56,29.32,50023
50,24,301,237,78.74,64,21.26,50024
50,25,269,188,69.89,81,30.11,50025
50,26,213,161,75.59,52,24.41,50026
50,27,104,85,81.73,19,18.27,50027
50,28,228,184,80.7,44,19.3,50028
50,29,304,240,78.95,64,21.05,50029
50,30,249,194,77.91,55,22.09,50030
50,31,96,81,84.38,15,15.63,50031
50,32,252,205,81.35,47,18.65,50032
50,33,176,132,75.0,44,25.0,50033
50,34,178,157,88.2,21,11.8,50034
50,35,361,301,83.38,60,16.62,50035
50,36,305,221,72.46,84,27.54,50036
50,37,335,271,80.9,64,19.1,50037
50,38,180,160,88.89,20,11.11,50038
50,39,245,186,75.92,59,24.08,50039
50,40,298,221,74.16,77,25.84,50040
50,41,337,259,76.85,78,23.15,50041
50,42,280,227,81.07,53,18.93,50042
50,43,285,232,81.4,53,18.6,50043
50,44,202,148,73.27,54,26.73,50044
50,45,121,83,68.6,38,31.4,50045
