ward,precinct,total,Dorothy A. Brown,Dorothy A. Brown Percent,precinct_id
18,13,451,420,93.13,18013
18,14,466,442,94.85,18014
18,15,263,203,77.19,18015
18,16,465,444,95.48,18016
18,17,336,297,88.39,18017
18,18,383,374,97.65,18018
18,19,300,295,98.33,18019
18,20,406,402,99.01,18020
18,21,527,477,90.51,18021
18,22,470,443,94.26,18022
18,23,375,358,95.47,18023
18,24,450,442,98.22,18024
18,25,437,435,99.54,18025
18,26,301,293,97.34,18026
18,27,444,408,91.89,18027
18,28,376,246,65.43,18028
18,29,453,382,84.33,18029
18,30,329,326,99.09,18030
18,31,392,372,94.9,18031
18,32,433,428,98.85,18032
18,33,347,342,98.56,18033
18,34,480,448,93.33,18034
18,35,474,442,93.25,18035
18,36,312,264,84.62,18036
18,37,305,278,91.15,18037
18,38,465,457,98.28,18038
18,39,416,390,93.75,18039
18,40,448,422,94.2,18040
18,41,377,263,69.76,18041
18,42,322,293,90.99,18042
18,43,315,265,84.13,18043
18,44,254,221,87.01,18044
18,45,391,382,97.7,18045
18,46,436,429,98.39,18046
18,47,430,405,94.19,18047
18,48,258,189,73.26,18048
18,49,335,322,96.12,18049
18,50,444,423,95.27,18050
18,51,259,257,99.23,18051
18,52,324,323,99.69,18052
18,53,367,361,98.37,18053
18,54,429,412,96.04,18054
18,55,368,235,63.86,18055
18,56,388,327,84.28,18056
18,57,347,303,87.32,18057
18,58,399,390,97.74,18058
18,59,319,310,97.18,18059
18,60,481,473,98.34,18060
18,61,401,393,98.0,18061
18,62,270,265,98.15,18062
18,63,401,396,98.75,18063
18,64,344,279,81.1,18064
19,1,448,305,68.08,19001
19,2,387,336,86.82,19002
19,3,371,213,57.41,19003
19,4,391,257,65.73,19004
19,5,434,362,83.41,19005
19,6,425,270,63.53,19006
19,7,396,297,75.0,19007
19,8,363,224,61.71,19008
19,9,327,207,63.3,19009
19,10,560,441,78.75,19010
19,11,464,267,57.54,19011
19,12,440,275,62.5,19012
19,13,362,344,95.03,19013
19,14,284,176,61.97,19014
19,15,279,187,67.03,19015
19,16,494,340,68.83,19016
19,17,435,320,73.56,19017
19,18,484,371,76.65,19018
19,19,465,361,77.63,19019
19,20,397,332,83.63,19020
19,21,352,237,67.33,19021
19,22,504,369,73.21,19022
19,23,476,304,63.87,19023
19,24,343,213,62.1,19024
19,25,468,335,71.58,19025
19,26,458,324,70.74,19026
19,27,315,266,84.44,19027
19,28,508,477,93.9,19028
19,29,375,222,59.2,19029
19,30,432,270,62.5,19030
19,31,402,270,67.16,19031
19,32,497,339,68.21,19032
19,33,483,302,62.53,19033
19,34,432,307,71.06,19034
19,35,381,280,73.49,19035
19,36,587,509,86.71,19036
19,37,374,309,82.62,19037
19,38,539,457,84.79,19038
19,39,282,261,92.55,19039
19,40,383,290,75.72,19040
19,41,476,296,62.18,19041
19,42,373,312,83.65,19042
19,43,551,536,97.28,19043
19,44,370,228,61.62,19044
19,45,475,322,67.79,19045
19,46,530,336,63.4,19046
19,47,315,260,82.54,19047
19,48,393,386,98.22,19048
19,49,521,466,89.44,19049
19,50,509,504,99.02,19050
19,51,409,270,66.01,19051
19,52,370,232,62.7,19052
19,53,423,286,67.61,19053
19,54,385,240,62.34,19054
19,55,384,277,72.14,19055
19,56,521,394,75.62,19056
19,57,498,402,80.72,19057
19,58,422,275,65.17,19058
19,59,481,301,62.58,19059
19,60,424,410,96.7,19060
19,61,507,384,75.74,19061
19,62,427,338,79.16,19062
19,63,309,274,88.67,19063
19,64,531,455,85.69,19064
19,65,279,236,84.59,19065
19,66,485,479,98.76,19066
19,67,107,74,69.16,19067
20,1,424,420,99.06,20001
20,2,297,291,97.98,20002
20,3,402,395,98.26,20003
20,4,217,191,88.02,20004
20,5,234,226,96.58,20005
20,6,359,354,98.61,20006
20,7,220,212,96.36,20007
20,8,125,97,77.6,20008
20,9,347,337,97.12,20009
20,10,324,322,99.38,20010
20,11,319,314,98.43,20011
20,12,119,118,99.16,20012
20,13,131,126,96.18,20013
20,14,501,488,97.41,20014
20,15,144,116,80.56,20015
20,16,139,135,97.12,20016
20,17,386,379,98.19,20017
20,18,484,478,98.76,20018
20,19,167,162,97.01,20019
20,20,230,226,98.26,20020
20,21,144,123,85.42,20021
20,22,390,387,99.23,20022
20,23,441,433,98.19,20023
20,24,616,593,96.27,20024
20,25,310,297,95.81,20025
20,26,289,285,98.62,20026
20,27,272,267,98.16,20027
20,28,390,379,97.18,20028
20,29,387,376,97.16,20029
20,30,325,318,97.85,20030
20,31,380,370,97.37,20031
20,32,638,617,96.71,20032
20,33,471,465,98.73,20033
20,34,487,461,94.66,20034
20,35,258,254,98.45,20035
20,36,388,383,98.71,20036
20,37,249,244,97.99,20037
20,38,65,63,96.92,20038
20,39,329,321,97.57,20039
20,40,282,277,98.23,20040
20,41,19,15,78.95,20041
20,42,381,375,98.43,20042
20,43,147,119,80.95,20043
20,44,382,375,98.17,20044
20,45,75,69,92.0,20045
20,46,287,277,96.52,20046
20,47,222,216,97.3,20047
20,48,180,178,98.89,20048
20,49,317,308,97.16,20049
20,50,252,246,97.62,20050
20,51,114,98,85.96,20051
20,52,177,173,97.74,20052
20,53,71,71,100.0,20053
20,54,237,230,97.05,20054
20,55,182,176,96.7,20055
21,1,545,535,98.17,21001
21,2,176,173,98.3,21002
21,3,551,541,98.19,21003
21,4,570,562,98.6,21004
21,5,385,381,98.96,21005
21,6,437,429,98.17,21006
21,7,460,450,97.83,21007
21,8,460,453,98.48,21008
21,9,470,461,98.09,21009
21,10,313,309,98.72,21010
21,11,434,425,97.93,21011
21,12,444,433,97.52,21012
21,13,237,232,97.89,21013
21,14,397,391,98.49,21014
21,15,401,398,99.25,21015
21,16,378,372,98.41,21016
21,17,181,175,96.69,21017
21,18,370,365,98.65,21018
21,19,344,338,98.26,21019
21,20,210,207,98.57,21020
21,21,431,424,98.38,21021
21,22,431,419,97.22,21022
21,23,350,347,99.14,21023
21,24,417,406,97.36,21024
21,25,311,308,99.04,21025
21,26,281,280,99.64,21026
21,27,423,420,99.29,21027
21,28,314,309,98.41,21028
21,29,188,184,97.87,21029
21,30,300,291,97.0,21030
21,31,525,511,97.33,21031
21,32,277,273,98.56,21032
21,33,401,393,98.0,21033
21,34,487,482,98.97,21034
21,35,273,269,98.53,21035
21,36,407,395,97.05,21036
21,37,361,349,96.68,21037
21,38,412,407,98.79,21038
21,39,347,338,97.41,21039
21,40,339,334,98.53,21040
21,41,354,349,98.59,21041
21,42,384,378,98.44,21042
21,43,360,349,96.94,21043
21,44,406,395,97.29,21044
21,45,317,311,98.11,21045
21,46,309,304,98.38,21046
21,47,451,449,99.56,21047
21,48,545,538,98.72,21048
21,49,382,371,97.12,21049
21,50,374,362,96.79,21050
21,51,450,447,99.33,21051
21,52,484,473,97.73,21052
21,53,370,360,97.3,21053
21,54,332,326,98.19,21054
21,55,443,435,98.19,21055
21,56,300,291,97.0,21056
21,57,409,402,98.29,21057
21,58,302,300,99.34,21058
21,59,484,468,96.69,21059
21,60,406,400,98.52,21060
21,61,470,460,97.87,21061
21,62,397,390,98.24,21062
21,63,394,389,98.73,21063
21,64,239,235,98.33,21064
21,65,337,329,97.63,21065
21,66,314,310,98.73,21066
21,67,364,360,98.9,21067
21,68,421,412,97.86,21068
21,69,341,336,98.53,21069
21,70,280,276,98.57,21070
21,71,290,284,97.93,21071
21,72,374,371,99.2,21072
21,73,550,540,98.18,21073
21,74,194,189,97.42,21074
21,75,301,300,99.67,21075
21,76,432,426,98.61,21076
22,1,189,164,86.77,22001
22,2,160,144,90.0,22002
22,3,221,182,82.35,22003
22,4,244,210,86.07,22004
22,5,262,222,84.73,22005
22,6,197,172,87.31,22006
22,7,319,310,97.18,22007
22,8,212,185,87.26,22008
22,9,259,221,85.33,22009
22,10,230,200,86.96,22010
22,11,239,204,85.36,22011
22,12,185,163,88.11,22012
22,13,276,238,86.23,22013
22,14,176,160,90.91,22014
22,15,219,195,89.04,22015
22,16,284,252,88.73,22016
22,17,232,193,83.19,22017
22,18,237,201,84.81,22018
22,19,270,266,98.52,22019
22,20,268,226,84.33,22020
22,21,354,345,97.46,22021
22,22,216,185,85.65,22022
22,23,164,148,90.24,22023
22,24,187,167,89.3,22024
22,25,194,168,86.6,22025
22,26,191,162,84.82,22026
22,27,218,182,83.49,22027
22,28,175,156,89.14,22028
22,29,176,165,93.75,22029
22,30,258,225,87.21,22030
23,1,352,227,64.49,23001
23,2,445,350,78.65,23002
23,3,356,226,63.48,23003
23,4,386,256,66.32,23004
23,5,343,269,78.43,23005
23,6,398,296,74.37,23006
23,7,285,281,98.6,23007
23,8,418,300,71.77,23008
23,9,389,302,77.63,23009
23,10,378,317,83.86,23010
23,11,415,268,64.58,23011
23,12,362,217,59.94,23012
23,13,444,286,64.41,23013
23,14,250,244,97.6,23014
23,15,373,238,63.81,23015
23,16,404,280,69.31,23016
23,17,432,262,60.65,23017
23,18,298,197,66.11,23018
23,19,333,232,69.67,23019
23,20,316,211,66.77,23020
23,21,364,355,97.53,23021
23,22,402,252,62.69,23022
23,23,354,225,63.56,23023
23,24,278,203,73.02,23024
23,25,314,239,76.11,23025
23,26,381,227,59.58,23026
23,27,331,220,66.47,23027
23,28,394,279,70.81,23028
23,29,314,250,79.62,23029
23,30,342,235,68.71,23030
23,31,382,298,78.01,23031
23,32,409,323,78.97,23032
23,33,369,282,76.42,23033
23,34,334,233,69.76,23034
23,35,293,282,96.25,23035
23,36,492,327,66.46,23036
23,37,272,265,97.43,23037
23,38,302,212,70.2,23038
23,39,360,247,68.61,23039
23,40,371,242,65.23,23040
23,41,378,261,69.05,23041
23,42,313,213,68.05,23042
23,43,450,284,63.11,23043
23,44,372,289,77.69,23044
23,45,425,285,67.06,23045
23,46,395,277,70.13,23046
23,47,440,276,62.73,23047
23,48,289,204,70.59,23048
23,49,411,245,59.61,23049
23,50,269,205,76.21,23050
23,51,314,229,72.93,23051
23,52,421,293,69.6,23052
23,53,265,206,77.74,23053
23,54,493,339,68.76,23054
23,55,362,239,66.02,23055
23,56,325,186,57.23,23056
24,1,271,265,97.79,24001
24,2,378,372,98.41,24002
24,3,338,335,99.11,24003
24,4,347,344,99.14,24004
24,5,321,307,95.64,24005
24,6,346,335,96.82,24006
24,7,323,318,98.45,24007
24,8,326,319,97.85,24008
24,9,343,331,96.5,24009
24,10,292,283,96.92,24010
24,11,232,230,99.14,24011
24,12,294,286,97.28,24012
24,13,286,281,98.25,24013
24,14,492,480,97.56,24014
24,15,317,310,97.79,24015
24,16,296,290,97.97,24016
24,17,347,337,97.12,24017
24,18,268,263,98.13,24018
24,19,272,265,97.43,24019
24,20,381,372,97.64,24020
24,21,291,282,96.91,24021
24,22,347,341,98.27,24022
24,23,373,370,99.2,24023
24,24,304,302,99.34,24024
24,25,328,322,98.17,24025
24,26,435,421,96.78,24026
24,27,235,220,93.62,24027
24,28,351,346,98.58,24028
24,29,394,392,99.49,24029
24,30,314,307,97.77,24030
24,31,333,323,97.0,24031
24,32,356,351,98.6,24032
24,33,265,262,98.87,24033
24,34,297,286,96.3,24034
24,35,449,440,98.0,24035
24,36,289,286,98.96,24036
24,37,343,335,97.67,24037
24,38,338,328,97.04,24038
24,39,335,329,98.21,24039
24,40,402,393,97.76,24040
24,41,295,290,98.31,24041
24,42,258,256,99.22,24042
24,43,463,454,98.06,24043
24,44,111,108,97.3,24044
24,45,329,324,98.48,24045
24,46,399,390,97.74,24046
24,47,308,301,97.73,24047
24,48,170,166,97.65,24048
24,49,491,481,97.96,24049
24,50,464,453,97.63,24050
24,51,485,475,97.94,24051
24,52,302,296,98.01,24052
24,53,319,301,94.36,24053
24,54,342,334,97.66,24054
24,55,178,176,98.88,24055
24,56,376,367,97.61,24056
24,57,279,263,94.27,24057
24,58,324,318,98.15,24058
24,59,206,204,99.03,24059
25,1,300,234,78.0,25001
25,2,445,393,88.31,25002
25,3,274,236,86.13,25003
25,4,448,354,79.02,25004
25,5,353,281,79.6,25005
25,6,266,228,85.71,25006
25,7,321,280,87.23,25007
25,8,377,328,87.0,25008
25,9,440,367,83.41,25009
25,10,225,211,93.78,25010
25,11,353,296,83.85,25011
25,12,367,324,88.28,25012
25,13,397,349,87.91,25013
25,14,231,182,78.79,25014
25,15,324,263,81.17,25015
25,16,214,178,83.18,25016
25,17,478,426,89.12,25017
25,18,313,249,79.55,25018
25,19,384,319,83.07,25019
25,20,385,328,85.19,25020
25,21,311,223,71.7,25021
25,22,195,169,86.67,25022
25,23,403,355,88.09,25023
25,24,415,359,86.51,25024
25,25,456,335,73.46,25025
25,26,313,230,73.48,25026
25,27,321,237,73.83,25027
25,28,446,327,73.32,25028
25,29,318,251,78.93,25029
25,30,349,297,85.1,25030
25,31,256,212,82.81,25031
26,1,220,183,83.18,26001
26,2,236,218,92.37,26002
26,3,219,189,86.3,26003
26,4,175,150,85.71,26004
26,5,298,267,89.6,26005
26,6,123,109,88.62,26006
26,7,146,117,80.14,26007
26,8,205,173,84.39,26008
26,9,173,152,87.86,26009
26,10,139,129,92.81,26010
26,11,238,188,78.99,26011
26,12,142,130,91.55,26012
26,13,226,189,83.63,26013
26,14,191,168,87.96,26014
26,15,213,181,84.98,26015
26,16,174,160,91.95,26016
26,17,194,126,64.95,26017
26,18,138,120,86.96,26018
26,19,334,300,89.82,26019
26,20,317,282,88.96,26020
26,21,303,266,87.79,26021
26,22,193,169,87.56,26022
26,23,187,165,88.24,26023
26,24,193,161,83.42,26024
26,25,117,110,94.02,26025
26,26,176,152,86.36,26026
26,27,183,160,87.43,26027
26,28,204,184,90.2,26028
26,29,220,193,87.73,26029
26,30,231,204,88.31,26030
26,31,200,176,88.0,26031
26,32,263,196,74.52,26032
26,33,134,91,67.91,26033
26,34,247,213,86.23,26034
26,35,245,195,79.59,26035
26,36,194,176,90.72,26036
26,37,131,108,82.44,26037
26,38,196,188,95.92,26038
26,39,200,186,93.0,26039
26,40,120,105,87.5,26040
26,41,185,162,87.57,26041
26,42,180,151,83.89,26042
26,43,184,156,84.78,26043
26,44,158,147,93.04,26044
26,45,237,207,87.34,26045
26,46,337,254,75.37,26046
26,47,131,106,80.92,26047
26,48,290,262,90.34,26048
26,49,162,145,89.51,26049
26,50,130,112,86.15,26050
26,51,189,163,86.24,26051
26,52,125,116,92.8,26052
26,53,175,153,87.43,26053
26,54,174,149,85.63,26054
26,55,130,118,90.77,26055
26,56,232,202,87.07,26056
26,57,155,125,80.65,26057
26,58,156,135,86.54,26058
26,59,201,186,92.54,26059
26,60,183,153,83.61,26060
26,61,122,107,87.7,26061
26,62,254,215,84.65,26062
26,63,87,72,82.76,26063
27,1,380,244,64.21,27001
27,2,313,300,95.85,27002
27,3,316,310,98.1,27003
27,4,303,276,91.09,27004
27,5,122,83,68.03,27005
27,6,270,264,97.78,27006
27,7,424,297,70.05,27007
27,8,134,127,94.78,27008
27,9,433,410,94.69,27009
27,10,472,460,97.46,27010
27,11,211,210,99.53,27011
27,12,288,177,61.46,27012
27,13,108,93,86.11,27013
27,14,177,175,98.87,27014
27,15,267,253,94.76,27015
27,16,230,141,61.3,27016
27,17,395,254,64.3,27017
27,18,201,138,68.66,27018
27,19,399,384,96.24,27019
27,20,522,514,98.47,27020
27,21,161,160,99.38,27021
27,22,332,327,98.49,27022
27,23,136,133,97.79,27023
27,24,359,353,98.33,27024
27,25,265,259,97.74,27025
27,26,247,236,95.55,27026
27,27,164,158,96.34,27027
27,28,285,206,72.28,27028
27,29,298,289,96.98,27029
27,30,201,190,94.53,27030
27,31,286,280,97.9,27031
27,32,207,180,86.96,27032
27,33,303,276,91.09,27033
27,34,256,251,98.05,27034
27,35,654,533,81.5,27035
27,36,298,281,94.3,27036
27,37,152,136,89.47,27037
27,38,379,313,82.59,27038
27,39,194,192,98.97,27039
27,40,250,246,98.4,27040
27,41,491,372,75.76,27041
27,42,267,187,70.04,27042
27,43,346,342,98.84,27043
27,44,290,286,98.62,27044
27,45,305,300,98.36,27045
27,46,293,280,95.56,27046
27,47,275,270,98.18,27047
27,48,295,289,97.97,27048
27,49,311,302,97.11,27049
27,50,581,433,74.53,27050
27,51,217,214,98.62,27051
27,52,74,69,93.24,27052
27,53,191,172,90.05,27053
27,54,549,383,69.76,27054
27,55,151,114,75.5,27055
27,56,263,212,80.61,27056
27,57,304,227,74.67,27057
27,58,279,225,80.65,27058
27,59,401,359,89.53,27059
27,60,368,362,98.37,27060
27,61,78,76,97.44,27061
27,62,290,280,96.55,27062
27,63,349,345,98.85,27063
27,64,324,321,99.07,27064
27,65,67,62,92.54,27065
27,66,123,120,97.56,27066
28,1,322,318,98.76,28001
28,2,177,171,96.61,28002
28,3,215,209,97.21,28003
28,4,380,376,98.95,28004
28,5,404,386,95.54,28005
28,6,271,269,99.26,28006
28,7,332,324,97.59,28007
28,8,193,187,96.89,28008
28,9,212,211,99.53,28009
28,10,76,76,100.0,28010
28,11,272,269,98.9,28011
28,12,320,318,99.38,28012
28,13,326,323,99.08,28013
28,14,233,229,98.28,28014
28,15,210,206,98.1,28015
28,16,328,326,99.39,28016
28,17,284,273,96.13,28017
28,18,409,401,98.04,28018
28,19,417,413,99.04,28019
28,20,319,311,97.49,28020
28,21,375,373,99.47,28021
28,22,292,284,97.26,28022
28,23,378,373,98.68,28023
28,24,251,243,96.81,28024
28,25,253,245,96.84,28025
28,26,324,320,98.77,28026
28,27,268,265,98.88,28027
28,28,231,228,98.7,28028
28,29,258,225,87.21,28029
28,30,215,210,97.67,28030
28,31,281,278,98.93,28031
28,32,332,324,97.59,28032
28,33,210,206,98.1,28033
28,34,48,41,85.42,28034
28,35,238,233,97.9,28035
28,36,277,275,99.28,28036
28,37,338,331,97.93,28037
28,38,135,116,85.93,28038
28,39,81,79,97.53,28039
28,40,332,327,98.49,28040
28,41,122,121,99.18,28041
28,42,265,259,97.74,28042
28,43,216,213,98.61,28043
28,44,205,201,98.05,28044
28,45,229,223,97.38,28045
28,46,218,215,98.62,28046
28,47,244,241,98.77,28047
28,48,263,258,98.1,28048
28,49,241,236,97.93,28049
28,50,210,203,96.67,28050
28,51,286,279,97.55,28051
28,52,276,272,98.55,28052
28,53,145,140,96.55,28053
28,54,256,247,96.48,28054
28,55,321,317,98.75,28055
28,56,283,277,97.88,28056
28,57,195,192,98.46,28057
28,58,212,203,95.75,28058
28,59,208,206,99.04,28059
28,60,245,243,99.18,28060
28,61,161,159,98.76,28061
28,62,310,304,98.06,28062
28,63,323,321,99.38,28063
28,64,236,235,99.58,28064
28,65,294,290,98.64,28065
28,66,275,270,98.18,28066
28,67,142,139,97.89,28067
28,68,306,300,98.04,28068
28,69,165,152,92.12,28069
28,70,201,199,99.0,28070
28,71,244,233,95.49,28071
28,72,156,155,99.36,28072
28,73,153,140,91.5,28073
29,1,390,382,97.95,29001
29,2,286,212,74.13,29002
29,3,476,471,98.95,29003
29,4,376,368,97.87,29004
29,5,411,405,98.54,29005
29,6,156,127,81.41,29006
29,7,195,154,78.97,29007
29,8,324,318,98.15,29008
29,9,154,109,70.78,29009
29,10,343,339,98.83,29010
29,11,529,518,97.92,29011
29,12,456,443,97.15,29012
29,13,426,420,98.59,29013
29,14,465,458,98.49,29014
29,15,421,414,98.34,29015
29,16,429,425,99.07,29016
29,17,344,339,98.55,29017
29,18,411,408,99.27,29018
29,19,331,323,97.58,29019
29,20,380,373,98.16,29020
29,21,419,410,97.85,29021
29,22,307,255,83.06,29022
29,23,490,481,98.16,29023
29,24,149,120,80.54,29024
29,25,433,428,98.85,29025
29,26,345,341,98.84,29026
29,27,414,410,99.03,29027
29,28,528,519,98.3,29028
29,29,500,489,97.8,29029
29,30,64,51,79.69,29030
29,31,391,385,98.47,29031
29,32,277,210,75.81,29032
29,33,373,369,98.93,29033
29,34,301,266,88.37,29034
29,35,369,366,99.19,29035
29,36,412,404,98.06,29036
29,37,396,387,97.73,29037
29,38,355,352,99.15,29038
29,39,330,287,86.97,29039
29,40,542,536,98.89,29040
29,41,425,419,98.59,29041
29,42,469,459,97.87,29042
29,43,516,506,98.06,29043
29,44,401,392,97.76,29044
29,45,393,384,97.71,29045
29,46,420,411,97.86,29046
29,47,489,467,95.5,29047
29,48,320,316,98.75,29048
29,49,465,460,98.92,29049
29,50,363,359,98.9,29050
29,51,356,347,97.47,29051
29,52,293,231,78.84,29052
29,53,281,237,84.34,29053
29,54,247,186,75.3,29054
30,1,261,193,73.95,30001
30,2,196,153,78.06,30002
30,3,385,297,77.14,30003
30,4,288,250,86.81,30004
30,5,169,148,87.57,30005
30,6,171,153,89.47,30006
30,7,245,199,81.22,30007
30,8,315,240,76.19,30008
30,9,262,200,76.34,30009
30,10,254,204,80.31,30010
30,11,204,153,75.0,30011
30,12,199,143,71.86,30012
30,13,286,196,68.53,30013
30,14,130,104,80.0,30014
30,15,262,185,70.61,30015
30,16,300,239,79.67,30016
30,17,177,143,80.79,30017
30,18,61,51,83.61,30018
30,19,180,158,87.78,30019
30,20,215,184,85.58,30020
30,21,141,116,82.27,30021
30,22,274,227,82.85,30022
30,23,242,202,83.47,30023
30,24,244,207,84.84,30024
30,25,182,144,79.12,30025
30,26,186,169,90.86,30026
30,27,337,295,87.54,30027
30,28,216,165,76.39,30028
30,29,166,142,85.54,30029
30,30,289,237,82.01,30030
30,31,208,184,88.46,30031
30,32,121,103,85.12,30032
30,33,237,206,86.92,30033
30,34,280,219,78.21,30034
30,35,282,232,82.27,30035
30,36,254,202,79.53,30036
30,37,221,167,75.57,30037
30,38,368,318,86.41,30038
30,39,294,238,80.95,30039
30,40,267,215,80.52,30040
30,41,258,231,89.53,30041
30,42,203,160,78.82,30042
30,43,214,160,74.77,30043
31,1,135,110,81.48,31001
31,2,184,148,80.43,31002
31,3,212,161,75.94,31003
31,4,237,190,80.17,31004
31,5,261,188,72.03,31005
31,6,258,199,77.13,31006
31,7,241,199,82.57,31007
31,8,180,140,77.78,31008
31,9,229,191,83.41,31009
31,10,122,101,82.79,31010
31,11,170,137,80.59,31011
31,12,240,200,83.33,31012
31,13,266,211,79.32,31013
31,14,206,182,88.35,31014
31,15,142,106,74.65,31015
31,16,139,112,80.58,31016
31,17,222,191,86.04,31017
31,18,217,168,77.42,31018
31,19,183,145,79.23,31019
31,20,176,146,82.95,31020
31,21,252,224,88.89,31021
31,22,168,129,76.79,31022
31,23,144,116,80.56,31023
31,24,196,164,83.67,31024
31,25,207,182,87.92,31025
31,26,157,125,79.62,31026
31,27,183,158,86.34,31027
31,28,200,164,82.0,31028
31,29,186,148,79.57,31029
31,30,235,181,77.02,31030
31,31,292,230,78.77,31031
31,32,197,154,78.17,31032
31,33,184,133,72.28,31033
31,34,176,149,84.66,31034
31,35,188,150,79.79,31035
31,36,264,232,87.88,31036
31,37,256,221,86.33,31037
31,38,119,97,81.51,31038
31,39,177,152,85.88,31039
31,40,166,145,87.35,31040
31,41,207,165,79.71,31041
31,42,238,196,82.35,31042
31,43,258,199,77.13,31043
31,44,217,186,85.71,31044
31,45,230,167,72.61,31045
31,46,200,168,84.0,31046
31,47,250,214,85.6,31047
31,48,194,159,81.96,31048
31,49,156,137,87.82,31049
31,50,255,187,73.33,31050
31,51,163,141,86.5,31051
32,1,469,398,84.86,32001
32,2,482,376,78.01,32002
32,3,389,330,84.83,32003
32,4,539,399,74.03,32004
32,5,369,287,77.78,32005
32,6,428,324,75.7,32006
32,7,412,270,65.53,32007
32,8,612,385,62.91,32008
32,9,655,496,75.73,32009
32,10,500,339,67.8,32010
32,11,339,274,80.83,32011
32,12,271,225,83.03,32012
32,13,264,176,66.67,32013
32,14,405,326,80.49,32014
32,15,420,313,74.52,32015
32,16,440,348,79.09,32016
32,17,500,399,79.8,32017
32,18,487,313,64.27,32018
32,19,423,352,83.22,32019
32,20,479,321,67.01,32020
32,21,397,306,77.08,32021
32,22,544,414,76.1,32022
32,23,478,327,68.41,32023
32,24,477,296,62.05,32024
32,25,408,335,82.11,32025
32,26,367,290,79.02,32026
32,27,410,280,68.29,32027
32,28,311,256,82.32,32028
32,29,379,304,80.21,32029
32,30,454,279,61.45,32030
32,31,579,438,75.65,32031
32,32,502,302,60.16,32032
32,33,309,243,78.64,32033
32,34,563,421,74.78,32034
32,35,533,419,78.61,32035
32,36,575,410,71.3,32036
32,37,478,336,70.29,32037
32,38,511,376,73.58,32038
32,39,603,373,61.86,32039
32,40,543,381,70.17,32040
32,41,548,392,71.53,32041
32,42,588,440,74.83,32042
32,43,508,318,62.6,32043
32,44,272,205,75.37,32044
32,45,425,308,72.47,32045
32,46,190,147,77.37,32046
32,47,482,292,60.58,32047
32,48,667,405,60.72,32048
32,49,424,299,70.52,32049
32,50,596,368,61.74,32050
32,51,539,311,57.7,32051
32,52,298,238,79.87,32052
33,1,331,265,80.06,33001
33,2,534,411,76.97,33002
33,3,303,258,85.15,33003
33,4,340,291,85.59,33004
33,5,205,155,75.61,33005
33,6,409,345,84.35,33006
33,7,337,267,79.23,33007
33,8,412,339,82.28,33008
33,9,279,232,83.15,33009
33,10,376,322,85.64,33010
33,11,421,345,81.95,33011
33,12,391,333,85.17,33012
33,13,494,412,83.4,33013
33,14,349,283,81.09,33014
33,15,301,242,80.4,33015
33,16,88,58,65.91,33016
33,17,395,325,82.28,33017
33,18,168,127,75.6,33018
33,19,404,326,80.69,33019
33,20,298,250,83.89,33020
33,21,485,405,83.51,33021
33,22,444,375,84.46,33022
33,23,485,392,80.82,33023
33,24,317,266,83.91,33024
33,25,564,440,78.01,33025
33,26,395,334,84.56,33026
33,27,304,227,74.67,33027
33,28,352,287,81.53,33028
33,29,382,305,79.84,33029
33,30,312,250,80.13,33030
33,31,394,326,82.74,33031
33,32,394,324,82.23,33032
33,33,363,297,81.82,33033
33,34,292,240,82.19,33034
34,1,448,439,97.99,34001
34,2,336,334,99.4,34002
34,3,344,341,99.13,34003
34,4,368,357,97.01,34004
34,5,369,360,97.56,34005
34,6,295,290,98.31,34006
34,7,470,465,98.94,34007
34,8,399,394,98.75,34008
34,9,382,373,97.64,34009
34,10,525,516,98.29,34010
34,11,341,335,98.24,34011
34,12,389,380,97.69,34012
34,13,343,337,98.25,34013
34,14,354,350,98.87,34014
34,15,363,356,98.07,34015
34,16,339,333,98.23,34016
34,17,402,395,98.26,34017
34,18,317,312,98.42,34018
34,19,316,313,99.05,34019
34,20,483,476,98.55,34020
34,21,433,424,97.92,34021
34,22,458,455,99.34,34022
34,23,356,346,97.19,34023
34,24,394,391,99.24,34024
34,25,275,272,98.91,34025
34,26,373,368,98.66,34026
34,27,331,327,98.79,34027
34,28,290,288,99.31,34028
34,29,535,528,98.69,34029
34,30,498,490,98.39,34030
34,31,364,357,98.08,34031
34,32,430,422,98.14,34032
34,33,207,205,99.03,34033
34,34,365,360,98.63,34034
34,35,529,519,98.11,34035
34,36,490,478,97.55,34036
34,37,256,253,98.83,34037
34,38,313,310,99.04,34038
34,39,321,317,98.75,34039
34,40,519,513,98.84,34040
34,41,413,407,98.55,34041
34,42,457,451,98.69,34042
34,43,376,372,98.94,34043
34,44,486,481,98.97,34044
34,45,487,476,97.74,34045
34,46,273,269,98.53,34046
34,47,276,272,98.55,34047
34,48,368,365,99.18,34048
34,49,411,405,98.54,34049
34,50,353,346,98.02,34050
34,51,579,566,97.75,34051
34,52,379,369,97.36,34052
34,53,422,416,98.58,34053
34,54,347,345,99.42,34054
34,55,336,330,98.21,34055
34,56,340,331,97.35,34056
34,57,312,305,97.76,34057
34,58,353,349,98.87,34058
34,59,365,360,98.63,34059
34,60,308,304,98.7,34060
34,61,210,206,98.1,34061
34,62,447,441,98.66,34062
34,63,419,411,98.09,34063
34,64,113,113,100.0,34064
34,65,157,155,98.73,34065
34,66,425,419,98.59,34066
34,67,359,351,97.77,34067
34,68,249,246,98.8,34068
