ward,precinct,total,Richard A. Devine,Richard A. Devine Percent,Phillip Spiwak,Phillip Spiwak Percent,precinct_id
49,31,167,154,92.22,13,7.78,49031
49,32,324,284,87.65,40,12.35,49032
49,33,332,304,91.57,28,8.43,49033
49,34,385,361,93.77,24,6.23,49034
49,35,493,436,88.44,57,11.56,49035
49,36,517,460,88.97,57,11.03,49036
49,37,174,139,79.89,35,20.11,49037
49,38,312,296,94.87,16,5.13,49038
49,39,369,336,91.06,33,8.94,49039
49,40,329,294,89.36,35,10.64,49040
49,41,367,342,93.19,25,6.81,49041
49,42,421,374,88.84,47,11.16,49042
49,43,408,374,91.67,34,8.33,49043
49,44,415,368,88.67,47,11.33,49044
50,1,453,371,81.9,82,18.1,50001
50,2,441,363,82.31,78,17.69,50002
50,3,346,299,86.42,47,13.58,50003
50,4,378,340,89.95,38,10.05,50004
50,5,388,326,84.02,62,15.98,50005
50,6,289,255,88.24,34,11.76,50006
50,7,421,370,87.89,51,12.11,50007
50,8,361,311,86.15,50,13.85,50008
50,9,319,272,85.27,47,14.73,50009
50,10,311,260,83.6,51,16.4,50010
50,11,357,305,85.43,52,14.57,50011
50,12,244,191,78.28,53,21.72,50012
50,13,471,423,89.81,48,10.19,50013
50,14,174,153,87.93,21,12.07,50014
50,15,435,383,88.05,52,11.95,50015
50,16,187,157,83.96,30,16.04,50016
50,17,381,305,80.05,76,19.95,50017
50,18,333,280,84.08,53,15.92,50018
50,19,300,258,86.0,42,14.0,50019
50,20,386,303,78.5,83,21.5,50020
50,21,406,342,84.24,64,15.76,50021
50,22,457,391,85.56,66,14.44,50022
50,23,267,215,80.52,52,19.48,50023
50,24,397,327,82.37,70,17.63,50024
50,25,367,295,80.38,72,19.62,50025
50,26,288,247,85.76,41,14.24,50026
50,27,151,124,82.12,27,17.88,50027
50,28,397,352,88.66,45,11.34,50028
50,29,409,363,88.75,46,11.25,50029
50,30,320,255,79.69,65,20.31,50030
50,31,136,115,84.56,21,15.44,50031
50,32,324,281,86.73,43,13.27,50032
50,33,284,211,74.3,73,25.7,50033
50,34,350,330,94.29,20,5.71,50034
50,35,455,403,88.57,52,11.43,50035
50,36,367,293,79.84,74,20.16,50036
50,37,428,375,87.62,53,12.38,50037
50,38,230,202,87.83,28,12.17,50038
50,39,383,326,85.12,57,14.88,50039
50,40,395,309,78.23,86,21.77,50040
50,41,424,354,83.49,70,16.51,50041
50,42,357,317,88.8,40,11.2,50042
50,43,390,336,86.15,54,13.85,50043
50,44,295,247,83.73,48,16.27,50044
50,45,174,126,72.41,48,27.59,50045
