ward,precinct,total,Richard A. Devine,Richard A. Devine Percent,Phillip Spiwak,Phillip Spiwak Percent,precinct_id
13,1,359,297,82.73,62,17.27,13001
13,2,275,254,92.36,21,7.64,13002
13,3,433,368,84.99,65,15.01,13003
13,4,547,455,83.18,92,16.82,13004
13,5,284,262,92.25,22,7.75,13005
13,6,293,248,84.64,45,15.36,13006
13,7,328,285,86.89,43,13.11,13007
13,8,382,334,87.43,48,12.57,13008
13,9,300,264,88.0,36,12.0,13009
13,10,287,240,83.62,47,16.38,13010
13,11,271,247,91.14,24,8.86,13011
13,12,380,330,86.84,50,13.16,13012
13,13,364,326,89.56,38,10.44,13013
13,14,292,245,83.9,47,16.1,13014
13,15,367,321,87.47,46,12.53,13015
13,16,256,233,91.02,23,8.98,13016
13,17,360,306,85.0,54,15.0,13017
13,18,320,284,88.75,36,11.25,13018
13,19,325,305,93.85,20,6.15,13019
13,20,312,279,89.42,33,10.58,13020
13,21,263,218,82.89,45,17.11,13021
13,22,350,311,88.86,39,11.14,13022
13,23,281,242,86.12,39,13.88,13023
13,24,356,309,86.8,47,13.2,13024
13,25,330,280,84.85,50,15.15,13025
13,26,265,225,84.91,40,15.09,13026
13,27,408,341,83.58,67,16.42,13027
13,28,263,240,91.25,23,8.75,13028
13,29,306,282,92.16,24,7.84,13029
13,30,362,332,91.71,30,8.29,13030
13,31,352,325,92.33,27,7.67,13031
13,32,379,341,89.97,38,10.03,13032
13,33,297,259,87.21,38,12.79,13033
13,34,300,256,85.33,44,14.67,13034
13,35,376,339,90.16,37,9.84,13035
13,36,235,200,85.11,35,14.89,13036
13,37,240,206,85.83,34,14.17,13037
13,38,411,353,85.89,58,14.11,13038
13,39,336,292,86.9,44,13.1,13039
13,40,313,282,90.1,31,9.9,13040
13,41,307,288,93.81,19,6.19,13041
13,42,324,295,91.05,29,8.95,13042
13,43,244,233,95.49,11,4.51,13043
13,44,371,356,95.96,15,4.04,13044
13,45,479,411,85.8,68,14.2,13045
13,46,304,289,95.07,15,4.93,13046
13,47,332,289,87.05,43,12.95,13047
13,48,364,318,87.36,46,12.64,13048
13,49,396,353,89.14,43,10.86,13049
13,50,397,367,92.44,30,7.56,13050
13,51,256,232,90.63,24,9.38,13051
13,52,401,333,83.04,68,16.96,13052
13,53,428,377,88.08,51,11.92,13053
13,54,356,308,86.52,48,13.48,13054
14,1,213,185,86.85,28,13.15,14001
14,2,242,201,83.06,41,16.94,14002
14,3,335,299,89.25,36,10.75,14003
14,4,249,221,88.76,28,11.24,14004
14,5,332,312,93.98,20,6.02,14005
14,6,254,219,86.22,35,13.78,14006
14,7,254,212,83.46,42,16.54,14007
14,8,193,177,91.71,16,8.29,14008
14,9,312,282,90.38,30,9.62,14009
14,10,289,239,82.7,50,17.3,14010
14,11,240,222,92.5,18,7.5,14011
14,12,202,186,92.08,16,7.92,14012
14,13,315,261,82.86,54,17.14,14013
14,14,200,186,93.0,14,7.0,14014
14,15,284,260,91.55,24,8.45,14015
14,16,300,256,85.33,44,14.67,14016
14,17,277,246,88.81,31,11.19,14017
14,18,256,224,87.5,32,12.5,14018
14,19,327,291,88.99,36,11.01,14019
14,20,254,211,83.07,43,16.93,14020
14,21,259,242,93.44,17,6.56,14021
14,22,250,217,86.8,33,13.2,14022
14,23,219,196,89.5,23,10.5,14023
14,24,185,179,96.76,6,3.24,14024
14,25,263,221,84.03,42,15.97,14025
14,26,200,183,91.5,17,8.5,14026
14,27,192,154,80.21,38,19.79,14027
14,28,271,212,78.23,59,21.77,14028
14,29,305,269,88.2,36,11.8,14029
14,30,221,187,84.62,34,15.38,14030
14,31,255,233,91.37,22,8.63,14031
14,32,217,205,94.47,12,5.53,14032
14,33,203,180,88.67,23,11.33,14033
14,34,241,217,90.04,24,9.96,14034
14,35,140,108,77.14,32,22.86,14035
14,36,293,266,90.78,27,9.22,14036
14,37,269,247,91.82,22,8.18,14037
15,1,208,186,89.42,22,10.58,15001
15,2,271,260,95.94,11,4.06,15002
15,3,302,288,95.36,14,4.64,15003
15,4,306,295,96.41,11,3.59,15004
15,5,314,295,93.95,19,6.05,15005
15,6,337,306,90.8,31,9.2,15006
15,7,291,268,92.1,23,7.9,15007
15,8,458,435,94.98,23,5.02,15008
15,9,333,313,93.99,20,6.01,15009
15,10,243,213,87.65,30,12.35,15010
15,11,340,319,93.82,21,6.18,15011
15,12,203,195,96.06,8,3.94,15012
15,13,226,206,91.15,20,8.85,15013
15,14,354,319,90.11,35,9.89,15014
15,15,332,300,90.36,32,9.64,15015
15,16,231,201,87.01,30,12.99,15016
15,17,323,303,93.81,20,6.19,15017
15,18,240,224,93.33,16,6.67,15018
15,19,282,270,95.74,12,4.26,15019
15,20,271,255,94.1,16,5.9,15020
15,21,302,288,95.36,14,4.64,15021
15,22,370,351,94.86,19,5.14,15022
15,23,251,238,94.82,13,5.18,15023
15,24,327,305,93.27,22,6.73,15024
15,25,343,323,94.17,20,5.83,15025
15,26,260,247,95.0,13,5.0,15026
15,27,238,224,94.12,14,5.88,15027
15,28,299,262,87.63,37,12.37,15028
15,29,174,161,92.53,13,7.47,15029
15,30,376,352,93.62,24,6.38,15030
15,31,249,237,95.18,12,4.82,15031
15,32,377,359,95.23,18,4.77,15032
15,33,263,250,95.06,13,4.94,15033
15,34,251,244,97.21,7,2.79,15034
15,35,290,280,96.55,10,3.45,15035
15,36,277,267,96.39,10,3.61,15036
15,37,261,251,96.17,10,3.83,15037
15,38,318,301,94.65,17,5.35,15038
15,39,329,309,93.92,20,6.08,15039
15,40,299,287,95.99,12,4.01,15040
15,41,420,392,93.33,28,6.67,15041
15,42,191,183,95.81,8,4.19,15042
15,43,281,270,96.09,11,3.91,15043
15,44,319,292,91.54,27,8.46,15044
15,45,167,158,94.61,9,5.39,15045
15,46,226,212,93.81,14,6.19,15046
15,47,325,316,97.23,9,2.77,15047
15,48,284,272,95.77,12,4.23,15048
15,49,263,242,92.02,21,7.98,15049
15,50,308,292,94.81,16,5.19,15050
15,51,217,205,94.47,12,5.53,15051
15,52,184,174,94.57,10,5.43,15052
16,1,189,179,94.71,10,5.29,16001
16,2,240,234,97.5,6,2.5,16002
16,3,298,281,94.3,17,5.7,16003
16,4,292,270,92.47,22,7.53,16004
16,5,337,319,94.66,18,5.34,16005
16,6,110,101,91.82,9,8.18,16006
16,7,296,277,93.58,19,6.42,16007
16,8,268,253,94.4,15,5.6,16008
16,9,356,329,92.42,27,7.58,16009
16,10,261,244,93.49,17,6.51,16010
16,11,372,354,95.16,18,4.84,16011
16,12,263,247,93.92,16,6.08,16012
16,13,240,211,87.92,29,12.08,16013
16,14,305,291,95.41,14,4.59,16014
16,15,340,318,93.53,22,6.47,16015
16,16,300,289,96.33,11,3.67,16016
16,17,363,327,90.08,36,9.92,16017
16,18,298,281,94.3,17,5.7,16018
16,19,237,223,94.09,14,5.91,16019
16,20,289,270,93.43,19,6.57,16020
16,21,269,235,87.36,34,12.64,16021
16,22,240,232,96.67,8,3.33,16022
16,23,310,283,91.29,27,8.71,16023
16,24,180,172,95.56,8,4.44,16024
16,25,247,239,96.76,8,3.24,16025
16,26,298,282,94.63,16,5.37,16026
16,27,309,295,95.47,14,4.53,16027
16,28,330,313,94.85,17,5.15,16028
16,29,188,175,93.09,13,6.91,16029
16,30,245,229,93.47,16,6.53,16030
16,31,329,313,95.14,16,4.86,16031
16,32,265,233,87.92,32,12.08,16032
16,33,273,265,97.07,8,2.93,16033
16,34,293,277,94.54,16,5.46,16034
16,35,312,281,90.06,31,9.94,16035
16,36,315,300,95.24,15,4.76,16036
16,37,315,297,94.29,18,5.71,16037
16,38,315,300,95.24,15,4.76,16038
16,39,179,162,90.5,17,9.5,16039
16,40,359,333,92.76,26,7.24,16040
16,41,148,145,97.97,3,2.03,16041
16,42,199,181,90.95,18,9.05,16042
16,43,284,264,92.96,20,7.04,16043
16,44,370,338,91.35,32,8.65,16044
16,45,207,192,92.75,15,7.25,16045
16,46,68,63,92.65,5,7.35,16046
16,47,192,179,93.23,13,6.77,16047
17,1,254,244,96.06,10,3.94,17001
17,2,339,321,94.69,18,5.31,17002
17,3,296,288,97.3,8,2.7,17003
17,4,473,458,96.83,15,3.17,17004
17,5,300,286,95.33,14,4.67,17005
17,6,293,280,95.56,13,4.44,17006
17,7,462,443,95.89,19,4.11,17007
17,8,298,287,96.31,11,3.69,17008
17,9,240,231,96.25,9,3.75,17009
17,10,329,316,96.05,13,3.95,17010
17,11,363,343,94.49,20,5.51,17011
17,12,387,371,95.87,16,4.13,17012
17,13,255,239,93.73,16,6.27,17013
17,14,335,308,91.94,27,8.06,17014
17,15,337,325,96.44,12,3.56,17015
17,16,296,291,98.31,5,1.69,17016
17,17,304,293,96.38,11,3.62,17017
17,18,374,362,96.79,12,3.21,17018
17,19,165,153,92.73,12,7.27,17019
17,20,345,327,94.78,18,5.22,17020
17,21,412,389,94.42,23,5.58,17021
17,22,355,339,95.49,16,4.51,17022
17,23,280,274,97.86,6,2.14,17023
17,24,411,394,95.86,17,4.14,17024
17,25,236,228,96.61,8,3.39,17025
17,26,428,412,96.26,16,3.74,17026
17,27,434,418,96.31,16,3.69,17027
17,28,323,311,96.28,12,3.72,17028
17,29,379,366,96.57,13,3.43,17029
17,30,402,385,95.77,17,4.23,17030
17,31,358,346,96.65,12,3.35,17031
17,32,393,379,96.44,14,3.56,17032
17,33,278,272,97.84,6,2.16,17033
17,34,318,302,94.97,16,5.03,17034
17,35,213,202,94.84,11,5.16,17035
17,36,243,232,95.47,11,4.53,17036
17,37,333,319,95.8,14,4.2,17037
17,38,355,333,93.8,22,6.2,17038
17,39,280,269,96.07,11,3.93,17039
17,40,283,270,95.41,13,4.59,17040
17,41,268,256,95.52,12,4.48,17041
17,42,313,303,96.81,10,3.19,17042
17,43,287,272,94.77,15,5.23,17043
17,44,292,281,96.23,11,3.77,17044
17,45,251,236,94.02,15,5.98,17045
17,46,353,346,98.02,7,1.98,17046
17,47,213,208,97.65,5,2.35,17047
17,48,394,378,95.94,16,4.06,17048
17,49,292,285,97.6,7,2.4,17049
17,50,361,343,95.01,18,4.99,17050
17,51,419,404,96.42,15,3.58,17051
17,52,436,414,94.95,22,5.05,17052
17,53,311,300,96.46,11,3.54,17053
17,54,362,345,95.3,17,4.7,17054
17,55,321,308,95.95,13,4.05,17055
17,56,363,345,95.04,18,4.96,17056
17,57,375,358,95.47,17,4.53,17057
17,58,279,265,94.98,14,5.02,17058
17,59,194,187,96.39,7,3.61,17059
17,60,437,423,96.8,14,3.2,17060
17,61,304,295,97.04,9,2.96,17061
17,62,280,275,98.21,5,1.79,17062
17,63,370,358,96.76,12,3.24,17063
17,64,271,256,94.46,15,5.54,17064
18,1,245,231,94.29,14,5.71,18001
18,2,388,362,93.3,26,6.7,18002
18,3,322,259,80.43,63,19.57,18003
18,4,382,364,95.29,18,4.71,18004
18,5,413,402,97.34,11,2.66,18005
18,6,342,272,79.53,70,20.47,18006
18,7,371,329,88.68,42,11.32,18007
18,8,196,183,93.37,13,6.63,18008
18,9,375,343,91.47,32,8.53,18009
18,10,520,490,94.23,30,5.77,18010
18,11,392,340,86.73,52,13.27,18011
18,12,436,399,91.51,37,8.49,18012
18,13,449,420,93.54,29,6.46,18013
18,14,454,428,94.27,26,5.73,18014
18,15,263,230,87.45,33,12.55,18015
18,16,453,427,94.26,26,5.74,18016
18,17,339,303,89.38,36,10.62,18017
18,18,364,339,93.13,25,6.87,18018
18,19,289,280,96.89,9,3.11,18019
18,20,399,377,94.49,22,5.51,18020
18,21,524,485,92.56,39,7.44,18021
18,22,462,436,94.37,26,5.63,18022
18,23,384,351,91.41,33,8.59,18023
18,24,432,418,96.76,14,3.24,18024
18,25,426,410,96.24,16,3.76,18025
18,26,292,275,94.18,17,5.82,18026
18,27,435,399,91.72,36,8.28,18027
18,28,388,312,80.41,76,19.59,18028
18,29,451,406,90.02,45,9.98,18029
18,30,322,309,95.96,13,4.04,18030
18,31,387,368,95.09,19,4.91,18031
18,32,413,401,97.09,12,2.91,18032
18,33,339,326,96.17,13,3.83,18033
18,34,465,432,92.9,33,7.1,18034
18,35,471,442,93.84,29,6.16,18035
18,36,318,287,90.25,31,9.75,18036
18,37,297,268,90.24,29,9.76,18037
18,38,445,428,96.18,17,3.82,18038
18,39,415,389,93.73,26,6.27,18039
18,40,444,416,93.69,28,6.31,18040
18,41,393,329,83.72,64,16.28,18041
18,42,314,283,90.13,31,9.87,18042
18,43,317,286,90.22,31,9.78,18043
18,44,257,232,90.27,25,9.73,18044
18,45,385,366,95.06,19,4.94,18045
18,46,426,415,97.42,11,2.58,18046
18,47,427,404,94.61,23,5.39,18047
18,48,258,223,86.43,35,13.57,18048
18,49,322,305,94.72,17,5.28,18049
18,50,426,406,95.31,20,4.69,18050
18,51,250,240,96.0,10,4.0,18051
18,52,315,306,97.14,9,2.86,18052
18,53,349,335,95.99,14,4.01,18053
18,54,418,389,93.06,29,6.94,18054
18,55,382,304,79.58,78,20.42,18055
18,56,383,344,89.82,39,10.18,18056
18,57,345,321,93.04,24,6.96,18057
18,58,393,373,94.91,20,5.09,18058
18,59,314,293,93.31,21,6.69,18059
18,60,477,458,96.02,19,3.98,18060
18,61,383,360,93.99,23,6.01,18061
18,62,268,262,97.76,6,2.24,18062
18,63,387,372,96.12,15,3.88,18063
18,64,348,312,89.66,36,10.34,18064
19,1,473,417,88.16,56,11.84,19001
19,2,391,368,94.12,23,5.88,19002
19,3,399,328,82.21,71,17.79,19003
19,4,410,348,84.88,62,15.12,19004
19,5,446,392,87.89,54,12.11,19005
19,6,450,365,81.11,85,18.89,19006
19,7,425,381,89.65,44,10.35,19007
19,8,383,313,81.72,70,18.28,19008
19,9,345,287,83.19,58,16.81,19009
19,10,568,511,89.96,57,10.04,19010
19,11,484,383,79.13,101,20.87,19011
19,12,461,382,82.86,79,17.14,19012
19,13,357,328,91.88,29,8.12,19013
19,14,295,241,81.69,54,18.31,19014
19,15,285,218,76.49,67,23.51,19015
19,16,507,430,84.81,77,15.19,19016
19,17,456,404,88.6,52,11.4,19017
19,18,498,434,87.15,64,12.85,19018
19,19,477,427,89.52,50,10.48,19019
19,20,401,361,90.02,40,9.98,19020
19,21,365,305,83.56,60,16.44,19021
19,22,512,440,85.94,72,14.06,19022
19,23,500,428,85.6,72,14.4,19023
19,24,360,294,81.67,66,18.33,19024
19,25,492,433,88.01,59,11.99,19025
19,26,491,428,87.17,63,12.83,19026
19,27,315,272,86.35,43,13.65,19027
19,28,498,455,91.37,43,8.63,19028
19,29,392,319,81.38,73,18.62,19029
19,30,445,356,80.0,89,20.0,19030
19,31,417,339,81.29,78,18.71,19031
19,32,526,459,87.26,67,12.74,19032
19,33,503,402,79.92,101,20.08,19033
19,34,451,398,88.25,53,11.75,19034
19,35,391,347,88.75,44,11.25,19035
19,36,591,533,90.19,58,9.81,19036
19,37,374,327,87.43,47,12.57,19037
19,38,546,493,90.29,53,9.71,19038
19,39,282,270,95.74,12,4.26,19039
19,40,404,346,85.64,58,14.36,19040
19,41,496,399,80.44,97,19.56,19041
19,42,381,326,85.56,55,14.44,19042
19,43,539,510,94.62,29,5.38,19043
19,44,394,326,82.74,68,17.26,19044
19,45,489,412,84.25,77,15.75,19045
19,46,560,486,86.79,74,13.21,19046
19,47,311,280,90.03,31,9.97,19047
19,48,384,367,95.57,17,4.43,19048
19,49,509,453,89.0,56,11.0,19049
19,50,489,467,95.5,22,4.5,19050
19,51,420,352,83.81,68,16.19,19051
19,52,391,307,78.52,84,21.48,19052
19,53,450,394,87.56,56,12.44,19053
19,54,409,331,80.93,78,19.07,19054
19,55,392,331,84.44,61,15.56,19055
19,56,535,475,88.79,60,11.21,19056
19,57,511,454,88.85,57,11.15,19057
19,58,441,350,79.37,91,20.63,19058
19,59,512,420,82.03,92,17.97,19059
19,60,421,397,94.3,24,5.7,19060
19,61,539,476,88.31,63,11.69,19061
19,62,445,405,91.01,40,8.99,19062
19,63,306,280,91.5,26,8.5,19063
19,64,543,492,90.61,51,9.39,19064
19,65,282,256,90.78,26,9.22,19065
19,66,480,464,96.67,16,3.33,19066
19,67,114,94,82.46,20,17.54,19067
20,1,413,399,96.61,14,3.39,20001
20,2,289,280,96.89,9,3.11,20002
20,3,382,367,96.07,15,3.93,20003
20,4,221,204,92.31,17,7.69,20004
20,5,223,210,94.17,13,5.83,20005
20,6,348,337,96.84,11,3.16,20006
20,7,220,217,98.64,3,1.36,20007
20,8,123,112,91.06,11,8.94,20008
20,9,332,314,94.58,18,5.42,20009
20,10,315,303,96.19,12,3.81,20010
20,11,319,308,96.55,11,3.45,20011
20,12,115,111,96.52,4,3.48,20012
20,13,128,117,91.41,11,8.59,20013
20,14,492,472,95.93,20,4.07,20014
20,15,140,117,83.57,23,16.43,20015
20,16,132,125,94.7,7,5.3,20016
20,17,383,368,96.08,15,3.92,20017
20,18,477,453,94.97,24,5.03,20018
20,19,163,158,96.93,5,3.07,20019
20,20,219,210,95.89,9,4.11,20020
20,21,141,121,85.82,20,14.18,20021
20,22,379,365,96.31,14,3.69,20022
20,23,423,413,97.64,10,2.36,20023
20,24,589,555,94.23,34,5.77,20024
20,25,300,286,95.33,14,4.67,20025
20,26,279,265,94.98,14,5.02,20026
20,27,266,255,95.86,11,4.14,20027
20,28,379,358,94.46,21,5.54,20028
20,29,366,349,95.36,17,4.64,20029
20,30,312,292,93.59,20,6.41,20030
20,31,357,340,95.24,17,4.76,20031
20,32,611,574,93.94,37,6.06,20032
20,33,457,429,93.87,28,6.13,20033
20,34,473,437,92.39,36,7.61,20034
20,35,254,245,96.46,9,3.54,20035
20,36,367,352,95.91,15,4.09,20036
20,37,246,232,94.31,14,5.69,20037
20,38,63,62,98.41,1,1.59,20038
20,39,321,294,91.59,27,8.41,20039
20,40,260,250,96.15,10,3.85,20040
20,41,20,16,80.0,4,20.0,20041
20,42,374,360,96.26,14,3.74,20042
20,43,152,132,86.84,20,13.16,20043
20,44,366,348,95.08,18,4.92,20044
20,45,76,71,93.42,5,6.58,20045
20,46,278,263,94.6,15,5.4,20046
20,47,204,189,92.65,15,7.35,20047
20,48,174,166,95.4,8,4.6,20048
20,49,307,285,92.83,22,7.17,20049
20,50,232,226,97.41,6,2.59,20050
20,51,109,94,86.24,15,13.76,20051
20,52,177,169,95.48,8,4.52,20052
20,53,63,60,95.24,3,4.76,20053
20,54,235,221,94.04,14,5.96,20054
20,55,174,164,94.25,10,5.75,20055
21,1,513,481,93.76,32,6.24,21001
21,2,170,161,94.71,9,5.29,21002
21,3,527,495,93.93,32,6.07,21003
21,4,551,531,96.37,20,3.63,21004
21,5,353,331,93.77,22,6.23,21005
21,6,415,392,94.46,23,5.54,21006
21,7,450,427,94.89,23,5.11,21007
21,8,444,425,95.72,19,4.28,21008
21,9,427,409,95.78,18,4.22,21009
21,10,300,281,93.67,19,6.33,21010
21,11,413,392,94.92,21,5.08,21011
21,12,412,387,93.93,25,6.07,21012
21,13,229,215,93.89,14,6.11,21013
21,14,374,353,94.39,21,5.61,21014
21,15,385,373,96.88,12,3.12,21015
21,16,362,345,95.3,17,4.7,21016
21,17,167,153,91.62,14,8.38,21017
21,18,345,332,96.23,13,3.77,21018
21,19,328,307,93.6,21,6.4,21019
21,20,205,194,94.63,11,5.37,21020
21,21,405,376,92.84,29,7.16,21021
21,22,404,389,96.29,15,3.71,21022
21,23,316,297,93.99,19,6.01,21023
21,24,381,362,95.01,19,4.99,21024
21,25,278,262,94.24,16,5.76,21025
21,26,251,241,96.02,10,3.98,21026
21,27,401,378,94.26,23,5.74,21027
21,28,295,280,94.92,15,5.08,21028
21,29,173,165,95.38,8,4.62,21029
21,30,278,260,93.53,18,6.47,21030
21,31,490,465,94.9,25,5.1,21031
21,32,263,251,95.44,12,4.56,21032
21,33,379,356,93.93,23,6.07,21033
21,34,470,453,96.38,17,3.62,21034
21,35,251,244,97.21,7,2.79,21035
21,36,384,370,96.35,14,3.65,21036
21,37,338,325,96.15,13,3.85,21037
21,38,391,377,96.42,14,3.58,21038
21,39,324,303,93.52,21,6.48,21039
21,40,330,309,93.64,21,6.36,21040
21,41,347,325,93.66,22,6.34,21041
21,42,367,347,94.55,20,5.45,21042
21,43,348,331,95.11,17,4.89,21043
21,44,395,372,94.18,23,5.82,21044
21,45,297,278,93.6,19,6.4,21045
21,46,304,290,95.39,14,4.61,21046
21,47,429,407,94.87,22,5.13,21047
21,48,524,497,94.85,27,5.15,21048
21,49,355,333,93.8,22,6.2,21049
21,50,354,329,92.94,25,7.06,21050
21,51,429,409,95.34,20,4.66,21051
21,52,450,425,94.44,25,5.56,21052
21,53,357,336,94.12,21,5.88,21053
21,54,314,295,93.95,19,6.05,21054
21,55,429,403,93.94,26,6.06,21055
21,56,289,280,96.89,9,3.11,21056
21,57,392,377,96.17,15,3.83,21057
21,58,286,279,97.55,7,2.45,21058
21,59,465,442,95.05,23,4.95,21059
21,60,371,352,94.88,19,5.12,21060
21,61,444,427,96.17,17,3.83,21061
21,62,377,354,93.9,23,6.1,21062
21,63,383,361,94.26,22,5.74,21063
21,64,229,221,96.51,8,3.49,21064
21,65,320,303,94.69,17,5.31,21065
21,66,298,276,92.62,22,7.38,21066
21,67,330,321,97.27,9,2.73,21067
21,68,385,361,93.77,24,6.23,21068
21,69,323,307,95.05,16,4.95,21069
21,70,273,257,94.14,16,5.86,21070
21,71,285,270,94.74,15,5.26,21071
21,72,354,337,95.2,17,4.8,21072
21,73,502,485,96.61,17,3.39,21073
21,74,181,178,98.34,3,1.66,21074
21,75,273,265,97.07,8,2.93,21075
21,76,423,405,95.74,18,4.26,21076
22,1,190,171,90.0,19,10.0,22001
22,2,162,152,93.83,10,6.17,22002
22,3,217,196,90.32,21,9.68,22003
22,4,248,230,92.74,18,7.26,22004
22,5,265,239,90.19,26,9.81,22005
22,6,199,179,89.95,20,10.05,22006
22,7,292,278,95.21,14,4.79,22007
22,8,208,191,91.83,17,8.17,22008
22,9,253,235,92.89,18,7.11,22009
22,10,229,202,88.21,27,11.79,22010
22,11,240,219,91.25,21,8.75,22011
22,12,182,164,90.11,18,9.89,22012
22,13,276,262,94.93,14,5.07,22013
22,14,177,159,89.83,18,10.17,22014
22,15,223,207,92.83,16,7.17,22015
22,16,288,259,89.93,29,10.07,22016
22,17,232,205,88.36,27,11.64,22017
22,18,229,208,90.83,21,9.17,22018
22,19,262,252,96.18,10,3.82,22019
22,20,270,237,87.78,33,12.22,22020
22,21,340,319,93.82,21,6.18,22021
22,22,219,196,89.5,23,10.5,22022
22,23,166,153,92.17,13,7.83,22023
22,24,196,178,90.82,18,9.18,22024
22,25,200,185,92.5,15,7.5,22025
22,26,192,175,91.15,17,8.85,22026
22,27,223,205,91.93,18,8.07,22027
22,28,169,160,94.67,9,5.33,22028
22,29,178,168,94.38,10,5.62,22029
22,30,245,224,91.43,21,8.57,22030
23,1,375,288,76.8,87,23.2,23001
23,2,453,393,86.75,60,13.25,23002
23,3,372,285,76.61,87,23.39,23003
23,4,397,306,77.08,91,22.92,23004
23,5,351,288,82.05,63,17.95,23005
23,6,416,319,76.68,97,23.32,23006
23,7,279,268,96.06,11,3.94,23007
23,8,431,327,75.87,104,24.13,23008
23,9,397,331,83.38,66,16.62,23009
23,10,379,343,90.5,36,9.5,23010
23,11,432,345,79.86,87,20.14,23011
23,12,371,267,71.97,104,28.03,23012
23,13,457,367,80.31,90,19.69,23013
23,14,232,224,96.55,8,3.45,23014
23,15,390,310,79.49,80,20.51,23015
23,16,417,349,83.69,68,16.31,23016
23,17,452,356,78.76,96,21.24,23017
23,18,315,259,82.22,56,17.78,23018
23,19,348,297,85.34,51,14.66,23019
23,20,331,258,77.95,73,22.05,23020
23,21,346,328,94.8,18,5.2,23021
23,22,426,330,77.46,96,22.54,23022
23,23,371,296,79.78,75,20.22,23023
23,24,282,232,82.27,50,17.73,23024
23,25,313,250,79.87,63,20.13,23025
23,26,395,288,72.91,107,27.09,23026
23,27,344,267,77.62,77,22.38,23027
23,28,405,349,86.17,56,13.83,23028
23,29,328,283,86.28,45,13.72,23029
23,30,370,302,81.62,68,18.38,23030
23,31,383,314,81.98,69,18.02,23031
23,32,414,354,85.51,60,14.49,23032
23,33,382,321,84.03,61,15.97,23033
23,34,355,280,78.87,75,21.13,23034
23,35,275,259,94.18,16,5.82,23035
23,36,507,397,78.3,110,21.7,23036
23,37,273,258,94.51,15,5.49,23037
23,38,316,259,81.96,57,18.04,23038
23,39,373,288,77.21,85,22.79,23039
23,40,381,297,77.95,84,22.05,23040
23,41,378,264,69.84,114,30.16,23041
23,42,323,268,82.97,55,17.03,23042
23,43,467,369,79.01,98,20.99,23043
23,44,383,320,83.55,63,16.45,23044
23,45,439,349,79.5,90,20.5,23045
23,46,419,348,83.05,71,16.95,23046
23,47,456,360,78.95,96,21.05,23047
23,48,289,224,77.51,65,22.49,23048
23,49,435,324,74.48,111,25.52,23049
23,50,281,224,79.72,57,20.28,23050
23,51,320,257,80.31,63,19.69,23051
23,52,438,344,78.54,94,21.46,23052
23,53,270,226,83.7,44,16.3,23053
23,54,513,418,81.48,95,18.52,23054
23,55,376,283,75.27,93,24.73,23055
23,56,335,240,71.64,95,28.36,23056
24,1,262,243,92.75,19,7.25,24001
24,2,368,350,95.11,18,4.89,24002
24,3,322,304,94.41,18,5.59,24003
24,4,334,322,96.41,12,3.59,24004
24,5,311,297,95.5,14,4.5,24005
24,6,335,313,93.43,22,6.57,24006
24,7,307,297,96.74,10,3.26,24007
24,8,320,303,94.69,17,5.31,24008
24,9,334,315,94.31,19,5.69,24009
24,10,283,277,97.88,6,2.12,24010
24,11,228,220,96.49,8,3.51,24011
24,12,279,262,93.91,17,6.09,24012
24,13,282,274,97.16,8,2.84,24013
24,14,496,468,94.35,28,5.65,24014
24,15,305,287,94.1,18,5.9,24015
24,16,286,279,97.55,7,2.45,24016
24,17,336,323,96.13,13,3.87,24017
24,18,265,257,96.98,8,3.02,24018
24,19,267,261,97.75,6,2.25,24019
24,20,377,359,95.23,18,4.77,24020
24,21,277,263,94.95,14,5.05,24021
24,22,343,329,95.92,14,4.08,24022
24,23,363,358,98.62,5,1.38,24023
24,24,292,289,98.97,3,1.03,24024
24,25,314,301,95.86,13,4.14,24025
24,26,410,391,95.37,19,4.63,24026
24,27,233,219,93.99,14,6.01,24027
24,28,339,331,97.64,8,2.36,24028
24,29,378,364,96.3,14,3.7,24029
24,30,307,291,94.79,16,5.21,24030
24,31,323,301,93.19,22,6.81,24031
24,32,343,326,95.04,17,4.96,24032
24,33,243,233,95.88,10,4.12,24033
24,34,276,256,92.75,20,7.25,24034
24,35,428,406,94.86,22,5.14,24035
24,36,279,271,97.13,8,2.87,24036
24,37,331,310,93.66,21,6.34,24037
24,38,327,309,94.5,18,5.5,24038
24,39,324,311,95.99,13,4.01,24039
24,40,388,371,95.62,17,4.38,24040
24,41,276,271,98.19,5,1.81,24041
24,42,250,243,97.2,7,2.8,24042
24,43,435,415,95.4,20,4.6,24043
24,44,108,103,95.37,5,4.63,24044
24,45,312,300,96.15,12,3.85,24045
24,46,386,378,97.93,8,2.07,24046
24,47,308,294,95.45,14,4.55,24047
24,48,163,152,93.25,11,6.75,24048
24,49,473,454,95.98,19,4.02,24049
24,50,462,445,96.32,17,3.68,24050
24,51,459,438,95.42,21,4.58,24051
24,52,291,280,96.22,11,3.78,24052
24,53,301,283,94.02,18,5.98,24053
24,54,322,315,97.83,7,2.17,24054
24,55,171,167,97.66,4,2.34,24055
24,56,361,339,93.91,22,6.09,24056
24,57,288,268,93.06,20,6.94,24057
24,58,307,290,94.46,17,5.54,24058
24,59,196,191,97.45,5,2.55,24059
25,1,303,266,87.79,37,12.21,25001
25,2,453,403,88.96,50,11.04,25002
